,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,A Balbirnie,R Ngarava,PR Stirling,0,0,0,0,140,0,1,0,-,1.0,0,,,0,field,Ireland,2,Harare Sports Club,2023,12,Zimbabwe_Ireland_2023-12-10,Ireland,Ireland,Zimbabwe,True,141
1,A Balbirnie,R Ngarava,PR Stirling,1,0,1,1,139,1,2,0,-,2.0,0,,,0,field,Ireland,2,Harare Sports Club,2023,12,Zimbabwe_Ireland_2023-12-10,Ireland,Ireland,Zimbabwe,True,141
2,PR Stirling,R Ngarava,A Balbirnie,0,1,1,2,138,0,1,0,wides,2.0,0,,,0,field,Ireland,2,Harare Sports Club,2023,12,Zimbabwe_Ireland_2023-12-10,Ireland,Ireland,Zimbabwe,True,141
3,PR Stirling,R Ngarava,A Balbirnie,2,0,2,4,136,2,2,0,-,3.0,0,,,0,field,Ireland,2,Harare Sports Club,2023,12,Zimbabwe_Ireland_2023-12-10,Ireland,Ireland,Zimbabwe,True,141
4,PR Stirling,R Ngarava,A Balbirnie,4,0,4,8,132,6,3,0,-,4.0,0,,,0,field,Ireland,2,Harare Sports Club,2023,12,Zimbabwe_Ireland_2023-12-10,Ireland,Ireland,Zimbabwe,True,141
5,PR Stirling,R Ngarava,A Balbirnie,0,0,0,8,132,6,4,0,-,5.0,0,,,0,field,Ireland,2,Harare Sports Club,2023,12,Zimbabwe_Ireland_2023-12-10,Ireland,Ireland,Zimbabwe,True,141
6,PR Stirling,R Ngarava,A Balbirnie,0,0,0,8,132,6,5,1,-,6.0,lbw,PR Stirling,,0,field,Ireland,2,Harare Sports Club,2023,12,Zimbabwe_Ireland_2023-12-10,Ireland,Ireland,Zimbabwe,True,141
7,A Balbirnie,WP Masakadza,L Tucker,1,0,1,9,131,2,3,1,-,1.0,0,,,1,field,Ireland,2,Harare Sports Club,2023,12,Zimbabwe_Ireland_2023-12-10,Ireland,Ireland,Zimbabwe,True,141
8,L Tucker,WP Masakadza,A Balbirnie,0,0,0,9,131,0,1,1,-,2.0,0,,,1,field,Ireland,2,Harare Sports Club,2023,12,Zimbabwe_Ireland_2023-12-10,Ireland,Ireland,Zimbabwe,True,141
9,L Tucker,WP Masakadza,A Balbirnie,1,0,1,10,130,1,2,1,-,3.0,0,,,1,field,Ireland,2,Harare Sports Club,2023,12,Zimbabwe_Ireland_2023-12-10,Ireland,Ireland,Zimbabwe,True,141
