,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,AJ Finch,SL Malinga,M Klinger,0,0,0,0,,0,1,0,1,0,-,0,,,field,Sri Lanka,1,Melbourne Cricket Ground,2017,02,Australia_Sri Lanka_2017-02-17,Sri Lanka,Australia,Sri Lanka,168
1,AJ Finch,SL Malinga,M Klinger,0,0,0,0,,0,2,0,2,0,-,0,,,field,Sri Lanka,1,Melbourne Cricket Ground,2017,02,Australia_Sri Lanka_2017-02-17,Sri Lanka,Australia,Sri Lanka,168
2,AJ Finch,SL Malinga,M Klinger,1,0,1,1,,1,3,0,3,0,-,0,,,field,Sri Lanka,1,Melbourne Cricket Ground,2017,02,Australia_Sri Lanka_2017-02-17,Sri Lanka,Australia,Sri Lanka,168
3,M Klinger,SL Malinga,AJ Finch,2,0,2,3,,2,1,0,4,0,-,0,,,field,Sri Lanka,1,Melbourne Cricket Ground,2017,02,Australia_Sri Lanka_2017-02-17,Sri Lanka,Australia,Sri Lanka,168
4,M Klinger,SL Malinga,AJ Finch,0,0,0,3,,2,2,0,5,0,-,0,,,field,Sri Lanka,1,Melbourne Cricket Ground,2017,02,Australia_Sri Lanka_2017-02-17,Sri Lanka,Australia,Sri Lanka,168
5,M Klinger,SL Malinga,AJ Finch,3,0,3,6,,5,3,0,6,0,-,0,,,field,Sri Lanka,1,Melbourne Cricket Ground,2017,02,Australia_Sri Lanka_2017-02-17,Sri Lanka,Australia,Sri Lanka,168
6,M Klinger,KMDN Kulasekara,AJ Finch,0,0,0,6,,5,4,0,1,1,-,0,,,field,Sri Lanka,1,Melbourne Cricket Ground,2017,02,Australia_Sri Lanka_2017-02-17,Sri Lanka,Australia,Sri Lanka,168
7,M Klinger,KMDN Kulasekara,AJ Finch,1,0,1,7,,6,5,0,2,1,-,0,,,field,Sri Lanka,1,Melbourne Cricket Ground,2017,02,Australia_Sri Lanka_2017-02-17,Sri Lanka,Australia,Sri Lanka,168
8,AJ Finch,KMDN Kulasekara,M Klinger,0,0,0,7,,1,4,0,3,1,-,0,,,field,Sri Lanka,1,Melbourne Cricket Ground,2017,02,Australia_Sri Lanka_2017-02-17,Sri Lanka,Australia,Sri Lanka,168
9,AJ Finch,KMDN Kulasekara,M Klinger,0,0,0,7,,1,5,0,4,1,-,0,,,field,Sri Lanka,1,Melbourne Cricket Ground,2017,02,Australia_Sri Lanka_2017-02-17,Sri Lanka,Australia,Sri Lanka,168
10,AJ Finch,KMDN Kulasekara,M Klinger,4,0,4,11,,5,6,0,5,1,-,0,,,field,Sri Lanka,1,Melbourne Cricket Ground,2017,02,Australia_Sri Lanka_2017-02-17,Sri Lanka,Australia,Sri Lanka,168
11,AJ Finch,KMDN Kulasekara,M Klinger,2,0,2,13,,7,7,0,6,1,-,0,,,field,Sri Lanka,1,Melbourne Cricket Ground,2017,02,Australia_Sri Lanka_2017-02-17,Sri Lanka,Australia,Sri Lanka,168
12,M Klinger,JRMVB Sanjaya,AJ Finch,1,0,1,14,,7,6,0,1,2,-,0,,,field,Sri Lanka,1,Melbourne Cricket Ground,2017,02,Australia_Sri Lanka_2017-02-17,Sri Lanka,Australia,Sri Lanka,168
13,AJ Finch,JRMVB Sanjaya,M Klinger,1,0,1,15,,8,8,0,2,2,-,0,,,field,Sri Lanka,1,Melbourne Cricket Ground,2017,02,Australia_Sri Lanka_2017-02-17,Sri Lanka,Australia,Sri Lanka,168
14,M Klinger,JRMVB Sanjaya,AJ Finch,0,0,0,15,,7,7,0,3,2,-,0,,,field,Sri Lanka,1,Melbourne Cricket Ground,2017,02,Australia_Sri Lanka_2017-02-17,Sri Lanka,Australia,Sri Lanka,168
15,M Klinger,JRMVB Sanjaya,AJ Finch,0,0,0,15,,7,8,0,4,2,-,0,,,field,Sri Lanka,1,Melbourne Cricket Ground,2017,02,Australia_Sri Lanka_2017-02-17,Sri Lanka,Australia,Sri Lanka,168
16,M Klinger,JRMVB Sanjaya,AJ Finch,4,0,4,19,,11,9,0,5,2,-,0,,,field,Sri Lanka,1,Melbourne Cricket Ground,2017,02,Australia_Sri Lanka_2017-02-17,Sri Lanka,Australia,Sri Lanka,168
