,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,RG Sharma,Mustafizur Rahman,S Dhawan,1,0,1,1,138,1,1,0,-,1.0,0,0,,,,field,India,2,"R.Premadasa Stadium, Khettarama",2018,03,Bangladesh_India_2018-03-08,India,India,Bangladesh,True,140
1,S Dhawan,Mustafizur Rahman,RG Sharma,4,0,4,5,134,4,1,0,-,2.0,0,0,,,,field,India,2,"R.Premadasa Stadium, Khettarama",2018,03,Bangladesh_India_2018-03-08,India,India,Bangladesh,True,140
2,S Dhawan,Mustafizur Rahman,RG Sharma,2,0,2,7,132,6,2,0,-,3.0,0,0,,,,field,India,2,"R.Premadasa Stadium, Khettarama",2018,03,Bangladesh_India_2018-03-08,India,India,Bangladesh,True,140
3,S Dhawan,Mustafizur Rahman,RG Sharma,1,0,1,8,131,7,3,0,-,4.0,0,0,,,,field,India,2,"R.Premadasa Stadium, Khettarama",2018,03,Bangladesh_India_2018-03-08,India,India,Bangladesh,True,140
4,RG Sharma,Mustafizur Rahman,S Dhawan,1,0,1,9,130,2,2,0,-,5.0,0,0,,,,field,India,2,"R.Premadasa Stadium, Khettarama",2018,03,Bangladesh_India_2018-03-08,India,India,Bangladesh,True,140
5,S Dhawan,Mustafizur Rahman,RG Sharma,0,0,0,9,130,7,4,0,-,6.0,0,0,,,,field,India,2,"R.Premadasa Stadium, Khettarama",2018,03,Bangladesh_India_2018-03-08,India,India,Bangladesh,True,140
6,RG Sharma,Taskin Ahmed,S Dhawan,0,0,0,9,130,2,3,0,-,1.0,1,0,,,,field,India,2,"R.Premadasa Stadium, Khettarama",2018,03,Bangladesh_India_2018-03-08,India,India,Bangladesh,True,140
7,RG Sharma,Taskin Ahmed,S Dhawan,4,0,4,13,126,6,4,0,-,2.0,1,0,,,,field,India,2,"R.Premadasa Stadium, Khettarama",2018,03,Bangladesh_India_2018-03-08,India,India,Bangladesh,True,140
8,RG Sharma,Taskin Ahmed,S Dhawan,0,0,0,13,126,6,5,0,-,3.0,1,0,,,,field,India,2,"R.Premadasa Stadium, Khettarama",2018,03,Bangladesh_India_2018-03-08,India,India,Bangladesh,True,140
9,RG Sharma,Taskin Ahmed,S Dhawan,4,0,4,17,122,10,6,0,-,4.0,1,0,,,,field,India,2,"R.Premadasa Stadium, Khettarama",2018,03,Bangladesh_India_2018-03-08,India,India,Bangladesh,True,140
10,RG Sharma,Taskin Ahmed,S Dhawan,1,0,1,18,121,11,7,0,-,5.0,1,0,,,,field,India,2,"R.Premadasa Stadium, Khettarama",2018,03,Bangladesh_India_2018-03-08,India,India,Bangladesh,True,140
11,S Dhawan,Taskin Ahmed,RG Sharma,0,0,0,18,121,7,5,0,-,6.0,1,0,,,,field,India,2,"R.Premadasa Stadium, Khettarama",2018,03,Bangladesh_India_2018-03-08,India,India,Bangladesh,True,140
12,RG Sharma,Rubel Hossain,S Dhawan,4,0,4,22,117,15,8,0,-,1.0,2,0,,,,field,India,2,"R.Premadasa Stadium, Khettarama",2018,03,Bangladesh_India_2018-03-08,India,India,Bangladesh,True,140
13,RG Sharma,Rubel Hossain,S Dhawan,1,0,1,23,116,16,9,0,-,2.0,2,0,,,,field,India,2,"R.Premadasa Stadium, Khettarama",2018,03,Bangladesh_India_2018-03-08,India,India,Bangladesh,True,140
14,S Dhawan,Rubel Hossain,RG Sharma,1,0,1,24,115,8,6,0,-,3.0,2,0,,,,field,India,2,"R.Premadasa Stadium, Khettarama",2018,03,Bangladesh_India_2018-03-08,India,India,Bangladesh,True,140
15,RG Sharma,Rubel Hossain,S Dhawan,0,0,0,24,115,16,10,0,-,4.0,2,0,,,,field,India,2,"R.Premadasa Stadium, Khettarama",2018,03,Bangladesh_India_2018-03-08,India,India,Bangladesh,True,140
16,RG Sharma,Rubel Hossain,S Dhawan,0,1,1,25,114,16,11,0,wides,4.0,2,0,,,,field,India,2,"R.Premadasa Stadium, Khettarama",2018,03,Bangladesh_India_2018-03-08,India,India,Bangladesh,True,140
17,RG Sharma,Rubel Hossain,S Dhawan,1,0,1,26,113,17,12,0,-,5.0,2,0,,,,field,India,2,"R.Premadasa Stadium, Khettarama",2018,03,Bangladesh_India_2018-03-08,India,India,Bangladesh,True,140
