,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,CH Gayle,TG Southee,MN Samuels,6,1,7,7,132,6,1,0,1,noballs,0,0,field,New Zealand,4,Pallekele International Cricket Stadium,2012,10,New Zealand_West Indies_2012-10-01,tie,West Indies,West Indies,19
1,CH Gayle,TG Southee,MN Samuels,1,0,1,8,131,7,2,0,2,-,0,0,field,New Zealand,4,Pallekele International Cricket Stadium,2012,10,New Zealand_West Indies_2012-10-01,tie,West Indies,West Indies,19
2,MN Samuels,TG Southee,CH Gayle,2,0,2,10,129,2,1,0,3,-,0,0,field,New Zealand,4,Pallekele International Cricket Stadium,2012,10,New Zealand_West Indies_2012-10-01,tie,West Indies,West Indies,19
3,MN Samuels,TG Southee,CH Gayle,1,0,1,11,128,3,2,0,4,-,0,0,field,New Zealand,4,Pallekele International Cricket Stadium,2012,10,New Zealand_West Indies_2012-10-01,tie,West Indies,West Indies,19
4,CH Gayle,TG Southee,MN Samuels,0,1,1,12,127,7,3,0,5,wides,0,0,field,New Zealand,4,Pallekele International Cricket Stadium,2012,10,New Zealand_West Indies_2012-10-01,tie,West Indies,West Indies,19
5,CH Gayle,TG Southee,MN Samuels,1,0,1,13,126,8,4,0,6,-,0,0,field,New Zealand,4,Pallekele International Cricket Stadium,2012,10,New Zealand_West Indies_2012-10-01,tie,West Indies,West Indies,19
6,MN Samuels,TG Southee,CH Gayle,6,0,6,19,120,9,3,0,7,-,0,0,field,New Zealand,4,Pallekele International Cricket Stadium,2012,10,New Zealand_West Indies_2012-10-01,tie,West Indies,West Indies,19
