,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,CAK Walton,TG Southee,CH Gayle,0,0,0,0,243,0,1,1,-,1.0,caught,CAK Walton,C Munro,0,,bat,New Zealand,2,Bay Oval,2018,01,New Zealand_West Indies_2018-01-03,New Zealand,West Indies,New Zealand,False,124,,Left hand Bat,Right arm Medium
1,ADS Fletcher,TG Southee,CH Gayle,0,0,0,0,243,0,1,1,-,2.0,0,,,0,,bat,New Zealand,2,Bay Oval,2018,01,New Zealand_West Indies_2018-01-03,New Zealand,West Indies,New Zealand,False,124,Right hand Bat,Left hand Bat,Right arm Medium
2,ADS Fletcher,TG Southee,CH Gayle,1,0,1,1,242,1,2,1,-,3.0,0,,,0,,bat,New Zealand,2,Bay Oval,2018,01,New Zealand_West Indies_2018-01-03,New Zealand,West Indies,New Zealand,False,124,Right hand Bat,Left hand Bat,Right arm Medium
3,CH Gayle,TG Southee,ADS Fletcher,0,0,0,1,242,0,1,1,-,4.0,0,,,0,,bat,New Zealand,2,Bay Oval,2018,01,New Zealand_West Indies_2018-01-03,New Zealand,West Indies,New Zealand,False,124,Left hand Bat,Right hand Bat,Right arm Medium
4,CH Gayle,TG Southee,ADS Fletcher,0,0,0,1,242,0,2,2,-,5.0,caught,CH Gayle,GD Phillips,0,,bat,New Zealand,2,Bay Oval,2018,01,New Zealand_West Indies_2018-01-03,New Zealand,West Indies,New Zealand,False,124,Left hand Bat,Right hand Bat,Right arm Medium
5,R Powell,TG Southee,ADS Fletcher,0,0,0,1,242,0,1,2,-,6.0,0,,,0,,bat,New Zealand,2,Bay Oval,2018,01,New Zealand_West Indies_2018-01-03,New Zealand,West Indies,New Zealand,False,124,Right hand Bat,Right hand Bat,Right arm Medium
6,ADS Fletcher,TA Boult,R Powell,2,0,2,3,240,3,3,2,-,1.0,0,,,1,,bat,New Zealand,2,Bay Oval,2018,01,New Zealand_West Indies_2018-01-03,New Zealand,West Indies,New Zealand,False,124,Right hand Bat,Right hand Bat,Left arm Fast
7,ADS Fletcher,TA Boult,R Powell,0,0,0,3,240,3,4,2,-,2.0,0,,,1,,bat,New Zealand,2,Bay Oval,2018,01,New Zealand_West Indies_2018-01-03,New Zealand,West Indies,New Zealand,False,124,Right hand Bat,Right hand Bat,Left arm Fast
8,ADS Fletcher,TA Boult,R Powell,0,1,1,4,239,3,5,2,wides,2.0,0,,,1,,bat,New Zealand,2,Bay Oval,2018,01,New Zealand_West Indies_2018-01-03,New Zealand,West Indies,New Zealand,False,124,Right hand Bat,Right hand Bat,Left arm Fast
9,ADS Fletcher,TA Boult,R Powell,2,0,2,6,237,5,6,2,-,3.0,0,,,1,,bat,New Zealand,2,Bay Oval,2018,01,New Zealand_West Indies_2018-01-03,New Zealand,West Indies,New Zealand,False,124,Right hand Bat,Right hand Bat,Left arm Fast
10,ADS Fletcher,TA Boult,R Powell,1,1,2,8,235,6,7,2,noballs,3.0,0,,,1,,bat,New Zealand,2,Bay Oval,2018,01,New Zealand_West Indies_2018-01-03,New Zealand,West Indies,New Zealand,False,124,Right hand Bat,Right hand Bat,Left arm Fast
11,R Powell,TA Boult,ADS Fletcher,0,1,1,9,234,0,2,2,noballs,3.0,0,,,1,,bat,New Zealand,2,Bay Oval,2018,01,New Zealand_West Indies_2018-01-03,New Zealand,West Indies,New Zealand,False,124,Right hand Bat,Right hand Bat,Left arm Fast
12,R Powell,TA Boult,ADS Fletcher,0,1,1,10,233,0,3,2,wides,3.0,0,,,1,,bat,New Zealand,2,Bay Oval,2018,01,New Zealand_West Indies_2018-01-03,New Zealand,West Indies,New Zealand,False,124,Right hand Bat,Right hand Bat,Left arm Fast
13,R Powell,TA Boult,ADS Fletcher,4,0,4,14,229,4,4,2,-,4.0,0,,,1,,bat,New Zealand,2,Bay Oval,2018,01,New Zealand_West Indies_2018-01-03,New Zealand,West Indies,New Zealand,False,124,Right hand Bat,Right hand Bat,Left arm Fast
14,R Powell,TA Boult,ADS Fletcher,4,0,4,18,225,8,5,2,-,5.0,0,,,1,,bat,New Zealand,2,Bay Oval,2018,01,New Zealand_West Indies_2018-01-03,New Zealand,West Indies,New Zealand,False,124,Right hand Bat,Right hand Bat,Left arm Fast
15,R Powell,TA Boult,ADS Fletcher,0,0,0,18,225,8,6,2,-,6.0,0,,,1,,bat,New Zealand,2,Bay Oval,2018,01,New Zealand_West Indies_2018-01-03,New Zealand,West Indies,New Zealand,False,124,Right hand Bat,Right hand Bat,Left arm Fast
16,ADS Fletcher,TG Southee,R Powell,0,0,0,18,225,6,8,2,-,1.0,0,,,2,,bat,New Zealand,2,Bay Oval,2018,01,New Zealand_West Indies_2018-01-03,New Zealand,West Indies,New Zealand,False,124,Right hand Bat,Right hand Bat,Right arm Medium
17,ADS Fletcher,TG Southee,R Powell,4,0,4,22,221,10,9,2,-,2.0,0,,,2,,bat,New Zealand,2,Bay Oval,2018,01,New Zealand_West Indies_2018-01-03,New Zealand,West Indies,New Zealand,False,124,Right hand Bat,Right hand Bat,Right arm Medium
18,ADS Fletcher,TG Southee,R Powell,4,0,4,26,217,14,10,2,-,3.0,0,,,2,,bat,New Zealand,2,Bay Oval,2018,01,New Zealand_West Indies_2018-01-03,New Zealand,West Indies,New Zealand,False,124,Right hand Bat,Right hand Bat,Right arm Medium
