,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,wicket_type,player_out,fielder,over,extras,extra_type,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
41,Ahmed Shehzad,S Badree,Babar Azam,0,0,0,37,11,11,6,0,,,7,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
42,Babar Azam,CR Brathwaite,Ahmed Shehzad,1,0,1,38,27,27,1,0,,,8,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
43,Ahmed Shehzad,CR Brathwaite,Babar Azam,2,0,2,40,13,12,2,0,,,8,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
44,Ahmed Shehzad,CR Brathwaite,Babar Azam,0,0,0,40,13,13,3,0,,,8,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
45,Ahmed Shehzad,CR Brathwaite,Babar Azam,1,0,1,41,14,14,4,0,,,8,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
46,Babar Azam,CR Brathwaite,Ahmed Shehzad,0,0,0,41,27,28,5,caught,Babar Azam,CAK Walton,8,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
47,Shoaib Malik,CR Brathwaite,Ahmed Shehzad,1,0,1,42,1,1,6,0,,,8,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
48,Shoaib Malik,SP Narine,Ahmed Shehzad,0,0,0,42,1,2,1,0,,,9,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
49,Shoaib Malik,SP Narine,Ahmed Shehzad,1,0,1,43,2,3,2,0,,,9,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
50,Ahmed Shehzad,SP Narine,Shoaib Malik,0,0,0,43,14,15,3,caught,Ahmed Shehzad,CR Brathwaite,9,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
51,Fakhar Zaman,SP Narine,Shoaib Malik,0,0,0,43,0,1,4,0,,,9,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
52,Fakhar Zaman,SP Narine,Shoaib Malik,0,0,0,43,0,2,5,0,,,9,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
53,Fakhar Zaman,SP Narine,Shoaib Malik,2,0,2,45,2,3,6,0,,,9,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
54,Shoaib Malik,KOK Williams,Fakhar Zaman,0,0,0,45,2,4,1,0,,,10,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
55,Shoaib Malik,KOK Williams,Fakhar Zaman,0,0,0,45,2,5,2,0,,,10,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
56,Shoaib Malik,KOK Williams,Fakhar Zaman,1,0,1,46,3,6,3,0,,,10,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
57,Fakhar Zaman,KOK Williams,Shoaib Malik,1,0,1,47,3,4,4,0,,,10,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
58,Shoaib Malik,KOK Williams,Fakhar Zaman,1,0,1,48,4,7,5,0,,,10,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
59,Fakhar Zaman,KOK Williams,Shoaib Malik,1,0,1,49,4,5,6,0,,,10,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
60,Fakhar Zaman,S Badree,Shoaib Malik,0,0,0,49,4,6,1,0,,,11,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
61,Fakhar Zaman,S Badree,Shoaib Malik,1,0,1,50,5,7,2,0,,,11,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
62,Shoaib Malik,S Badree,Fakhar Zaman,1,0,1,51,5,8,3,0,,,11,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
63,Fakhar Zaman,S Badree,Shoaib Malik,0,0,0,51,5,8,4,caught,Fakhar Zaman,JO Holder,11,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
64,Sarfraz Ahmed,S Badree,Shoaib Malik,0,0,0,51,0,1,5,0,,,11,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
65,Sarfraz Ahmed,S Badree,Shoaib Malik,1,0,1,52,1,2,6,0,,,11,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
66,Sarfraz Ahmed,CR Brathwaite,Shoaib Malik,1,0,1,53,2,3,1,0,,,12,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
67,Shoaib Malik,CR Brathwaite,Sarfraz Ahmed,0,0,0,53,5,9,2,0,,,12,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
68,Shoaib Malik,CR Brathwaite,Sarfraz Ahmed,6,0,6,59,11,10,3,0,,,12,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
69,Shoaib Malik,CR Brathwaite,Sarfraz Ahmed,4,0,4,63,15,11,4,0,,,12,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
70,Shoaib Malik,CR Brathwaite,Sarfraz Ahmed,0,0,0,63,15,12,5,0,,,12,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
71,Shoaib Malik,CR Brathwaite,Sarfraz Ahmed,4,0,4,67,19,13,6,0,,,12,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
72,Sarfraz Ahmed,SP Narine,Shoaib Malik,0,0,0,67,2,4,1,0,,,13,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
73,Sarfraz Ahmed,SP Narine,Shoaib Malik,0,0,0,67,2,5,2,0,,,13,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
74,Sarfraz Ahmed,SP Narine,Shoaib Malik,4,0,4,71,6,6,3,0,,,13,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
75,Sarfraz Ahmed,SP Narine,Shoaib Malik,1,0,1,72,7,7,4,0,,,13,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
76,Shoaib Malik,SP Narine,Sarfraz Ahmed,1,0,1,73,20,14,5,0,,,13,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
77,Sarfraz Ahmed,SP Narine,Shoaib Malik,1,0,1,74,8,8,6,0,,,13,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
78,Sarfraz Ahmed,JO Holder,Shoaib Malik,1,0,1,75,9,9,1,0,,,14,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
79,Shoaib Malik,JO Holder,Sarfraz Ahmed,0,0,0,75,20,15,2,0,,,14,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
80,Shoaib Malik,JO Holder,Sarfraz Ahmed,2,0,2,77,22,16,3,0,,,14,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
81,Shoaib Malik,JO Holder,Sarfraz Ahmed,1,0,1,78,23,17,4,0,,,14,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
82,Sarfraz Ahmed,JO Holder,Shoaib Malik,0,0,0,78,9,10,5,0,,,14,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
83,Sarfraz Ahmed,JO Holder,Shoaib Malik,0,0,0,78,9,11,6,0,,,14,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
84,Shoaib Malik,CR Brathwaite,Sarfraz Ahmed,4,0,4,82,27,18,1,0,,,15,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
85,Shoaib Malik,CR Brathwaite,Sarfraz Ahmed,0,1,1,83,27,19,2,0,,,15,{'wides': 1},wides,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
86,Shoaib Malik,CR Brathwaite,Sarfraz Ahmed,1,0,1,84,28,20,3,0,,,15,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
87,Sarfraz Ahmed,CR Brathwaite,Shoaib Malik,2,0,2,86,11,12,4,0,,,15,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
88,Sarfraz Ahmed,CR Brathwaite,Shoaib Malik,1,0,1,87,12,13,5,0,,,15,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
89,Shoaib Malik,CR Brathwaite,Sarfraz Ahmed,0,0,0,87,28,21,6,caught,Shoaib Malik,KA Pollard,15,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
90,Imad Wasim,CR Brathwaite,Sarfraz Ahmed,0,0,0,87,0,1,7,0,,,15,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
91,Sarfraz Ahmed,SP Narine,Imad Wasim,0,0,0,87,12,14,1,0,,,16,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
92,Sarfraz Ahmed,SP Narine,Imad Wasim,0,0,0,87,12,15,2,0,,,16,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
93,Sarfraz Ahmed,SP Narine,Imad Wasim,0,0,0,87,12,16,3,0,,,16,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
94,Sarfraz Ahmed,SP Narine,Imad Wasim,0,0,0,87,12,17,4,caught,Sarfraz Ahmed,MN Samuels,16,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
95,Sohail Tanvir,SP Narine,Imad Wasim,4,0,4,91,4,1,5,0,,,16,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
96,Sohail Tanvir,SP Narine,Imad Wasim,0,0,0,91,4,2,6,lbw,Sohail Tanvir,,16,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
97,Imad Wasim,KOK Williams,Shadab Khan,4,0,4,95,4,2,1,0,,,17,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
98,Imad Wasim,KOK Williams,Shadab Khan,0,0,0,95,4,3,2,0,,,17,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
99,Imad Wasim,KOK Williams,Shadab Khan,0,0,0,95,4,4,3,caught,Imad Wasim,CR Brathwaite,17,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
100,Shadab Khan,KOK Williams,Wahab Riaz,1,0,1,96,1,1,4,0,,,17,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
101,Wahab Riaz,KOK Williams,Shadab Khan,1,0,1,97,1,1,5,0,,,17,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
102,Shadab Khan,KOK Williams,Wahab Riaz,1,0,1,98,2,2,6,0,,,17,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
103,Shadab Khan,JO Holder,Wahab Riaz,1,0,1,99,3,3,1,0,,,18,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
104,Wahab Riaz,JO Holder,Shadab Khan,1,0,1,100,2,2,2,0,,,18,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
105,Shadab Khan,JO Holder,Wahab Riaz,1,0,1,101,4,4,3,0,,,18,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
106,Wahab Riaz,JO Holder,Shadab Khan,1,0,1,102,3,3,4,0,,,18,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
107,Shadab Khan,JO Holder,Wahab Riaz,2,0,2,104,6,5,5,0,,,18,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
108,Shadab Khan,JO Holder,Wahab Riaz,4,0,4,108,10,6,6,0,,,18,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
109,Wahab Riaz,KOK Williams,Shadab Khan,1,0,1,109,4,4,1,0,,,19,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
110,Shadab Khan,KOK Williams,Wahab Riaz,1,0,1,110,11,7,2,0,,,19,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
111,Wahab Riaz,KOK Williams,Shadab Khan,6,0,6,116,10,5,3,0,,,19,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
112,Wahab Riaz,KOK Williams,Shadab Khan,2,0,2,118,12,6,4,0,,,19,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
113,Wahab Riaz,KOK Williams,Shadab Khan,4,0,4,122,16,7,5,0,,,19,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
114,Wahab Riaz,KOK Williams,Shadab Khan,2,0,2,124,18,8,6,0,,,19,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
115,Shadab Khan,CR Brathwaite,Wahab Riaz,0,0,0,124,11,8,1,0,,,20,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
116,Shadab Khan,CR Brathwaite,Wahab Riaz,1,0,1,125,12,9,2,0,,,20,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
117,Wahab Riaz,CR Brathwaite,Shadab Khan,6,0,6,131,24,9,3,0,,,20,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
118,Wahab Riaz,CR Brathwaite,Shadab Khan,0,0,0,131,24,10,4,caught,Wahab Riaz,JO Holder,20,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
119,Shadab Khan,CR Brathwaite,Hasan Ali,1,0,1,132,13,10,5,0,,,20,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
120,Hasan Ali,CR Brathwaite,Shadab Khan,0,0,0,132,0,1,6,run out,Shadab Khan,CR Brathwaite,20,,-,field,West Indies,1,"Queen's Park Oval, Port of Spain",2017-03-30,Pakistan,West Indies
