,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
48,LMP Simmons,SD Parry,DJ Bravo,1,0,1,50,115,19,20,3,1,0,,,9,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
49,DJ Bravo,SD Parry,LMP Simmons,1,0,1,51,114,10,13,3,2,0,,,9,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
50,LMP Simmons,SD Parry,DJ Bravo,1,0,1,52,113,20,21,3,3,0,,,9,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
51,DJ Bravo,SD Parry,LMP Simmons,1,0,1,53,112,11,14,3,4,0,,,9,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
52,LMP Simmons,SD Parry,DJ Bravo,0,0,0,53,112,20,22,3,5,0,,,9,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
53,LMP Simmons,SD Parry,DJ Bravo,4,0,4,57,108,24,23,3,6,0,,,9,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
54,DJ Bravo,JC Tredwell,LMP Simmons,0,0,0,57,108,11,15,3,1,0,,,10,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
55,DJ Bravo,JC Tredwell,LMP Simmons,4,0,4,61,104,15,16,3,2,0,,,10,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
56,DJ Bravo,JC Tredwell,LMP Simmons,1,0,1,62,103,16,17,3,3,0,,,10,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
57,LMP Simmons,JC Tredwell,DJ Bravo,0,0,0,62,103,24,24,3,4,0,,,10,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
58,LMP Simmons,JC Tredwell,DJ Bravo,4,0,4,66,99,28,25,3,5,0,,,10,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
59,LMP Simmons,JC Tredwell,DJ Bravo,0,0,0,66,99,28,26,3,6,0,,,10,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
60,DJ Bravo,RS Bopara,LMP Simmons,0,0,0,66,99,16,18,3,1,0,,,11,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
61,DJ Bravo,RS Bopara,LMP Simmons,0,0,0,66,99,16,19,4,2,caught,DJ Bravo,CJ Jordan,11,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
62,LMP Simmons,RS Bopara,AD Russell,0,0,0,66,99,28,27,4,3,0,,,11,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
63,LMP Simmons,RS Bopara,AD Russell,1,0,1,67,98,29,28,4,4,0,,,11,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
64,AD Russell,RS Bopara,LMP Simmons,0,0,0,67,98,0,1,4,5,0,,,11,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
65,AD Russell,RS Bopara,LMP Simmons,0,0,0,67,98,0,2,5,6,caught,AD Russell,EJG Morgan,11,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
66,LMP Simmons,JC Tredwell,D Ramdin,0,0,0,67,98,29,29,5,1,0,,,12,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
67,LMP Simmons,JC Tredwell,D Ramdin,1,0,1,68,97,30,30,5,2,0,,,12,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
68,D Ramdin,JC Tredwell,LMP Simmons,0,0,0,68,97,0,1,5,3,0,,,12,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
69,D Ramdin,JC Tredwell,LMP Simmons,1,0,1,69,96,1,2,5,4,0,,,12,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
70,LMP Simmons,JC Tredwell,D Ramdin,0,0,0,69,96,30,31,5,5,0,,,12,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
71,LMP Simmons,JC Tredwell,D Ramdin,2,0,2,71,94,32,32,5,6,0,,,12,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
72,D Ramdin,RS Bopara,LMP Simmons,1,0,1,72,93,2,3,5,1,0,,,13,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
73,LMP Simmons,RS Bopara,D Ramdin,1,0,1,73,92,33,33,5,2,0,,,13,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
74,D Ramdin,RS Bopara,LMP Simmons,6,0,6,79,86,8,4,5,3,0,,,13,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
75,D Ramdin,RS Bopara,LMP Simmons,1,0,1,80,85,9,5,5,4,0,,,13,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
76,LMP Simmons,RS Bopara,D Ramdin,4,0,4,84,81,37,34,5,5,0,,,13,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
77,LMP Simmons,RS Bopara,D Ramdin,4,0,4,88,77,41,35,5,6,0,,,13,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
78,D Ramdin,SD Parry,LMP Simmons,0,0,0,88,77,9,6,5,1,0,,,14,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
79,D Ramdin,SD Parry,LMP Simmons,4,0,4,92,73,13,7,5,2,0,,,14,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
80,D Ramdin,SD Parry,LMP Simmons,1,0,1,93,72,14,8,5,3,0,,,14,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
81,LMP Simmons,SD Parry,D Ramdin,1,0,1,94,71,42,36,5,4,0,,,14,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
82,D Ramdin,SD Parry,LMP Simmons,1,0,1,95,70,15,9,5,5,0,,,14,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
83,LMP Simmons,SD Parry,D Ramdin,1,0,1,96,69,43,37,5,6,0,,,14,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
84,LMP Simmons,RS Bopara,D Ramdin,0,0,0,96,69,43,38,5,1,0,,,15,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
85,LMP Simmons,RS Bopara,D Ramdin,1,0,1,97,68,44,39,5,2,0,,,15,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
86,D Ramdin,RS Bopara,LMP Simmons,0,0,0,97,68,15,10,5,3,0,,,15,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
87,D Ramdin,RS Bopara,LMP Simmons,1,0,1,98,67,16,11,5,4,0,,,15,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
88,LMP Simmons,RS Bopara,D Ramdin,1,0,1,99,66,45,40,5,5,0,,,15,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
89,D Ramdin,RS Bopara,LMP Simmons,0,0,0,99,66,16,12,5,6,0,,,15,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
90,LMP Simmons,CJ Jordan,D Ramdin,2,0,2,101,64,47,41,5,1,0,,,16,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
91,LMP Simmons,CJ Jordan,D Ramdin,1,0,1,102,63,48,42,5,2,0,,,16,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
92,D Ramdin,CJ Jordan,LMP Simmons,4,0,4,106,59,20,13,5,3,0,,,16,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
93,D Ramdin,CJ Jordan,LMP Simmons,0,1,1,107,58,20,14,5,4,0,,,16,wides,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
94,D Ramdin,CJ Jordan,LMP Simmons,1,0,1,108,57,21,15,5,5,0,,,16,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
95,LMP Simmons,CJ Jordan,D Ramdin,4,0,4,112,53,52,43,5,6,0,,,16,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
96,LMP Simmons,CJ Jordan,D Ramdin,0,1,1,113,52,52,44,5,7,0,,,16,legbyes,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
97,LMP Simmons,JW Dernbach,D Ramdin,4,0,4,117,48,56,45,5,1,0,,,17,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
98,LMP Simmons,JW Dernbach,D Ramdin,0,0,0,117,48,56,46,5,2,0,,,17,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
99,LMP Simmons,JW Dernbach,D Ramdin,1,0,1,118,47,57,47,5,3,0,,,17,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
100,D Ramdin,JW Dernbach,LMP Simmons,1,0,1,119,46,22,16,5,4,0,,,17,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
101,LMP Simmons,JW Dernbach,D Ramdin,6,0,6,125,40,63,48,5,5,0,,,17,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
102,LMP Simmons,JW Dernbach,D Ramdin,1,0,1,126,39,64,49,5,6,0,,,17,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
103,LMP Simmons,RS Bopara,D Ramdin,1,0,1,127,38,65,50,5,1,0,,,18,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
104,D Ramdin,RS Bopara,LMP Simmons,4,0,4,131,34,26,17,5,2,0,,,18,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
105,D Ramdin,RS Bopara,LMP Simmons,1,0,1,132,33,27,18,5,3,0,,,18,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
106,LMP Simmons,RS Bopara,D Ramdin,0,0,0,132,33,65,51,5,4,0,,,18,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
107,LMP Simmons,RS Bopara,D Ramdin,0,1,1,133,32,65,52,5,5,0,,,18,byes,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
108,D Ramdin,RS Bopara,LMP Simmons,1,0,1,134,31,28,19,5,6,0,,,18,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
109,D Ramdin,CJ Jordan,LMP Simmons,1,0,1,135,30,29,20,5,1,0,,,19,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
110,LMP Simmons,CJ Jordan,D Ramdin,1,0,1,136,29,66,53,5,2,0,,,19,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
111,D Ramdin,CJ Jordan,LMP Simmons,4,0,4,140,25,33,21,5,3,0,,,19,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
112,D Ramdin,CJ Jordan,LMP Simmons,0,0,0,140,25,33,22,6,4,bowled,D Ramdin,,19,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
113,DJG Sammy,CJ Jordan,LMP Simmons,4,0,4,144,21,4,1,6,5,0,,,19,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
114,DJG Sammy,CJ Jordan,LMP Simmons,0,1,1,145,20,4,2,6,6,0,,,19,wides,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
115,DJG Sammy,CJ Jordan,LMP Simmons,4,0,4,149,16,8,3,6,7,0,,,19,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
116,LMP Simmons,JW Dernbach,DJG Sammy,2,0,2,151,14,68,54,6,1,0,,,20,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
117,LMP Simmons,JW Dernbach,DJG Sammy,1,0,1,152,13,69,55,6,2,0,,,20,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
118,DJG Sammy,JW Dernbach,LMP Simmons,1,0,1,153,12,9,4,7,3,run out,LMP Simmons,MM Ali;JW Dernbach,20,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
119,DJG Sammy,JW Dernbach,SP Narine,6,0,6,159,6,15,5,7,4,0,,,20,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
120,DJG Sammy,JW Dernbach,SP Narine,0,0,0,159,6,15,6,7,5,0,,,20,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
121,DJG Sammy,JW Dernbach,SP Narine,0,1,1,160,5,15,7,7,6,0,,,20,wides,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
122,DJG Sammy,JW Dernbach,SP Narine,0,0,0,160,5,15,8,7,7,0,,,20,-,bat,England,2,"Kensington Oval, Bridgetown",2014,03,West Indies_England_2014-03-13,England,West Indies,England,160
