,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,date,winning_team,batting_team,bowling_team
45,V Kohli,AU Rashid,RR Pant,1,0,1,37,11,10,4,-,8,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
46,RR Pant,AU Rashid,V Kohli,0,0,0,37,6,7,5,-,8,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
47,RR Pant,AU Rashid,V Kohli,1,0,1,38,7,8,6,-,8,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
48,RR Pant,BA Stokes,V Kohli,0,1,1,39,7,9,1,wides,9,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
49,RR Pant,BA Stokes,V Kohli,1,0,1,40,8,10,2,-,9,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
50,V Kohli,BA Stokes,RR Pant,1,0,1,41,12,11,3,-,9,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
51,RR Pant,BA Stokes,V Kohli,0,0,0,41,8,11,4,-,9,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
52,RR Pant,BA Stokes,V Kohli,1,0,1,42,9,12,5,-,9,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
53,V Kohli,BA Stokes,RR Pant,1,0,1,43,13,12,6,-,9,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
54,RR Pant,BA Stokes,V Kohli,1,0,1,44,10,13,7,-,9,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
55,RR Pant,AU Rashid,V Kohli,4,0,4,48,14,14,1,-,10,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
56,RR Pant,AU Rashid,V Kohli,4,0,4,52,18,15,2,-,10,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
57,RR Pant,AU Rashid,V Kohli,1,0,1,53,19,16,3,-,10,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
58,V Kohli,AU Rashid,RR Pant,1,0,1,54,14,13,4,-,10,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
59,RR Pant,AU Rashid,V Kohli,1,0,1,55,20,17,5,-,10,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
60,V Kohli,AU Rashid,RR Pant,0,0,0,55,14,14,6,-,10,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
61,RR Pant,CJ Jordan,V Kohli,2,0,2,57,22,18,1,-,11,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
62,RR Pant,CJ Jordan,V Kohli,0,0,0,57,22,19,2,-,11,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
63,RR Pant,CJ Jordan,V Kohli,1,0,1,58,23,20,3,-,11,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
64,V Kohli,CJ Jordan,RR Pant,0,0,0,58,14,15,4,-,11,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
65,V Kohli,CJ Jordan,RR Pant,4,0,4,62,18,16,5,-,11,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
66,V Kohli,CJ Jordan,RR Pant,0,0,0,62,18,17,6,-,11,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
67,RR Pant,SM Curran,V Kohli,2,0,2,64,25,21,1,-,12,run out,RR Pant,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
68,V Kohli,SM Curran,SS Iyer,1,0,1,65,19,18,2,-,12,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
69,SS Iyer,SM Curran,V Kohli,4,0,4,69,4,1,3,-,12,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
70,SS Iyer,SM Curran,V Kohli,1,0,1,70,5,2,4,-,12,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
71,V Kohli,SM Curran,SS Iyer,1,0,1,71,20,19,5,-,12,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
72,SS Iyer,SM Curran,V Kohli,0,0,0,71,5,3,6,-,12,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
73,V Kohli,AU Rashid,SS Iyer,1,0,1,72,21,20,1,-,13,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
74,SS Iyer,AU Rashid,V Kohli,0,0,0,72,5,4,2,-,13,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
75,SS Iyer,AU Rashid,V Kohli,1,0,1,73,6,5,3,-,13,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
76,V Kohli,AU Rashid,SS Iyer,0,0,0,73,21,21,4,-,13,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
77,V Kohli,AU Rashid,SS Iyer,1,0,1,74,22,22,5,-,13,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
78,SS Iyer,AU Rashid,V Kohli,0,0,0,74,6,6,6,-,13,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
79,V Kohli,SM Curran,SS Iyer,0,4,4,78,22,23,1,legbyes,14,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
80,V Kohli,SM Curran,SS Iyer,2,0,2,80,24,24,2,-,14,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
81,V Kohli,SM Curran,SS Iyer,0,0,0,80,24,25,3,-,14,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
82,V Kohli,SM Curran,SS Iyer,1,0,1,81,25,26,4,-,14,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
83,SS Iyer,SM Curran,V Kohli,1,0,1,82,7,7,5,-,14,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
84,V Kohli,SM Curran,SS Iyer,1,0,1,83,26,27,6,-,14,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
85,V Kohli,MA Wood,SS Iyer,1,0,1,84,27,28,1,-,15,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
86,SS Iyer,MA Wood,V Kohli,2,0,2,86,9,8,2,-,15,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
87,SS Iyer,MA Wood,V Kohli,0,0,0,86,9,9,3,-,15,caught,SS Iyer,DJ Malan,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
88,V Kohli,MA Wood,HH Pandya,1,0,1,87,28,29,4,-,15,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
89,HH Pandya,MA Wood,V Kohli,0,0,0,87,0,1,5,-,15,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
90,HH Pandya,MA Wood,V Kohli,0,0,0,87,0,2,6,-,15,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
91,V Kohli,JC Archer,HH Pandya,0,1,1,88,28,30,1,wides,16,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
92,V Kohli,JC Archer,HH Pandya,4,0,4,92,32,31,2,-,16,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
93,V Kohli,JC Archer,HH Pandya,0,0,0,92,32,32,3,-,16,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
94,V Kohli,JC Archer,HH Pandya,6,0,6,98,38,33,4,-,16,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
95,V Kohli,JC Archer,HH Pandya,1,0,1,99,39,34,5,-,16,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
96,HH Pandya,JC Archer,V Kohli,0,0,0,99,0,3,6,-,16,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
97,HH Pandya,JC Archer,V Kohli,1,0,1,100,1,4,7,-,16,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
98,HH Pandya,CJ Jordan,V Kohli,1,0,1,101,2,5,1,-,17,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
99,V Kohli,CJ Jordan,HH Pandya,0,0,0,101,39,35,2,-,17,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
100,V Kohli,CJ Jordan,HH Pandya,6,0,6,107,45,36,3,-,17,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
101,V Kohli,CJ Jordan,HH Pandya,0,1,1,108,45,37,4,wides,17,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
102,V Kohli,CJ Jordan,HH Pandya,1,0,1,109,46,38,5,-,17,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
103,HH Pandya,CJ Jordan,V Kohli,1,0,1,110,3,6,6,-,17,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
104,V Kohli,CJ Jordan,HH Pandya,4,0,4,114,50,39,7,-,17,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
105,HH Pandya,MA Wood,V Kohli,0,0,0,114,3,7,1,-,18,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
106,HH Pandya,MA Wood,V Kohli,1,0,1,115,4,8,2,-,18,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
107,V Kohli,MA Wood,HH Pandya,6,0,6,121,56,40,3,-,18,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
108,V Kohli,MA Wood,HH Pandya,6,0,6,127,62,41,4,-,18,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
109,V Kohli,MA Wood,HH Pandya,4,0,4,131,66,42,5,-,18,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
110,V Kohli,MA Wood,HH Pandya,0,0,0,131,66,43,6,-,18,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
111,HH Pandya,JC Archer,V Kohli,0,0,0,131,4,9,1,-,19,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
112,HH Pandya,JC Archer,V Kohli,6,0,6,137,10,10,2,-,19,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
113,HH Pandya,JC Archer,V Kohli,0,0,0,137,10,11,3,-,19,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
114,HH Pandya,JC Archer,V Kohli,0,1,1,138,10,12,4,byes,19,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
115,V Kohli,JC Archer,HH Pandya,0,0,0,138,66,44,5,-,19,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
116,V Kohli,JC Archer,HH Pandya,4,0,4,142,70,45,6,-,19,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
117,HH Pandya,CJ Jordan,V Kohli,6,0,6,148,16,13,1,-,20,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
118,HH Pandya,CJ Jordan,V Kohli,1,0,1,149,17,14,2,-,20,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
119,V Kohli,CJ Jordan,HH Pandya,4,0,4,153,74,46,3,-,20,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
120,V Kohli,CJ Jordan,HH Pandya,2,0,2,155,76,47,4,-,20,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
121,V Kohli,CJ Jordan,HH Pandya,1,0,1,156,77,48,5,-,20,0,,,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
122,HH Pandya,CJ Jordan,V Kohli,0,0,0,156,17,15,6,-,20,caught,HH Pandya,JC Archer,field,England,1,Narendra Modi Stadium,2021-03-16,England,India,England
