,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,review,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
27,DM de Silva,BG Lister,MDKJ Perera,1,0,1,38,158,2,4,2,4,5,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
28,MDKJ Perera,BG Lister,DM de Silva,1,0,1,39,157,15,11,2,5,5,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
29,DM de Silva,BG Lister,MDKJ Perera,0,0,0,39,157,2,5,2,6,5,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
30,DM de Silva,BG Lister,MDKJ Perera,4,0,4,43,153,6,6,2,7,5,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
31,MDKJ Perera,HB Shipley,DM de Silva,0,0,0,43,153,15,12,2,1,6,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
32,MDKJ Perera,HB Shipley,DM de Silva,1,0,1,44,152,16,13,2,2,6,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
33,DM de Silva,HB Shipley,MDKJ Perera,0,0,0,44,152,6,7,2,3,6,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
34,DM de Silva,HB Shipley,MDKJ Perera,4,0,4,48,148,10,8,2,4,6,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
35,DM de Silva,HB Shipley,MDKJ Perera,1,0,1,49,147,11,9,2,5,6,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
36,MDKJ Perera,HB Shipley,DM de Silva,1,0,1,50,146,17,14,2,6,6,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
37,MDKJ Perera,R Ravindra,DM de Silva,4,0,4,54,142,21,15,2,1,7,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
38,MDKJ Perera,R Ravindra,DM de Silva,1,0,1,55,141,22,16,2,2,7,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
39,DM de Silva,R Ravindra,MDKJ Perera,1,0,1,56,140,12,10,2,3,7,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
40,MDKJ Perera,R Ravindra,DM de Silva,1,0,1,57,139,23,17,2,4,7,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
41,DM de Silva,R Ravindra,MDKJ Perera,1,0,1,58,138,13,11,2,5,7,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
42,MDKJ Perera,R Ravindra,DM de Silva,1,0,1,59,137,24,18,2,6,7,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
43,MDKJ Perera,JDS Neesham,DM de Silva,0,1,1,60,136,24,19,2,1,8,0,,,,wides,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
44,MDKJ Perera,JDS Neesham,DM de Silva,0,1,1,61,135,24,20,2,2,8,0,,,,legbyes,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
45,DM de Silva,JDS Neesham,MDKJ Perera,1,0,1,62,134,14,12,2,3,8,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
46,MDKJ Perera,JDS Neesham,DM de Silva,1,0,1,63,133,25,21,2,4,8,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
47,DM de Silva,JDS Neesham,MDKJ Perera,6,0,6,69,127,20,13,2,5,8,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
48,DM de Silva,JDS Neesham,MDKJ Perera,1,0,1,70,126,21,14,2,6,8,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
49,MDKJ Perera,JDS Neesham,DM de Silva,1,0,1,71,125,26,22,2,7,8,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
50,MDKJ Perera,IS Sodhi,DM de Silva,0,0,0,71,125,26,23,2,1,9,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
51,MDKJ Perera,IS Sodhi,DM de Silva,0,0,0,71,125,26,24,2,2,9,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
52,MDKJ Perera,IS Sodhi,DM de Silva,1,0,1,72,124,27,25,2,3,9,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
53,DM de Silva,IS Sodhi,MDKJ Perera,1,0,1,73,123,22,15,2,4,9,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
54,MDKJ Perera,IS Sodhi,DM de Silva,1,0,1,74,122,28,26,2,5,9,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
55,DM de Silva,IS Sodhi,MDKJ Perera,4,0,4,78,118,26,16,2,6,9,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
56,MDKJ Perera,BG Lister,DM de Silva,1,0,1,79,117,29,27,2,1,10,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
57,DM de Silva,BG Lister,MDKJ Perera,1,0,1,80,116,27,17,2,2,10,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
58,MDKJ Perera,BG Lister,DM de Silva,1,0,1,81,115,30,28,2,3,10,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
59,DM de Silva,BG Lister,MDKJ Perera,0,0,0,81,115,27,18,2,4,10,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
60,DM de Silva,BG Lister,MDKJ Perera,1,0,1,82,114,28,19,2,5,10,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
61,MDKJ Perera,BG Lister,DM de Silva,1,0,1,83,113,31,29,2,6,10,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
62,MDKJ Perera,IS Sodhi,DM de Silva,1,0,1,84,112,32,30,2,1,11,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
63,DM de Silva,IS Sodhi,MDKJ Perera,1,0,1,85,111,29,20,2,2,11,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
64,MDKJ Perera,IS Sodhi,DM de Silva,2,0,2,87,109,34,31,2,3,11,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
65,MDKJ Perera,IS Sodhi,DM de Silva,1,0,1,88,108,35,32,2,4,11,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
66,DM de Silva,IS Sodhi,MDKJ Perera,0,0,0,88,108,29,21,2,5,11,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
67,DM de Silva,IS Sodhi,MDKJ Perera,1,0,1,89,107,30,22,2,6,11,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
68,DM de Silva,AF Milne,MDKJ Perera,0,1,1,90,106,30,23,2,1,12,0,,,,wides,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
69,DM de Silva,AF Milne,MDKJ Perera,1,0,1,91,105,31,24,2,2,12,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
70,MDKJ Perera,AF Milne,DM de Silva,0,0,0,91,105,35,33,3,3,12,caught,MDKJ Perera,JDS Neesham,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
71,KIC Asalanka,AF Milne,DM de Silva,1,0,1,92,104,1,1,3,4,12,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
72,DM de Silva,AF Milne,KIC Asalanka,0,0,0,92,104,31,25,3,5,12,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
73,DM de Silva,AF Milne,KIC Asalanka,6,0,6,98,98,37,26,3,6,12,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
74,DM de Silva,AF Milne,KIC Asalanka,0,0,0,98,98,37,27,3,7,12,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
75,KIC Asalanka,R Ravindra,DM de Silva,0,0,0,98,98,1,2,3,1,13,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
76,KIC Asalanka,R Ravindra,DM de Silva,1,0,1,99,97,2,3,3,2,13,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
77,DM de Silva,R Ravindra,KIC Asalanka,0,0,0,99,97,37,28,4,3,13,caught,DM de Silva,BG Lister,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
78,MD Shanaka,R Ravindra,KIC Asalanka,0,0,0,99,97,0,1,4,4,13,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
79,MD Shanaka,R Ravindra,KIC Asalanka,0,0,0,99,97,0,2,4,5,13,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
80,MD Shanaka,R Ravindra,KIC Asalanka,1,0,1,100,96,1,3,4,6,13,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
81,MD Shanaka,IS Sodhi,KIC Asalanka,1,0,1,101,95,2,4,4,1,14,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
82,KIC Asalanka,IS Sodhi,MD Shanaka,0,0,0,101,95,2,4,4,2,14,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
83,KIC Asalanka,IS Sodhi,MD Shanaka,1,0,1,102,94,3,5,4,3,14,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
84,MD Shanaka,IS Sodhi,KIC Asalanka,0,0,0,102,94,2,5,4,4,14,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
85,MD Shanaka,IS Sodhi,KIC Asalanka,1,0,1,103,93,3,6,4,5,14,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
86,KIC Asalanka,IS Sodhi,MD Shanaka,1,0,1,104,92,4,6,4,6,14,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
87,KIC Asalanka,R Ravindra,MD Shanaka,0,0,0,104,92,4,7,4,1,15,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
88,KIC Asalanka,R Ravindra,MD Shanaka,6,0,6,110,86,10,8,4,2,15,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
89,KIC Asalanka,R Ravindra,MD Shanaka,6,0,6,116,80,16,9,4,3,15,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
90,KIC Asalanka,R Ravindra,MD Shanaka,0,0,0,116,80,16,10,4,4,15,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
91,KIC Asalanka,R Ravindra,MD Shanaka,0,0,0,116,80,16,11,4,5,15,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
92,KIC Asalanka,R Ravindra,MD Shanaka,1,0,1,117,79,17,12,4,6,15,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
93,KIC Asalanka,HB Shipley,MD Shanaka,1,0,1,118,78,18,13,4,1,16,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
94,MD Shanaka,HB Shipley,KIC Asalanka,4,0,4,122,74,7,7,4,2,16,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
95,MD Shanaka,HB Shipley,KIC Asalanka,0,0,0,122,74,7,8,5,3,16,caught,MD Shanaka,BG Lister,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
96,PWH de Silva,HB Shipley,KIC Asalanka,1,0,1,123,73,1,1,5,4,16,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
97,KIC Asalanka,HB Shipley,PWH de Silva,1,0,1,124,72,19,14,5,5,16,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
98,PWH de Silva,HB Shipley,KIC Asalanka,1,0,1,125,71,2,2,5,6,16,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
99,PWH de Silva,JDS Neesham,KIC Asalanka,6,0,6,131,65,8,3,5,1,17,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
100,PWH de Silva,JDS Neesham,KIC Asalanka,0,1,1,132,64,8,4,5,2,17,0,,,,wides,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
101,PWH de Silva,JDS Neesham,KIC Asalanka,1,0,1,133,63,9,5,5,3,17,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
102,KIC Asalanka,JDS Neesham,PWH de Silva,1,0,1,134,62,20,15,5,4,17,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
103,PWH de Silva,JDS Neesham,KIC Asalanka,0,0,0,134,62,9,6,6,5,17,caught,PWH de Silva,AF Milne,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
104,M Theekshana,JDS Neesham,KIC Asalanka,0,0,0,134,62,0,1,6,6,17,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
105,M Theekshana,JDS Neesham,KIC Asalanka,0,0,0,134,62,0,2,6,7,17,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
106,KIC Asalanka,BG Lister,M Theekshana,1,0,1,135,61,21,16,6,1,18,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
107,M Theekshana,BG Lister,KIC Asalanka,0,0,0,135,61,0,3,6,2,18,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
108,M Theekshana,BG Lister,KIC Asalanka,0,0,0,135,61,0,4,7,3,18,caught,M Theekshana,TWM Latham,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
109,PM Liyanagamage,BG Lister,KIC Asalanka,0,0,0,135,61,0,1,7,4,18,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
110,PM Liyanagamage,BG Lister,KIC Asalanka,1,0,1,136,60,1,2,7,5,18,0,,,,-,field,New Zealand,1,"University Oval, Dunedin",2023,04,Sri Lanka_New Zealand_2023-04-05,New Zealand,Sri Lanka,New Zealand,141
