,batter,bowler,non_striker,extras,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
0,W Madhevere,CA Young,T Marumani,,1,0,1,1,1,1,1,-,1,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
1,T Marumani,CA Young,W Madhevere,,4,0,4,5,4,1,2,-,1,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
2,T Marumani,CA Young,W Madhevere,,0,0,0,5,4,2,3,-,1,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
3,T Marumani,CA Young,W Madhevere,,0,0,0,5,4,3,4,-,1,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
4,T Marumani,CA Young,W Madhevere,,0,0,0,5,4,4,5,-,1,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
5,T Marumani,CA Young,W Madhevere,{'byes': 1},0,1,1,6,4,5,6,byes,1,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
6,T Marumani,BJ McCarthy,W Madhevere,,3,0,3,9,7,6,1,-,2,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
7,W Madhevere,BJ McCarthy,T Marumani,{'wides': 1},0,1,1,10,1,2,2,wides,2,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
8,W Madhevere,BJ McCarthy,T Marumani,,1,0,1,11,2,3,3,-,2,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
9,T Marumani,BJ McCarthy,W Madhevere,,1,0,1,12,8,7,4,-,2,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
10,W Madhevere,BJ McCarthy,T Marumani,,4,0,4,16,6,4,5,-,2,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
11,W Madhevere,BJ McCarthy,T Marumani,,0,0,0,16,6,5,6,-,2,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
12,W Madhevere,BJ McCarthy,T Marumani,,0,0,0,16,6,6,7,-,2,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
13,T Marumani,CA Young,W Madhevere,,1,0,1,17,9,8,1,-,3,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
14,W Madhevere,CA Young,T Marumani,,1,0,1,18,7,7,2,-,3,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
15,T Marumani,CA Young,W Madhevere,,0,0,0,18,9,9,3,-,3,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
16,T Marumani,CA Young,W Madhevere,,1,0,1,19,10,10,4,-,3,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
17,W Madhevere,CA Young,T Marumani,,0,0,0,19,7,8,5,-,3,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
18,W Madhevere,CA Young,T Marumani,{'legbyes': 1},0,1,1,20,7,9,6,legbyes,3,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
19,W Madhevere,BJ McCarthy,T Marumani,,4,0,4,24,11,10,1,-,4,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
20,W Madhevere,BJ McCarthy,T Marumani,,0,0,0,24,11,11,2,-,4,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
21,W Madhevere,BJ McCarthy,T Marumani,,2,0,2,26,13,12,3,-,4,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
22,W Madhevere,BJ McCarthy,T Marumani,,0,0,0,26,13,13,4,-,4,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
23,W Madhevere,BJ McCarthy,T Marumani,,1,0,1,27,14,14,5,-,4,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
24,T Marumani,BJ McCarthy,W Madhevere,,0,0,0,27,10,11,6,-,4,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
25,W Madhevere,SC Getkate,T Marumani,,4,0,4,31,18,15,1,-,5,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
26,W Madhevere,SC Getkate,T Marumani,,0,0,0,31,18,16,2,-,5,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
27,W Madhevere,SC Getkate,T Marumani,,2,0,2,33,20,17,3,-,5,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
28,W Madhevere,SC Getkate,T Marumani,,1,0,1,34,21,18,4,-,5,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
29,T Marumani,SC Getkate,W Madhevere,{'legbyes': 1},0,1,1,35,10,12,5,legbyes,5,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
30,W Madhevere,SC Getkate,T Marumani,,0,0,0,35,21,19,6,-,5,caught,W Madhevere,NA Rock,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
31,T Marumani,Simi Singh,RW Chakabva,,0,0,0,35,10,13,1,-,6,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
32,T Marumani,Simi Singh,RW Chakabva,{'legbyes': 1},0,1,1,36,10,14,2,legbyes,6,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
33,RW Chakabva,Simi Singh,T Marumani,,1,0,1,37,1,1,3,-,6,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
34,T Marumani,Simi Singh,RW Chakabva,,1,0,1,38,11,15,4,-,6,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
35,RW Chakabva,Simi Singh,T Marumani,,0,0,0,38,1,2,5,-,6,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
36,RW Chakabva,Simi Singh,T Marumani,,1,0,1,39,2,3,6,-,6,run out,T Marumani,HT Tector,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
37,D Myers,SC Getkate,RW Chakabva,,1,0,1,40,1,1,1,-,7,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
38,RW Chakabva,SC Getkate,D Myers,,1,0,1,41,3,4,2,-,7,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
39,D Myers,SC Getkate,RW Chakabva,,0,0,0,41,1,2,3,-,7,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
40,D Myers,SC Getkate,RW Chakabva,,0,0,0,41,1,3,4,-,7,bowled,D Myers,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
41,CR Ervine,SC Getkate,RW Chakabva,,2,0,2,43,2,1,5,-,7,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
42,CR Ervine,SC Getkate,RW Chakabva,,0,0,0,43,2,2,6,-,7,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
43,RW Chakabva,B White,CR Ervine,,2,0,2,45,5,5,1,-,8,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
44,RW Chakabva,B White,CR Ervine,,0,0,0,45,5,6,2,-,8,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
45,RW Chakabva,B White,CR Ervine,,1,0,1,46,6,7,3,-,8,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
46,CR Ervine,B White,RW Chakabva,,1,0,1,47,3,3,4,-,8,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
47,RW Chakabva,B White,CR Ervine,,1,0,1,48,7,8,5,-,8,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
48,CR Ervine,B White,RW Chakabva,,1,0,1,49,4,4,6,-,8,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
49,CR Ervine,Simi Singh,RW Chakabva,,1,0,1,50,5,5,1,-,9,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
50,RW Chakabva,Simi Singh,CR Ervine,,1,0,1,51,8,9,2,-,9,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
51,CR Ervine,Simi Singh,RW Chakabva,,0,0,0,51,5,6,3,-,9,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
52,CR Ervine,Simi Singh,RW Chakabva,,1,0,1,52,6,7,4,-,9,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
53,RW Chakabva,Simi Singh,CR Ervine,,1,0,1,53,9,10,5,-,9,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
54,CR Ervine,Simi Singh,RW Chakabva,,1,0,1,54,7,8,6,-,9,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
55,CR Ervine,B White,RW Chakabva,,4,0,4,58,11,9,1,-,10,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
56,CR Ervine,B White,RW Chakabva,{'legbyes': 1},0,1,1,59,11,10,2,legbyes,10,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
57,RW Chakabva,B White,CR Ervine,,1,0,1,60,10,11,3,-,10,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
58,CR Ervine,B White,RW Chakabva,,4,0,4,64,15,11,4,-,10,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
59,CR Ervine,B White,RW Chakabva,,0,0,0,64,15,12,5,-,10,lbw,CR Ervine,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
60,M Shumba,B White,RW Chakabva,,0,0,0,64,0,1,6,-,10,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
61,RW Chakabva,SC Getkate,M Shumba,,0,0,0,64,10,12,1,-,11,caught,RW Chakabva,PR Stirling,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
62,RP Burl,SC Getkate,M Shumba,,0,0,0,64,0,1,2,-,11,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
63,RP Burl,SC Getkate,M Shumba,,0,0,0,64,0,2,3,-,11,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
64,RP Burl,SC Getkate,M Shumba,,0,0,0,64,0,3,4,-,11,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
65,RP Burl,SC Getkate,M Shumba,,0,0,0,64,0,4,5,-,11,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
66,RP Burl,SC Getkate,M Shumba,{'wides': 1},0,1,1,65,0,5,6,wides,11,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
67,RP Burl,SC Getkate,M Shumba,,0,0,0,65,0,6,7,-,11,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
68,M Shumba,Simi Singh,RP Burl,,1,0,1,66,1,2,1,-,12,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
69,RP Burl,Simi Singh,M Shumba,,0,0,0,66,0,7,2,-,12,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
70,RP Burl,Simi Singh,M Shumba,,1,0,1,67,1,8,3,-,12,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
71,M Shumba,Simi Singh,RP Burl,,1,0,1,68,2,3,4,-,12,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
72,RP Burl,Simi Singh,M Shumba,,0,0,0,68,1,9,5,-,12,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
