,batter,bowler,non_striker,extras,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
73,RP Burl,Simi Singh,M Shumba,,1,0,1,69,2,10,6,-,12,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
74,RP Burl,SC Getkate,M Shumba,,6,0,6,75,8,11,1,-,13,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
75,RP Burl,SC Getkate,M Shumba,{'wides': 1},0,1,1,76,8,12,2,wides,13,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
76,RP Burl,SC Getkate,M Shumba,,0,0,0,76,8,13,3,-,13,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
77,RP Burl,SC Getkate,M Shumba,,0,0,0,76,8,14,4,-,13,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
78,RP Burl,SC Getkate,M Shumba,,0,0,0,76,8,15,5,-,13,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
79,RP Burl,SC Getkate,M Shumba,,1,0,1,77,9,16,6,-,13,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
80,M Shumba,SC Getkate,RP Burl,,0,0,0,77,2,4,7,-,13,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
81,RP Burl,B White,M Shumba,,1,0,1,78,10,17,1,-,14,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
82,M Shumba,B White,RP Burl,,4,0,4,82,6,5,2,-,14,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
83,M Shumba,B White,RP Burl,,1,0,1,83,7,6,3,-,14,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
84,RP Burl,B White,M Shumba,,1,0,1,84,11,18,4,-,14,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
85,M Shumba,B White,RP Burl,,1,0,1,85,8,7,5,-,14,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
86,RP Burl,B White,M Shumba,,0,0,0,85,11,19,6,-,14,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
87,M Shumba,Simi Singh,RP Burl,,1,0,1,86,9,8,1,-,15,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
88,RP Burl,Simi Singh,M Shumba,,1,0,1,87,12,20,2,-,15,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
89,M Shumba,Simi Singh,RP Burl,,1,0,1,88,10,9,3,-,15,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
90,RP Burl,Simi Singh,M Shumba,,4,0,4,92,16,21,4,-,15,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
91,RP Burl,Simi Singh,M Shumba,,0,0,0,92,16,22,5,-,15,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
92,RP Burl,Simi Singh,M Shumba,{'legbyes': 1},0,1,1,93,16,23,6,legbyes,15,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
93,RP Burl,B White,M Shumba,,1,0,1,94,17,24,1,-,16,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
94,M Shumba,B White,RP Burl,,1,0,1,95,11,10,2,-,16,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
95,RP Burl,B White,M Shumba,,6,0,6,101,23,25,3,-,16,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
96,RP Burl,B White,M Shumba,,0,0,0,101,23,26,4,-,16,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
97,RP Burl,B White,M Shumba,,1,0,1,102,24,27,5,-,16,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
98,M Shumba,B White,RP Burl,,1,0,1,103,12,11,6,-,16,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
99,M Shumba,CA Young,RP Burl,,2,0,2,105,14,12,1,-,17,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
100,M Shumba,CA Young,RP Burl,,0,0,0,105,14,13,2,-,17,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
101,M Shumba,CA Young,RP Burl,,6,0,6,111,20,14,3,-,17,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
102,M Shumba,CA Young,RP Burl,,1,0,1,112,21,15,4,-,17,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
103,RP Burl,CA Young,M Shumba,,0,0,0,112,24,28,5,-,17,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
104,RP Burl,CA Young,M Shumba,,4,0,4,116,28,29,6,-,17,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
105,M Shumba,BJ McCarthy,RP Burl,{'wides': 1},0,1,1,117,21,16,1,wides,18,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
106,M Shumba,BJ McCarthy,RP Burl,,1,0,1,118,22,17,2,-,18,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
107,RP Burl,BJ McCarthy,M Shumba,,1,0,1,119,29,30,3,-,18,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
108,M Shumba,BJ McCarthy,RP Burl,,1,0,1,120,23,18,4,-,18,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
109,RP Burl,BJ McCarthy,M Shumba,,1,0,1,121,30,31,5,-,18,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
110,M Shumba,BJ McCarthy,RP Burl,,0,0,0,121,23,19,6,-,18,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
111,M Shumba,BJ McCarthy,RP Burl,,4,0,4,125,27,20,7,-,18,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
112,RP Burl,CA Young,M Shumba,,1,0,1,126,31,32,1,-,19,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
113,M Shumba,CA Young,RP Burl,,1,0,1,127,28,21,2,-,19,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
114,RP Burl,CA Young,M Shumba,,1,0,1,128,32,33,3,-,19,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
115,M Shumba,CA Young,RP Burl,,0,0,0,128,28,22,4,-,19,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
116,M Shumba,CA Young,RP Burl,,6,0,6,134,34,23,5,-,19,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
117,M Shumba,CA Young,RP Burl,,4,0,4,138,38,24,6,-,19,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
118,RP Burl,BJ McCarthy,M Shumba,,4,0,4,142,36,34,1,-,20,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
119,RP Burl,BJ McCarthy,M Shumba,,1,0,1,143,37,35,2,-,20,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
120,M Shumba,BJ McCarthy,RP Burl,,0,0,0,143,38,25,3,-,20,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
121,M Shumba,BJ McCarthy,RP Burl,,4,0,4,147,42,26,4,-,20,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
122,M Shumba,BJ McCarthy,RP Burl,,2,0,2,149,44,27,5,-,20,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
123,M Shumba,BJ McCarthy,RP Burl,{'wides': 1},0,1,1,150,44,28,6,wides,20,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
124,M Shumba,BJ McCarthy,RP Burl,,2,0,2,152,46,29,7,-,20,0,,,bat,Zimbabwe,1,"Castle Avenue, Dublin",2021-08-29,Zimbabwe,Ireland
