,batter,bowler,non_striker,review,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
10,H Masakadza,Fareed Ahmad,BRM Taylor,,2,0,2,12,185,3,3,0,-,5.0,1,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Right hand Bat,Right hand Bat,Left arm Fast
11,H Masakadza,Fareed Ahmad,BRM Taylor,,0,0,0,12,185,3,4,0,-,6.0,1,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Right hand Bat,Right hand Bat,Left arm Fast
12,BRM Taylor,Mujeeb Ur Rahman,H Masakadza,,6,0,6,18,179,15,9,0,-,1.0,2,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Right hand Bat,Right hand Bat,Right arm Offbreak
13,BRM Taylor,Mujeeb Ur Rahman,H Masakadza,,6,0,6,24,173,21,10,0,-,2.0,2,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Right hand Bat,Right hand Bat,Right arm Offbreak
14,BRM Taylor,Mujeeb Ur Rahman,H Masakadza,,1,0,1,25,172,22,11,0,-,3.0,2,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Right hand Bat,Right hand Bat,Right arm Offbreak
15,H Masakadza,Mujeeb Ur Rahman,BRM Taylor,,0,0,0,25,172,3,5,0,-,4.0,2,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Right hand Bat,Right hand Bat,Right arm Offbreak
16,H Masakadza,Mujeeb Ur Rahman,BRM Taylor,,0,0,0,25,172,3,6,1,-,5.0,2,run out,H Masakadza,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Right hand Bat,Right hand Bat,Right arm Offbreak
17,BRM Taylor,Mujeeb Ur Rahman,CR Ervine,,1,0,1,26,171,23,12,1,-,6.0,2,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Right hand Bat,Left hand Bat,Right arm Offbreak
18,BRM Taylor,Fareed Ahmad,CR Ervine,,4,0,4,30,167,27,13,1,-,1.0,3,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Right hand Bat,Left hand Bat,Left arm Fast
19,BRM Taylor,Fareed Ahmad,CR Ervine,,0,0,0,30,167,27,14,1,-,2.0,3,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Right hand Bat,Left hand Bat,Left arm Fast
20,BRM Taylor,Fareed Ahmad,CR Ervine,,0,0,0,30,167,27,15,1,-,3.0,3,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Right hand Bat,Left hand Bat,Left arm Fast
21,BRM Taylor,Fareed Ahmad,CR Ervine,,0,0,0,30,167,27,16,2,-,4.0,3,caught,BRM Taylor,Hazratullah,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Right hand Bat,Left hand Bat,Left arm Fast
22,SC Williams,Fareed Ahmad,CR Ervine,,0,0,0,30,167,0,1,2,-,5.0,3,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Left hand Bat,Left hand Bat,Left arm Fast
23,SC Williams,Fareed Ahmad,CR Ervine,,0,0,0,30,167,0,2,3,-,6.0,3,caught,SC Williams,Rahmanullah Gurbaz,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Left hand Bat,Left hand Bat,Left arm Fast
24,CR Ervine,Karim Janat,CT Mutombodzi,,0,0,0,30,167,0,1,3,-,1.0,4,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Left hand Bat,Right hand Bat,Right arm Medium
25,CR Ervine,Karim Janat,CT Mutombodzi,,1,0,1,31,166,1,2,3,-,2.0,4,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Left hand Bat,Right hand Bat,Right arm Medium
26,CT Mutombodzi,Karim Janat,CR Ervine,,1,0,1,32,165,1,1,3,-,3.0,4,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Right hand Bat,Left hand Bat,Right arm Medium
27,CR Ervine,Karim Janat,CT Mutombodzi,,1,0,1,33,164,2,3,3,-,4.0,4,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Left hand Bat,Right hand Bat,Right arm Medium
28,CT Mutombodzi,Karim Janat,CR Ervine,,1,0,1,34,163,2,2,3,-,5.0,4,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Right hand Bat,Left hand Bat,Right arm Medium
29,CR Ervine,Karim Janat,CT Mutombodzi,,1,0,1,35,162,3,4,3,-,6.0,4,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Left hand Bat,Right hand Bat,Right arm Medium
30,CR Ervine,Mohammad Nabi,CT Mutombodzi,,0,0,0,35,162,3,5,3,-,1.0,5,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Left hand Bat,Right hand Bat,Right arm Offbreak
31,CR Ervine,Mohammad Nabi,CT Mutombodzi,,1,0,1,36,161,4,6,3,-,2.0,5,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Left hand Bat,Right hand Bat,Right arm Offbreak
32,CT Mutombodzi,Mohammad Nabi,CR Ervine,,1,0,1,37,160,3,3,3,-,3.0,5,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Right hand Bat,Left hand Bat,Right arm Offbreak
33,CR Ervine,Mohammad Nabi,CT Mutombodzi,,4,0,4,41,156,8,7,3,-,4.0,5,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Left hand Bat,Right hand Bat,Right arm Offbreak
34,CR Ervine,Mohammad Nabi,CT Mutombodzi,,1,0,1,42,155,9,8,3,-,5.0,5,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Left hand Bat,Right hand Bat,Right arm Offbreak
35,CT Mutombodzi,Mohammad Nabi,CR Ervine,,0,0,0,42,155,3,4,3,-,6.0,5,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Right hand Bat,Left hand Bat,Right arm Offbreak
36,CR Ervine,Karim Janat,CT Mutombodzi,,1,0,1,43,154,10,9,3,-,1.0,6,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Left hand Bat,Right hand Bat,Right arm Medium
37,CT Mutombodzi,Karim Janat,CR Ervine,,1,0,1,44,153,4,5,3,-,2.0,6,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Right hand Bat,Left hand Bat,Right arm Medium
38,CR Ervine,Karim Janat,CT Mutombodzi,,0,0,0,44,153,10,10,4,-,3.0,6,lbw,CR Ervine,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Left hand Bat,Right hand Bat,Right arm Medium
39,RP Burl,Karim Janat,CT Mutombodzi,,1,0,1,45,152,1,1,4,-,4.0,6,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Left hand Bat,Right hand Bat,Right arm Medium
40,CT Mutombodzi,Karim Janat,RP Burl,,1,0,1,46,151,5,6,4,-,5.0,6,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Right hand Bat,Left hand Bat,Right arm Medium
41,RP Burl,Karim Janat,CT Mutombodzi,,1,0,1,47,150,2,2,4,-,6.0,6,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Left hand Bat,Right hand Bat,Right arm Medium
42,RP Burl,Mohammad Nabi,CT Mutombodzi,,0,1,1,48,149,2,3,4,byes,1.0,7,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Left hand Bat,Right hand Bat,Right arm Offbreak
43,CT Mutombodzi,Mohammad Nabi,RP Burl,,0,0,0,48,149,5,7,4,-,2.0,7,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Right hand Bat,Left hand Bat,Right arm Offbreak
44,CT Mutombodzi,Mohammad Nabi,RP Burl,,0,0,0,48,149,5,8,4,-,3.0,7,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Right hand Bat,Left hand Bat,Right arm Offbreak
45,CT Mutombodzi,Mohammad Nabi,RP Burl,,1,0,1,49,148,6,9,4,-,4.0,7,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Right hand Bat,Left hand Bat,Right arm Offbreak
46,RP Burl,Mohammad Nabi,CT Mutombodzi,,0,0,0,49,148,2,4,4,-,5.0,7,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Left hand Bat,Right hand Bat,Right arm Offbreak
47,RP Burl,Mohammad Nabi,CT Mutombodzi,,1,0,1,50,147,3,5,4,-,6.0,7,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Left hand Bat,Right hand Bat,Right arm Offbreak
48,RP Burl,Gulbadin Naib,CT Mutombodzi,,0,0,0,50,147,3,6,4,-,1.0,8,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Left hand Bat,Right hand Bat,Right arm Medium
49,RP Burl,Gulbadin Naib,CT Mutombodzi,,0,0,0,50,147,3,7,4,-,2.0,8,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Left hand Bat,Right hand Bat,Right arm Medium
50,RP Burl,Gulbadin Naib,CT Mutombodzi,,2,0,2,52,145,5,8,4,-,3.0,8,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Left hand Bat,Right hand Bat,Right arm Medium
51,RP Burl,Gulbadin Naib,CT Mutombodzi,,1,0,1,53,144,6,9,4,-,4.0,8,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Left hand Bat,Right hand Bat,Right arm Medium
52,CT Mutombodzi,Gulbadin Naib,RP Burl,,0,0,0,53,144,6,10,4,-,5.0,8,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Right hand Bat,Left hand Bat,Right arm Medium
53,CT Mutombodzi,Gulbadin Naib,RP Burl,,2,0,2,55,142,8,11,4,-,6.0,8,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Right hand Bat,Left hand Bat,Right arm Medium
54,RP Burl,Rashid Khan,CT Mutombodzi,,1,0,1,56,141,7,10,4,-,1.0,9,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Left hand Bat,Right hand Bat,Right arm Legbreak
55,CT Mutombodzi,Rashid Khan,RP Burl,,1,0,1,57,140,9,12,4,-,2.0,9,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Right hand Bat,Left hand Bat,Right arm Legbreak
56,RP Burl,Rashid Khan,CT Mutombodzi,,0,0,0,57,140,7,11,4,-,3.0,9,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Left hand Bat,Right hand Bat,Right arm Legbreak
57,RP Burl,Rashid Khan,CT Mutombodzi,"{'by': 'Zimbabwe', 'umpire': 'Sharfuddoula', 'batter': 'RP Burl', 'decision': 'upheld'}",0,0,0,57,140,7,12,4,-,4.0,9,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Left hand Bat,Right hand Bat,Right arm Legbreak
58,RP Burl,Rashid Khan,CT Mutombodzi,,1,0,1,58,139,8,13,4,-,5.0,9,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Left hand Bat,Right hand Bat,Right arm Legbreak
59,CT Mutombodzi,Rashid Khan,RP Burl,,1,0,1,59,138,10,13,4,-,6.0,9,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Right hand Bat,Left hand Bat,Right arm Legbreak
60,CT Mutombodzi,Gulbadin Naib,RP Burl,,0,1,1,60,137,10,13,4,noballs,0.0,10,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Right hand Bat,Left hand Bat,Right arm Medium
61,CT Mutombodzi,Gulbadin Naib,RP Burl,,0,1,1,61,136,10,13,4,wides,0.0,10,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Right hand Bat,Left hand Bat,Right arm Medium
62,CT Mutombodzi,Gulbadin Naib,RP Burl,,2,0,2,63,134,12,14,4,-,1.0,10,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Right hand Bat,Left hand Bat,Right arm Medium
63,CT Mutombodzi,Gulbadin Naib,RP Burl,,1,0,1,64,133,13,15,4,-,2.0,10,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Right hand Bat,Left hand Bat,Right arm Medium
64,RP Burl,Gulbadin Naib,CT Mutombodzi,,0,0,0,64,133,8,14,4,-,3.0,10,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Left hand Bat,Right hand Bat,Right arm Medium
65,RP Burl,Gulbadin Naib,CT Mutombodzi,,1,0,1,65,132,9,15,4,-,4.0,10,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Left hand Bat,Right hand Bat,Right arm Medium
66,CT Mutombodzi,Gulbadin Naib,RP Burl,,0,1,1,66,131,13,15,4,wides,4.0,10,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Right hand Bat,Left hand Bat,Right arm Medium
67,CT Mutombodzi,Gulbadin Naib,RP Burl,,1,0,1,67,130,14,16,4,-,5.0,10,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Right hand Bat,Left hand Bat,Right arm Medium
68,RP Burl,Gulbadin Naib,CT Mutombodzi,,1,0,1,68,129,10,16,4,-,6.0,10,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Left hand Bat,Right hand Bat,Right arm Medium
69,RP Burl,Rashid Khan,CT Mutombodzi,,6,0,6,74,123,16,17,4,-,1.0,11,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Left hand Bat,Right hand Bat,Right arm Legbreak
70,RP Burl,Rashid Khan,CT Mutombodzi,,1,0,1,75,122,17,18,4,-,2.0,11,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Left hand Bat,Right hand Bat,Right arm Legbreak
71,CT Mutombodzi,Rashid Khan,RP Burl,,4,0,4,79,118,18,17,4,-,3.0,11,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Right hand Bat,Left hand Bat,Right arm Legbreak
72,CT Mutombodzi,Rashid Khan,RP Burl,,0,0,0,79,118,18,18,4,-,4.0,11,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Right hand Bat,Left hand Bat,Right arm Legbreak
73,CT Mutombodzi,Rashid Khan,RP Burl,,2,0,2,81,116,20,19,4,-,5.0,11,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Right hand Bat,Left hand Bat,Right arm Legbreak
74,CT Mutombodzi,Rashid Khan,RP Burl,,0,0,0,81,116,20,20,5,-,6.0,11,caught,CT Mutombodzi,Najeeb Tarakai,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Right hand Bat,Left hand Bat,Right arm Legbreak
75,RW Chakabva,Mujeeb Ur Rahman,RP Burl,,1,0,1,82,115,1,1,5,-,1.0,12,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Right hand Bat,Left hand Bat,Right arm Offbreak
76,RP Burl,Mujeeb Ur Rahman,RW Chakabva,,0,0,0,82,115,17,19,5,-,2.0,12,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Left hand Bat,Right hand Bat,Right arm Offbreak
77,RP Burl,Mujeeb Ur Rahman,RW Chakabva,,0,0,0,82,115,17,20,5,-,3.0,12,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Left hand Bat,Right hand Bat,Right arm Offbreak
78,RP Burl,Mujeeb Ur Rahman,RW Chakabva,,6,0,6,88,109,23,21,5,-,4.0,12,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Left hand Bat,Right hand Bat,Right arm Offbreak
79,RP Burl,Mujeeb Ur Rahman,RW Chakabva,,0,0,0,88,109,23,22,5,-,5.0,12,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2019,09,Afghanistan_Zimbabwe_2019-09-14,Afghanistan,Zimbabwe,Afghanistan,False,169,Left hand Bat,Right hand Bat,Right arm Offbreak
