,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
114,PBB Rajapaksa,MA Starc,C Karunaratne,0,1,1,136,-12,28,23,6,1,legbyes,19,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia,154
115,C Karunaratne,MA Starc,PBB Rajapaksa,4,0,4,140,-16,4,1,6,2,-,19,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia,154
116,C Karunaratne,MA Starc,PBB Rajapaksa,1,0,1,141,-17,5,2,6,3,-,19,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia,154
117,PBB Rajapaksa,MA Starc,C Karunaratne,0,1,1,142,-18,28,24,6,4,legbyes,19,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia,154
118,C Karunaratne,MA Starc,PBB Rajapaksa,0,0,0,142,-18,5,3,6,5,-,19,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia,154
119,C Karunaratne,MA Starc,PBB Rajapaksa,2,0,2,144,-20,7,4,6,6,-,19,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia,154
120,PBB Rajapaksa,JR Hazlewood,C Karunaratne,4,0,4,148,-24,32,25,6,1,-,20,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia,154
121,PBB Rajapaksa,JR Hazlewood,C Karunaratne,0,1,1,149,-25,32,26,6,2,legbyes,20,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia,154
122,C Karunaratne,JR Hazlewood,PBB Rajapaksa,1,0,1,150,-26,8,5,6,3,-,20,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia,154
123,PBB Rajapaksa,JR Hazlewood,C Karunaratne,0,1,1,151,-27,32,27,6,4,wides,20,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia,154
124,PBB Rajapaksa,JR Hazlewood,C Karunaratne,0,1,1,152,-28,32,28,6,5,legbyes,20,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia,154
125,C Karunaratne,JR Hazlewood,PBB Rajapaksa,1,0,1,153,-29,9,6,6,6,-,20,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia,154
126,PBB Rajapaksa,JR Hazlewood,C Karunaratne,1,0,1,154,-30,33,29,6,7,-,20,0,,,,field,Australia,1,Dubai International Cricket Stadium,2021,10,Sri Lanka_Australia_2021-10-28,Australia,Sri Lanka,Australia,154
