,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,MJ Guptill,SM Curran,C Munro,0,0,0,0,241,0,1,0,-,1.0,0,0,,,,field,New Zealand,2,McLean Park,2019,11,New Zealand_England_2019-11-08,England,New Zealand,England,False,165
1,MJ Guptill,SM Curran,C Munro,0,0,0,0,241,0,2,0,-,2.0,0,0,,,,field,New Zealand,2,McLean Park,2019,11,New Zealand_England_2019-11-08,England,New Zealand,England,False,165
2,MJ Guptill,SM Curran,C Munro,0,0,0,0,241,0,3,0,-,3.0,0,0,,,,field,New Zealand,2,McLean Park,2019,11,New Zealand_England_2019-11-08,England,New Zealand,England,False,165
3,MJ Guptill,SM Curran,C Munro,1,0,1,1,240,1,4,0,-,4.0,0,0,,,,field,New Zealand,2,McLean Park,2019,11,New Zealand_England_2019-11-08,England,New Zealand,England,False,165
4,C Munro,SM Curran,MJ Guptill,4,0,4,5,236,4,1,0,-,5.0,0,0,,,,field,New Zealand,2,McLean Park,2019,11,New Zealand_England_2019-11-08,England,New Zealand,England,False,165
5,C Munro,SM Curran,MJ Guptill,3,0,3,8,233,7,2,0,-,6.0,0,0,,,,field,New Zealand,2,McLean Park,2019,11,New Zealand_England_2019-11-08,England,New Zealand,England,False,165
6,C Munro,TK Curran,MJ Guptill,1,0,1,9,232,8,3,0,-,1.0,1,0,,,,field,New Zealand,2,McLean Park,2019,11,New Zealand_England_2019-11-08,England,New Zealand,England,False,165
7,MJ Guptill,TK Curran,C Munro,1,0,1,10,231,2,5,0,-,2.0,1,0,,,,field,New Zealand,2,McLean Park,2019,11,New Zealand_England_2019-11-08,England,New Zealand,England,False,165
8,C Munro,TK Curran,MJ Guptill,4,0,4,14,227,12,4,0,-,3.0,1,0,,,,field,New Zealand,2,McLean Park,2019,11,New Zealand_England_2019-11-08,England,New Zealand,England,False,165
9,C Munro,TK Curran,MJ Guptill,1,0,1,15,226,13,5,0,-,4.0,1,0,,,,field,New Zealand,2,McLean Park,2019,11,New Zealand_England_2019-11-08,England,New Zealand,England,False,165
10,MJ Guptill,TK Curran,C Munro,0,0,0,15,226,2,6,0,-,5.0,1,0,,,,field,New Zealand,2,McLean Park,2019,11,New Zealand_England_2019-11-08,England,New Zealand,England,False,165
11,MJ Guptill,TK Curran,C Munro,1,0,1,16,225,3,7,0,-,6.0,1,0,,,,field,New Zealand,2,McLean Park,2019,11,New Zealand_England_2019-11-08,England,New Zealand,England,False,165
12,MJ Guptill,SM Curran,C Munro,0,1,1,17,224,3,8,0,wides,0.0,2,0,,,,field,New Zealand,2,McLean Park,2019,11,New Zealand_England_2019-11-08,England,New Zealand,England,False,165
13,MJ Guptill,SM Curran,C Munro,6,0,6,23,218,9,9,0,-,1.0,2,0,,,,field,New Zealand,2,McLean Park,2019,11,New Zealand_England_2019-11-08,England,New Zealand,England,False,165
14,MJ Guptill,SM Curran,C Munro,1,0,1,24,217,10,10,0,-,2.0,2,0,,,,field,New Zealand,2,McLean Park,2019,11,New Zealand_England_2019-11-08,England,New Zealand,England,False,165
15,C Munro,SM Curran,MJ Guptill,0,0,0,24,217,13,6,0,-,3.0,2,0,,,,field,New Zealand,2,McLean Park,2019,11,New Zealand_England_2019-11-08,England,New Zealand,England,False,165
16,C Munro,SM Curran,MJ Guptill,4,0,4,28,213,17,7,0,-,4.0,2,0,,,,field,New Zealand,2,McLean Park,2019,11,New Zealand_England_2019-11-08,England,New Zealand,England,False,165
17,C Munro,SM Curran,MJ Guptill,0,1,1,29,212,17,8,0,wides,4.0,2,0,,,,field,New Zealand,2,McLean Park,2019,11,New Zealand_England_2019-11-08,England,New Zealand,England,False,165
18,C Munro,SM Curran,MJ Guptill,2,0,2,31,210,19,9,0,-,5.0,2,0,,,,field,New Zealand,2,McLean Park,2019,11,New Zealand_England_2019-11-08,England,New Zealand,England,False,165
19,C Munro,SM Curran,MJ Guptill,3,0,3,34,207,22,10,0,-,6.0,2,0,,,,field,New Zealand,2,McLean Park,2019,11,New Zealand_England_2019-11-08,England,New Zealand,England,False,165
20,C Munro,CJ Jordan,MJ Guptill,0,0,0,34,207,22,11,0,-,1.0,3,0,,,,field,New Zealand,2,McLean Park,2019,11,New Zealand_England_2019-11-08,England,New Zealand,England,False,165
21,C Munro,CJ Jordan,MJ Guptill,1,0,1,35,206,23,12,0,-,2.0,3,0,,,,field,New Zealand,2,McLean Park,2019,11,New Zealand_England_2019-11-08,England,New Zealand,England,False,165
22,MJ Guptill,CJ Jordan,C Munro,6,0,6,41,200,16,11,0,-,3.0,3,0,,,,field,New Zealand,2,McLean Park,2019,11,New Zealand_England_2019-11-08,England,New Zealand,England,False,165
23,MJ Guptill,CJ Jordan,C Munro,6,0,6,47,194,22,12,0,-,4.0,3,0,,,,field,New Zealand,2,McLean Park,2019,11,New Zealand_England_2019-11-08,England,New Zealand,England,False,165
24,MJ Guptill,CJ Jordan,C Munro,1,0,1,48,193,23,13,0,-,5.0,3,0,,,,field,New Zealand,2,McLean Park,2019,11,New Zealand_England_2019-11-08,England,New Zealand,England,False,165
25,C Munro,CJ Jordan,MJ Guptill,1,0,1,49,192,24,13,0,-,6.0,3,0,,,,field,New Zealand,2,McLean Park,2019,11,New Zealand_England_2019-11-08,England,New Zealand,England,False,165
26,C Munro,TK Curran,MJ Guptill,1,0,1,50,191,25,14,0,-,1.0,4,0,,,,field,New Zealand,2,McLean Park,2019,11,New Zealand_England_2019-11-08,England,New Zealand,England,False,165
27,MJ Guptill,TK Curran,C Munro,4,0,4,54,187,27,14,0,-,2.0,4,0,,,,field,New Zealand,2,McLean Park,2019,11,New Zealand_England_2019-11-08,England,New Zealand,England,False,165
28,MJ Guptill,TK Curran,C Munro,0,0,0,54,187,27,15,1,-,3.0,4,caught,MJ Guptill,DJ Malan,,field,New Zealand,2,McLean Park,2019,11,New Zealand_England_2019-11-08,England,New Zealand,England,False,165
29,TL Seifert,TK Curran,C Munro,1,0,1,55,186,1,1,1,-,4.0,4,0,,,,field,New Zealand,2,McLean Park,2019,11,New Zealand_England_2019-11-08,England,New Zealand,England,False,165
30,C Munro,TK Curran,TL Seifert,1,0,1,56,185,26,15,1,-,5.0,4,0,,,,field,New Zealand,2,McLean Park,2019,11,New Zealand_England_2019-11-08,England,New Zealand,England,False,165
31,TL Seifert,TK Curran,C Munro,1,0,1,57,184,2,2,1,-,6.0,4,0,,,,field,New Zealand,2,McLean Park,2019,11,New Zealand_England_2019-11-08,England,New Zealand,England,False,165
32,TL Seifert,CJ Jordan,C Munro,1,0,1,58,183,3,3,1,-,1.0,5,0,,,,field,New Zealand,2,McLean Park,2019,11,New Zealand_England_2019-11-08,England,New Zealand,England,False,165
33,C Munro,CJ Jordan,TL Seifert,0,0,0,58,183,26,16,1,-,2.0,5,0,,,,field,New Zealand,2,McLean Park,2019,11,New Zealand_England_2019-11-08,England,New Zealand,England,False,165
34,C Munro,CJ Jordan,TL Seifert,0,0,0,58,183,26,17,1,-,3.0,5,0,,,,field,New Zealand,2,McLean Park,2019,11,New Zealand_England_2019-11-08,England,New Zealand,England,False,165
35,C Munro,CJ Jordan,TL Seifert,1,0,1,59,182,27,18,1,-,4.0,5,0,,,,field,New Zealand,2,McLean Park,2019,11,New Zealand_England_2019-11-08,England,New Zealand,England,False,165
36,TL Seifert,CJ Jordan,C Munro,0,0,0,59,182,3,4,2,-,5.0,5,caught,TL Seifert,TK Curran,,field,New Zealand,2,McLean Park,2019,11,New Zealand_England_2019-11-08,England,New Zealand,England,False,165
37,C Munro,CJ Jordan,C de Grandhomme,0,1,1,60,181,27,19,2,wides,5.0,5,0,,,,field,New Zealand,2,McLean Park,2019,11,New Zealand_England_2019-11-08,England,New Zealand,England,False,165
