,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,MD Gunathilaka,R Ashwin,TM Dilshan,0,2,2,2,194,0,1,0,1,wides,0,,,0,field,Sri Lanka,2,JSCA International Stadium Complex,2016,02,India_Sri Lanka_2016-02-12,India,Sri Lanka,India,False,127
1,TM Dilshan,R Ashwin,MD Gunathilaka,0,0,0,2,194,0,1,1,2,-,stumped,TM Dilshan,MS Dhoni,0,field,Sri Lanka,2,JSCA International Stadium Complex,2016,02,India_Sri Lanka_2016-02-12,India,Sri Lanka,India,False,127
2,S Prasanna,R Ashwin,MD Gunathilaka,0,0,0,2,194,0,1,1,3,-,0,,,0,field,Sri Lanka,2,JSCA International Stadium Complex,2016,02,India_Sri Lanka_2016-02-12,India,Sri Lanka,India,False,127
3,S Prasanna,R Ashwin,MD Gunathilaka,0,0,0,2,194,0,2,1,4,-,0,,,0,field,Sri Lanka,2,JSCA International Stadium Complex,2016,02,India_Sri Lanka_2016-02-12,India,Sri Lanka,India,False,127
4,S Prasanna,R Ashwin,MD Gunathilaka,1,0,1,3,193,1,3,1,5,-,0,,,0,field,Sri Lanka,2,JSCA International Stadium Complex,2016,02,India_Sri Lanka_2016-02-12,India,Sri Lanka,India,False,127
5,MD Gunathilaka,R Ashwin,S Prasanna,0,0,0,3,193,0,2,1,6,-,0,,,0,field,Sri Lanka,2,JSCA International Stadium Complex,2016,02,India_Sri Lanka_2016-02-12,India,Sri Lanka,India,False,127
6,MD Gunathilaka,R Ashwin,S Prasanna,0,0,0,3,193,0,3,1,7,-,0,,,0,field,Sri Lanka,2,JSCA International Stadium Complex,2016,02,India_Sri Lanka_2016-02-12,India,Sri Lanka,India,False,127
7,S Prasanna,A Nehra,MD Gunathilaka,0,0,0,3,193,1,4,2,1,-,caught,S Prasanna,Yuvraj Singh,1,field,Sri Lanka,2,JSCA International Stadium Complex,2016,02,India_Sri Lanka_2016-02-12,India,Sri Lanka,India,False,127
8,LD Chandimal,A Nehra,MD Gunathilaka,0,0,0,3,193,0,1,2,2,-,0,,,1,field,Sri Lanka,2,JSCA International Stadium Complex,2016,02,India_Sri Lanka_2016-02-12,India,Sri Lanka,India,False,127
9,LD Chandimal,A Nehra,MD Gunathilaka,0,0,0,3,193,0,2,2,3,-,0,,,1,field,Sri Lanka,2,JSCA International Stadium Complex,2016,02,India_Sri Lanka_2016-02-12,India,Sri Lanka,India,False,127
10,LD Chandimal,A Nehra,MD Gunathilaka,0,0,0,3,193,0,3,2,4,-,0,,,1,field,Sri Lanka,2,JSCA International Stadium Complex,2016,02,India_Sri Lanka_2016-02-12,India,Sri Lanka,India,False,127
11,LD Chandimal,A Nehra,MD Gunathilaka,2,0,2,5,191,2,4,2,5,-,0,,,1,field,Sri Lanka,2,JSCA International Stadium Complex,2016,02,India_Sri Lanka_2016-02-12,India,Sri Lanka,India,False,127
12,LD Chandimal,A Nehra,MD Gunathilaka,4,0,4,9,187,6,5,2,6,-,0,,,1,field,Sri Lanka,2,JSCA International Stadium Complex,2016,02,India_Sri Lanka_2016-02-12,India,Sri Lanka,India,False,127
13,MD Gunathilaka,R Ashwin,LD Chandimal,0,0,0,9,187,0,4,2,1,-,0,,,2,field,Sri Lanka,2,JSCA International Stadium Complex,2016,02,India_Sri Lanka_2016-02-12,India,Sri Lanka,India,False,127
14,MD Gunathilaka,R Ashwin,LD Chandimal,0,0,0,9,187,0,5,2,2,-,0,,,2,field,Sri Lanka,2,JSCA International Stadium Complex,2016,02,India_Sri Lanka_2016-02-12,India,Sri Lanka,India,False,127
15,MD Gunathilaka,R Ashwin,LD Chandimal,1,0,1,10,186,1,6,2,3,-,0,,,2,field,Sri Lanka,2,JSCA International Stadium Complex,2016,02,India_Sri Lanka_2016-02-12,India,Sri Lanka,India,False,127
16,LD Chandimal,R Ashwin,MD Gunathilaka,1,0,1,11,185,7,6,2,4,-,0,,,2,field,Sri Lanka,2,JSCA International Stadium Complex,2016,02,India_Sri Lanka_2016-02-12,India,Sri Lanka,India,False,127
17,MD Gunathilaka,R Ashwin,LD Chandimal,1,0,1,12,184,2,7,2,5,-,0,,,2,field,Sri Lanka,2,JSCA International Stadium Complex,2016,02,India_Sri Lanka_2016-02-12,India,Sri Lanka,India,False,127
18,LD Chandimal,R Ashwin,MD Gunathilaka,1,0,1,13,183,8,7,2,6,-,0,,,2,field,Sri Lanka,2,JSCA International Stadium Complex,2016,02,India_Sri Lanka_2016-02-12,India,Sri Lanka,India,False,127
19,LD Chandimal,A Nehra,MD Gunathilaka,3,0,3,16,180,11,8,2,1,-,0,,,3,field,Sri Lanka,2,JSCA International Stadium Complex,2016,02,India_Sri Lanka_2016-02-12,India,Sri Lanka,India,False,127
20,MD Gunathilaka,A Nehra,LD Chandimal,0,0,0,16,180,2,8,3,2,-,caught,MD Gunathilaka,MS Dhoni,3,field,Sri Lanka,2,JSCA International Stadium Complex,2016,02,India_Sri Lanka_2016-02-12,India,Sri Lanka,India,False,127
21,CK Kapugedera,A Nehra,LD Chandimal,0,0,0,16,180,0,1,3,3,-,0,,,3,field,Sri Lanka,2,JSCA International Stadium Complex,2016,02,India_Sri Lanka_2016-02-12,India,Sri Lanka,India,False,127
22,CK Kapugedera,A Nehra,LD Chandimal,0,0,0,16,180,0,2,3,4,-,0,,,3,field,Sri Lanka,2,JSCA International Stadium Complex,2016,02,India_Sri Lanka_2016-02-12,India,Sri Lanka,India,False,127
23,CK Kapugedera,A Nehra,LD Chandimal,4,0,4,20,176,4,3,3,5,-,0,,,3,field,Sri Lanka,2,JSCA International Stadium Complex,2016,02,India_Sri Lanka_2016-02-12,India,Sri Lanka,India,False,127
24,CK Kapugedera,A Nehra,LD Chandimal,1,0,1,21,175,5,4,3,6,-,0,,,3,field,Sri Lanka,2,JSCA International Stadium Complex,2016,02,India_Sri Lanka_2016-02-12,India,Sri Lanka,India,False,127
25,CK Kapugedera,R Ashwin,LD Chandimal,1,0,1,22,174,6,5,3,1,-,0,,,4,field,Sri Lanka,2,JSCA International Stadium Complex,2016,02,India_Sri Lanka_2016-02-12,India,Sri Lanka,India,False,127
26,LD Chandimal,R Ashwin,CK Kapugedera,0,0,0,22,174,11,9,3,2,-,0,,,4,field,Sri Lanka,2,JSCA International Stadium Complex,2016,02,India_Sri Lanka_2016-02-12,India,Sri Lanka,India,False,127
