,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
104,OC McCoy,NLTC Perera,K Sinclair,6,0,6,99,61,6,1,8,1,18,0,,,-,,bat,Sri Lanka,2,"Coolidge Cricket Ground, Antigua",2021,03,Sri Lanka_West Indies_2021-03-05,Sri Lanka,West Indies,Sri Lanka
105,OC McCoy,NLTC Perera,K Sinclair,2,0,2,101,59,8,2,8,2,18,0,,,-,,bat,Sri Lanka,2,"Coolidge Cricket Ground, Antigua",2021,03,Sri Lanka_West Indies_2021-03-05,Sri Lanka,West Indies,Sri Lanka
106,OC McCoy,NLTC Perera,K Sinclair,6,0,6,107,53,14,3,8,3,18,0,,,-,,bat,Sri Lanka,2,"Coolidge Cricket Ground, Antigua",2021,03,Sri Lanka_West Indies_2021-03-05,Sri Lanka,West Indies,Sri Lanka
107,OC McCoy,NLTC Perera,K Sinclair,4,0,4,111,49,18,4,8,4,18,0,,,-,,bat,Sri Lanka,2,"Coolidge Cricket Ground, Antigua",2021,03,Sri Lanka_West Indies_2021-03-05,Sri Lanka,West Indies,Sri Lanka
108,OC McCoy,NLTC Perera,K Sinclair,4,0,4,115,45,22,5,8,5,18,0,,,-,,bat,Sri Lanka,2,"Coolidge Cricket Ground, Antigua",2021,03,Sri Lanka_West Indies_2021-03-05,Sri Lanka,West Indies,Sri Lanka
109,OC McCoy,NLTC Perera,K Sinclair,1,0,1,116,44,23,6,8,6,18,0,,,-,,bat,Sri Lanka,2,"Coolidge Cricket Ground, Antigua",2021,03,Sri Lanka_West Indies_2021-03-05,Sri Lanka,West Indies,Sri Lanka
110,OC McCoy,PADLR Sandakan,K Sinclair,0,0,0,116,44,23,7,9,1,19,bowled,OC McCoy,,-,,bat,Sri Lanka,2,"Coolidge Cricket Ground, Antigua",2021,03,Sri Lanka_West Indies_2021-03-05,Sri Lanka,West Indies,Sri Lanka
111,FH Edwards,PADLR Sandakan,K Sinclair,0,0,0,116,44,0,1,9,2,19,0,,,-,,bat,Sri Lanka,2,"Coolidge Cricket Ground, Antigua",2021,03,Sri Lanka_West Indies_2021-03-05,Sri Lanka,West Indies,Sri Lanka
112,FH Edwards,PADLR Sandakan,K Sinclair,1,0,1,117,43,1,2,9,3,19,0,,,-,,bat,Sri Lanka,2,"Coolidge Cricket Ground, Antigua",2021,03,Sri Lanka_West Indies_2021-03-05,Sri Lanka,West Indies,Sri Lanka
113,K Sinclair,PADLR Sandakan,FH Edwards,0,0,0,117,43,3,8,10,4,19,caught,K Sinclair,P Nissanka,-,,bat,Sri Lanka,2,"Coolidge Cricket Ground, Antigua",2021,03,Sri Lanka_West Indies_2021-03-05,Sri Lanka,West Indies,Sri Lanka
