,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
0,RJ Peterson,NW Bracken,HH Gibbs,1,0,1,1,165,1,1,0,1,-,1,0,,,field,Australia,1,SuperSport Park,2009,03,South Africa_Australia_2009-03-29,South Africa,South Africa,Australia,156
1,HH Gibbs,NW Bracken,RJ Peterson,0,0,0,1,165,0,1,0,2,-,1,0,,,field,Australia,1,SuperSport Park,2009,03,South Africa_Australia_2009-03-29,South Africa,South Africa,Australia,156
2,HH Gibbs,NW Bracken,RJ Peterson,0,0,0,1,165,0,2,0,3,-,1,0,,,field,Australia,1,SuperSport Park,2009,03,South Africa_Australia_2009-03-29,South Africa,South Africa,Australia,156
3,HH Gibbs,NW Bracken,RJ Peterson,0,0,0,1,165,0,3,0,4,-,1,0,,,field,Australia,1,SuperSport Park,2009,03,South Africa_Australia_2009-03-29,South Africa,South Africa,Australia,156
4,HH Gibbs,NW Bracken,RJ Peterson,0,1,1,2,164,0,4,0,5,wides,1,0,,,field,Australia,1,SuperSport Park,2009,03,South Africa_Australia_2009-03-29,South Africa,South Africa,Australia,156
5,HH Gibbs,NW Bracken,RJ Peterson,0,0,0,2,164,0,5,0,6,-,1,0,,,field,Australia,1,SuperSport Park,2009,03,South Africa_Australia_2009-03-29,South Africa,South Africa,Australia,156
6,HH Gibbs,NW Bracken,RJ Peterson,1,0,1,3,163,1,6,0,7,-,1,0,,,field,Australia,1,SuperSport Park,2009,03,South Africa_Australia_2009-03-29,South Africa,South Africa,Australia,156
7,HH Gibbs,SM Harwood,RJ Peterson,4,0,4,7,159,5,7,0,1,-,2,0,,,field,Australia,1,SuperSport Park,2009,03,South Africa_Australia_2009-03-29,South Africa,South Africa,Australia,156
8,HH Gibbs,SM Harwood,RJ Peterson,2,0,2,9,157,7,8,0,2,-,2,0,,,field,Australia,1,SuperSport Park,2009,03,South Africa_Australia_2009-03-29,South Africa,South Africa,Australia,156
9,HH Gibbs,SM Harwood,RJ Peterson,5,0,5,14,152,12,9,0,3,-,2,0,,,field,Australia,1,SuperSport Park,2009,03,South Africa_Australia_2009-03-29,South Africa,South Africa,Australia,156
10,RJ Peterson,SM Harwood,HH Gibbs,0,0,0,14,152,1,2,0,4,-,2,0,,,field,Australia,1,SuperSport Park,2009,03,South Africa_Australia_2009-03-29,South Africa,South Africa,Australia,156
11,RJ Peterson,SM Harwood,HH Gibbs,0,0,0,14,152,1,3,0,5,-,2,0,,,field,Australia,1,SuperSport Park,2009,03,South Africa_Australia_2009-03-29,South Africa,South Africa,Australia,156
12,RJ Peterson,SM Harwood,HH Gibbs,0,0,0,14,152,1,4,0,6,-,2,0,,,field,Australia,1,SuperSport Park,2009,03,South Africa_Australia_2009-03-29,South Africa,South Africa,Australia,156
13,HH Gibbs,NW Bracken,RJ Peterson,0,0,0,14,152,12,10,0,1,-,3,0,,,field,Australia,1,SuperSport Park,2009,03,South Africa_Australia_2009-03-29,South Africa,South Africa,Australia,156
14,HH Gibbs,NW Bracken,RJ Peterson,2,0,2,16,150,14,11,0,2,-,3,0,,,field,Australia,1,SuperSport Park,2009,03,South Africa_Australia_2009-03-29,South Africa,South Africa,Australia,156
15,HH Gibbs,NW Bracken,RJ Peterson,0,0,0,16,150,14,12,0,3,-,3,0,,,field,Australia,1,SuperSport Park,2009,03,South Africa_Australia_2009-03-29,South Africa,South Africa,Australia,156
16,HH Gibbs,NW Bracken,RJ Peterson,6,0,6,22,144,20,13,0,4,-,3,0,,,field,Australia,1,SuperSport Park,2009,03,South Africa_Australia_2009-03-29,South Africa,South Africa,Australia,156
17,HH Gibbs,NW Bracken,RJ Peterson,0,0,0,22,144,20,14,1,5,-,3,bowled,HH Gibbs,,field,Australia,1,SuperSport Park,2009,03,South Africa_Australia_2009-03-29,South Africa,South Africa,Australia,156
18,AB de Villiers,NW Bracken,RJ Peterson,0,0,0,22,144,0,1,1,6,-,3,0,,,field,Australia,1,SuperSport Park,2009,03,South Africa_Australia_2009-03-29,South Africa,South Africa,Australia,156
19,RJ Peterson,B Laughlin,AB de Villiers,0,0,0,22,144,1,5,1,1,-,4,0,,,field,Australia,1,SuperSport Park,2009,03,South Africa_Australia_2009-03-29,South Africa,South Africa,Australia,156
20,RJ Peterson,B Laughlin,AB de Villiers,1,0,1,23,143,2,6,1,2,-,4,0,,,field,Australia,1,SuperSport Park,2009,03,South Africa_Australia_2009-03-29,South Africa,South Africa,Australia,156
