,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
0,CAK Walton,SHA Rance,CH Gayle,0,0,0,0,187,0,1,0,1,1,0,,,-,,field,West Indies,2,Saxton Oval,2017,12,New Zealand_West Indies_2017-12-29,New Zealand,West Indies,New Zealand,140
1,CAK Walton,SHA Rance,CH Gayle,0,0,0,0,187,0,2,0,2,1,0,,,-,,field,West Indies,2,Saxton Oval,2017,12,New Zealand_West Indies_2017-12-29,New Zealand,West Indies,New Zealand,140
2,CAK Walton,SHA Rance,CH Gayle,1,0,1,1,186,1,3,0,3,1,0,,,-,,field,West Indies,2,Saxton Oval,2017,12,New Zealand_West Indies_2017-12-29,New Zealand,West Indies,New Zealand,140
3,CH Gayle,SHA Rance,CAK Walton,0,0,0,1,186,0,1,0,4,1,0,,,-,,field,West Indies,2,Saxton Oval,2017,12,New Zealand_West Indies_2017-12-29,New Zealand,West Indies,New Zealand,140
4,CH Gayle,SHA Rance,CAK Walton,1,0,1,2,185,1,2,0,5,1,0,,,-,,field,West Indies,2,Saxton Oval,2017,12,New Zealand_West Indies_2017-12-29,New Zealand,West Indies,New Zealand,140
5,CAK Walton,SHA Rance,CH Gayle,4,0,4,6,181,5,4,0,6,1,0,,,-,,field,West Indies,2,Saxton Oval,2017,12,New Zealand_West Indies_2017-12-29,New Zealand,West Indies,New Zealand,140
6,CH Gayle,TG Southee,CAK Walton,4,0,4,10,177,5,3,0,1,2,0,,,-,,field,West Indies,2,Saxton Oval,2017,12,New Zealand_West Indies_2017-12-29,New Zealand,West Indies,New Zealand,140
7,CH Gayle,TG Southee,CAK Walton,1,0,1,11,176,6,4,0,2,2,0,,,-,,field,West Indies,2,Saxton Oval,2017,12,New Zealand_West Indies_2017-12-29,New Zealand,West Indies,New Zealand,140
8,CAK Walton,TG Southee,CH Gayle,0,0,0,11,176,5,5,0,3,2,0,,,-,,field,West Indies,2,Saxton Oval,2017,12,New Zealand_West Indies_2017-12-29,New Zealand,West Indies,New Zealand,140
9,CAK Walton,TG Southee,CH Gayle,0,0,0,11,176,5,6,0,4,2,0,,,-,,field,West Indies,2,Saxton Oval,2017,12,New Zealand_West Indies_2017-12-29,New Zealand,West Indies,New Zealand,140
10,CAK Walton,TG Southee,CH Gayle,1,0,1,12,175,6,7,0,5,2,0,,,-,,field,West Indies,2,Saxton Oval,2017,12,New Zealand_West Indies_2017-12-29,New Zealand,West Indies,New Zealand,140
11,CH Gayle,TG Southee,CAK Walton,0,0,0,12,175,6,5,0,6,2,0,,,-,,field,West Indies,2,Saxton Oval,2017,12,New Zealand_West Indies_2017-12-29,New Zealand,West Indies,New Zealand,140
12,CAK Walton,SHA Rance,CH Gayle,1,0,1,13,174,7,8,0,1,3,0,,,-,,field,West Indies,2,Saxton Oval,2017,12,New Zealand_West Indies_2017-12-29,New Zealand,West Indies,New Zealand,140
13,CH Gayle,SHA Rance,CAK Walton,2,0,2,15,172,8,6,0,2,3,0,,,-,,field,West Indies,2,Saxton Oval,2017,12,New Zealand_West Indies_2017-12-29,New Zealand,West Indies,New Zealand,140
14,CH Gayle,SHA Rance,CAK Walton,4,0,4,19,168,12,7,0,3,3,0,,,-,,field,West Indies,2,Saxton Oval,2017,12,New Zealand_West Indies_2017-12-29,New Zealand,West Indies,New Zealand,140
15,CH Gayle,SHA Rance,CAK Walton,0,0,0,19,168,12,8,1,4,3,caught,CH Gayle,GD Phillips,-,,field,West Indies,2,Saxton Oval,2017,12,New Zealand_West Indies_2017-12-29,New Zealand,West Indies,New Zealand,140
16,CAK Walton,SHA Rance,ADS Fletcher,0,0,0,19,168,7,9,2,5,3,caught,CAK Walton,AK Kitchen,-,,field,West Indies,2,Saxton Oval,2017,12,New Zealand_West Indies_2017-12-29,New Zealand,West Indies,New Zealand,140
17,SD Hope,SHA Rance,ADS Fletcher,0,0,0,19,168,0,1,2,6,3,0,,,-,,field,West Indies,2,Saxton Oval,2017,12,New Zealand_West Indies_2017-12-29,New Zealand,West Indies,New Zealand,140
18,ADS Fletcher,TG Southee,SD Hope,0,0,0,19,168,0,1,2,1,4,0,,,-,,field,West Indies,2,Saxton Oval,2017,12,New Zealand_West Indies_2017-12-29,New Zealand,West Indies,New Zealand,140
19,ADS Fletcher,TG Southee,SD Hope,0,0,0,19,168,0,2,2,2,4,0,,,-,,field,West Indies,2,Saxton Oval,2017,12,New Zealand_West Indies_2017-12-29,New Zealand,West Indies,New Zealand,140
20,ADS Fletcher,TG Southee,SD Hope,6,0,6,25,162,6,3,2,3,4,0,,,-,,field,West Indies,2,Saxton Oval,2017,12,New Zealand_West Indies_2017-12-29,New Zealand,West Indies,New Zealand,140
21,ADS Fletcher,TG Southee,SD Hope,0,0,0,25,162,6,4,2,4,4,0,,,-,,field,West Indies,2,Saxton Oval,2017,12,New Zealand_West Indies_2017-12-29,New Zealand,West Indies,New Zealand,140
22,ADS Fletcher,TG Southee,SD Hope,1,0,1,26,161,7,5,2,5,4,0,,,-,,field,West Indies,2,Saxton Oval,2017,12,New Zealand_West Indies_2017-12-29,New Zealand,West Indies,New Zealand,140
23,SD Hope,TG Southee,ADS Fletcher,0,0,0,26,161,0,2,2,6,4,0,,,-,,field,West Indies,2,Saxton Oval,2017,12,New Zealand_West Indies_2017-12-29,New Zealand,West Indies,New Zealand,140
24,ADS Fletcher,DAJ Bracewell,SD Hope,0,1,1,27,160,7,6,2,1,5,0,,,legbyes,,field,West Indies,2,Saxton Oval,2017,12,New Zealand_West Indies_2017-12-29,New Zealand,West Indies,New Zealand,140
25,SD Hope,DAJ Bracewell,ADS Fletcher,0,0,0,27,160,0,3,2,2,5,0,,,-,,field,West Indies,2,Saxton Oval,2017,12,New Zealand_West Indies_2017-12-29,New Zealand,West Indies,New Zealand,140
26,SD Hope,DAJ Bracewell,ADS Fletcher,1,0,1,28,159,1,4,2,3,5,0,,,-,,field,West Indies,2,Saxton Oval,2017,12,New Zealand_West Indies_2017-12-29,New Zealand,West Indies,New Zealand,140
27,ADS Fletcher,DAJ Bracewell,SD Hope,4,0,4,32,155,11,7,2,4,5,0,,,-,,field,West Indies,2,Saxton Oval,2017,12,New Zealand_West Indies_2017-12-29,New Zealand,West Indies,New Zealand,140
28,ADS Fletcher,DAJ Bracewell,SD Hope,0,1,1,33,154,11,8,2,5,5,0,,,legbyes,,field,West Indies,2,Saxton Oval,2017,12,New Zealand_West Indies_2017-12-29,New Zealand,West Indies,New Zealand,140
29,SD Hope,DAJ Bracewell,ADS Fletcher,1,0,1,34,153,2,5,2,6,5,0,,,-,,field,West Indies,2,Saxton Oval,2017,12,New Zealand_West Indies_2017-12-29,New Zealand,West Indies,New Zealand,140
30,SD Hope,AK Kitchen,ADS Fletcher,1,0,1,35,152,3,6,2,1,6,0,,,-,,field,West Indies,2,Saxton Oval,2017,12,New Zealand_West Indies_2017-12-29,New Zealand,West Indies,New Zealand,140
31,ADS Fletcher,AK Kitchen,SD Hope,0,0,0,35,152,11,9,2,2,6,0,,,-,,field,West Indies,2,Saxton Oval,2017,12,New Zealand_West Indies_2017-12-29,New Zealand,West Indies,New Zealand,140
32,ADS Fletcher,AK Kitchen,SD Hope,4,0,4,39,148,15,10,2,3,6,0,,,-,,field,West Indies,2,Saxton Oval,2017,12,New Zealand_West Indies_2017-12-29,New Zealand,West Indies,New Zealand,140
33,ADS Fletcher,AK Kitchen,SD Hope,0,0,0,39,148,15,11,2,4,6,0,,,-,,field,West Indies,2,Saxton Oval,2017,12,New Zealand_West Indies_2017-12-29,New Zealand,West Indies,New Zealand,140
34,ADS Fletcher,AK Kitchen,SD Hope,1,0,1,40,147,16,12,2,5,6,0,,,-,,field,West Indies,2,Saxton Oval,2017,12,New Zealand_West Indies_2017-12-29,New Zealand,West Indies,New Zealand,140
35,SD Hope,AK Kitchen,ADS Fletcher,4,0,4,44,143,7,7,2,6,6,0,,,-,,field,West Indies,2,Saxton Oval,2017,12,New Zealand_West Indies_2017-12-29,New Zealand,West Indies,New Zealand,140
36,ADS Fletcher,MJ Santner,SD Hope,1,0,1,45,142,17,13,2,1,7,0,,,-,,field,West Indies,2,Saxton Oval,2017,12,New Zealand_West Indies_2017-12-29,New Zealand,West Indies,New Zealand,140
37,SD Hope,MJ Santner,ADS Fletcher,1,0,1,46,141,8,8,2,2,7,0,,,-,,field,West Indies,2,Saxton Oval,2017,12,New Zealand_West Indies_2017-12-29,New Zealand,West Indies,New Zealand,140
38,ADS Fletcher,MJ Santner,SD Hope,0,0,0,46,141,17,14,2,3,7,0,,,-,,field,West Indies,2,Saxton Oval,2017,12,New Zealand_West Indies_2017-12-29,New Zealand,West Indies,New Zealand,140
39,ADS Fletcher,MJ Santner,SD Hope,0,0,0,46,141,17,15,2,4,7,0,,,-,,field,West Indies,2,Saxton Oval,2017,12,New Zealand_West Indies_2017-12-29,New Zealand,West Indies,New Zealand,140
40,ADS Fletcher,MJ Santner,SD Hope,2,0,2,48,139,19,16,2,5,7,0,,,-,,field,West Indies,2,Saxton Oval,2017,12,New Zealand_West Indies_2017-12-29,New Zealand,West Indies,New Zealand,140
