,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
0,Tamim Iqbal,NL McCullum,Mohammad Mithun,0,0,0,0,145,0,1,0,1,1,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
1,Tamim Iqbal,NL McCullum,Mohammad Mithun,0,0,0,0,145,0,2,0,2,1,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
2,Tamim Iqbal,NL McCullum,Mohammad Mithun,0,0,0,0,145,0,3,0,3,1,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
3,Tamim Iqbal,NL McCullum,Mohammad Mithun,0,0,0,0,145,0,4,0,4,1,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
4,Tamim Iqbal,NL McCullum,Mohammad Mithun,0,0,0,0,145,0,5,0,5,1,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
5,Tamim Iqbal,NL McCullum,Mohammad Mithun,2,0,2,2,143,2,6,0,6,1,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
6,Mohammad Mithun,CJ Anderson,Tamim Iqbal,0,0,0,2,143,0,1,0,1,2,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
7,Mohammad Mithun,CJ Anderson,Tamim Iqbal,0,0,0,2,143,0,2,0,2,2,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
8,Mohammad Mithun,CJ Anderson,Tamim Iqbal,1,0,1,3,142,1,3,0,3,2,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
9,Tamim Iqbal,CJ Anderson,Mohammad Mithun,0,0,0,3,142,2,7,0,4,2,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
10,Tamim Iqbal,CJ Anderson,Mohammad Mithun,1,0,1,4,141,3,8,0,5,2,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
11,Mohammad Mithun,CJ Anderson,Tamim Iqbal,0,0,0,4,141,1,4,1,6,2,run out,Tamim Iqbal,C Munro,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
12,Mohammad Mithun,MJ Santner,Sabbir Rahman,0,0,0,4,141,1,5,1,1,3,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
13,Mohammad Mithun,MJ Santner,Sabbir Rahman,0,0,0,4,141,1,6,1,2,3,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
14,Mohammad Mithun,MJ Santner,Sabbir Rahman,0,0,0,4,141,1,7,1,3,3,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
15,Mohammad Mithun,MJ Santner,Sabbir Rahman,2,0,2,6,139,3,8,1,4,3,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
16,Mohammad Mithun,MJ Santner,Sabbir Rahman,1,0,1,7,138,4,9,1,5,3,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
17,Sabbir Rahman,MJ Santner,Mohammad Mithun,0,0,0,7,138,0,1,1,6,3,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
18,Mohammad Mithun,CJ Anderson,Sabbir Rahman,1,0,1,8,137,5,10,1,1,4,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
19,Sabbir Rahman,CJ Anderson,Mohammad Mithun,2,0,2,10,135,2,2,1,2,4,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
20,Sabbir Rahman,CJ Anderson,Mohammad Mithun,1,0,1,11,134,3,3,1,3,4,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
21,Mohammad Mithun,CJ Anderson,Sabbir Rahman,0,0,0,11,134,5,11,1,4,4,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
22,Mohammad Mithun,CJ Anderson,Sabbir Rahman,0,1,1,12,133,5,12,1,5,4,0,,,legbyes,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
23,Sabbir Rahman,CJ Anderson,Mohammad Mithun,1,0,1,13,132,4,4,1,6,4,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
24,Sabbir Rahman,MJ Santner,Mohammad Mithun,0,0,0,13,132,4,5,1,1,5,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
25,Sabbir Rahman,MJ Santner,Mohammad Mithun,4,0,4,17,128,8,6,1,2,5,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
26,Sabbir Rahman,MJ Santner,Mohammad Mithun,1,0,1,18,127,9,7,1,3,5,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
27,Mohammad Mithun,MJ Santner,Sabbir Rahman,4,0,4,22,123,9,13,1,4,5,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
28,Mohammad Mithun,MJ Santner,Sabbir Rahman,1,0,1,23,122,10,14,1,5,5,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
29,Sabbir Rahman,MJ Santner,Mohammad Mithun,0,4,4,27,118,9,8,1,6,5,0,,,legbyes,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
30,Mohammad Mithun,MJ McClenaghan,Sabbir Rahman,0,0,0,27,118,10,15,1,1,6,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
31,Mohammad Mithun,MJ McClenaghan,Sabbir Rahman,1,0,1,28,117,11,16,1,2,6,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
32,Sabbir Rahman,MJ McClenaghan,Mohammad Mithun,1,0,1,29,116,10,9,1,3,6,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
33,Mohammad Mithun,MJ McClenaghan,Sabbir Rahman,0,0,0,29,116,11,17,2,4,6,bowled,Mohammad Mithun,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
34,Shakib Al Hasan,MJ McClenaghan,Sabbir Rahman,1,0,1,30,115,1,1,2,5,6,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
35,Sabbir Rahman,MJ McClenaghan,Shakib Al Hasan,0,0,0,30,115,10,10,2,6,6,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
36,Shakib Al Hasan,GD Elliott,Sabbir Rahman,0,0,0,30,115,1,2,2,1,7,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
37,Shakib Al Hasan,GD Elliott,Sabbir Rahman,0,0,0,30,115,1,3,2,2,7,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
38,Shakib Al Hasan,GD Elliott,Sabbir Rahman,0,0,0,30,115,1,4,2,3,7,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
39,Shakib Al Hasan,GD Elliott,Sabbir Rahman,1,0,1,31,114,2,5,2,4,7,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
40,Sabbir Rahman,GD Elliott,Shakib Al Hasan,0,0,0,31,114,10,11,2,5,7,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
41,Sabbir Rahman,GD Elliott,Shakib Al Hasan,0,0,0,31,114,10,12,2,6,7,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
42,Shakib Al Hasan,MJ Santner,Sabbir Rahman,0,0,0,31,114,2,6,3,1,8,caught,Shakib Al Hasan,NL McCullum,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
43,Soumya Sarkar,MJ Santner,Sabbir Rahman,1,0,1,32,113,1,1,3,2,8,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
44,Sabbir Rahman,MJ Santner,Soumya Sarkar,1,0,1,33,112,11,13,3,3,8,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
45,Soumya Sarkar,MJ Santner,Sabbir Rahman,1,0,1,34,111,2,2,3,4,8,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
46,Sabbir Rahman,MJ Santner,Soumya Sarkar,0,0,0,34,111,11,14,3,5,8,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
47,Sabbir Rahman,MJ Santner,Soumya Sarkar,0,0,0,34,111,11,15,3,6,8,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
48,Soumya Sarkar,NL McCullum,Sabbir Rahman,1,0,1,35,110,3,3,3,1,9,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
49,Sabbir Rahman,NL McCullum,Soumya Sarkar,1,0,1,36,109,12,16,3,2,9,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
50,Soumya Sarkar,NL McCullum,Sabbir Rahman,0,1,1,37,108,3,4,3,3,9,0,,,wides,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
51,Soumya Sarkar,NL McCullum,Sabbir Rahman,1,0,1,38,107,4,5,3,4,9,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
52,Sabbir Rahman,NL McCullum,Soumya Sarkar,0,0,0,38,107,12,17,3,5,9,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
53,Sabbir Rahman,NL McCullum,Soumya Sarkar,0,0,0,38,107,12,18,4,6,9,caught,Sabbir Rahman,MJ Santner,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
54,Soumya Sarkar,NL McCullum,Mahmudullah,0,0,0,38,107,4,6,4,7,9,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
55,Mahmudullah,IS Sodhi,Soumya Sarkar,1,0,1,39,106,1,1,4,1,10,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
56,Soumya Sarkar,IS Sodhi,Mahmudullah,1,0,1,40,105,5,7,4,2,10,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
57,Mahmudullah,IS Sodhi,Soumya Sarkar,1,0,1,41,104,2,2,4,3,10,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
58,Soumya Sarkar,IS Sodhi,Mahmudullah,1,0,1,42,103,6,8,4,4,10,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
59,Mahmudullah,IS Sodhi,Soumya Sarkar,1,0,1,43,102,3,3,4,5,10,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
60,Soumya Sarkar,IS Sodhi,Mahmudullah,0,0,0,43,102,6,9,5,6,10,stumped,Soumya Sarkar,L Ronchi,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
61,Mahmudullah,GD Elliott,Mushfiqur Rahim,0,0,0,43,102,3,4,5,1,11,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
62,Mahmudullah,GD Elliott,Mushfiqur Rahim,1,0,1,44,101,4,5,5,2,11,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
63,Mushfiqur Rahim,GD Elliott,Mahmudullah,0,0,0,44,101,0,1,5,3,11,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
64,Mushfiqur Rahim,GD Elliott,Mahmudullah,0,0,0,44,101,0,2,6,4,11,bowled,Mushfiqur Rahim,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
65,Shuvagata Hom,GD Elliott,Mahmudullah,0,0,0,44,101,0,1,6,5,11,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
66,Shuvagata Hom,GD Elliott,Mahmudullah,1,0,1,45,100,1,2,6,6,11,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
67,Shuvagata Hom,IS Sodhi,Mahmudullah,0,0,0,45,100,1,3,6,1,12,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
68,Shuvagata Hom,IS Sodhi,Mahmudullah,1,0,1,46,99,2,4,6,2,12,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
69,Mahmudullah,IS Sodhi,Shuvagata Hom,0,0,0,46,99,4,6,6,3,12,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
70,Mahmudullah,IS Sodhi,Shuvagata Hom,1,0,1,47,98,5,7,6,4,12,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
71,Shuvagata Hom,IS Sodhi,Mahmudullah,1,0,1,48,97,3,5,6,5,12,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
72,Mahmudullah,IS Sodhi,Shuvagata Hom,0,0,0,48,97,5,8,7,6,12,bowled,Mahmudullah,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
73,Shuvagata Hom,GD Elliott,Mashrafe Mortaza,0,0,0,48,97,3,6,7,1,13,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
74,Shuvagata Hom,GD Elliott,Mashrafe Mortaza,1,0,1,49,96,4,7,7,2,13,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
75,Mashrafe Mortaza,GD Elliott,Shuvagata Hom,1,0,1,50,95,1,1,7,3,13,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
76,Shuvagata Hom,GD Elliott,Mashrafe Mortaza,0,0,0,50,95,4,8,7,4,13,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
77,Shuvagata Hom,GD Elliott,Mashrafe Mortaza,0,0,0,50,95,4,9,7,5,13,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
78,Shuvagata Hom,GD Elliott,Mashrafe Mortaza,0,0,0,50,95,4,10,7,6,13,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
79,Mashrafe Mortaza,IS Sodhi,Shuvagata Hom,1,0,1,51,94,2,2,7,1,14,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
80,Shuvagata Hom,IS Sodhi,Mashrafe Mortaza,1,0,1,52,93,5,11,7,2,14,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
81,Mashrafe Mortaza,IS Sodhi,Shuvagata Hom,0,0,0,52,93,2,3,7,3,14,0,,,-,bat,New Zealand,2,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,Bangladesh,New Zealand,70
