,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
0,Q de Kock,SM Curran,T Bavuma,1,0,1,1,145,1,1,0,1,1,0,,,-,bat,South Africa,1,Newlands,2020,12,South Africa_England_2020-12-01,England,South Africa,England,191
1,T Bavuma,SM Curran,Q de Kock,1,0,1,2,144,1,1,0,2,1,0,,,-,bat,South Africa,1,Newlands,2020,12,South Africa_England_2020-12-01,England,South Africa,England,191
2,Q de Kock,SM Curran,T Bavuma,1,0,1,3,143,2,2,0,3,1,0,,,-,bat,South Africa,1,Newlands,2020,12,South Africa_England_2020-12-01,England,South Africa,England,191
3,T Bavuma,SM Curran,Q de Kock,0,0,0,3,143,1,2,0,4,1,0,,,-,bat,South Africa,1,Newlands,2020,12,South Africa_England_2020-12-01,England,South Africa,England,191
4,T Bavuma,SM Curran,Q de Kock,0,0,0,3,143,1,3,0,5,1,0,,,-,bat,South Africa,1,Newlands,2020,12,South Africa_England_2020-12-01,England,South Africa,England,191
5,T Bavuma,SM Curran,Q de Kock,1,0,1,4,142,2,4,0,6,1,0,,,-,bat,South Africa,1,Newlands,2020,12,South Africa_England_2020-12-01,England,South Africa,England,191
6,T Bavuma,JC Archer,Q de Kock,0,0,0,4,142,2,5,0,1,2,0,,,-,bat,South Africa,1,Newlands,2020,12,South Africa_England_2020-12-01,England,South Africa,England,191
7,T Bavuma,JC Archer,Q de Kock,0,0,0,4,142,2,6,0,2,2,0,,,-,bat,South Africa,1,Newlands,2020,12,South Africa_England_2020-12-01,England,South Africa,England,191
8,T Bavuma,JC Archer,Q de Kock,0,0,0,4,142,2,7,0,3,2,0,,,-,bat,South Africa,1,Newlands,2020,12,South Africa_England_2020-12-01,England,South Africa,England,191
9,T Bavuma,JC Archer,Q de Kock,0,0,0,4,142,2,8,0,4,2,0,,,-,bat,South Africa,1,Newlands,2020,12,South Africa_England_2020-12-01,England,South Africa,England,191
10,T Bavuma,JC Archer,Q de Kock,1,0,1,5,141,3,9,0,5,2,0,,,-,bat,South Africa,1,Newlands,2020,12,South Africa_England_2020-12-01,England,South Africa,England,191
11,Q de Kock,JC Archer,T Bavuma,1,0,1,6,140,3,3,0,6,2,0,,,-,bat,South Africa,1,Newlands,2020,12,South Africa_England_2020-12-01,England,South Africa,England,191
12,Q de Kock,SM Curran,T Bavuma,1,0,1,7,139,4,4,0,1,3,0,,,-,bat,South Africa,1,Newlands,2020,12,South Africa_England_2020-12-01,England,South Africa,England,191
13,T Bavuma,SM Curran,Q de Kock,4,0,4,11,135,7,10,0,2,3,0,,,-,bat,South Africa,1,Newlands,2020,12,South Africa_England_2020-12-01,England,South Africa,England,191
14,T Bavuma,SM Curran,Q de Kock,6,0,6,17,129,13,11,0,3,3,0,,,-,bat,South Africa,1,Newlands,2020,12,South Africa_England_2020-12-01,England,South Africa,England,191
15,T Bavuma,SM Curran,Q de Kock,1,0,1,18,128,14,12,0,4,3,0,,,-,bat,South Africa,1,Newlands,2020,12,South Africa_England_2020-12-01,England,South Africa,England,191
16,Q de Kock,SM Curran,T Bavuma,1,0,1,19,127,5,5,0,5,3,0,,,-,bat,South Africa,1,Newlands,2020,12,South Africa_England_2020-12-01,England,South Africa,England,191
17,T Bavuma,SM Curran,Q de Kock,1,0,1,20,126,15,13,0,6,3,0,,,-,bat,South Africa,1,Newlands,2020,12,South Africa_England_2020-12-01,England,South Africa,England,191
18,T Bavuma,JC Archer,Q de Kock,0,0,0,20,126,15,14,0,1,4,0,,,-,bat,South Africa,1,Newlands,2020,12,South Africa_England_2020-12-01,England,South Africa,England,191
19,T Bavuma,JC Archer,Q de Kock,1,0,1,21,125,16,15,0,2,4,0,,,-,bat,South Africa,1,Newlands,2020,12,South Africa_England_2020-12-01,England,South Africa,England,191
20,Q de Kock,JC Archer,T Bavuma,0,0,0,21,125,5,6,0,3,4,0,,,-,bat,South Africa,1,Newlands,2020,12,South Africa_England_2020-12-01,England,South Africa,England,191
21,Q de Kock,JC Archer,T Bavuma,4,0,4,25,121,9,7,0,4,4,0,,,-,bat,South Africa,1,Newlands,2020,12,South Africa_England_2020-12-01,England,South Africa,England,191
