,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,NLTC Perera,Imran Tahir,WIA Fernando,1,0,1,1,,1,1,0,-,1.0,0,0,field,South Africa,4,Newlands,2019,03,South Africa_Sri Lanka_2019-03-19,tie,Sri Lanka,South Africa,,5,Left hand Bat,Right hand Bat,Right arm Legbreak
1,WIA Fernando,Imran Tahir,NLTC Perera,0,0,0,1,,0,1,0,-,2.0,0,0,field,South Africa,4,Newlands,2019,03,South Africa_Sri Lanka_2019-03-19,tie,Sri Lanka,South Africa,,5,Right hand Bat,Left hand Bat,Right arm Legbreak
2,WIA Fernando,Imran Tahir,NLTC Perera,0,0,0,1,,0,2,0,-,3.0,0,0,field,South Africa,4,Newlands,2019,03,South Africa_Sri Lanka_2019-03-19,tie,Sri Lanka,South Africa,,5,Right hand Bat,Left hand Bat,Right arm Legbreak
3,WIA Fernando,Imran Tahir,NLTC Perera,1,0,1,2,,1,3,0,-,4.0,0,0,field,South Africa,4,Newlands,2019,03,South Africa_Sri Lanka_2019-03-19,tie,Sri Lanka,South Africa,,5,Right hand Bat,Left hand Bat,Right arm Legbreak
4,NLTC Perera,Imran Tahir,WIA Fernando,0,1,1,3,,1,1,0,wides,4.0,0,0,field,South Africa,4,Newlands,2019,03,South Africa_Sri Lanka_2019-03-19,tie,Sri Lanka,South Africa,,5,Left hand Bat,Right hand Bat,Right arm Legbreak
5,NLTC Perera,Imran Tahir,WIA Fernando,0,0,0,3,,1,2,0,-,5.0,0,0,field,South Africa,4,Newlands,2019,03,South Africa_Sri Lanka_2019-03-19,tie,Sri Lanka,South Africa,,5,Left hand Bat,Right hand Bat,Right arm Legbreak
6,NLTC Perera,Imran Tahir,WIA Fernando,0,1,1,4,,1,2,0,wides,5.0,0,0,field,South Africa,4,Newlands,2019,03,South Africa_Sri Lanka_2019-03-19,tie,Sri Lanka,South Africa,,5,Left hand Bat,Right hand Bat,Right arm Legbreak
7,NLTC Perera,Imran Tahir,WIA Fernando,1,0,1,5,,2,3,0,-,6.0,0,0,field,South Africa,4,Newlands,2019,03,South Africa_Sri Lanka_2019-03-19,tie,Sri Lanka,South Africa,,5,Left hand Bat,Right hand Bat,Right arm Legbreak
