,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
0,Rahmanullah Gurbaz,MR Adair,Sediqullah Atal,2,0,2,2,2,1,1,1,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
1,Rahmanullah Gurbaz,MR Adair,Sediqullah Atal,1,0,1,3,3,2,2,1,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
2,Sediqullah Atal,MR Adair,Rahmanullah Gurbaz,1,0,1,4,1,1,3,1,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
3,Rahmanullah Gurbaz,MR Adair,Sediqullah Atal,3,0,3,7,6,3,4,1,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
4,Sediqullah Atal,MR Adair,Rahmanullah Gurbaz,1,0,1,8,2,2,5,1,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
5,Rahmanullah Gurbaz,MR Adair,Sediqullah Atal,0,0,0,8,6,4,6,1,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
6,Sediqullah Atal,J Little,Rahmanullah Gurbaz,0,0,0,8,2,3,1,2,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
7,Sediqullah Atal,J Little,Rahmanullah Gurbaz,0,0,0,8,2,4,2,2,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
8,Sediqullah Atal,J Little,Rahmanullah Gurbaz,0,0,0,8,2,5,3,2,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
9,Sediqullah Atal,J Little,Rahmanullah Gurbaz,6,0,6,14,8,6,4,2,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
10,Sediqullah Atal,J Little,Rahmanullah Gurbaz,0,0,0,14,8,7,5,2,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
11,Sediqullah Atal,J Little,Rahmanullah Gurbaz,0,0,0,14,8,8,6,2,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
12,Rahmanullah Gurbaz,MR Adair,Sediqullah Atal,0,0,0,14,6,5,1,3,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
13,Rahmanullah Gurbaz,MR Adair,Sediqullah Atal,0,0,0,14,6,6,2,3,caught,Rahmanullah Gurbaz,HT Tector,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
14,Ibrahim Zadran,MR Adair,Sediqullah Atal,4,0,4,18,4,1,3,3,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
15,Ibrahim Zadran,MR Adair,Sediqullah Atal,0,0,0,18,4,2,4,3,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
16,Ibrahim Zadran,MR Adair,Sediqullah Atal,1,0,1,19,5,3,5,3,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
17,Sediqullah Atal,MR Adair,Ibrahim Zadran,0,0,0,19,8,9,6,3,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
18,Ibrahim Zadran,J Little,Sediqullah Atal,0,0,0,19,5,4,1,4,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
19,Ibrahim Zadran,J Little,Sediqullah Atal,0,0,0,19,5,5,2,4,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
20,Ibrahim Zadran,J Little,Sediqullah Atal,1,0,1,20,6,6,3,4,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
21,Sediqullah Atal,J Little,Ibrahim Zadran,0,0,0,20,8,10,4,4,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
22,Sediqullah Atal,J Little,Ibrahim Zadran,0,0,0,20,8,11,5,4,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
23,Sediqullah Atal,J Little,Ibrahim Zadran,1,0,1,21,9,12,6,4,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
24,Sediqullah Atal,BJ McCarthy,Ibrahim Zadran,6,0,6,27,15,13,1,5,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
25,Sediqullah Atal,BJ McCarthy,Ibrahim Zadran,0,0,0,27,15,14,2,5,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
26,Sediqullah Atal,BJ McCarthy,Ibrahim Zadran,1,0,1,28,16,15,3,5,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
27,Ibrahim Zadran,BJ McCarthy,Sediqullah Atal,1,0,1,29,7,7,4,5,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
28,Sediqullah Atal,BJ McCarthy,Ibrahim Zadran,1,0,1,30,17,16,5,5,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
29,Ibrahim Zadran,BJ McCarthy,Sediqullah Atal,1,0,1,31,8,8,6,5,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
30,Ibrahim Zadran,C Campher,Sediqullah Atal,2,0,2,33,10,9,1,6,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
31,Ibrahim Zadran,C Campher,Sediqullah Atal,0,0,0,33,10,10,2,6,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
32,Ibrahim Zadran,C Campher,Sediqullah Atal,0,0,0,33,10,11,3,6,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
33,Ibrahim Zadran,C Campher,Sediqullah Atal,2,0,2,35,12,12,4,6,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
34,Ibrahim Zadran,C Campher,Sediqullah Atal,0,0,0,35,12,13,5,6,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
35,Ibrahim Zadran,C Campher,Sediqullah Atal,6,0,6,41,18,14,6,6,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
36,Sediqullah Atal,GJ Delany,Ibrahim Zadran,0,1,1,42,17,17,1,7,0,,,wides,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
37,Sediqullah Atal,GJ Delany,Ibrahim Zadran,2,0,2,44,19,18,2,7,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
38,Sediqullah Atal,GJ Delany,Ibrahim Zadran,0,0,0,44,19,19,3,7,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
39,Sediqullah Atal,GJ Delany,Ibrahim Zadran,0,1,1,45,19,20,4,7,0,,,wides,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
40,Sediqullah Atal,GJ Delany,Ibrahim Zadran,0,0,0,45,19,21,5,7,caught and bowled,Sediqullah Atal,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
41,Azmatullah Omarzai,GJ Delany,Ibrahim Zadran,0,0,0,45,0,1,6,7,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
42,Azmatullah Omarzai,GJ Delany,Ibrahim Zadran,1,0,1,46,1,2,7,7,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
43,Ibrahim Zadran,GJ Delany,Azmatullah Omarzai,0,0,0,46,18,15,8,7,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
44,Azmatullah Omarzai,C Campher,Ibrahim Zadran,0,0,0,46,1,3,1,8,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
45,Azmatullah Omarzai,C Campher,Ibrahim Zadran,2,0,2,48,3,4,2,8,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
