,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
46,Azmatullah Omarzai,C Campher,Ibrahim Zadran,0,0,0,48,3,5,3,8,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
47,Azmatullah Omarzai,C Campher,Ibrahim Zadran,0,0,0,48,3,6,4,8,caught,Azmatullah Omarzai,J Little,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
48,Mohammad Ishaq,C Campher,Ibrahim Zadran,0,1,1,49,0,1,5,8,0,,,wides,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
49,Mohammad Ishaq,C Campher,Ibrahim Zadran,1,0,1,50,1,2,6,8,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
50,Ibrahim Zadran,C Campher,Mohammad Ishaq,1,0,1,51,19,16,7,8,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
51,Ibrahim Zadran,B White,Mohammad Ishaq,4,0,4,55,23,17,1,9,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
52,Ibrahim Zadran,B White,Mohammad Ishaq,1,0,1,56,24,18,2,9,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
53,Mohammad Ishaq,B White,Ibrahim Zadran,1,0,1,57,2,3,3,9,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
54,Ibrahim Zadran,B White,Mohammad Ishaq,1,0,1,58,25,19,4,9,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
55,Mohammad Ishaq,B White,Ibrahim Zadran,0,0,0,58,2,4,5,9,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
56,Mohammad Ishaq,B White,Ibrahim Zadran,1,0,1,59,3,5,6,9,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
57,Mohammad Ishaq,BJ McCarthy,Ibrahim Zadran,1,0,1,60,4,6,1,10,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
58,Ibrahim Zadran,BJ McCarthy,Mohammad Ishaq,1,0,1,61,26,20,2,10,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
59,Mohammad Ishaq,BJ McCarthy,Ibrahim Zadran,1,0,1,62,5,7,3,10,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
60,Ibrahim Zadran,BJ McCarthy,Mohammad Ishaq,1,0,1,63,27,21,4,10,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
61,Mohammad Ishaq,BJ McCarthy,Ibrahim Zadran,0,0,0,63,5,8,5,10,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
62,Mohammad Ishaq,BJ McCarthy,Ibrahim Zadran,0,0,0,63,5,9,6,10,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
63,Ibrahim Zadran,B White,Mohammad Ishaq,0,0,0,63,27,22,1,11,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
64,Ibrahim Zadran,B White,Mohammad Ishaq,1,0,1,64,28,23,2,11,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
65,Mohammad Ishaq,B White,Ibrahim Zadran,0,0,0,64,5,10,3,11,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
66,Mohammad Ishaq,B White,Ibrahim Zadran,4,0,4,68,9,11,4,11,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
67,Mohammad Ishaq,B White,Ibrahim Zadran,1,0,1,69,10,12,5,11,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
68,Ibrahim Zadran,B White,Mohammad Ishaq,1,0,1,70,29,24,6,11,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
69,Ibrahim Zadran,C Campher,Mohammad Ishaq,1,0,1,71,30,25,1,12,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
70,Mohammad Ishaq,C Campher,Ibrahim Zadran,2,0,2,73,12,13,2,12,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
71,Mohammad Ishaq,C Campher,Ibrahim Zadran,0,1,1,74,12,14,3,12,0,,,wides,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
72,Mohammad Ishaq,C Campher,Ibrahim Zadran,2,0,2,76,14,15,4,12,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
73,Mohammad Ishaq,C Campher,Ibrahim Zadran,0,0,0,76,14,16,5,12,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
74,Mohammad Ishaq,C Campher,Ibrahim Zadran,1,0,1,77,15,17,6,12,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
75,Ibrahim Zadran,C Campher,Mohammad Ishaq,1,0,1,78,31,26,7,12,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
76,Ibrahim Zadran,B White,Mohammad Ishaq,0,0,0,78,31,27,1,13,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
77,Ibrahim Zadran,B White,Mohammad Ishaq,4,0,4,82,35,28,2,13,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
78,Ibrahim Zadran,B White,Mohammad Ishaq,0,0,0,82,35,29,3,13,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
79,Ibrahim Zadran,B White,Mohammad Ishaq,1,0,1,83,36,30,4,13,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
80,Mohammad Ishaq,B White,Ibrahim Zadran,1,1,2,85,16,18,5,13,0,,,noballs,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
81,Ibrahim Zadran,B White,Mohammad Ishaq,1,0,1,86,37,31,6,13,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
82,Mohammad Ishaq,B White,Ibrahim Zadran,1,0,1,87,17,19,7,13,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
83,Mohammad Ishaq,J Little,Ibrahim Zadran,1,0,1,88,18,20,1,14,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
84,Ibrahim Zadran,J Little,Mohammad Ishaq,1,0,1,89,38,32,2,14,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
85,Mohammad Ishaq,J Little,Ibrahim Zadran,4,0,4,93,22,21,3,14,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
86,Mohammad Ishaq,J Little,Ibrahim Zadran,4,0,4,97,26,22,4,14,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
87,Mohammad Ishaq,J Little,Ibrahim Zadran,1,0,1,98,27,23,5,14,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
88,Ibrahim Zadran,J Little,Mohammad Ishaq,4,0,4,102,42,33,6,14,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
89,Mohammad Ishaq,B White,Ibrahim Zadran,0,0,0,102,27,24,1,15,caught,Mohammad Ishaq,PR Stirling,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
90,Mohammad Nabi,B White,Ibrahim Zadran,0,0,0,102,0,1,2,15,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
91,Mohammad Nabi,B White,Ibrahim Zadran,1,0,1,103,1,2,3,15,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
92,Ibrahim Zadran,B White,Mohammad Nabi,2,0,2,105,44,34,4,15,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
93,Ibrahim Zadran,B White,Mohammad Nabi,2,0,2,107,46,35,5,15,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
94,Ibrahim Zadran,B White,Mohammad Nabi,1,0,1,108,47,36,6,15,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
95,Ibrahim Zadran,BJ McCarthy,Mohammad Nabi,1,0,1,109,48,37,1,16,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
96,Mohammad Nabi,BJ McCarthy,Ibrahim Zadran,1,0,1,110,2,3,2,16,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
97,Ibrahim Zadran,BJ McCarthy,Mohammad Nabi,1,0,1,111,49,38,3,16,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
98,Mohammad Nabi,BJ McCarthy,Ibrahim Zadran,2,0,2,113,4,4,4,16,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
99,Mohammad Nabi,BJ McCarthy,Ibrahim Zadran,1,0,1,114,5,5,5,16,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
100,Ibrahim Zadran,BJ McCarthy,Mohammad Nabi,0,0,0,114,49,39,6,16,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
101,Mohammad Nabi,J Little,Ibrahim Zadran,0,0,0,114,5,6,1,17,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
102,Mohammad Nabi,J Little,Ibrahim Zadran,1,0,1,115,6,7,2,17,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
103,Ibrahim Zadran,J Little,Mohammad Nabi,1,0,1,116,50,40,3,17,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
104,Mohammad Nabi,J Little,Ibrahim Zadran,0,0,0,116,6,8,4,17,caught,Mohammad Nabi,A Balbirnie,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
105,Rashid Khan,J Little,Ibrahim Zadran,1,0,1,117,1,1,5,17,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
106,Ibrahim Zadran,J Little,Rashid Khan,1,0,1,118,51,41,6,17,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
107,Ibrahim Zadran,MR Adair,Rashid Khan,6,0,6,124,57,42,1,18,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
108,Ibrahim Zadran,MR Adair,Rashid Khan,1,0,1,125,58,43,2,18,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
109,Rashid Khan,MR Adair,Ibrahim Zadran,0,1,1,126,1,2,3,18,0,,,wides,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
110,Rashid Khan,MR Adair,Ibrahim Zadran,0,0,0,126,1,3,4,18,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
111,Rashid Khan,MR Adair,Ibrahim Zadran,1,0,1,127,2,4,5,18,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
112,Ibrahim Zadran,MR Adair,Rashid Khan,4,0,4,131,62,44,6,18,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
113,Ibrahim Zadran,MR Adair,Rashid Khan,1,0,1,132,63,45,7,18,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
114,Ibrahim Zadran,BJ McCarthy,Rashid Khan,6,0,6,138,69,46,1,19,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
115,Ibrahim Zadran,BJ McCarthy,Rashid Khan,1,0,1,139,70,47,2,19,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
116,Rashid Khan,BJ McCarthy,Ibrahim Zadran,1,0,1,140,3,5,3,19,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
117,Ibrahim Zadran,BJ McCarthy,Rashid Khan,0,1,1,141,70,48,4,19,0,,,wides,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
118,Ibrahim Zadran,BJ McCarthy,Rashid Khan,1,0,1,142,71,49,5,19,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
119,Rashid Khan,BJ McCarthy,Ibrahim Zadran,0,0,0,142,3,6,6,19,caught,Rashid Khan,C Campher,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
120,Ijaz Ahmad Ahmadzai,BJ McCarthy,Ibrahim Zadran,4,0,4,146,4,1,7,19,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
121,Ibrahim Zadran,MR Adair,Ijaz Ahmad Ahmadzai,0,0,0,146,71,50,1,20,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
122,Ibrahim Zadran,MR Adair,Ijaz Ahmad Ahmadzai,1,0,1,147,72,51,2,20,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
123,Ijaz Ahmad Ahmadzai,MR Adair,Ibrahim Zadran,0,0,0,147,4,2,3,20,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
124,Ijaz Ahmad Ahmadzai,MR Adair,Ibrahim Zadran,6,0,6,153,10,3,4,20,0,,,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
125,Ijaz Ahmad Ahmadzai,MR Adair,Ibrahim Zadran,0,1,1,154,10,4,5,20,0,,,wides,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
126,Ijaz Ahmad Ahmadzai,MR Adair,Ibrahim Zadran,0,0,0,154,10,5,6,20,run out,Ijaz Ahmad Ahmadzai,L Tucker;MR Adair,-,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
127,Ibrahim Zadran,MR Adair,Nangeyalia Kharote,0,1,1,155,72,52,7,20,0,,,byes,bat,Afghanistan,1,Sharjah Cricket Stadium,2024-03-18,Afghanistan,Ireland
