,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,Fakhar Zaman,GJ Maxwell,Sahibzada Farhan,1,0,1,1,182,1,1,0,1,-,0,,,0,bat,Australia,2,Harare Sports Club,2018,07,Australia_Pakistan_2018-07-08,Pakistan,Pakistan,Australia,187
1,Sahibzada Farhan,GJ Maxwell,Fakhar Zaman,0,1,1,2,181,0,1,1,2,wides,stumped,Sahibzada Farhan,AT Carey,0,bat,Australia,2,Harare Sports Club,2018,07,Australia_Pakistan_2018-07-08,Pakistan,Pakistan,Australia,187
2,Hussain Talat,GJ Maxwell,Fakhar Zaman,0,0,0,2,181,0,1,1,3,-,0,,,0,bat,Australia,2,Harare Sports Club,2018,07,Australia_Pakistan_2018-07-08,Pakistan,Pakistan,Australia,187
3,Hussain Talat,GJ Maxwell,Fakhar Zaman,0,0,0,2,181,0,2,1,4,-,0,,,0,bat,Australia,2,Harare Sports Club,2018,07,Australia_Pakistan_2018-07-08,Pakistan,Pakistan,Australia,187
4,Hussain Talat,GJ Maxwell,Fakhar Zaman,0,0,0,2,181,0,3,2,5,-,caught,Hussain Talat,JA Richardson,0,bat,Australia,2,Harare Sports Club,2018,07,Australia_Pakistan_2018-07-08,Pakistan,Pakistan,Australia,187
5,Sarfraz Ahmed,GJ Maxwell,Fakhar Zaman,1,0,1,3,180,1,1,2,6,-,0,,,0,bat,Australia,2,Harare Sports Club,2018,07,Australia_Pakistan_2018-07-08,Pakistan,Pakistan,Australia,187
6,Fakhar Zaman,GJ Maxwell,Sarfraz Ahmed,0,0,0,3,180,1,2,2,7,-,0,,,0,bat,Australia,2,Harare Sports Club,2018,07,Australia_Pakistan_2018-07-08,Pakistan,Pakistan,Australia,187
7,Sarfraz Ahmed,B Stanlake,Fakhar Zaman,0,0,0,3,180,1,2,2,1,-,0,,,1,bat,Australia,2,Harare Sports Club,2018,07,Australia_Pakistan_2018-07-08,Pakistan,Pakistan,Australia,187
8,Sarfraz Ahmed,B Stanlake,Fakhar Zaman,0,0,0,3,180,1,3,2,2,-,0,,,1,bat,Australia,2,Harare Sports Club,2018,07,Australia_Pakistan_2018-07-08,Pakistan,Pakistan,Australia,187
9,Sarfraz Ahmed,B Stanlake,Fakhar Zaman,1,0,1,4,179,2,4,2,3,-,0,,,1,bat,Australia,2,Harare Sports Club,2018,07,Australia_Pakistan_2018-07-08,Pakistan,Pakistan,Australia,187
10,Fakhar Zaman,B Stanlake,Sarfraz Ahmed,0,0,0,4,179,1,3,2,4,-,0,,,1,bat,Australia,2,Harare Sports Club,2018,07,Australia_Pakistan_2018-07-08,Pakistan,Pakistan,Australia,187
11,Fakhar Zaman,B Stanlake,Sarfraz Ahmed,1,0,1,5,178,2,4,2,5,-,0,,,1,bat,Australia,2,Harare Sports Club,2018,07,Australia_Pakistan_2018-07-08,Pakistan,Pakistan,Australia,187
12,Sarfraz Ahmed,B Stanlake,Fakhar Zaman,0,0,0,5,178,2,5,2,6,-,0,,,1,bat,Australia,2,Harare Sports Club,2018,07,Australia_Pakistan_2018-07-08,Pakistan,Pakistan,Australia,187
13,Fakhar Zaman,GJ Maxwell,Sarfraz Ahmed,2,0,2,7,176,4,5,2,1,-,0,,,2,bat,Australia,2,Harare Sports Club,2018,07,Australia_Pakistan_2018-07-08,Pakistan,Pakistan,Australia,187
14,Fakhar Zaman,GJ Maxwell,Sarfraz Ahmed,4,0,4,11,172,8,6,2,2,-,0,,,2,bat,Australia,2,Harare Sports Club,2018,07,Australia_Pakistan_2018-07-08,Pakistan,Pakistan,Australia,187
15,Fakhar Zaman,GJ Maxwell,Sarfraz Ahmed,4,0,4,15,168,12,7,2,3,-,0,,,2,bat,Australia,2,Harare Sports Club,2018,07,Australia_Pakistan_2018-07-08,Pakistan,Pakistan,Australia,187
16,Fakhar Zaman,GJ Maxwell,Sarfraz Ahmed,1,0,1,16,167,13,8,2,4,-,0,,,2,bat,Australia,2,Harare Sports Club,2018,07,Australia_Pakistan_2018-07-08,Pakistan,Pakistan,Australia,187
17,Sarfraz Ahmed,GJ Maxwell,Fakhar Zaman,6,0,6,22,161,8,6,2,5,-,0,,,2,bat,Australia,2,Harare Sports Club,2018,07,Australia_Pakistan_2018-07-08,Pakistan,Pakistan,Australia,187
18,Sarfraz Ahmed,GJ Maxwell,Fakhar Zaman,4,0,4,26,157,12,7,2,6,-,0,,,2,bat,Australia,2,Harare Sports Club,2018,07,Australia_Pakistan_2018-07-08,Pakistan,Pakistan,Australia,187
19,Fakhar Zaman,B Stanlake,Sarfraz Ahmed,4,0,4,30,153,17,9,2,1,-,0,,,3,bat,Australia,2,Harare Sports Club,2018,07,Australia_Pakistan_2018-07-08,Pakistan,Pakistan,Australia,187
20,Fakhar Zaman,B Stanlake,Sarfraz Ahmed,1,0,1,31,152,18,10,2,2,-,0,,,3,bat,Australia,2,Harare Sports Club,2018,07,Australia_Pakistan_2018-07-08,Pakistan,Pakistan,Australia,187
21,Sarfraz Ahmed,B Stanlake,Fakhar Zaman,0,0,0,31,152,12,8,2,3,-,0,,,3,bat,Australia,2,Harare Sports Club,2018,07,Australia_Pakistan_2018-07-08,Pakistan,Pakistan,Australia,187
22,Sarfraz Ahmed,B Stanlake,Fakhar Zaman,0,0,0,31,152,12,9,2,4,-,0,,,3,bat,Australia,2,Harare Sports Club,2018,07,Australia_Pakistan_2018-07-08,Pakistan,Pakistan,Australia,187
23,Sarfraz Ahmed,B Stanlake,Fakhar Zaman,4,0,4,35,148,16,10,2,5,-,0,,,3,bat,Australia,2,Harare Sports Club,2018,07,Australia_Pakistan_2018-07-08,Pakistan,Pakistan,Australia,187
24,Sarfraz Ahmed,B Stanlake,Fakhar Zaman,1,0,1,36,147,17,11,2,6,-,0,,,3,bat,Australia,2,Harare Sports Club,2018,07,Australia_Pakistan_2018-07-08,Pakistan,Pakistan,Australia,187
25,Sarfraz Ahmed,JA Richardson,Fakhar Zaman,0,0,0,36,147,17,12,2,1,-,0,,,4,bat,Australia,2,Harare Sports Club,2018,07,Australia_Pakistan_2018-07-08,Pakistan,Pakistan,Australia,187
26,Sarfraz Ahmed,JA Richardson,Fakhar Zaman,0,0,0,36,147,17,13,2,2,-,0,,,4,bat,Australia,2,Harare Sports Club,2018,07,Australia_Pakistan_2018-07-08,Pakistan,Pakistan,Australia,187
27,Sarfraz Ahmed,JA Richardson,Fakhar Zaman,0,0,0,36,147,17,14,2,3,-,0,,,4,bat,Australia,2,Harare Sports Club,2018,07,Australia_Pakistan_2018-07-08,Pakistan,Pakistan,Australia,187
28,Sarfraz Ahmed,JA Richardson,Fakhar Zaman,0,0,0,36,147,17,15,2,4,-,0,,,4,bat,Australia,2,Harare Sports Club,2018,07,Australia_Pakistan_2018-07-08,Pakistan,Pakistan,Australia,187
29,Sarfraz Ahmed,JA Richardson,Fakhar Zaman,4,0,4,40,143,21,16,2,5,-,0,,,4,bat,Australia,2,Harare Sports Club,2018,07,Australia_Pakistan_2018-07-08,Pakistan,Pakistan,Australia,187
