,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,review,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
10,RA Tripathi,MG Bracewell,Shubman Gill,0,0,0,10,166,0,2,1,5,2,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
11,RA Tripathi,MG Bracewell,Shubman Gill,0,0,0,10,166,0,3,1,6,2,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
12,Shubman Gill,JA Duffy,RA Tripathi,1,0,1,11,165,7,5,1,1,3,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
13,RA Tripathi,JA Duffy,Shubman Gill,0,0,0,11,165,0,4,1,2,3,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
14,RA Tripathi,JA Duffy,Shubman Gill,0,0,0,11,165,0,5,1,3,3,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
15,RA Tripathi,JA Duffy,Shubman Gill,0,0,0,11,165,0,6,2,4,3,caught,RA Tripathi,DP Conway,"{'by': 'New Zealand', 'umpire': 'J Madanagopal', 'batter': 'RA Tripathi', 'decision': 'upheld'}",-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
16,SA Yadav,JA Duffy,Shubman Gill,0,0,0,11,165,0,1,2,5,3,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
17,SA Yadav,JA Duffy,Shubman Gill,4,0,4,15,161,4,2,2,6,3,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
18,Shubman Gill,MJ Santner,SA Yadav,0,0,0,15,161,7,6,3,1,4,caught,Shubman Gill,FH Allen,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
19,HH Pandya,MJ Santner,SA Yadav,0,0,0,15,161,0,1,3,2,4,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
20,HH Pandya,MJ Santner,SA Yadav,0,0,0,15,161,0,2,3,3,4,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
21,HH Pandya,MJ Santner,SA Yadav,1,0,1,16,160,1,3,3,4,4,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
22,SA Yadav,MJ Santner,HH Pandya,4,0,4,20,156,8,3,3,5,4,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
23,SA Yadav,MJ Santner,HH Pandya,0,0,0,20,156,8,4,3,6,4,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
24,HH Pandya,LH Ferguson,SA Yadav,1,0,1,21,155,2,4,3,1,5,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
25,SA Yadav,LH Ferguson,HH Pandya,6,0,6,27,149,14,5,3,2,5,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
26,SA Yadav,LH Ferguson,HH Pandya,0,0,0,27,149,14,6,3,3,5,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
27,SA Yadav,LH Ferguson,HH Pandya,0,1,1,28,148,14,7,3,4,5,0,,,,wides,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
28,SA Yadav,LH Ferguson,HH Pandya,1,0,1,29,147,15,8,3,5,5,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
29,HH Pandya,LH Ferguson,SA Yadav,4,0,4,33,143,6,5,3,6,5,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
30,HH Pandya,LH Ferguson,SA Yadav,0,0,0,33,143,6,6,3,7,5,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
31,SA Yadav,MJ Santner,HH Pandya,0,0,0,33,143,15,9,3,1,6,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
32,SA Yadav,MJ Santner,HH Pandya,0,0,0,33,143,15,10,3,2,6,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
33,SA Yadav,MJ Santner,HH Pandya,0,0,0,33,143,15,11,3,3,6,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
34,SA Yadav,MJ Santner,HH Pandya,0,0,0,33,143,15,12,3,4,6,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
35,SA Yadav,MJ Santner,HH Pandya,0,0,0,33,143,15,13,3,5,6,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
36,SA Yadav,MJ Santner,HH Pandya,0,0,0,33,143,15,14,3,6,6,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
37,HH Pandya,IS Sodhi,SA Yadav,1,0,1,34,142,7,7,3,1,7,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
38,SA Yadav,IS Sodhi,HH Pandya,1,0,1,35,141,16,15,3,2,7,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
39,HH Pandya,IS Sodhi,SA Yadav,0,0,0,35,141,7,8,3,3,7,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
40,HH Pandya,IS Sodhi,SA Yadav,2,0,2,37,139,9,9,3,4,7,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
41,HH Pandya,IS Sodhi,SA Yadav,1,0,1,38,138,10,10,3,5,7,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
42,SA Yadav,IS Sodhi,HH Pandya,1,0,1,39,137,17,16,3,6,7,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
43,SA Yadav,MG Bracewell,HH Pandya,1,0,1,40,136,18,17,3,1,8,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
44,HH Pandya,MG Bracewell,SA Yadav,1,0,1,41,135,11,11,3,2,8,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
45,SA Yadav,MG Bracewell,HH Pandya,0,2,2,43,133,18,18,3,3,8,0,,,,wides,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
46,HH Pandya,MG Bracewell,SA Yadav,6,0,6,49,127,17,12,3,4,8,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
47,HH Pandya,MG Bracewell,SA Yadav,1,0,1,50,126,18,13,3,5,8,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
48,SA Yadav,MG Bracewell,HH Pandya,0,1,1,51,125,18,19,3,6,8,0,,,,wides,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
49,SA Yadav,MG Bracewell,HH Pandya,0,0,0,51,125,18,20,3,7,8,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
50,SA Yadav,MG Bracewell,HH Pandya,1,0,1,52,124,19,21,3,8,8,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
51,SA Yadav,IS Sodhi,HH Pandya,0,0,0,52,124,19,22,3,1,9,0,,,"{'by': 'New Zealand', 'umpire': 'J Madanagopal', 'batter': 'SA Yadav', 'decision': 'struck down', 'umpires_call': True}",-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
52,SA Yadav,IS Sodhi,HH Pandya,4,0,4,56,120,23,23,3,2,9,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
53,SA Yadav,IS Sodhi,HH Pandya,1,0,1,57,119,24,24,3,3,9,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
54,HH Pandya,IS Sodhi,SA Yadav,1,0,1,58,118,19,14,3,4,9,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
55,SA Yadav,IS Sodhi,HH Pandya,4,0,4,62,114,28,25,3,5,9,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
56,SA Yadav,IS Sodhi,HH Pandya,1,0,1,63,113,29,26,3,6,9,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
57,SA Yadav,BM Tickner,HH Pandya,1,0,1,64,112,30,27,3,1,10,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
58,HH Pandya,BM Tickner,SA Yadav,1,0,1,65,111,20,15,3,2,10,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
59,SA Yadav,BM Tickner,HH Pandya,4,0,4,69,107,34,28,3,3,10,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
60,SA Yadav,BM Tickner,HH Pandya,4,0,4,73,103,38,29,3,4,10,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
61,SA Yadav,BM Tickner,HH Pandya,1,0,1,74,102,39,30,3,5,10,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
62,HH Pandya,BM Tickner,SA Yadav,0,0,0,74,102,20,16,3,6,10,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
63,SA Yadav,MJ Santner,HH Pandya,0,0,0,74,102,39,31,3,1,11,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
64,SA Yadav,MJ Santner,HH Pandya,0,0,0,74,102,39,32,3,2,11,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
65,SA Yadav,MJ Santner,HH Pandya,0,0,0,74,102,39,33,3,3,11,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
66,SA Yadav,MJ Santner,HH Pandya,1,0,1,75,101,40,34,3,4,11,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
67,HH Pandya,MJ Santner,SA Yadav,0,0,0,75,101,20,17,3,5,11,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
68,HH Pandya,MJ Santner,SA Yadav,0,0,0,75,101,20,18,3,6,11,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
69,SA Yadav,IS Sodhi,HH Pandya,1,0,1,76,100,41,35,3,1,12,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
70,HH Pandya,IS Sodhi,SA Yadav,1,0,1,77,99,21,19,3,2,12,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
71,SA Yadav,IS Sodhi,HH Pandya,6,0,6,83,93,47,36,3,3,12,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
72,SA Yadav,IS Sodhi,HH Pandya,0,0,0,83,93,47,37,4,4,12,caught,SA Yadav,FH Allen,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
73,Washington Sundar,IS Sodhi,HH Pandya,4,0,4,87,89,4,1,4,5,12,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
74,Washington Sundar,IS Sodhi,HH Pandya,1,0,1,88,88,5,2,4,6,12,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
75,Washington Sundar,MG Bracewell,HH Pandya,1,0,1,89,87,6,3,4,1,13,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
76,HH Pandya,MG Bracewell,Washington Sundar,0,0,0,89,87,21,20,5,2,13,caught and bowled,HH Pandya,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
77,DJ Hooda,MG Bracewell,Washington Sundar,0,0,0,89,87,0,1,5,3,13,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
78,DJ Hooda,MG Bracewell,Washington Sundar,0,0,0,89,87,0,2,5,4,13,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
79,DJ Hooda,MG Bracewell,Washington Sundar,1,0,1,90,86,1,3,5,5,13,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
80,Washington Sundar,MG Bracewell,DJ Hooda,0,0,0,90,86,6,4,5,6,13,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
81,DJ Hooda,LH Ferguson,Washington Sundar,1,0,1,91,85,2,4,5,1,14,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
82,Washington Sundar,LH Ferguson,DJ Hooda,0,0,0,91,85,6,5,5,2,14,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
83,Washington Sundar,LH Ferguson,DJ Hooda,0,1,1,92,84,6,6,5,3,14,0,,,,wides,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
84,Washington Sundar,LH Ferguson,DJ Hooda,4,0,4,96,80,10,7,5,4,14,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
85,Washington Sundar,LH Ferguson,DJ Hooda,0,0,0,96,80,10,8,5,5,14,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
86,Washington Sundar,LH Ferguson,DJ Hooda,2,0,2,98,78,12,9,5,6,14,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
87,Washington Sundar,LH Ferguson,DJ Hooda,1,0,1,99,77,13,10,5,7,14,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
88,Washington Sundar,MG Bracewell,DJ Hooda,1,0,1,100,76,14,11,5,1,15,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
89,DJ Hooda,MG Bracewell,Washington Sundar,1,0,1,101,75,3,5,5,2,15,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
90,Washington Sundar,MG Bracewell,DJ Hooda,1,0,1,102,74,15,12,5,3,15,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
91,DJ Hooda,MG Bracewell,Washington Sundar,6,0,6,108,68,9,6,5,4,15,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
92,DJ Hooda,MG Bracewell,Washington Sundar,1,0,1,109,67,10,7,5,5,15,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
93,Washington Sundar,MG Bracewell,DJ Hooda,1,0,1,110,66,16,13,5,6,15,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
94,Washington Sundar,MJ Santner,DJ Hooda,1,0,1,111,65,17,14,5,1,16,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
95,DJ Hooda,MJ Santner,Washington Sundar,0,0,0,111,65,10,8,5,2,16,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
96,DJ Hooda,MJ Santner,Washington Sundar,0,0,0,111,65,10,9,5,3,16,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
97,DJ Hooda,MJ Santner,Washington Sundar,0,0,0,111,65,10,10,6,4,16,stumped,DJ Hooda,DP Conway,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
98,Shivam Mavi,MJ Santner,Washington Sundar,1,0,1,112,64,1,1,6,5,16,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
99,Washington Sundar,MJ Santner,Shivam Mavi,0,2,2,114,62,17,15,6,6,16,0,,,,wides,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
100,Shivam Mavi,MJ Santner,Washington Sundar,1,0,1,115,61,2,2,6,7,16,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
101,Shivam Mavi,BM Tickner,Washington Sundar,0,0,0,115,61,2,3,7,1,17,run out,Shivam Mavi,MJ Santner,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
102,Washington Sundar,BM Tickner,Kuldeep Yadav,0,0,0,115,61,17,16,7,2,17,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
103,Washington Sundar,BM Tickner,Kuldeep Yadav,4,0,4,119,57,21,17,7,3,17,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
104,Washington Sundar,BM Tickner,Kuldeep Yadav,0,0,0,119,57,21,18,7,4,17,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
105,Washington Sundar,BM Tickner,Kuldeep Yadav,2,0,2,121,55,23,19,7,5,17,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
106,Washington Sundar,BM Tickner,Kuldeep Yadav,6,0,6,127,49,29,20,7,6,17,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
107,Kuldeep Yadav,LH Ferguson,Washington Sundar,0,0,0,127,49,0,1,8,1,18,caught,Kuldeep Yadav,DP Conway,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
108,Arshdeep Singh,LH Ferguson,Washington Sundar,0,0,0,127,49,0,1,8,2,18,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
109,Arshdeep Singh,LH Ferguson,Washington Sundar,0,0,0,127,49,0,2,8,3,18,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
110,Arshdeep Singh,LH Ferguson,Washington Sundar,0,0,0,127,49,0,3,8,4,18,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
111,Arshdeep Singh,LH Ferguson,Washington Sundar,0,0,0,127,49,0,4,8,5,18,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
112,Arshdeep Singh,LH Ferguson,Washington Sundar,0,0,0,127,49,0,5,8,6,18,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
113,Washington Sundar,JA Duffy,Arshdeep Singh,6,0,6,133,43,35,21,8,1,19,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
114,Washington Sundar,JA Duffy,Arshdeep Singh,4,0,4,137,39,39,22,8,2,19,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
115,Washington Sundar,JA Duffy,Arshdeep Singh,4,0,4,141,35,43,23,8,3,19,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
116,Washington Sundar,JA Duffy,Arshdeep Singh,0,1,1,142,34,43,24,8,4,19,0,,,,wides,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
117,Washington Sundar,JA Duffy,Arshdeep Singh,0,0,0,142,34,43,25,8,5,19,0,,,,-,field,India,2,"JSCA International Stadium Complex, Ranchi",2023,01,New Zealand_India_2023-01-27,New Zealand,India,New Zealand,155
