,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,NV Ojha,CB Mpofu,M Vijay,0,0,0,0,140,0,1,0,-,1.0,0,0,,,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-13,India,India,Zimbabwe,True,144
1,NV Ojha,CB Mpofu,M Vijay,0,0,0,0,140,0,2,0,-,2.0,0,0,,,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-13,India,India,Zimbabwe,True,144
2,NV Ojha,CB Mpofu,M Vijay,1,0,1,1,139,1,3,0,-,3.0,0,0,,,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-13,India,India,Zimbabwe,True,144
3,M Vijay,CB Mpofu,NV Ojha,2,0,2,3,137,2,1,0,-,4.0,0,0,,,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-13,India,India,Zimbabwe,True,144
4,M Vijay,CB Mpofu,NV Ojha,0,0,0,3,137,2,2,0,-,5.0,0,0,,,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-13,India,India,Zimbabwe,True,144
5,M Vijay,CB Mpofu,NV Ojha,0,0,0,3,137,2,3,0,-,6.0,0,0,,,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-13,India,India,Zimbabwe,True,144
6,NV Ojha,TL Chatara,M Vijay,0,0,0,3,137,1,4,0,-,1.0,1,0,,,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-13,India,India,Zimbabwe,True,144
7,NV Ojha,TL Chatara,M Vijay,0,0,0,3,137,1,5,0,-,2.0,1,0,,,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-13,India,India,Zimbabwe,True,144
8,NV Ojha,TL Chatara,M Vijay,0,1,1,4,136,1,6,0,wides,2.0,1,0,,,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-13,India,India,Zimbabwe,True,144
9,NV Ojha,TL Chatara,M Vijay,0,0,0,4,136,1,7,0,-,3.0,1,0,,,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-13,India,India,Zimbabwe,True,144
10,NV Ojha,TL Chatara,M Vijay,0,0,0,4,136,1,8,0,-,4.0,1,0,,,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-13,India,India,Zimbabwe,True,144
11,NV Ojha,TL Chatara,M Vijay,0,0,0,4,136,1,9,0,-,5.0,1,0,,,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-13,India,India,Zimbabwe,True,144
12,NV Ojha,TL Chatara,M Vijay,0,0,0,4,136,1,10,0,-,6.0,1,0,,,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-13,India,India,Zimbabwe,True,144
13,M Vijay,CB Mpofu,NV Ojha,0,0,0,4,136,2,4,0,-,1.0,2,0,,,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-13,India,India,Zimbabwe,True,144
14,M Vijay,CB Mpofu,NV Ojha,4,0,4,8,132,6,5,0,-,2.0,2,0,,,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-13,India,India,Zimbabwe,True,144
15,M Vijay,CB Mpofu,NV Ojha,6,0,6,14,126,12,6,0,-,3.0,2,0,,,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-13,India,India,Zimbabwe,True,144
16,M Vijay,CB Mpofu,NV Ojha,0,1,1,15,125,12,7,0,wides,3.0,2,0,,,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-13,India,India,Zimbabwe,True,144
17,M Vijay,CB Mpofu,NV Ojha,1,0,1,16,124,13,8,0,-,4.0,2,0,,,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-13,India,India,Zimbabwe,True,144
18,NV Ojha,CB Mpofu,M Vijay,4,0,4,20,120,5,11,0,-,5.0,2,0,,,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-13,India,India,Zimbabwe,True,144
19,NV Ojha,CB Mpofu,M Vijay,0,0,0,20,120,5,12,0,-,6.0,2,0,,,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-13,India,India,Zimbabwe,True,144
20,M Vijay,TL Chatara,NV Ojha,0,1,1,21,119,13,9,0,wides,0.0,3,0,,,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-13,India,India,Zimbabwe,True,144
21,M Vijay,TL Chatara,NV Ojha,0,0,0,21,119,13,10,0,-,1.0,3,0,,,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-13,India,India,Zimbabwe,True,144
22,M Vijay,TL Chatara,NV Ojha,0,1,1,22,118,13,11,0,legbyes,2.0,3,0,,,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-13,India,India,Zimbabwe,True,144
23,NV Ojha,TL Chatara,M Vijay,1,0,1,23,117,6,13,0,-,3.0,3,0,,,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-13,India,India,Zimbabwe,True,144
24,M Vijay,TL Chatara,NV Ojha,0,0,0,23,117,13,12,0,-,4.0,3,0,,,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-13,India,India,Zimbabwe,True,144
25,M Vijay,TL Chatara,NV Ojha,4,0,4,27,113,17,13,0,-,5.0,3,0,,,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-13,India,India,Zimbabwe,True,144
26,M Vijay,TL Chatara,NV Ojha,0,1,1,28,112,17,14,0,wides,5.0,3,0,,,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-13,India,India,Zimbabwe,True,144
27,M Vijay,TL Chatara,NV Ojha,0,0,0,28,112,17,15,0,-,6.0,3,0,,,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-13,India,India,Zimbabwe,True,144
28,NV Ojha,RW Price,M Vijay,0,0,0,28,112,6,14,0,-,1.0,4,0,,,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-13,India,India,Zimbabwe,True,144
29,NV Ojha,RW Price,M Vijay,0,0,0,28,112,6,15,0,-,2.0,4,0,,,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-13,India,India,Zimbabwe,True,144
30,NV Ojha,RW Price,M Vijay,0,0,0,28,112,6,16,0,-,3.0,4,0,,,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-13,India,India,Zimbabwe,True,144
31,NV Ojha,RW Price,M Vijay,0,0,0,28,112,6,17,0,-,4.0,4,0,,,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-13,India,India,Zimbabwe,True,144
32,NV Ojha,RW Price,M Vijay,4,0,4,32,108,10,18,0,-,5.0,4,0,,,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-13,India,India,Zimbabwe,True,144
33,NV Ojha,RW Price,M Vijay,0,0,0,32,108,10,19,1,-,6.0,4,caught,NV Ojha,TL Chatara,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-13,India,India,Zimbabwe,True,144
34,M Vijay,TL Chatara,SK Raina,1,0,1,33,107,18,16,1,-,1.0,5,0,,,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-13,India,India,Zimbabwe,True,144
35,SK Raina,TL Chatara,M Vijay,0,0,0,33,107,0,1,1,-,2.0,5,0,,,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-13,India,India,Zimbabwe,True,144
