,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,Sarfraz Ahmed,MJ Henry,Awais Zia,1,0,1,1,134,1,1,0,1,-,1,0,,,field,Pakistan,2,Dubai International Cricket Stadium,2014,12,New Zealand_Pakistan_2014-12-04,Pakistan,Pakistan,New Zealand,140
1,Awais Zia,MJ Henry,Sarfraz Ahmed,0,0,0,1,134,0,1,0,2,-,1,0,,,field,Pakistan,2,Dubai International Cricket Stadium,2014,12,New Zealand_Pakistan_2014-12-04,Pakistan,Pakistan,New Zealand,140
2,Awais Zia,MJ Henry,Sarfraz Ahmed,1,0,1,2,133,1,2,0,3,-,1,0,,,field,Pakistan,2,Dubai International Cricket Stadium,2014,12,New Zealand_Pakistan_2014-12-04,Pakistan,Pakistan,New Zealand,140
3,Sarfraz Ahmed,MJ Henry,Awais Zia,0,1,1,3,132,1,2,0,4,wides,1,0,,,field,Pakistan,2,Dubai International Cricket Stadium,2014,12,New Zealand_Pakistan_2014-12-04,Pakistan,Pakistan,New Zealand,140
4,Sarfraz Ahmed,MJ Henry,Awais Zia,0,0,0,3,132,1,3,0,5,-,1,0,,,field,Pakistan,2,Dubai International Cricket Stadium,2014,12,New Zealand_Pakistan_2014-12-04,Pakistan,Pakistan,New Zealand,140
5,Sarfraz Ahmed,MJ Henry,Awais Zia,0,0,0,3,132,1,4,0,6,-,1,0,,,field,Pakistan,2,Dubai International Cricket Stadium,2014,12,New Zealand_Pakistan_2014-12-04,Pakistan,Pakistan,New Zealand,140
6,Sarfraz Ahmed,MJ Henry,Awais Zia,0,0,0,3,132,1,5,0,7,-,1,0,,,field,Pakistan,2,Dubai International Cricket Stadium,2014,12,New Zealand_Pakistan_2014-12-04,Pakistan,Pakistan,New Zealand,140
7,Awais Zia,MJ McClenaghan,Sarfraz Ahmed,0,0,0,3,132,1,3,0,1,-,2,0,,,field,Pakistan,2,Dubai International Cricket Stadium,2014,12,New Zealand_Pakistan_2014-12-04,Pakistan,Pakistan,New Zealand,140
8,Awais Zia,MJ McClenaghan,Sarfraz Ahmed,4,0,4,7,128,5,4,0,2,-,2,0,,,field,Pakistan,2,Dubai International Cricket Stadium,2014,12,New Zealand_Pakistan_2014-12-04,Pakistan,Pakistan,New Zealand,140
9,Awais Zia,MJ McClenaghan,Sarfraz Ahmed,1,0,1,8,127,6,5,0,3,-,2,0,,,field,Pakistan,2,Dubai International Cricket Stadium,2014,12,New Zealand_Pakistan_2014-12-04,Pakistan,Pakistan,New Zealand,140
