,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,review,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
0,TS Kamunhukamwe,Mustafizur Rahman,BRM Taylor,0,0,0,0,200,0,1,0,1,1,0,,,,-,field,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Zimbabwe,Bangladesh,119
1,TS Kamunhukamwe,Mustafizur Rahman,BRM Taylor,0,0,0,0,200,0,2,0,2,1,0,,,,-,field,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Zimbabwe,Bangladesh,119
2,TS Kamunhukamwe,Mustafizur Rahman,BRM Taylor,4,0,4,4,196,4,3,0,3,1,0,,,,-,field,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Zimbabwe,Bangladesh,119
3,TS Kamunhukamwe,Mustafizur Rahman,BRM Taylor,1,0,1,5,195,5,4,0,4,1,0,,,,-,field,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Zimbabwe,Bangladesh,119
4,BRM Taylor,Mustafizur Rahman,TS Kamunhukamwe,0,0,0,5,195,0,1,0,5,1,0,,,,-,field,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Zimbabwe,Bangladesh,119
5,BRM Taylor,Mustafizur Rahman,TS Kamunhukamwe,0,0,0,5,195,0,2,0,6,1,0,,,,-,field,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Zimbabwe,Bangladesh,119
6,TS Kamunhukamwe,Mohammad Saifuddin,BRM Taylor,4,0,4,9,191,9,5,0,1,2,0,,,,-,field,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Zimbabwe,Bangladesh,119
7,TS Kamunhukamwe,Mohammad Saifuddin,BRM Taylor,0,0,0,9,191,9,6,0,2,2,0,,,,-,field,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Zimbabwe,Bangladesh,119
8,TS Kamunhukamwe,Mohammad Saifuddin,BRM Taylor,0,0,0,9,191,9,7,0,3,2,0,,,,-,field,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Zimbabwe,Bangladesh,119
9,TS Kamunhukamwe,Mohammad Saifuddin,BRM Taylor,1,0,1,10,190,10,8,0,4,2,0,,,,-,field,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Zimbabwe,Bangladesh,119
10,BRM Taylor,Mohammad Saifuddin,TS Kamunhukamwe,0,0,0,10,190,0,3,0,5,2,0,,,,-,field,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Zimbabwe,Bangladesh,119
11,BRM Taylor,Mohammad Saifuddin,TS Kamunhukamwe,1,0,1,11,189,1,4,0,6,2,0,,,,-,field,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Zimbabwe,Bangladesh,119
12,BRM Taylor,Al-Amin Hossain,TS Kamunhukamwe,1,0,1,12,188,2,5,0,1,3,0,,,,-,field,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Zimbabwe,Bangladesh,119
13,TS Kamunhukamwe,Al-Amin Hossain,BRM Taylor,0,0,0,12,188,10,9,0,2,3,0,,,,-,field,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Zimbabwe,Bangladesh,119
14,TS Kamunhukamwe,Al-Amin Hossain,BRM Taylor,0,0,0,12,188,10,10,1,3,3,caught,TS Kamunhukamwe,Mushfiqur Rahim,,-,field,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Zimbabwe,Bangladesh,119
15,CR Ervine,Al-Amin Hossain,BRM Taylor,1,0,1,13,187,1,1,1,4,3,0,,,,-,field,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Zimbabwe,Bangladesh,119
16,BRM Taylor,Al-Amin Hossain,CR Ervine,1,0,1,14,186,3,6,1,5,3,0,,,,-,field,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Zimbabwe,Bangladesh,119
17,CR Ervine,Al-Amin Hossain,BRM Taylor,1,0,1,15,185,2,2,1,6,3,0,,,,-,field,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Zimbabwe,Bangladesh,119
18,CR Ervine,Hasan Mahmud,BRM Taylor,0,0,0,15,185,2,3,1,1,4,0,,,,-,field,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Zimbabwe,Bangladesh,119
19,CR Ervine,Hasan Mahmud,BRM Taylor,0,0,0,15,185,2,4,1,2,4,0,,,,-,field,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Zimbabwe,Bangladesh,119
20,CR Ervine,Hasan Mahmud,BRM Taylor,0,0,0,15,185,2,5,1,3,4,0,,,,-,field,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Zimbabwe,Bangladesh,119
21,CR Ervine,Hasan Mahmud,BRM Taylor,0,0,0,15,185,2,6,1,4,4,0,,,,-,field,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Zimbabwe,Bangladesh,119
22,CR Ervine,Hasan Mahmud,BRM Taylor,1,0,1,16,184,3,7,1,5,4,0,,,,-,field,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Zimbabwe,Bangladesh,119
23,BRM Taylor,Hasan Mahmud,CR Ervine,2,0,2,18,182,5,7,1,6,4,0,,,,-,field,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Zimbabwe,Bangladesh,119
24,CR Ervine,Mustafizur Rahman,BRM Taylor,0,0,0,18,182,3,8,1,1,5,0,,,,-,field,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Zimbabwe,Bangladesh,119
25,CR Ervine,Mustafizur Rahman,BRM Taylor,4,0,4,22,178,7,9,1,2,5,0,,,,-,field,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Zimbabwe,Bangladesh,119
26,CR Ervine,Mustafizur Rahman,BRM Taylor,1,0,1,23,177,8,10,1,3,5,0,,,,-,field,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Zimbabwe,Bangladesh,119
27,BRM Taylor,Mustafizur Rahman,CR Ervine,1,0,1,24,176,6,8,1,4,5,0,,,,-,field,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Zimbabwe,Bangladesh,119
28,CR Ervine,Mustafizur Rahman,BRM Taylor,0,0,0,24,176,8,11,1,5,5,0,,,,-,field,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Zimbabwe,Bangladesh,119
29,CR Ervine,Mustafizur Rahman,BRM Taylor,1,0,1,25,175,9,12,1,6,5,0,,,,-,field,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Zimbabwe,Bangladesh,119
30,CR Ervine,Mohammad Saifuddin,BRM Taylor,1,0,1,26,174,10,13,1,1,6,0,,,,-,field,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Zimbabwe,Bangladesh,119
31,BRM Taylor,Mohammad Saifuddin,CR Ervine,0,0,0,26,174,6,9,1,2,6,0,,,,-,field,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Zimbabwe,Bangladesh,119
32,BRM Taylor,Mohammad Saifuddin,CR Ervine,2,0,2,28,172,8,10,1,3,6,0,,,,-,field,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Zimbabwe,Bangladesh,119
33,BRM Taylor,Mohammad Saifuddin,CR Ervine,1,0,1,29,171,9,11,1,4,6,0,,,,-,field,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Zimbabwe,Bangladesh,119
34,CR Ervine,Mohammad Saifuddin,BRM Taylor,0,0,0,29,171,10,14,1,5,6,0,,,,-,field,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Zimbabwe,Bangladesh,119
