,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,M Vijay,CB Mpofu,NV Ojha,1,0,1,1,110,1,1,0,-,1.0,0,,,0,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-12,India,India,Zimbabwe,True,112,Right hand Bat,Right hand Bat,Right arm Fast
1,NV Ojha,CB Mpofu,M Vijay,1,0,1,2,109,1,1,0,-,2.0,0,,,0,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-12,India,India,Zimbabwe,True,112,Right hand Bat,Right hand Bat,Right arm Fast
2,M Vijay,CB Mpofu,NV Ojha,0,0,0,2,109,1,2,0,-,3.0,0,,,0,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-12,India,India,Zimbabwe,True,112,Right hand Bat,Right hand Bat,Right arm Fast
3,M Vijay,CB Mpofu,NV Ojha,0,1,1,3,108,1,2,0,wides,3.0,0,,,0,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-12,India,India,Zimbabwe,True,112,Right hand Bat,Right hand Bat,Right arm Fast
4,M Vijay,CB Mpofu,NV Ojha,0,0,0,3,108,1,3,0,-,4.0,0,,,0,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-12,India,India,Zimbabwe,True,112,Right hand Bat,Right hand Bat,Right arm Fast
5,M Vijay,CB Mpofu,NV Ojha,4,0,4,7,104,5,4,0,-,5.0,0,,,0,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-12,India,India,Zimbabwe,True,112,Right hand Bat,Right hand Bat,Right arm Fast
6,M Vijay,CB Mpofu,NV Ojha,0,0,0,7,104,5,5,1,-,6.0,caught,M Vijay,P Utseya,0,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-12,India,India,Zimbabwe,True,112,Right hand Bat,Right hand Bat,Right arm Fast
7,NV Ojha,EC Rainsford,SK Raina,0,0,0,7,104,1,2,1,-,1.0,0,,,1,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-12,India,India,Zimbabwe,True,112,Right hand Bat,Left hand Bat,Right arm Fast
8,NV Ojha,EC Rainsford,SK Raina,0,0,0,7,104,1,3,1,-,2.0,0,,,1,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-12,India,India,Zimbabwe,True,112,Right hand Bat,Left hand Bat,Right arm Fast
9,NV Ojha,EC Rainsford,SK Raina,1,0,1,8,103,2,4,1,-,3.0,0,,,1,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-12,India,India,Zimbabwe,True,112,Right hand Bat,Left hand Bat,Right arm Fast
10,SK Raina,EC Rainsford,NV Ojha,1,0,1,9,102,1,1,1,-,4.0,0,,,1,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-12,India,India,Zimbabwe,True,112,Left hand Bat,Right hand Bat,Right arm Fast
11,NV Ojha,EC Rainsford,SK Raina,0,0,0,9,102,2,5,1,-,5.0,0,,,1,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-12,India,India,Zimbabwe,True,112,Right hand Bat,Left hand Bat,Right arm Fast
12,NV Ojha,EC Rainsford,SK Raina,0,0,0,9,102,2,6,1,-,6.0,0,,,1,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-12,India,India,Zimbabwe,True,112,Right hand Bat,Left hand Bat,Right arm Fast
13,SK Raina,CB Mpofu,NV Ojha,2,0,2,11,100,3,2,1,-,1.0,0,,,2,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-12,India,India,Zimbabwe,True,112,Left hand Bat,Right hand Bat,Right arm Fast
14,SK Raina,CB Mpofu,NV Ojha,1,0,1,12,99,4,3,1,-,2.0,0,,,2,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-12,India,India,Zimbabwe,True,112,Left hand Bat,Right hand Bat,Right arm Fast
15,NV Ojha,CB Mpofu,SK Raina,0,0,0,12,99,2,7,1,-,3.0,0,,,2,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-12,India,India,Zimbabwe,True,112,Right hand Bat,Left hand Bat,Right arm Fast
16,NV Ojha,CB Mpofu,SK Raina,0,0,0,12,99,2,8,1,-,4.0,0,,,2,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-12,India,India,Zimbabwe,True,112,Right hand Bat,Left hand Bat,Right arm Fast
17,NV Ojha,CB Mpofu,SK Raina,0,0,0,12,99,2,9,2,-,5.0,caught,NV Ojha,T Taibu,2,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-12,India,India,Zimbabwe,True,112,Right hand Bat,Left hand Bat,Right arm Fast
18,RG Sharma,CB Mpofu,SK Raina,0,0,0,12,99,0,1,2,-,6.0,0,,,2,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-12,India,India,Zimbabwe,True,112,Right hand Bat,Left hand Bat,Right arm Fast
19,SK Raina,EC Rainsford,RG Sharma,0,0,0,12,99,4,4,2,-,1.0,0,,,3,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-12,India,India,Zimbabwe,True,112,Left hand Bat,Right hand Bat,Right arm Fast
20,SK Raina,EC Rainsford,RG Sharma,0,0,0,12,99,4,5,2,-,2.0,0,,,3,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-12,India,India,Zimbabwe,True,112,Left hand Bat,Right hand Bat,Right arm Fast
21,SK Raina,EC Rainsford,RG Sharma,1,0,1,13,98,5,6,2,-,3.0,0,,,3,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-12,India,India,Zimbabwe,True,112,Left hand Bat,Right hand Bat,Right arm Fast
22,RG Sharma,EC Rainsford,SK Raina,0,0,0,13,98,0,2,2,-,4.0,0,,,3,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-12,India,India,Zimbabwe,True,112,Right hand Bat,Left hand Bat,Right arm Fast
23,RG Sharma,EC Rainsford,SK Raina,1,0,1,14,97,1,3,2,-,5.0,0,,,3,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-12,India,India,Zimbabwe,True,112,Right hand Bat,Left hand Bat,Right arm Fast
24,SK Raina,EC Rainsford,RG Sharma,6,0,6,20,91,11,7,2,-,6.0,0,,,3,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-12,India,India,Zimbabwe,True,112,Left hand Bat,Right hand Bat,Right arm Fast
25,RG Sharma,CB Mpofu,SK Raina,0,0,0,20,91,1,4,2,-,1.0,0,,,4,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-12,India,India,Zimbabwe,True,112,Right hand Bat,Left hand Bat,Right arm Fast
26,RG Sharma,CB Mpofu,SK Raina,0,0,0,20,91,1,5,2,-,2.0,0,,,4,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-12,India,India,Zimbabwe,True,112,Right hand Bat,Left hand Bat,Right arm Fast
27,RG Sharma,CB Mpofu,SK Raina,0,0,0,20,91,1,6,2,-,3.0,0,,,4,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-12,India,India,Zimbabwe,True,112,Right hand Bat,Left hand Bat,Right arm Fast
28,RG Sharma,CB Mpofu,SK Raina,2,0,2,22,89,3,7,2,-,4.0,0,,,4,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-12,India,India,Zimbabwe,True,112,Right hand Bat,Left hand Bat,Right arm Fast
29,RG Sharma,CB Mpofu,SK Raina,0,0,0,22,89,3,8,2,-,5.0,0,,,4,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-12,India,India,Zimbabwe,True,112,Right hand Bat,Left hand Bat,Right arm Fast
30,RG Sharma,CB Mpofu,SK Raina,4,0,4,26,85,7,9,2,-,6.0,0,,,4,field,India,2,Harare Sports Club,2010,06,Zimbabwe_India_2010-06-12,India,India,Zimbabwe,True,112,Right hand Bat,Left hand Bat,Right arm Fast
