,batter,bowler,non_striker,review,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
11,SC Williams,Arshdeep Singh,CR Ervine,,0,0,0,2,184,0,1,2,-,5.0,0,,,1,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
12,SC Williams,Arshdeep Singh,CR Ervine,,1,0,1,3,183,1,2,2,-,6.0,0,,,1,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
13,SC Williams,B Kumar,CR Ervine,,0,0,0,3,183,1,3,2,-,1.0,0,,,2,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
14,SC Williams,B Kumar,CR Ervine,,0,0,0,3,183,1,4,2,-,2.0,0,,,2,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
15,SC Williams,B Kumar,CR Ervine,,0,0,0,3,183,1,5,2,-,3.0,0,,,2,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
16,SC Williams,B Kumar,CR Ervine,,2,0,2,5,181,3,6,2,-,4.0,0,,,2,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
17,SC Williams,B Kumar,CR Ervine,,0,0,0,5,181,3,7,2,-,5.0,0,,,2,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
18,SC Williams,B Kumar,CR Ervine,,0,1,1,6,180,3,8,2,wides,5.0,0,,,2,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
19,SC Williams,B Kumar,CR Ervine,,0,1,1,7,179,3,9,2,legbyes,6.0,0,,,2,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
20,SC Williams,Arshdeep Singh,CR Ervine,,0,1,1,8,178,3,10,2,wides,0.0,0,,,3,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
21,SC Williams,Arshdeep Singh,CR Ervine,,0,0,0,8,178,3,11,2,-,1.0,0,,,3,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
22,SC Williams,Arshdeep Singh,CR Ervine,,0,0,0,8,178,3,12,2,-,2.0,0,,,3,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
23,SC Williams,Arshdeep Singh,CR Ervine,,1,0,1,9,177,4,13,2,-,3.0,0,,,3,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
24,CR Ervine,Arshdeep Singh,SC Williams,,4,0,4,13,173,4,5,2,-,4.0,0,,,3,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
25,CR Ervine,Arshdeep Singh,SC Williams,,0,0,0,13,173,4,6,2,-,5.0,0,,,3,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
26,CR Ervine,Arshdeep Singh,SC Williams,,0,0,0,13,173,4,7,2,-,6.0,0,,,3,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
27,SC Williams,B Kumar,CR Ervine,,1,0,1,14,172,5,14,2,-,1.0,0,,,4,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
28,CR Ervine,B Kumar,SC Williams,,0,0,0,14,172,4,8,2,-,2.0,0,,,4,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
29,CR Ervine,B Kumar,SC Williams,,0,0,0,14,172,4,9,2,-,3.0,0,,,4,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
30,CR Ervine,B Kumar,SC Williams,,4,0,4,18,168,8,10,2,-,4.0,0,,,4,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
31,CR Ervine,B Kumar,SC Williams,,3,0,3,21,165,11,11,2,-,5.0,0,,,4,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
32,SC Williams,B Kumar,CR Ervine,,0,0,0,21,165,5,15,2,-,6.0,0,,,4,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
33,CR Ervine,Mohammed Shami,SC Williams,,1,0,1,22,164,12,12,2,-,1.0,0,,,5,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
34,SC Williams,Mohammed Shami,CR Ervine,,0,0,0,22,164,5,16,2,-,2.0,0,,,5,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
35,SC Williams,Mohammed Shami,CR Ervine,,0,0,0,22,164,5,17,2,-,3.0,0,,,5,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
36,SC Williams,Mohammed Shami,CR Ervine,,6,0,6,28,158,11,18,2,-,4.0,0,,,5,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
37,SC Williams,Mohammed Shami,CR Ervine,,0,0,0,28,158,11,19,2,-,5.0,0,,,5,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
38,SC Williams,Mohammed Shami,CR Ervine,,0,0,0,28,158,11,20,3,-,6.0,caught,SC Williams,B Kumar,5,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
39,CR Ervine,HH Pandya,Sikandar Raza,,1,0,1,29,157,13,13,3,-,1.0,0,,,6,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
40,Sikandar Raza,HH Pandya,CR Ervine,,1,0,1,30,156,1,1,3,-,2.0,0,,,6,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
41,CR Ervine,HH Pandya,Sikandar Raza,,0,1,1,31,155,13,14,3,noballs,2.0,0,,,6,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
42,CR Ervine,HH Pandya,Sikandar Raza,,0,0,0,31,155,13,15,3,-,3.0,0,,,6,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
43,CR Ervine,HH Pandya,Sikandar Raza,,0,0,0,31,155,13,16,4,-,4.0,caught and bowled,CR Ervine,,6,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
44,T Munyonga,HH Pandya,Sikandar Raza,,1,0,1,32,154,1,1,4,-,5.0,0,,,6,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
45,Sikandar Raza,HH Pandya,T Munyonga,,0,0,0,32,154,1,2,4,-,6.0,0,,,6,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
46,T Munyonga,Mohammed Shami,Sikandar Raza,,4,0,4,36,150,5,2,4,-,1.0,0,,,7,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
47,T Munyonga,Mohammed Shami,Sikandar Raza,,0,0,0,36,150,5,3,4,-,2.0,0,,,7,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
48,T Munyonga,Mohammed Shami,Sikandar Raza,"{'by': 'Zimbabwe', 'umpire': 'RJ Tucker', 'batter': 'T Munyonga', 'decision': 'struck down'}",0,0,0,36,150,5,4,5,-,3.0,lbw,T Munyonga,,7,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
49,RP Burl,Mohammed Shami,Sikandar Raza,,1,0,1,37,149,1,1,5,-,4.0,0,,,7,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
50,Sikandar Raza,Mohammed Shami,RP Burl,,0,0,0,37,149,1,3,5,-,5.0,0,,,7,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
51,Sikandar Raza,Mohammed Shami,RP Burl,,2,0,2,39,147,3,4,5,-,6.0,0,,,7,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
52,RP Burl,HH Pandya,Sikandar Raza,,2,0,2,41,145,3,2,5,-,1.0,0,,,8,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
53,RP Burl,HH Pandya,Sikandar Raza,,0,0,0,41,145,3,3,5,-,2.0,0,,,8,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
54,RP Burl,HH Pandya,Sikandar Raza,,0,1,1,42,144,3,4,5,wides,2.0,0,,,8,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
55,RP Burl,HH Pandya,Sikandar Raza,"{'by': 'India', 'umpire': 'RA Kettleborough', 'batter': 'RP Burl', 'decision': 'struck down'}",0,0,0,42,144,3,5,5,-,3.0,0,,,8,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
56,RP Burl,HH Pandya,Sikandar Raza,,0,0,0,42,144,3,6,5,-,4.0,0,,,8,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
57,RP Burl,HH Pandya,Sikandar Raza,,4,0,4,46,140,7,7,5,-,5.0,0,,,8,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
58,RP Burl,HH Pandya,Sikandar Raza,,1,0,1,47,139,8,8,5,-,6.0,0,,,8,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
59,RP Burl,R Ashwin,Sikandar Raza,,1,0,1,48,138,9,9,5,-,1.0,0,,,9,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
60,Sikandar Raza,R Ashwin,RP Burl,,1,0,1,49,137,4,5,5,-,2.0,0,,,9,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
61,RP Burl,R Ashwin,Sikandar Raza,,4,0,4,53,133,13,10,5,-,3.0,0,,,9,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
62,RP Burl,R Ashwin,Sikandar Raza,,1,0,1,54,132,14,11,5,-,4.0,0,,,9,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
63,Sikandar Raza,R Ashwin,RP Burl,,4,0,4,58,128,8,6,5,-,5.0,0,,,9,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
64,Sikandar Raza,R Ashwin,RP Burl,,1,0,1,59,127,9,7,5,-,6.0,0,,,9,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
65,Sikandar Raza,AR Patel,RP Burl,,4,0,4,63,123,13,8,5,-,1.0,0,,,10,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
66,Sikandar Raza,AR Patel,RP Burl,,2,0,2,65,121,15,9,5,-,2.0,0,,,10,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
67,Sikandar Raza,AR Patel,RP Burl,,2,0,2,67,119,17,10,5,-,3.0,0,,,10,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
68,Sikandar Raza,AR Patel,RP Burl,,1,0,1,68,118,18,11,5,-,4.0,0,,,10,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
69,RP Burl,AR Patel,Sikandar Raza,,6,0,6,74,112,20,12,5,-,5.0,0,,,10,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
70,RP Burl,AR Patel,Sikandar Raza,,0,1,1,75,111,20,13,5,legbyes,6.0,0,,,10,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
71,RP Burl,R Ashwin,Sikandar Raza,,0,0,0,75,111,20,14,5,-,1.0,0,,,11,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
72,RP Burl,R Ashwin,Sikandar Raza,,2,0,2,77,109,22,15,5,-,2.0,0,,,11,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
73,RP Burl,R Ashwin,Sikandar Raza,,4,0,4,81,105,26,16,5,-,3.0,0,,,11,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
74,RP Burl,R Ashwin,Sikandar Raza,,0,0,0,81,105,26,17,5,-,4.0,0,,,11,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
75,RP Burl,R Ashwin,Sikandar Raza,,0,0,0,81,105,26,18,5,-,5.0,0,,,11,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
76,RP Burl,R Ashwin,Sikandar Raza,,0,0,0,81,105,26,19,5,-,6.0,0,,,11,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
77,Sikandar Raza,AR Patel,RP Burl,,1,0,1,82,104,19,12,5,-,1.0,0,,,12,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
78,RP Burl,AR Patel,Sikandar Raza,,1,0,1,83,103,27,20,5,-,2.0,0,,,12,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
79,Sikandar Raza,AR Patel,RP Burl,,2,0,2,85,101,21,13,5,-,3.0,0,,,12,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
80,Sikandar Raza,AR Patel,RP Burl,,1,0,1,86,100,22,14,5,-,4.0,0,,,12,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
81,RP Burl,AR Patel,Sikandar Raza,,4,0,4,90,96,31,21,5,-,5.0,0,,,12,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
82,RP Burl,AR Patel,Sikandar Raza,,4,0,4,94,92,35,22,5,-,6.0,0,,,12,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
83,Sikandar Raza,R Ashwin,RP Burl,,0,1,1,95,91,22,15,5,wides,0.0,0,,,13,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
84,Sikandar Raza,R Ashwin,RP Burl,,1,0,1,96,90,23,16,5,-,1.0,0,,,13,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
85,RP Burl,R Ashwin,Sikandar Raza,,0,0,0,96,90,35,23,6,-,2.0,bowled,RP Burl,,13,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
86,WP Masakadza,R Ashwin,Sikandar Raza,,0,0,0,96,90,0,1,6,-,3.0,0,,,13,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
87,WP Masakadza,R Ashwin,Sikandar Raza,,0,0,0,96,90,0,2,6,-,4.0,0,,,13,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
88,WP Masakadza,R Ashwin,Sikandar Raza,,0,0,0,96,90,0,3,6,-,5.0,0,,,13,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
89,WP Masakadza,R Ashwin,Sikandar Raza,,0,0,0,96,90,0,4,6,-,6.0,0,,,13,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
90,Sikandar Raza,AR Patel,WP Masakadza,,2,0,2,98,88,25,17,6,-,1.0,0,,,14,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
91,Sikandar Raza,AR Patel,WP Masakadza,,0,0,0,98,88,25,18,6,-,2.0,0,,,14,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
92,Sikandar Raza,AR Patel,WP Masakadza,,4,0,4,102,84,29,19,6,-,3.0,0,,,14,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
93,Sikandar Raza,AR Patel,WP Masakadza,,1,0,1,103,83,30,20,6,-,4.0,0,,,14,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
94,WP Masakadza,AR Patel,Sikandar Raza,,0,0,0,103,83,0,5,6,-,5.0,0,,,14,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
95,WP Masakadza,AR Patel,Sikandar Raza,,1,0,1,104,82,1,6,6,-,6.0,0,,,14,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
96,WP Masakadza,R Ashwin,Sikandar Raza,,0,0,0,104,82,1,7,7,-,1.0,caught,WP Masakadza,RG Sharma,15,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
97,R Ngarava,R Ashwin,Sikandar Raza,,1,0,1,105,81,1,1,7,-,2.0,0,,,15,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
98,Sikandar Raza,R Ashwin,R Ngarava,,0,0,0,105,81,30,21,7,-,3.0,0,,,15,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
99,Sikandar Raza,R Ashwin,R Ngarava,,1,0,1,106,80,31,22,7,-,4.0,0,,,15,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
100,R Ngarava,R Ashwin,Sikandar Raza,,0,0,0,106,80,1,2,8,-,5.0,bowled,R Ngarava,,15,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
101,TL Chatara,R Ashwin,Sikandar Raza,,0,0,0,106,80,0,1,8,-,6.0,0,,,15,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
102,Sikandar Raza,HH Pandya,TL Chatara,,2,0,2,108,78,33,23,8,-,1.0,0,,,16,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
103,Sikandar Raza,HH Pandya,TL Chatara,,1,0,1,109,77,34,24,8,-,2.0,0,,,16,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
104,TL Chatara,HH Pandya,Sikandar Raza,,0,1,1,110,76,0,2,8,legbyes,3.0,0,,,16,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
105,Sikandar Raza,HH Pandya,TL Chatara,,0,1,1,111,75,34,25,8,wides,3.0,0,,,16,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
106,Sikandar Raza,HH Pandya,TL Chatara,,0,0,0,111,75,34,26,9,-,4.0,caught,Sikandar Raza,SA Yadav,16,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
107,B Muzarabani,HH Pandya,TL Chatara,,0,0,0,111,75,0,1,9,-,5.0,0,,,16,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
108,B Muzarabani,HH Pandya,TL Chatara,,0,0,0,111,75,0,2,9,-,6.0,0,,,16,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
109,TL Chatara,AR Patel,B Muzarabani,,4,0,4,115,71,4,3,9,-,1.0,0,,,17,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
110,TL Chatara,AR Patel,B Muzarabani,,0,0,0,115,71,4,4,10,-,2.0,caught and bowled,TL Chatara,,17,bat,India,2,Melbourne Cricket Ground,2022,11,India_Zimbabwe_2022-11-06,India,Zimbabwe,India,False,115
