,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
0,Tamim Iqbal,B Lee,Nazimuddin,0,0,0,0,190,0,1,0,1,-,1,0,,,field,Australia,1,Newlands,2007,09,Australia_Bangladesh_2007-09-16,Australia,Bangladesh,Australia,123
1,Tamim Iqbal,B Lee,Nazimuddin,0,0,0,0,190,0,2,0,2,-,1,0,,,field,Australia,1,Newlands,2007,09,Australia_Bangladesh_2007-09-16,Australia,Bangladesh,Australia,123
2,Tamim Iqbal,B Lee,Nazimuddin,0,0,0,0,190,0,3,0,3,-,1,0,,,field,Australia,1,Newlands,2007,09,Australia_Bangladesh_2007-09-16,Australia,Bangladesh,Australia,123
3,Tamim Iqbal,B Lee,Nazimuddin,0,1,1,1,189,0,4,0,4,wides,1,0,,,field,Australia,1,Newlands,2007,09,Australia_Bangladesh_2007-09-16,Australia,Bangladesh,Australia,123
4,Tamim Iqbal,B Lee,Nazimuddin,0,0,0,1,189,0,5,0,5,-,1,0,,,field,Australia,1,Newlands,2007,09,Australia_Bangladesh_2007-09-16,Australia,Bangladesh,Australia,123
5,Tamim Iqbal,B Lee,Nazimuddin,0,0,0,1,189,0,6,0,6,-,1,0,,,field,Australia,1,Newlands,2007,09,Australia_Bangladesh_2007-09-16,Australia,Bangladesh,Australia,123
6,Tamim Iqbal,B Lee,Nazimuddin,1,0,1,2,188,1,7,0,7,-,1,0,,,field,Australia,1,Newlands,2007,09,Australia_Bangladesh_2007-09-16,Australia,Bangladesh,Australia,123
7,Tamim Iqbal,NW Bracken,Nazimuddin,0,0,0,2,188,1,8,0,1,-,2,0,,,field,Australia,1,Newlands,2007,09,Australia_Bangladesh_2007-09-16,Australia,Bangladesh,Australia,123
8,Tamim Iqbal,NW Bracken,Nazimuddin,1,0,1,3,187,2,9,0,2,-,2,0,,,field,Australia,1,Newlands,2007,09,Australia_Bangladesh_2007-09-16,Australia,Bangladesh,Australia,123
9,Nazimuddin,NW Bracken,Tamim Iqbal,0,0,0,3,187,0,1,0,3,-,2,0,,,field,Australia,1,Newlands,2007,09,Australia_Bangladesh_2007-09-16,Australia,Bangladesh,Australia,123
10,Nazimuddin,NW Bracken,Tamim Iqbal,1,0,1,4,186,1,2,0,4,-,2,0,,,field,Australia,1,Newlands,2007,09,Australia_Bangladesh_2007-09-16,Australia,Bangladesh,Australia,123
11,Tamim Iqbal,NW Bracken,Nazimuddin,1,0,1,5,185,3,10,0,5,-,2,0,,,field,Australia,1,Newlands,2007,09,Australia_Bangladesh_2007-09-16,Australia,Bangladesh,Australia,123
12,Nazimuddin,NW Bracken,Tamim Iqbal,0,0,0,5,185,1,3,0,6,-,2,0,,,field,Australia,1,Newlands,2007,09,Australia_Bangladesh_2007-09-16,Australia,Bangladesh,Australia,123
