,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,wicket_type,player_out,fielder,extras,extra_type,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
45,AB de Villiers,Mehedi Hasan Miraz,Q de Kock,1,0,1,78,38,20,1,8,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
46,Q de Kock,Mehedi Hasan Miraz,AB de Villiers,1,0,1,79,35,23,2,8,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
47,AB de Villiers,Mehedi Hasan Miraz,Q de Kock,1,0,1,80,39,21,3,8,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
48,Q de Kock,Mehedi Hasan Miraz,AB de Villiers,1,0,1,81,36,24,4,8,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
49,AB de Villiers,Mehedi Hasan Miraz,Q de Kock,1,0,1,82,40,22,5,8,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
50,Q de Kock,Mehedi Hasan Miraz,AB de Villiers,1,0,1,83,37,25,6,8,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
51,Q de Kock,Shakib Al Hasan,AB de Villiers,1,0,1,84,38,26,1,9,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
52,AB de Villiers,Shakib Al Hasan,Q de Kock,1,0,1,85,41,23,2,9,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
53,Q de Kock,Shakib Al Hasan,AB de Villiers,1,0,1,86,39,27,3,9,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
54,AB de Villiers,Shakib Al Hasan,Q de Kock,2,0,2,88,43,24,4,9,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
55,AB de Villiers,Shakib Al Hasan,Q de Kock,1,0,1,89,44,25,5,9,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
56,Q de Kock,Shakib Al Hasan,AB de Villiers,1,0,1,90,40,28,6,9,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
57,Q de Kock,Mehedi Hasan Miraz,AB de Villiers,1,0,1,91,41,29,1,10,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
58,AB de Villiers,Mehedi Hasan Miraz,Q de Kock,2,0,2,93,46,26,2,10,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
59,AB de Villiers,Mehedi Hasan Miraz,Q de Kock,1,0,1,94,47,27,3,10,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
60,Q de Kock,Mehedi Hasan Miraz,AB de Villiers,1,0,1,95,42,30,4,10,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
61,AB de Villiers,Mehedi Hasan Miraz,Q de Kock,2,0,2,97,49,28,5,10,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
62,AB de Villiers,Mehedi Hasan Miraz,Q de Kock,0,0,0,97,49,29,6,10,caught,AB de Villiers,Mahmudullah,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
63,Q de Kock,Mahmudullah,JP Duminy,1,0,1,98,43,31,1,11,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
64,JP Duminy,Mahmudullah,Q de Kock,1,0,1,99,1,1,2,11,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
65,Q de Kock,Mahmudullah,JP Duminy,0,0,0,99,43,32,3,11,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
66,Q de Kock,Mahmudullah,JP Duminy,2,0,2,101,45,33,4,11,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
67,Q de Kock,Mahmudullah,JP Duminy,1,0,1,102,46,34,5,11,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
68,JP Duminy,Mahmudullah,Q de Kock,0,0,0,102,1,2,6,11,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
69,Q de Kock,Mehedi Hasan Miraz,JP Duminy,1,0,1,103,47,35,1,12,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
70,JP Duminy,Mehedi Hasan Miraz,Q de Kock,0,0,0,103,1,3,2,12,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
71,JP Duminy,Mehedi Hasan Miraz,Q de Kock,6,0,6,109,7,4,3,12,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
72,JP Duminy,Mehedi Hasan Miraz,Q de Kock,2,0,2,111,9,5,4,12,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
73,JP Duminy,Mehedi Hasan Miraz,Q de Kock,0,0,0,111,9,6,5,12,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
74,JP Duminy,Mehedi Hasan Miraz,Q de Kock,1,0,1,112,10,7,6,12,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
75,JP Duminy,Shakib Al Hasan,Q de Kock,2,0,2,114,12,8,1,13,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
76,JP Duminy,Shakib Al Hasan,Q de Kock,1,0,1,115,13,9,2,13,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
77,Q de Kock,Shakib Al Hasan,JP Duminy,6,0,6,121,53,36,3,13,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
78,Q de Kock,Shakib Al Hasan,JP Duminy,1,0,1,122,54,37,4,13,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
79,JP Duminy,Shakib Al Hasan,Q de Kock,0,0,0,122,13,10,5,13,caught,JP Duminy,Imrul Kayes,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
80,Q de Kock,Shakib Al Hasan,DA Miller,1,0,1,123,55,38,6,13,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
81,Q de Kock,Mahmudullah,DA Miller,1,0,1,124,56,39,1,14,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
82,DA Miller,Mahmudullah,Q de Kock,2,0,2,126,2,1,2,14,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
83,DA Miller,Mahmudullah,Q de Kock,1,0,1,127,3,2,3,14,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
84,Q de Kock,Mahmudullah,DA Miller,1,0,1,128,57,40,4,14,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
85,DA Miller,Mahmudullah,Q de Kock,1,0,1,129,4,3,5,14,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
86,Q de Kock,Mahmudullah,DA Miller,1,0,1,130,58,41,6,14,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
87,Q de Kock,Rubel Hossain,DA Miller,0,0,0,130,58,42,1,15,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
88,Q de Kock,Rubel Hossain,DA Miller,0,0,0,130,58,43,2,15,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
89,Q de Kock,Rubel Hossain,DA Miller,1,0,1,131,59,44,3,15,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
90,DA Miller,Rubel Hossain,Q de Kock,0,0,0,131,4,4,4,15,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
91,DA Miller,Rubel Hossain,Q de Kock,1,0,1,132,5,5,5,15,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
92,Q de Kock,Rubel Hossain,DA Miller,0,1,1,133,59,45,6,15,0,,,{'wides': 1},wides,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
93,Q de Kock,Rubel Hossain,DA Miller,0,0,0,133,59,46,7,15,lbw,Q de Kock,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
94,DA Miller,Mahmudullah,F Behardien,1,0,1,134,6,6,1,16,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
95,F Behardien,Mahmudullah,DA Miller,2,0,2,136,2,1,2,16,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
96,F Behardien,Mahmudullah,DA Miller,4,0,4,140,6,2,3,16,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
97,F Behardien,Mahmudullah,DA Miller,1,0,1,141,7,3,4,16,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
98,DA Miller,Mahmudullah,F Behardien,1,0,1,142,7,7,5,16,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
99,F Behardien,Mahmudullah,DA Miller,2,0,2,144,9,4,6,16,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
100,DA Miller,Rubel Hossain,F Behardien,1,0,1,145,8,8,1,17,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
101,F Behardien,Rubel Hossain,DA Miller,0,5,5,150,9,5,2,17,0,,,"{'byes': 4, 'noballs': 1}",byesnoballs,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
102,F Behardien,Rubel Hossain,DA Miller,1,0,1,151,10,6,3,17,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
103,DA Miller,Rubel Hossain,F Behardien,2,0,2,153,10,9,4,17,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
104,DA Miller,Rubel Hossain,F Behardien,1,0,1,154,11,10,5,17,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
105,F Behardien,Rubel Hossain,DA Miller,1,0,1,155,11,7,6,17,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
106,DA Miller,Rubel Hossain,F Behardien,2,0,2,157,13,11,7,17,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
107,F Behardien,Taskin Ahmed,DA Miller,1,0,1,158,12,8,1,18,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
108,DA Miller,Taskin Ahmed,F Behardien,2,0,2,160,15,12,2,18,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
109,DA Miller,Taskin Ahmed,F Behardien,1,0,1,161,16,13,3,18,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
110,F Behardien,Taskin Ahmed,DA Miller,2,0,2,163,14,9,4,18,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
111,F Behardien,Taskin Ahmed,DA Miller,2,0,2,165,16,10,5,18,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
112,F Behardien,Taskin Ahmed,DA Miller,6,0,6,171,22,11,6,18,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
113,DA Miller,Shafiul Islam,F Behardien,2,0,2,173,18,14,1,19,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
114,DA Miller,Shafiul Islam,F Behardien,4,0,4,177,22,15,2,19,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
115,DA Miller,Shafiul Islam,F Behardien,1,0,1,178,23,16,3,19,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
116,F Behardien,Shafiul Islam,DA Miller,2,0,2,180,24,12,4,19,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
117,F Behardien,Shafiul Islam,DA Miller,0,0,0,180,24,13,5,19,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
118,F Behardien,Shafiul Islam,DA Miller,6,0,6,186,30,14,6,19,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
119,DA Miller,Mohammad Saifuddin,F Behardien,0,1,1,187,23,17,1,20,0,,,{'legbyes': 1},legbyes,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
120,F Behardien,Mohammad Saifuddin,DA Miller,4,0,4,191,34,15,2,20,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
121,F Behardien,Mohammad Saifuddin,DA Miller,1,0,1,192,35,16,3,20,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
122,DA Miller,Mohammad Saifuddin,F Behardien,1,0,1,193,24,18,4,20,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
123,F Behardien,Mohammad Saifuddin,DA Miller,1,0,1,194,36,17,5,20,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
124,DA Miller,Mohammad Saifuddin,F Behardien,1,0,1,195,25,19,6,20,0,,,,-,bat,South Africa,1,Mangaung Oval,2017-10-26,South Africa,Bangladesh
