,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,review,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
27,PBB Rajapaksa,AK Markram,MDKJ Perera,4,0,4,34,,16,10,1,4,4,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
28,PBB Rajapaksa,AK Markram,MDKJ Perera,4,0,4,38,,20,11,1,5,4,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
29,PBB Rajapaksa,AK Markram,MDKJ Perera,0,0,0,38,,20,12,1,6,4,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
30,PBB Rajapaksa,AK Markram,MDKJ Perera,0,0,0,38,,20,13,2,7,4,caught and bowled,PBB Rajapaksa,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
31,MDKJ Perera,K Rabada,DM de Silva,1,0,1,39,,12,11,2,1,5,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
32,DM de Silva,K Rabada,MDKJ Perera,1,0,1,40,,1,1,2,2,5,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
33,MDKJ Perera,K Rabada,DM de Silva,4,0,4,44,,16,12,2,3,5,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
34,MDKJ Perera,K Rabada,DM de Silva,6,0,6,50,,22,13,2,4,5,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
35,MDKJ Perera,K Rabada,DM de Silva,1,0,1,51,,23,14,2,5,5,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
36,DM de Silva,K Rabada,MDKJ Perera,1,0,1,52,,2,2,2,6,5,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
37,DM de Silva,KA Maharaj,MDKJ Perera,0,0,0,52,,2,3,2,1,6,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
38,DM de Silva,KA Maharaj,MDKJ Perera,1,0,1,53,,3,4,2,2,6,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
39,MDKJ Perera,KA Maharaj,DM de Silva,1,0,1,54,,24,15,2,3,6,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
40,DM de Silva,KA Maharaj,MDKJ Perera,1,0,1,55,,4,5,2,4,6,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
41,MDKJ Perera,KA Maharaj,DM de Silva,2,0,2,57,,26,16,2,5,6,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
42,MDKJ Perera,KA Maharaj,DM de Silva,1,0,1,58,,27,17,2,6,6,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
43,MDKJ Perera,T Shamsi,DM de Silva,0,0,0,58,,27,18,2,1,7,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
44,MDKJ Perera,T Shamsi,DM de Silva,0,0,0,58,,27,19,2,2,7,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
45,MDKJ Perera,T Shamsi,DM de Silva,1,0,1,59,,28,20,2,3,7,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
46,DM de Silva,T Shamsi,MDKJ Perera,0,0,0,59,,4,6,3,4,7,stumped,DM de Silva,Q de Kock,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
47,MD Shanaka,T Shamsi,MDKJ Perera,0,0,0,59,,0,1,3,5,7,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
48,MD Shanaka,T Shamsi,MDKJ Perera,1,0,1,60,,1,2,3,6,7,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
49,MD Shanaka,KA Maharaj,MDKJ Perera,1,0,1,61,,2,3,3,1,8,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
50,MDKJ Perera,KA Maharaj,MD Shanaka,0,1,1,62,,28,21,3,2,8,0,,,,legbyes,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
51,MD Shanaka,KA Maharaj,MDKJ Perera,0,0,0,62,,2,4,3,3,8,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
52,MD Shanaka,KA Maharaj,MDKJ Perera,1,0,1,63,,3,5,3,4,8,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
53,MDKJ Perera,KA Maharaj,MD Shanaka,1,0,1,64,,29,22,3,5,8,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
54,MD Shanaka,KA Maharaj,MDKJ Perera,1,0,1,65,,4,6,3,6,8,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
55,MD Shanaka,T Shamsi,MDKJ Perera,6,0,6,71,,10,7,3,1,9,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
56,MD Shanaka,T Shamsi,MDKJ Perera,0,0,0,71,,10,8,4,2,9,bowled,MD Shanaka,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
57,KIC Asalanka,T Shamsi,MDKJ Perera,0,0,0,71,,0,1,4,3,9,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
58,KIC Asalanka,T Shamsi,MDKJ Perera,0,1,1,72,,0,2,4,4,9,0,,,,wides,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
59,KIC Asalanka,T Shamsi,MDKJ Perera,0,0,0,72,,0,3,4,5,9,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
60,KIC Asalanka,T Shamsi,MDKJ Perera,1,0,1,73,,1,4,4,6,9,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
61,MDKJ Perera,T Shamsi,KIC Asalanka,0,2,2,75,,29,23,4,7,9,0,,,,byes,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
62,KIC Asalanka,AK Markram,MDKJ Perera,1,0,1,76,,2,5,4,1,10,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
63,MDKJ Perera,AK Markram,KIC Asalanka,1,0,1,77,,30,24,4,2,10,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
64,KIC Asalanka,AK Markram,MDKJ Perera,1,0,1,78,,3,6,4,3,10,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
65,MDKJ Perera,AK Markram,KIC Asalanka,0,0,0,78,,30,25,4,4,10,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
66,MDKJ Perera,AK Markram,KIC Asalanka,0,0,0,78,,30,26,5,5,10,lbw,MDKJ Perera,,"{'by': 'Sri Lanka', 'umpire': 'RSA Palliyaguruge', 'batter': 'MDKJ Perera', 'decision': 'struck down'}",-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
67,PWH de Silva,AK Markram,KIC Asalanka,0,0,0,78,,0,1,5,6,10,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
68,KIC Asalanka,T Shamsi,PWH de Silva,1,0,1,79,,4,7,5,1,11,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
69,PWH de Silva,T Shamsi,KIC Asalanka,0,0,0,79,,0,2,5,2,11,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
70,PWH de Silva,T Shamsi,KIC Asalanka,0,0,0,79,,0,3,5,3,11,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
71,PWH de Silva,T Shamsi,KIC Asalanka,3,0,3,82,,3,4,5,4,11,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
72,KIC Asalanka,T Shamsi,PWH de Silva,1,0,1,83,,5,8,5,5,11,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
73,PWH de Silva,T Shamsi,KIC Asalanka,0,0,0,83,,3,5,5,6,11,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
74,KIC Asalanka,BC Fortuin,PWH de Silva,0,0,0,83,,5,9,5,1,12,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
75,KIC Asalanka,BC Fortuin,PWH de Silva,1,0,1,84,,6,10,5,2,12,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
76,PWH de Silva,BC Fortuin,KIC Asalanka,1,0,1,85,,4,6,5,3,12,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
77,KIC Asalanka,BC Fortuin,PWH de Silva,1,0,1,86,,7,11,5,4,12,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
78,PWH de Silva,BC Fortuin,KIC Asalanka,0,0,0,86,,4,7,6,5,12,bowled,PWH de Silva,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
79,C Karunaratne,BC Fortuin,KIC Asalanka,1,0,1,87,,1,1,6,6,12,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
80,C Karunaratne,AK Markram,KIC Asalanka,2,0,2,89,,3,2,6,1,13,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
81,C Karunaratne,AK Markram,KIC Asalanka,0,0,0,89,,3,3,6,2,13,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
82,C Karunaratne,AK Markram,KIC Asalanka,1,0,1,90,,4,4,6,3,13,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
83,KIC Asalanka,AK Markram,C Karunaratne,1,0,1,91,,8,12,6,4,13,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
84,C Karunaratne,AK Markram,KIC Asalanka,2,0,2,93,,6,5,6,5,13,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
85,C Karunaratne,AK Markram,KIC Asalanka,1,0,1,94,,7,6,6,6,13,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
86,C Karunaratne,BC Fortuin,KIC Asalanka,0,0,0,94,,7,7,6,1,14,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
87,C Karunaratne,BC Fortuin,KIC Asalanka,1,0,1,95,,8,8,6,2,14,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
88,KIC Asalanka,BC Fortuin,C Karunaratne,1,0,1,96,,9,13,6,3,14,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
89,C Karunaratne,BC Fortuin,KIC Asalanka,0,1,1,97,,8,9,6,4,14,0,,,,wides,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
90,C Karunaratne,BC Fortuin,KIC Asalanka,0,0,0,97,,8,10,6,5,14,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
91,C Karunaratne,BC Fortuin,KIC Asalanka,0,0,0,97,,8,11,6,6,14,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
92,C Karunaratne,BC Fortuin,KIC Asalanka,0,0,0,97,,8,12,6,7,14,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
93,KIC Asalanka,T Shamsi,C Karunaratne,2,0,2,99,,11,14,6,1,15,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
94,KIC Asalanka,T Shamsi,C Karunaratne,1,0,1,100,,12,15,6,2,15,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
95,C Karunaratne,T Shamsi,KIC Asalanka,0,0,0,100,,8,13,7,3,15,bowled,C Karunaratne,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
96,PVD Chameera,T Shamsi,KIC Asalanka,0,0,0,100,,0,1,7,4,15,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
97,PVD Chameera,T Shamsi,KIC Asalanka,1,0,1,101,,1,2,7,5,15,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
98,KIC Asalanka,T Shamsi,PVD Chameera,1,0,1,102,,13,16,7,6,15,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
99,KIC Asalanka,BC Fortuin,PVD Chameera,0,0,0,102,,13,17,7,1,16,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
100,KIC Asalanka,BC Fortuin,PVD Chameera,0,0,0,102,,13,18,7,2,16,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
101,KIC Asalanka,BC Fortuin,PVD Chameera,0,0,0,102,,13,19,7,3,16,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
102,KIC Asalanka,BC Fortuin,PVD Chameera,1,0,1,103,,14,20,7,4,16,0,,,,-,bat,Sri Lanka,1,"R Premadasa Stadium, Colombo",2021,09,Sri Lanka_South Africa_2021-09-12,South Africa,Sri Lanka,South Africa,False,103
