,batter,bowler,non_striker,review,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
107,MD Shanaka,Rishad Hossain,AD Mathews,,1,0,1,146,19,5,3,5,3,18,-,0,,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-09,Sri Lanka,Sri Lanka,Bangladesh,174
108,AD Mathews,Rishad Hossain,MD Shanaka,,6,0,6,152,13,10,6,5,4,18,-,0,,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-09,Sri Lanka,Sri Lanka,Bangladesh,174
109,AD Mathews,Rishad Hossain,MD Shanaka,,0,0,0,152,13,10,7,6,5,18,-,caught,AD Mathews,Soumya Sarkar,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-09,Sri Lanka,Sri Lanka,Bangladesh,174
110,S Samarawickrama,Rishad Hossain,MD Shanaka,,1,0,1,153,12,1,1,6,6,18,-,0,,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-09,Sri Lanka,Sri Lanka,Bangladesh,174
111,S Samarawickrama,Shoriful Islam,MD Shanaka,,0,0,0,153,12,1,2,6,1,19,-,0,,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-09,Sri Lanka,Sri Lanka,Bangladesh,174
112,S Samarawickrama,Shoriful Islam,MD Shanaka,,1,0,1,154,11,2,3,6,2,19,-,0,,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-09,Sri Lanka,Sri Lanka,Bangladesh,174
113,MD Shanaka,Shoriful Islam,S Samarawickrama,,1,0,1,155,10,6,4,6,3,19,-,0,,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-09,Sri Lanka,Sri Lanka,Bangladesh,174
114,S Samarawickrama,Shoriful Islam,MD Shanaka,,0,0,0,155,10,2,4,6,4,19,-,0,,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-09,Sri Lanka,Sri Lanka,Bangladesh,174
115,S Samarawickrama,Shoriful Islam,MD Shanaka,,1,0,1,156,9,3,5,6,5,19,-,0,,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-09,Sri Lanka,Sri Lanka,Bangladesh,174
116,MD Shanaka,Shoriful Islam,S Samarawickrama,,4,0,4,160,5,10,5,6,6,19,-,0,,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-09,Sri Lanka,Sri Lanka,Bangladesh,174
117,S Samarawickrama,Mustafizur Rahman,MD Shanaka,,4,0,4,164,1,7,6,6,1,20,-,0,,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-09,Sri Lanka,Sri Lanka,Bangladesh,174
118,S Samarawickrama,Mustafizur Rahman,MD Shanaka,,0,1,1,165,0,7,7,6,2,20,byes,0,,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-09,Sri Lanka,Sri Lanka,Bangladesh,174
119,MD Shanaka,Mustafizur Rahman,S Samarawickrama,,0,0,0,165,0,10,6,6,3,20,-,0,,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-09,Sri Lanka,Sri Lanka,Bangladesh,174
120,MD Shanaka,Mustafizur Rahman,S Samarawickrama,,6,0,6,171,-6,16,7,6,4,20,-,0,,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-09,Sri Lanka,Sri Lanka,Bangladesh,174
121,MD Shanaka,Mustafizur Rahman,S Samarawickrama,,2,0,2,173,-8,18,8,6,5,20,-,0,,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-09,Sri Lanka,Sri Lanka,Bangladesh,174
122,MD Shanaka,Mustafizur Rahman,S Samarawickrama,,1,0,1,174,-9,19,9,7,6,20,-,run out,MD Shanaka,Liton Das;Rishad Hossain,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-09,Sri Lanka,Sri Lanka,Bangladesh,174
