,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
0,JT Smuts,DJ Willey,RR Hendricks,0,1,1,1,180,0,1,0,1,wides,1,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
1,JT Smuts,DJ Willey,RR Hendricks,0,4,4,5,176,0,2,0,2,legbyes,1,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
2,JT Smuts,DJ Willey,RR Hendricks,0,0,0,5,176,0,3,0,3,-,1,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
3,JT Smuts,DJ Willey,RR Hendricks,3,0,3,8,173,3,4,0,4,-,1,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
4,RR Hendricks,DJ Willey,JT Smuts,0,0,0,8,173,0,1,0,5,-,1,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
5,RR Hendricks,DJ Willey,JT Smuts,0,0,0,8,173,0,2,0,6,-,1,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
6,RR Hendricks,DJ Willey,JT Smuts,0,0,0,8,173,0,3,0,7,-,1,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
7,JT Smuts,TK Curran,RR Hendricks,1,0,1,9,172,4,5,0,1,-,2,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
8,RR Hendricks,TK Curran,JT Smuts,0,1,1,10,171,0,4,0,2,legbyes,2,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
9,JT Smuts,TK Curran,RR Hendricks,0,0,0,10,171,4,6,0,3,-,2,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
10,JT Smuts,TK Curran,RR Hendricks,0,0,0,10,171,4,7,0,4,-,2,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
11,JT Smuts,TK Curran,RR Hendricks,1,0,1,11,170,5,8,0,5,-,2,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
12,RR Hendricks,TK Curran,JT Smuts,0,0,0,11,170,0,5,1,6,-,2,caught,RR Hendricks,LE Plunkett,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
13,JT Smuts,DJ Willey,CH Morris,0,0,0,11,170,5,9,1,1,-,3,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
14,JT Smuts,DJ Willey,CH Morris,0,0,0,11,170,5,10,1,2,-,3,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
15,JT Smuts,DJ Willey,CH Morris,1,0,1,12,169,6,11,1,3,-,3,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
16,CH Morris,DJ Willey,JT Smuts,0,0,0,12,169,0,1,1,4,-,3,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
17,CH Morris,DJ Willey,JT Smuts,0,0,0,12,169,0,2,1,5,-,3,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
18,CH Morris,DJ Willey,JT Smuts,1,0,1,13,168,1,3,1,6,-,3,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
19,CH Morris,TK Curran,JT Smuts,0,0,0,13,168,1,4,1,1,-,4,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
20,CH Morris,TK Curran,JT Smuts,3,0,3,16,165,4,5,1,2,-,4,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
21,JT Smuts,TK Curran,CH Morris,0,1,1,17,164,6,12,1,3,legbyes,4,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
22,CH Morris,TK Curran,JT Smuts,4,0,4,21,160,8,6,1,4,-,4,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
23,CH Morris,TK Curran,JT Smuts,0,0,0,21,160,8,7,1,5,-,4,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
24,CH Morris,TK Curran,JT Smuts,0,0,0,21,160,8,8,1,6,-,4,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
25,JT Smuts,CJ Jordan,CH Morris,1,0,1,22,159,7,13,1,1,-,5,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
26,CH Morris,CJ Jordan,JT Smuts,0,0,0,22,159,8,9,2,2,-,5,caught,CH Morris,AD Hales,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
27,JT Smuts,CJ Jordan,AB de Villiers,0,0,0,22,159,7,14,2,3,-,5,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
28,JT Smuts,CJ Jordan,AB de Villiers,0,0,0,22,159,7,15,2,4,-,5,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
29,JT Smuts,CJ Jordan,AB de Villiers,1,0,1,23,158,8,16,2,5,-,5,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
30,AB de Villiers,CJ Jordan,JT Smuts,3,0,3,26,155,3,1,2,6,-,5,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
31,AB de Villiers,LE Plunkett,JT Smuts,1,0,1,27,154,4,2,2,1,-,6,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
32,JT Smuts,LE Plunkett,AB de Villiers,0,0,0,27,154,8,17,2,2,-,6,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
33,JT Smuts,LE Plunkett,AB de Villiers,0,0,0,27,154,8,18,2,3,-,6,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
34,JT Smuts,LE Plunkett,AB de Villiers,6,0,6,33,148,14,19,2,4,-,6,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
35,JT Smuts,LE Plunkett,AB de Villiers,4,0,4,37,144,18,20,2,5,-,6,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
36,JT Smuts,LE Plunkett,AB de Villiers,1,0,1,38,143,19,21,2,6,-,6,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
37,JT Smuts,MS Crane,AB de Villiers,4,0,4,42,139,23,22,2,1,-,7,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
38,JT Smuts,MS Crane,AB de Villiers,0,0,0,42,139,23,23,2,2,-,7,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
39,JT Smuts,MS Crane,AB de Villiers,1,0,1,43,138,24,24,2,3,-,7,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
40,AB de Villiers,MS Crane,JT Smuts,2,0,2,45,136,6,3,2,4,-,7,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
41,AB de Villiers,MS Crane,JT Smuts,1,0,1,46,135,7,4,2,5,-,7,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
42,JT Smuts,MS Crane,AB de Villiers,1,0,1,47,134,25,25,2,6,-,7,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
43,JT Smuts,LE Plunkett,AB de Villiers,1,0,1,48,133,26,26,2,1,-,8,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
44,AB de Villiers,LE Plunkett,JT Smuts,1,0,1,49,132,8,5,2,2,-,8,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
45,JT Smuts,LE Plunkett,AB de Villiers,0,0,0,49,132,26,27,2,3,-,8,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
46,JT Smuts,LE Plunkett,AB de Villiers,1,0,1,50,131,27,28,2,4,-,8,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
47,AB de Villiers,LE Plunkett,JT Smuts,0,0,0,50,131,8,6,2,5,-,8,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
48,AB de Villiers,LE Plunkett,JT Smuts,0,0,0,50,131,8,7,2,6,-,8,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
49,JT Smuts,MS Crane,AB de Villiers,1,0,1,51,130,28,29,2,1,-,9,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
50,AB de Villiers,MS Crane,JT Smuts,1,0,1,52,129,9,8,2,2,-,9,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
51,JT Smuts,MS Crane,AB de Villiers,1,0,1,53,128,29,30,2,3,-,9,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
52,AB de Villiers,MS Crane,JT Smuts,4,0,4,57,124,13,9,2,4,-,9,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
53,AB de Villiers,MS Crane,JT Smuts,0,0,0,57,124,13,10,2,5,-,9,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
54,AB de Villiers,MS Crane,JT Smuts,2,0,2,59,122,15,11,2,6,-,9,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
55,JT Smuts,LE Plunkett,AB de Villiers,0,0,0,59,122,29,31,3,1,-,10,caught,JT Smuts,DJ Malan,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
56,AB de Villiers,LE Plunkett,DA Miller,1,0,1,60,121,16,12,3,2,-,10,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
57,DA Miller,LE Plunkett,AB de Villiers,1,0,1,61,120,1,1,3,3,-,10,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
58,AB de Villiers,LE Plunkett,DA Miller,1,0,1,62,119,17,13,3,4,-,10,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
59,DA Miller,LE Plunkett,AB de Villiers,1,0,1,63,118,2,2,3,5,-,10,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
60,AB de Villiers,LE Plunkett,DA Miller,1,0,1,64,117,18,14,3,6,-,10,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
61,AB de Villiers,MS Crane,DA Miller,4,0,4,68,113,22,15,3,1,-,11,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
62,AB de Villiers,MS Crane,DA Miller,6,0,6,74,107,28,16,3,2,-,11,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
63,AB de Villiers,MS Crane,DA Miller,6,0,6,80,101,34,17,3,3,-,11,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
64,AB de Villiers,MS Crane,DA Miller,1,0,1,81,100,35,18,3,4,-,11,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
65,DA Miller,MS Crane,AB de Villiers,1,0,1,82,99,3,3,3,5,-,11,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
66,AB de Villiers,MS Crane,DA Miller,0,0,0,82,99,35,19,4,6,-,11,caught,AB de Villiers,AD Hales,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
67,DA Miller,CJ Jordan,F Behardien,2,0,2,84,97,5,4,4,1,-,12,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
68,DA Miller,CJ Jordan,F Behardien,2,0,2,86,95,7,5,4,2,-,12,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
69,DA Miller,CJ Jordan,F Behardien,0,0,0,86,95,7,6,5,3,-,12,caught,DA Miller,JC Buttler,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
70,M Mosehle,CJ Jordan,F Behardien,0,0,0,86,95,0,1,5,4,-,12,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
71,M Mosehle,CJ Jordan,F Behardien,0,0,0,86,95,0,2,5,5,-,12,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
72,M Mosehle,CJ Jordan,F Behardien,0,0,0,86,95,0,3,5,6,-,12,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
73,F Behardien,MS Crane,M Mosehle,2,0,2,88,93,2,1,5,1,-,13,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
74,F Behardien,MS Crane,M Mosehle,0,0,0,88,93,2,2,5,2,-,13,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
75,F Behardien,MS Crane,M Mosehle,0,0,0,88,93,2,3,5,3,-,13,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
76,F Behardien,MS Crane,M Mosehle,0,0,0,88,93,2,4,5,4,-,13,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
77,F Behardien,MS Crane,M Mosehle,0,0,0,88,93,2,5,5,5,-,13,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
78,F Behardien,MS Crane,M Mosehle,0,0,0,88,93,2,6,5,6,-,13,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
79,M Mosehle,CJ Jordan,F Behardien,1,0,1,89,92,1,4,5,1,-,14,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
80,F Behardien,CJ Jordan,M Mosehle,1,0,1,90,91,3,7,5,2,-,14,0,,,field,South Africa,2,Sophia Gardens,2017,06,England_South Africa_2017-06-25,England,South Africa,England
