,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,TS Kamunhukamwe,AD Mathews,CR Ervine,1,0,1,1,,1,1,0,-,1.0,0,,,0,,field,Sri Lanka,1,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-18,Sri Lanka,Zimbabwe,Sri Lanka,False,82,Right hand Bat,Left hand Bat,Right arm Medium
1,CR Ervine,AD Mathews,TS Kamunhukamwe,0,0,0,1,,0,1,1,-,2.0,caught,CR Ervine,S Samarawickrama,0,,field,Sri Lanka,1,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-18,Sri Lanka,Zimbabwe,Sri Lanka,False,82,Left hand Bat,Right hand Bat,Right arm Medium
2,BJ Bennett,AD Mathews,TS Kamunhukamwe,0,0,0,1,,0,1,1,-,3.0,0,,,0,,field,Sri Lanka,1,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-18,Sri Lanka,Zimbabwe,Sri Lanka,False,82,Right hand Bat,Right hand Bat,Right arm Medium
3,BJ Bennett,AD Mathews,TS Kamunhukamwe,4,0,4,5,,4,2,1,-,4.0,0,,,0,,field,Sri Lanka,1,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-18,Sri Lanka,Zimbabwe,Sri Lanka,False,82,Right hand Bat,Right hand Bat,Right arm Medium
4,BJ Bennett,AD Mathews,TS Kamunhukamwe,4,0,4,9,,8,3,1,-,5.0,0,,,0,,field,Sri Lanka,1,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-18,Sri Lanka,Zimbabwe,Sri Lanka,False,82,Right hand Bat,Right hand Bat,Right arm Medium
5,BJ Bennett,AD Mathews,TS Kamunhukamwe,0,0,0,9,,8,4,1,-,6.0,0,,,0,,field,Sri Lanka,1,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-18,Sri Lanka,Zimbabwe,Sri Lanka,False,82,Right hand Bat,Right hand Bat,Right arm Medium
6,TS Kamunhukamwe,D Madushanka,BJ Bennett,2,0,2,11,,3,2,1,-,1.0,0,,,1,,field,Sri Lanka,1,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-18,Sri Lanka,Zimbabwe,Sri Lanka,False,82,Right hand Bat,Right hand Bat,Left arm Fast
7,TS Kamunhukamwe,D Madushanka,BJ Bennett,0,1,1,12,,3,3,1,legbyes,2.0,0,,,1,,field,Sri Lanka,1,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-18,Sri Lanka,Zimbabwe,Sri Lanka,False,82,Right hand Bat,Right hand Bat,Left arm Fast
8,BJ Bennett,D Madushanka,TS Kamunhukamwe,4,0,4,16,,12,5,1,-,3.0,0,,,1,,field,Sri Lanka,1,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-18,Sri Lanka,Zimbabwe,Sri Lanka,False,82,Right hand Bat,Right hand Bat,Left arm Fast
9,BJ Bennett,D Madushanka,TS Kamunhukamwe,4,0,4,20,,16,6,1,-,4.0,0,,,1,,field,Sri Lanka,1,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-18,Sri Lanka,Zimbabwe,Sri Lanka,False,82,Right hand Bat,Right hand Bat,Left arm Fast
10,BJ Bennett,D Madushanka,TS Kamunhukamwe,4,0,4,24,,20,7,1,-,5.0,0,,,1,,field,Sri Lanka,1,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-18,Sri Lanka,Zimbabwe,Sri Lanka,False,82,Right hand Bat,Right hand Bat,Left arm Fast
11,BJ Bennett,D Madushanka,TS Kamunhukamwe,4,0,4,28,,24,8,1,-,6.0,0,,,1,,field,Sri Lanka,1,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-18,Sri Lanka,Zimbabwe,Sri Lanka,False,82,Right hand Bat,Right hand Bat,Left arm Fast
12,TS Kamunhukamwe,AD Mathews,BJ Bennett,1,0,1,29,,4,4,1,-,1.0,0,,,2,,field,Sri Lanka,1,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-18,Sri Lanka,Zimbabwe,Sri Lanka,False,82,Right hand Bat,Right hand Bat,Right arm Medium
13,BJ Bennett,AD Mathews,TS Kamunhukamwe,0,0,0,29,,24,9,1,-,2.0,0,,,2,,field,Sri Lanka,1,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-18,Sri Lanka,Zimbabwe,Sri Lanka,False,82,Right hand Bat,Right hand Bat,Right arm Medium
14,BJ Bennett,AD Mathews,TS Kamunhukamwe,1,0,1,30,,25,10,1,-,3.0,0,,,2,,field,Sri Lanka,1,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-18,Sri Lanka,Zimbabwe,Sri Lanka,False,82,Right hand Bat,Right hand Bat,Right arm Medium
15,TS Kamunhukamwe,AD Mathews,BJ Bennett,0,1,1,31,,4,5,1,legbyes,4.0,0,,,2,,field,Sri Lanka,1,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-18,Sri Lanka,Zimbabwe,Sri Lanka,False,82,Right hand Bat,Right hand Bat,Right arm Medium
16,BJ Bennett,AD Mathews,TS Kamunhukamwe,4,0,4,35,,29,11,1,-,5.0,0,,,2,,field,Sri Lanka,1,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-18,Sri Lanka,Zimbabwe,Sri Lanka,False,82,Right hand Bat,Right hand Bat,Right arm Medium
17,BJ Bennett,AD Mathews,TS Kamunhukamwe,0,0,0,35,,29,12,2,-,6.0,caught,BJ Bennett,PWH de Silva,2,,field,Sri Lanka,1,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-18,Sri Lanka,Zimbabwe,Sri Lanka,False,82,Right hand Bat,Right hand Bat,Right arm Medium
18,TS Kamunhukamwe,M Theekshana,SC Williams,0,0,0,35,,4,6,2,-,1.0,0,,,3,,field,Sri Lanka,1,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-18,Sri Lanka,Zimbabwe,Sri Lanka,False,82,Right hand Bat,Left hand Bat,Right arm Offbreak
19,TS Kamunhukamwe,M Theekshana,SC Williams,1,0,1,36,,5,7,2,-,2.0,0,,,3,,field,Sri Lanka,1,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-18,Sri Lanka,Zimbabwe,Sri Lanka,False,82,Right hand Bat,Left hand Bat,Right arm Offbreak
20,SC Williams,M Theekshana,TS Kamunhukamwe,0,0,0,36,,0,1,2,-,3.0,0,,,3,,field,Sri Lanka,1,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-18,Sri Lanka,Zimbabwe,Sri Lanka,False,82,Left hand Bat,Right hand Bat,Right arm Offbreak
21,SC Williams,M Theekshana,TS Kamunhukamwe,0,0,0,36,,0,2,2,-,4.0,0,,,3,,field,Sri Lanka,1,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-18,Sri Lanka,Zimbabwe,Sri Lanka,False,82,Left hand Bat,Right hand Bat,Right arm Offbreak
22,SC Williams,M Theekshana,TS Kamunhukamwe,1,0,1,37,,1,3,2,-,5.0,0,,,3,,field,Sri Lanka,1,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-18,Sri Lanka,Zimbabwe,Sri Lanka,False,82,Left hand Bat,Right hand Bat,Right arm Offbreak
23,TS Kamunhukamwe,M Theekshana,SC Williams,0,0,0,37,,5,8,2,-,6.0,0,,,3,,field,Sri Lanka,1,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-18,Sri Lanka,Zimbabwe,Sri Lanka,False,82,Right hand Bat,Left hand Bat,Right arm Offbreak
24,SC Williams,PVD Chameera,TS Kamunhukamwe,4,0,4,41,,5,4,2,-,1.0,0,,,4,,field,Sri Lanka,1,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-18,Sri Lanka,Zimbabwe,Sri Lanka,False,82,Left hand Bat,Right hand Bat,Right arm Fast
25,SC Williams,PVD Chameera,TS Kamunhukamwe,1,0,1,42,,6,5,2,-,2.0,0,,,4,,field,Sri Lanka,1,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-18,Sri Lanka,Zimbabwe,Sri Lanka,False,82,Left hand Bat,Right hand Bat,Right arm Fast
26,TS Kamunhukamwe,PVD Chameera,SC Williams,1,0,1,43,,6,9,2,-,3.0,0,,,4,,field,Sri Lanka,1,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-18,Sri Lanka,Zimbabwe,Sri Lanka,False,82,Right hand Bat,Left hand Bat,Right arm Fast
27,SC Williams,PVD Chameera,TS Kamunhukamwe,1,0,1,44,,7,6,2,-,4.0,0,,,4,,field,Sri Lanka,1,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-18,Sri Lanka,Zimbabwe,Sri Lanka,False,82,Left hand Bat,Right hand Bat,Right arm Fast
28,TS Kamunhukamwe,PVD Chameera,SC Williams,0,0,0,44,,6,10,2,-,5.0,0,,,4,,field,Sri Lanka,1,"R Premadasa Stadium, Colombo",2024,01,Zimbabwe_Sri Lanka_2024-01-18,Sri Lanka,Zimbabwe,Sri Lanka,False,82,Right hand Bat,Left hand Bat,Right arm Fast
