,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,PR Stirling,BC Fortuin,KJ O'Brien,1,0,1,1,188,1,1,0,1,0,-,0,,,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021,07,South Africa_Ireland_2021-07-24,South Africa,Ireland,South Africa,140
1,KJ O'Brien,BC Fortuin,PR Stirling,1,0,1,2,187,1,1,0,2,0,-,0,,,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021,07,South Africa_Ireland_2021-07-24,South Africa,Ireland,South Africa,140
2,PR Stirling,BC Fortuin,KJ O'Brien,0,0,0,2,187,1,2,0,3,0,-,0,,,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021,07,South Africa_Ireland_2021-07-24,South Africa,Ireland,South Africa,140
3,PR Stirling,BC Fortuin,KJ O'Brien,1,0,1,3,186,2,3,0,4,0,-,0,,,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021,07,South Africa_Ireland_2021-07-24,South Africa,Ireland,South Africa,140
4,KJ O'Brien,BC Fortuin,PR Stirling,1,0,1,4,185,2,2,0,5,0,-,0,,,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021,07,South Africa_Ireland_2021-07-24,South Africa,Ireland,South Africa,140
5,PR Stirling,BC Fortuin,KJ O'Brien,4,0,4,8,181,6,4,0,6,0,-,0,,,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021,07,South Africa_Ireland_2021-07-24,South Africa,Ireland,South Africa,140
6,KJ O'Brien,GF Linde,PR Stirling,0,1,1,9,180,2,3,0,1,1,wides,0,,,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021,07,South Africa_Ireland_2021-07-24,South Africa,Ireland,South Africa,140
7,KJ O'Brien,GF Linde,PR Stirling,0,0,0,9,180,2,4,0,2,1,-,0,,,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021,07,South Africa_Ireland_2021-07-24,South Africa,Ireland,South Africa,140
8,KJ O'Brien,GF Linde,PR Stirling,0,0,0,9,180,2,5,0,3,1,-,0,,,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021,07,South Africa_Ireland_2021-07-24,South Africa,Ireland,South Africa,140
9,KJ O'Brien,GF Linde,PR Stirling,0,0,0,9,180,2,6,1,4,1,-,caught,KJ O'Brien,JN Malan,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021,07,South Africa_Ireland_2021-07-24,South Africa,Ireland,South Africa,140
10,PR Stirling,GF Linde,A Balbirnie,0,0,0,9,180,6,5,1,5,1,-,0,,,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021,07,South Africa_Ireland_2021-07-24,South Africa,Ireland,South Africa,140
11,PR Stirling,GF Linde,A Balbirnie,4,0,4,13,176,10,6,1,6,1,-,0,,,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021,07,South Africa_Ireland_2021-07-24,South Africa,Ireland,South Africa,140
12,PR Stirling,GF Linde,A Balbirnie,0,0,0,13,176,10,7,1,7,1,-,0,,,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021,07,South Africa_Ireland_2021-07-24,South Africa,Ireland,South Africa,140
13,A Balbirnie,BC Fortuin,PR Stirling,1,0,1,14,175,1,1,1,1,2,-,0,,,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021,07,South Africa_Ireland_2021-07-24,South Africa,Ireland,South Africa,140
14,PR Stirling,BC Fortuin,A Balbirnie,0,0,0,14,175,10,8,1,2,2,-,0,,,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021,07,South Africa_Ireland_2021-07-24,South Africa,Ireland,South Africa,140
15,PR Stirling,BC Fortuin,A Balbirnie,0,0,0,14,175,10,9,1,3,2,-,0,,,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021,07,South Africa_Ireland_2021-07-24,South Africa,Ireland,South Africa,140
16,PR Stirling,BC Fortuin,A Balbirnie,1,0,1,15,174,11,10,1,4,2,-,0,,,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021,07,South Africa_Ireland_2021-07-24,South Africa,Ireland,South Africa,140
17,A Balbirnie,BC Fortuin,PR Stirling,1,0,1,16,173,2,2,1,5,2,-,0,,,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021,07,South Africa_Ireland_2021-07-24,South Africa,Ireland,South Africa,140
18,PR Stirling,BC Fortuin,A Balbirnie,6,0,6,22,167,17,11,1,6,2,-,0,,,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021,07,South Africa_Ireland_2021-07-24,South Africa,Ireland,South Africa,140
19,A Balbirnie,BE Hendricks,PR Stirling,0,0,0,22,167,2,3,1,1,3,-,0,,,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021,07,South Africa_Ireland_2021-07-24,South Africa,Ireland,South Africa,140
20,A Balbirnie,BE Hendricks,PR Stirling,0,0,0,22,167,2,4,1,2,3,-,0,,,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021,07,South Africa_Ireland_2021-07-24,South Africa,Ireland,South Africa,140
21,A Balbirnie,BE Hendricks,PR Stirling,4,0,4,26,163,6,5,1,3,3,-,0,,,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021,07,South Africa_Ireland_2021-07-24,South Africa,Ireland,South Africa,140
22,A Balbirnie,BE Hendricks,PR Stirling,0,0,0,26,163,6,6,1,4,3,-,0,,,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021,07,South Africa_Ireland_2021-07-24,South Africa,Ireland,South Africa,140
23,A Balbirnie,BE Hendricks,PR Stirling,4,0,4,30,159,10,7,1,5,3,-,0,,,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021,07,South Africa_Ireland_2021-07-24,South Africa,Ireland,South Africa,140
24,A Balbirnie,BE Hendricks,PR Stirling,0,0,0,30,159,10,8,1,6,3,-,0,,,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021,07,South Africa_Ireland_2021-07-24,South Africa,Ireland,South Africa,140
25,PR Stirling,LB Williams,A Balbirnie,1,0,1,31,158,18,12,1,1,4,-,0,,,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021,07,South Africa_Ireland_2021-07-24,South Africa,Ireland,South Africa,140
26,A Balbirnie,LB Williams,PR Stirling,0,0,0,31,158,10,9,1,2,4,-,0,,,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021,07,South Africa_Ireland_2021-07-24,South Africa,Ireland,South Africa,140
27,A Balbirnie,LB Williams,PR Stirling,4,0,4,35,154,14,10,1,3,4,-,0,,,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021,07,South Africa_Ireland_2021-07-24,South Africa,Ireland,South Africa,140
28,A Balbirnie,LB Williams,PR Stirling,1,0,1,36,153,15,11,1,4,4,-,0,,,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021,07,South Africa_Ireland_2021-07-24,South Africa,Ireland,South Africa,140
29,PR Stirling,LB Williams,A Balbirnie,0,0,0,36,153,18,13,1,5,4,-,0,,,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021,07,South Africa_Ireland_2021-07-24,South Africa,Ireland,South Africa,140
30,PR Stirling,LB Williams,A Balbirnie,0,0,0,36,153,18,14,2,6,4,-,caught,PR Stirling,BE Hendricks,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021,07,South Africa_Ireland_2021-07-24,South Africa,Ireland,South Africa,140
31,L Tucker,BE Hendricks,A Balbirnie,0,0,0,36,153,0,1,2,1,5,-,0,,,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021,07,South Africa_Ireland_2021-07-24,South Africa,Ireland,South Africa,140
32,L Tucker,BE Hendricks,A Balbirnie,0,0,0,36,153,0,2,2,2,5,-,0,,,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021,07,South Africa_Ireland_2021-07-24,South Africa,Ireland,South Africa,140
