,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,H Masakadza,B Kumar,CJ Chibhabha,1,0,1,1,177,1,1,0,-,1.0,0,0,,,bat,India,2,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,Zimbabwe,India,False,124
1,CJ Chibhabha,B Kumar,H Masakadza,0,0,0,1,177,0,1,0,-,2.0,0,0,,,bat,India,2,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,Zimbabwe,India,False,124
2,CJ Chibhabha,B Kumar,H Masakadza,0,0,0,1,177,0,2,0,-,3.0,0,0,,,bat,India,2,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,Zimbabwe,India,False,124
3,CJ Chibhabha,B Kumar,H Masakadza,1,0,1,2,176,1,3,0,-,4.0,0,0,,,bat,India,2,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,Zimbabwe,India,False,124
4,H Masakadza,B Kumar,CJ Chibhabha,0,0,0,2,176,1,2,0,-,5.0,0,0,,,bat,India,2,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,Zimbabwe,India,False,124
5,H Masakadza,B Kumar,CJ Chibhabha,0,0,0,2,176,1,3,0,-,6.0,0,0,,,bat,India,2,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,Zimbabwe,India,False,124
6,CJ Chibhabha,Sandeep Sharma,H Masakadza,6,0,6,8,170,7,4,0,-,1.0,1,0,,,bat,India,2,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,Zimbabwe,India,False,124
7,CJ Chibhabha,Sandeep Sharma,H Masakadza,0,0,0,8,170,7,5,0,-,2.0,1,0,,,bat,India,2,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,Zimbabwe,India,False,124
8,CJ Chibhabha,Sandeep Sharma,H Masakadza,1,0,1,9,169,8,6,0,-,3.0,1,0,,,bat,India,2,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,Zimbabwe,India,False,124
9,H Masakadza,Sandeep Sharma,CJ Chibhabha,6,0,6,15,163,7,4,0,-,4.0,1,0,,,bat,India,2,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,Zimbabwe,India,False,124
10,H Masakadza,Sandeep Sharma,CJ Chibhabha,0,1,1,16,162,7,5,0,wides,4.0,1,0,,,bat,India,2,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,Zimbabwe,India,False,124
11,H Masakadza,Sandeep Sharma,CJ Chibhabha,0,1,1,17,161,7,6,0,legbyes,5.0,1,0,,,bat,India,2,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,Zimbabwe,India,False,124
12,CJ Chibhabha,Sandeep Sharma,H Masakadza,0,1,1,18,160,8,7,0,wides,5.0,1,0,,,bat,India,2,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,Zimbabwe,India,False,124
13,CJ Chibhabha,Sandeep Sharma,H Masakadza,0,0,0,18,160,8,8,0,-,6.0,1,0,,,bat,India,2,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,Zimbabwe,India,False,124
14,H Masakadza,B Kumar,CJ Chibhabha,1,0,1,19,159,8,7,0,-,1.0,2,0,,,bat,India,2,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,Zimbabwe,India,False,124
15,CJ Chibhabha,B Kumar,H Masakadza,0,0,0,19,159,8,9,0,-,2.0,2,0,,,bat,India,2,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,Zimbabwe,India,False,124
16,CJ Chibhabha,B Kumar,H Masakadza,0,1,1,20,158,8,10,0,legbyes,3.0,2,0,,,bat,India,2,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,Zimbabwe,India,False,124
