,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
23,WTS Porterfield,S Badree,EC Joyce,2,0,2,11,85,3,13,1,6,4,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
24,EC Joyce,SP Narine,WTS Porterfield,1,0,1,12,84,7,7,1,1,5,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
25,WTS Porterfield,SP Narine,EC Joyce,1,0,1,13,83,4,14,1,2,5,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
26,EC Joyce,SP Narine,WTS Porterfield,1,0,1,14,82,8,8,1,3,5,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
27,WTS Porterfield,SP Narine,EC Joyce,0,0,0,14,82,4,15,1,4,5,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
28,WTS Porterfield,SP Narine,EC Joyce,0,0,0,14,82,4,16,1,5,5,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
29,WTS Porterfield,SP Narine,EC Joyce,1,0,1,15,81,5,17,1,6,5,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
30,WTS Porterfield,S Badree,EC Joyce,0,0,0,15,81,5,18,2,1,6,bowled,WTS Porterfield,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
31,GC Wilson,S Badree,EC Joyce,0,0,0,15,81,0,1,2,2,6,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
32,GC Wilson,S Badree,EC Joyce,0,0,0,15,81,0,2,2,3,6,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
33,GC Wilson,S Badree,EC Joyce,0,0,0,15,81,0,3,2,4,6,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
34,GC Wilson,S Badree,EC Joyce,4,0,4,19,77,4,4,2,5,6,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
35,GC Wilson,S Badree,EC Joyce,0,0,0,19,77,4,5,2,6,6,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
36,EC Joyce,DJ Bravo,GC Wilson,0,0,0,19,77,8,9,2,1,7,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
37,EC Joyce,DJ Bravo,GC Wilson,1,0,1,20,76,9,10,2,2,7,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
38,GC Wilson,DJ Bravo,EC Joyce,1,0,1,21,75,5,6,2,3,7,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
39,EC Joyce,DJ Bravo,GC Wilson,0,0,0,21,75,9,11,2,4,7,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
40,EC Joyce,DJ Bravo,GC Wilson,1,0,1,22,74,10,12,2,5,7,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
41,GC Wilson,DJ Bravo,EC Joyce,0,0,0,22,74,5,7,2,6,7,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
42,EC Joyce,SP Narine,GC Wilson,0,0,0,22,74,10,13,2,1,8,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
43,EC Joyce,SP Narine,GC Wilson,0,0,0,22,74,10,14,3,2,8,caught,EC Joyce,D Ramdin,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
44,AD Poynter,SP Narine,GC Wilson,1,0,1,23,73,1,1,3,3,8,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
45,GC Wilson,SP Narine,AD Poynter,0,0,0,23,73,5,8,3,4,8,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
46,GC Wilson,SP Narine,AD Poynter,0,0,0,23,73,5,9,3,5,8,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
47,GC Wilson,SP Narine,AD Poynter,0,0,0,23,73,5,10,3,6,8,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
48,AD Poynter,DJG Sammy,GC Wilson,0,0,0,23,73,1,2,3,1,9,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
49,AD Poynter,DJG Sammy,GC Wilson,1,0,1,24,72,2,3,3,2,9,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
50,GC Wilson,DJG Sammy,AD Poynter,0,0,0,24,72,5,11,3,3,9,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
51,GC Wilson,DJG Sammy,AD Poynter,1,0,1,25,71,6,12,3,4,9,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
52,AD Poynter,DJG Sammy,GC Wilson,0,0,0,25,71,2,4,3,5,9,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
53,AD Poynter,DJG Sammy,GC Wilson,0,0,0,25,71,2,5,4,6,9,caught,AD Poynter,MN Samuels,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
54,GC Wilson,S Badree,KJ O'Brien,0,0,0,25,71,6,13,4,1,10,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
55,GC Wilson,S Badree,KJ O'Brien,0,0,0,25,71,6,14,4,2,10,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
56,GC Wilson,S Badree,KJ O'Brien,1,0,1,26,70,7,15,4,3,10,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
57,KJ O'Brien,S Badree,GC Wilson,0,0,0,26,70,0,1,4,4,10,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
58,KJ O'Brien,S Badree,GC Wilson,0,0,0,26,70,0,2,4,5,10,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
59,KJ O'Brien,S Badree,GC Wilson,1,0,1,27,69,1,3,4,6,10,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
60,KJ O'Brien,DJG Sammy,GC Wilson,2,0,2,29,67,3,4,4,1,11,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
61,KJ O'Brien,DJG Sammy,GC Wilson,0,0,0,29,67,3,5,5,2,11,bowled,KJ O'Brien,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
62,SR Thompson,DJG Sammy,GC Wilson,0,0,0,29,67,0,1,5,3,11,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
63,SR Thompson,DJG Sammy,GC Wilson,0,0,0,29,67,0,2,5,4,11,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
64,SR Thompson,DJG Sammy,GC Wilson,1,0,1,30,66,1,3,5,5,11,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
65,GC Wilson,DJG Sammy,SR Thompson,1,0,1,31,65,8,16,5,6,11,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
66,GC Wilson,DJ Bravo,SR Thompson,1,0,1,32,64,9,17,5,1,12,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
67,SR Thompson,DJ Bravo,GC Wilson,0,0,0,32,64,1,4,5,2,12,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
68,SR Thompson,DJ Bravo,GC Wilson,4,0,4,36,60,5,5,5,3,12,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
69,SR Thompson,DJ Bravo,GC Wilson,1,0,1,37,59,6,6,5,4,12,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
70,GC Wilson,DJ Bravo,SR Thompson,4,0,4,41,55,13,18,5,5,12,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
71,GC Wilson,DJ Bravo,SR Thompson,1,0,1,42,54,14,19,5,6,12,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
72,GC Wilson,DJG Sammy,SR Thompson,1,0,1,43,53,15,20,5,1,13,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
73,SR Thompson,DJG Sammy,GC Wilson,1,0,1,44,52,7,7,5,2,13,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
74,GC Wilson,DJG Sammy,SR Thompson,4,0,4,48,48,19,21,5,3,13,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
75,GC Wilson,DJG Sammy,SR Thompson,1,0,1,49,47,20,22,5,4,13,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
76,SR Thompson,DJG Sammy,GC Wilson,0,0,0,49,47,7,8,6,5,13,caught,SR Thompson,DR Smith,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
77,GC Wilson,DJG Sammy,MC Sorensen,1,0,1,50,46,21,23,6,6,13,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
78,GC Wilson,SP Narine,MC Sorensen,1,0,1,51,45,22,24,6,1,14,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
79,MC Sorensen,SP Narine,GC Wilson,0,0,0,51,45,0,1,6,2,14,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
80,MC Sorensen,SP Narine,GC Wilson,0,0,0,51,45,0,2,6,3,14,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
81,MC Sorensen,SP Narine,GC Wilson,1,0,1,52,44,1,3,6,4,14,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
82,GC Wilson,SP Narine,MC Sorensen,1,0,1,53,43,23,25,6,5,14,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
83,MC Sorensen,SP Narine,GC Wilson,1,0,1,54,42,2,4,6,6,14,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
84,MC Sorensen,DJG Sammy,GC Wilson,1,0,1,55,41,3,5,6,1,15,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
85,GC Wilson,DJG Sammy,MC Sorensen,4,0,4,59,37,27,26,6,2,15,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
86,GC Wilson,DJG Sammy,MC Sorensen,0,0,0,59,37,27,27,6,3,15,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
87,GC Wilson,DJG Sammy,MC Sorensen,1,0,1,60,36,28,28,6,4,15,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
88,MC Sorensen,DJG Sammy,GC Wilson,1,0,1,61,35,4,6,6,5,15,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
89,GC Wilson,DJG Sammy,MC Sorensen,1,0,1,62,34,29,29,6,6,15,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
90,GC Wilson,SP Narine,MC Sorensen,0,0,0,62,34,29,30,6,1,16,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
91,GC Wilson,SP Narine,MC Sorensen,1,0,1,63,33,30,31,6,2,16,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
92,MC Sorensen,SP Narine,GC Wilson,0,0,0,63,33,4,7,6,3,16,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
93,MC Sorensen,SP Narine,GC Wilson,0,0,0,63,33,4,8,6,4,16,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
94,MC Sorensen,SP Narine,GC Wilson,1,0,1,64,32,5,9,6,5,16,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
95,GC Wilson,SP Narine,MC Sorensen,1,0,1,65,31,31,32,6,6,16,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
96,GC Wilson,K Santokie,MC Sorensen,1,0,1,66,30,32,33,6,1,17,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
97,MC Sorensen,K Santokie,GC Wilson,0,1,1,67,29,5,10,6,2,17,0,,,legbyes,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
98,GC Wilson,K Santokie,MC Sorensen,0,0,0,67,29,32,34,6,3,17,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
99,GC Wilson,K Santokie,MC Sorensen,1,0,1,68,28,33,35,6,4,17,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
100,MC Sorensen,K Santokie,GC Wilson,0,1,1,69,27,5,11,6,5,17,0,,,legbyes,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
101,GC Wilson,K Santokie,MC Sorensen,1,0,1,70,26,34,36,6,6,17,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
102,GC Wilson,DJ Bravo,MC Sorensen,1,0,1,71,25,35,37,6,1,18,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
103,MC Sorensen,DJ Bravo,GC Wilson,1,0,1,72,24,6,12,6,2,18,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
104,GC Wilson,DJ Bravo,MC Sorensen,0,0,0,72,24,35,38,6,3,18,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
105,GC Wilson,DJ Bravo,MC Sorensen,0,0,0,72,24,35,39,7,4,18,caught and bowled,GC Wilson,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
106,MC Sorensen,DJ Bravo,AR Cusack,0,0,0,72,24,6,13,7,5,18,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
107,MC Sorensen,DJ Bravo,AR Cusack,0,0,0,72,24,6,14,7,6,18,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
108,AR Cusack,K Santokie,MC Sorensen,1,0,1,73,23,1,1,7,1,19,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
109,MC Sorensen,K Santokie,AR Cusack,1,0,1,74,22,7,15,7,2,19,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
110,AR Cusack,K Santokie,MC Sorensen,0,0,0,74,22,1,2,7,3,19,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
111,AR Cusack,K Santokie,MC Sorensen,1,0,1,75,21,2,3,7,4,19,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
112,MC Sorensen,K Santokie,AR Cusack,1,0,1,76,20,8,16,7,5,19,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
113,AR Cusack,K Santokie,MC Sorensen,1,0,1,77,19,3,4,7,6,19,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
114,AR Cusack,DJ Bravo,MC Sorensen,4,0,4,81,15,7,5,7,1,20,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
115,AR Cusack,DJ Bravo,MC Sorensen,1,0,1,82,14,8,6,7,2,20,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
116,MC Sorensen,DJ Bravo,AR Cusack,0,0,0,82,14,8,17,8,3,20,run out,AR Cusack,DJ Bravo,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
117,TJ Murtagh,DJ Bravo,MC Sorensen,1,0,1,83,13,1,1,8,4,20,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
118,MC Sorensen,DJ Bravo,TJ Murtagh,1,0,1,84,12,9,18,8,5,20,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
119,TJ Murtagh,DJ Bravo,MC Sorensen,1,0,1,85,11,2,2,8,6,20,0,,,-,field,Ireland,2,"Sabina Park, Kingston",2014,02,West Indies_Ireland_2014-02-21,West Indies,Ireland,West Indies,85
