,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
99,Afif Hossain,KM Jarvis,Mosaddek Hossain,4,0,4,126,18,38,19,6,5,16,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
100,Afif Hossain,KM Jarvis,Mosaddek Hossain,4,0,4,130,14,42,20,6,6,16,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
101,Mosaddek Hossain,TL Chatara,Afif Hossain,1,0,1,131,13,29,24,6,1,17,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
102,Afif Hossain,TL Chatara,Mosaddek Hossain,1,0,1,132,12,43,21,6,2,17,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
103,Mosaddek Hossain,TL Chatara,Afif Hossain,1,0,1,133,11,30,25,6,3,17,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
104,Afif Hossain,TL Chatara,Mosaddek Hossain,4,0,4,137,7,47,22,6,4,17,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
105,Afif Hossain,TL Chatara,Mosaddek Hossain,2,0,2,139,5,49,23,6,5,17,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
106,Afif Hossain,TL Chatara,Mosaddek Hossain,1,0,1,140,4,50,24,6,6,17,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
107,Afif Hossain,N Madziva,Mosaddek Hossain,2,0,2,142,2,52,25,6,1,18,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
108,Afif Hossain,N Madziva,Mosaddek Hossain,0,0,0,142,2,52,26,7,2,18,-,caught,Afif Hossain,H Masakadza,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
109,Mohammad Saifuddin,N Madziva,Mosaddek Hossain,2,0,2,144,0,2,1,7,3,18,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
110,Mohammad Saifuddin,N Madziva,Mosaddek Hossain,4,0,4,148,-4,6,2,7,4,18,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
