,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,extras,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
0,PR Stirling,JA Duffy,A Balbirnie,0,0,0,0,0,1,1,1,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
1,PR Stirling,JA Duffy,A Balbirnie,6,0,6,6,6,2,2,1,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
2,PR Stirling,JA Duffy,A Balbirnie,0,0,0,6,6,3,3,1,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
3,PR Stirling,JA Duffy,A Balbirnie,4,0,4,10,10,4,4,1,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
4,PR Stirling,JA Duffy,A Balbirnie,0,0,0,10,10,5,5,1,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
5,PR Stirling,JA Duffy,A Balbirnie,1,0,1,11,11,6,6,1,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
6,PR Stirling,BM Tickner,A Balbirnie,0,0,0,11,11,7,1,2,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
7,PR Stirling,BM Tickner,A Balbirnie,0,0,0,11,11,8,2,2,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
8,PR Stirling,BM Tickner,A Balbirnie,4,0,4,15,15,9,3,2,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
9,PR Stirling,BM Tickner,A Balbirnie,4,0,4,19,19,10,4,2,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
10,PR Stirling,BM Tickner,A Balbirnie,0,0,0,19,19,11,5,2,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
11,PR Stirling,BM Tickner,A Balbirnie,0,0,0,19,19,12,6,2,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
12,A Balbirnie,JA Duffy,PR Stirling,0,0,0,19,0,1,1,3,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
13,A Balbirnie,JA Duffy,PR Stirling,0,1,1,20,0,2,2,3,{'wides': 1},wides,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
14,A Balbirnie,JA Duffy,PR Stirling,0,0,0,20,0,3,3,3,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
15,A Balbirnie,JA Duffy,PR Stirling,0,0,0,20,0,4,4,3,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
16,A Balbirnie,JA Duffy,PR Stirling,0,1,1,21,0,5,5,3,{'noballs': 1},noballs,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
17,A Balbirnie,JA Duffy,PR Stirling,4,0,4,25,4,6,6,3,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
18,A Balbirnie,JA Duffy,PR Stirling,0,0,0,25,4,7,7,3,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
19,A Balbirnie,JA Duffy,PR Stirling,1,0,1,26,5,8,8,3,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
20,A Balbirnie,JDS Neesham,PR Stirling,0,0,0,26,5,9,1,4,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
21,A Balbirnie,JDS Neesham,PR Stirling,0,0,0,26,5,10,2,4,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
22,A Balbirnie,JDS Neesham,PR Stirling,1,0,1,27,6,11,3,4,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
23,PR Stirling,JDS Neesham,A Balbirnie,1,0,1,28,20,13,4,4,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
24,A Balbirnie,JDS Neesham,PR Stirling,0,0,0,28,6,12,5,4,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
25,A Balbirnie,JDS Neesham,PR Stirling,0,0,0,28,6,13,6,4,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
26,PR Stirling,BM Tickner,A Balbirnie,1,0,1,29,21,14,1,5,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
27,A Balbirnie,BM Tickner,PR Stirling,0,0,0,29,6,14,2,5,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
28,A Balbirnie,BM Tickner,PR Stirling,0,0,0,29,6,15,3,5,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
29,A Balbirnie,BM Tickner,PR Stirling,4,0,4,33,10,16,4,5,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
30,A Balbirnie,BM Tickner,PR Stirling,0,0,0,33,10,17,5,5,,-,caught,A Balbirnie,MG Bracewell,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
31,L Tucker,BM Tickner,PR Stirling,0,0,0,33,0,1,6,5,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
32,PR Stirling,JDS Neesham,L Tucker,1,0,1,34,22,15,1,6,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
33,L Tucker,JDS Neesham,PR Stirling,0,0,0,34,0,2,2,6,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
34,L Tucker,JDS Neesham,PR Stirling,3,0,3,37,3,3,3,6,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
35,PR Stirling,JDS Neesham,L Tucker,1,0,1,38,23,16,4,6,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
36,L Tucker,JDS Neesham,PR Stirling,0,0,0,38,3,4,5,6,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
37,L Tucker,JDS Neesham,PR Stirling,4,0,4,42,7,5,6,6,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
38,PR Stirling,MJ Santner,L Tucker,6,0,6,48,29,17,1,7,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
39,PR Stirling,MJ Santner,L Tucker,0,0,0,48,29,18,2,7,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
40,PR Stirling,MJ Santner,L Tucker,0,0,0,48,29,19,3,7,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
41,PR Stirling,MJ Santner,L Tucker,1,0,1,49,30,20,4,7,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
42,L Tucker,MJ Santner,PR Stirling,1,0,1,50,8,6,5,7,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
43,PR Stirling,MJ Santner,L Tucker,0,0,0,50,30,21,6,7,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
44,L Tucker,IS Sodhi,PR Stirling,1,0,1,51,9,7,1,8,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
45,PR Stirling,IS Sodhi,L Tucker,1,0,1,52,31,22,2,8,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
46,L Tucker,IS Sodhi,PR Stirling,0,0,0,52,9,8,3,8,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
47,L Tucker,IS Sodhi,PR Stirling,1,0,1,53,10,9,4,8,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
48,PR Stirling,IS Sodhi,L Tucker,1,0,1,54,32,23,5,8,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
49,L Tucker,IS Sodhi,PR Stirling,4,0,4,58,14,10,6,8,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
50,PR Stirling,MJ Santner,L Tucker,0,0,0,58,32,24,1,9,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
51,PR Stirling,MJ Santner,L Tucker,1,0,1,59,33,25,2,9,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
52,L Tucker,MJ Santner,PR Stirling,4,0,4,63,18,11,3,9,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
53,L Tucker,MJ Santner,PR Stirling,4,0,4,67,22,12,4,9,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
54,L Tucker,MJ Santner,PR Stirling,4,0,4,71,26,13,5,9,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
55,L Tucker,MJ Santner,PR Stirling,0,0,0,71,26,14,6,9,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
56,PR Stirling,IS Sodhi,L Tucker,0,0,0,71,33,26,1,10,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
57,PR Stirling,IS Sodhi,L Tucker,6,0,6,77,39,27,2,10,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
58,PR Stirling,IS Sodhi,L Tucker,1,0,1,78,40,28,3,10,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
59,L Tucker,IS Sodhi,PR Stirling,0,0,0,78,26,15,4,10,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
60,L Tucker,IS Sodhi,PR Stirling,1,0,1,79,27,16,5,10,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
61,PR Stirling,IS Sodhi,L Tucker,0,0,0,79,40,29,6,10,,-,caught,PR Stirling,D Cleaver,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
62,L Tucker,BM Tickner,HT Tector,1,0,1,80,28,17,1,11,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
63,HT Tector,BM Tickner,L Tucker,1,0,1,81,1,1,2,11,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
64,L Tucker,BM Tickner,HT Tector,0,0,0,81,28,18,3,11,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
65,L Tucker,BM Tickner,HT Tector,0,0,0,81,28,19,4,11,,-,caught,L Tucker,JA Duffy,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
66,HT Tector,BM Tickner,GJ Delany,0,0,0,81,1,2,5,11,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
67,HT Tector,BM Tickner,GJ Delany,1,0,1,82,2,3,6,11,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
68,HT Tector,IS Sodhi,GJ Delany,4,0,4,86,6,4,1,12,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
69,HT Tector,IS Sodhi,GJ Delany,0,0,0,86,6,5,2,12,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
70,HT Tector,IS Sodhi,GJ Delany,1,0,1,87,7,6,3,12,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
71,GJ Delany,IS Sodhi,HT Tector,0,0,0,87,0,1,4,12,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
72,GJ Delany,IS Sodhi,HT Tector,1,0,1,88,1,2,5,12,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
73,HT Tector,IS Sodhi,GJ Delany,1,0,1,89,8,7,6,12,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
74,HT Tector,DJ Mitchell,GJ Delany,1,0,1,90,9,8,1,13,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
75,GJ Delany,DJ Mitchell,HT Tector,1,0,1,91,2,3,2,13,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
76,HT Tector,DJ Mitchell,GJ Delany,1,0,1,92,10,9,3,13,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
77,GJ Delany,DJ Mitchell,HT Tector,0,0,0,92,2,4,4,13,,-,bowled,GJ Delany,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
78,GH Dockrell,DJ Mitchell,HT Tector,2,0,2,94,2,1,5,13,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
79,GH Dockrell,DJ Mitchell,HT Tector,0,1,1,95,2,2,6,13,{'wides': 1},wides,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
80,GH Dockrell,DJ Mitchell,HT Tector,0,0,0,95,2,3,7,13,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
81,HT Tector,MJ Santner,GH Dockrell,0,0,0,95,10,10,1,14,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
82,HT Tector,MJ Santner,GH Dockrell,0,0,0,95,10,11,2,14,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
83,HT Tector,MJ Santner,GH Dockrell,2,0,2,97,12,12,3,14,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
84,HT Tector,MJ Santner,GH Dockrell,1,0,1,98,13,13,4,14,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
85,GH Dockrell,MJ Santner,HT Tector,0,0,0,98,2,4,5,14,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
86,GH Dockrell,MJ Santner,HT Tector,4,0,4,102,6,5,6,14,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
87,HT Tector,JDS Neesham,GH Dockrell,0,0,0,102,13,14,1,15,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
88,HT Tector,JDS Neesham,GH Dockrell,1,0,1,103,14,15,2,15,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
89,GH Dockrell,JDS Neesham,HT Tector,0,0,0,103,6,6,3,15,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
90,GH Dockrell,JDS Neesham,HT Tector,0,0,0,103,6,7,4,15,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
91,GH Dockrell,JDS Neesham,HT Tector,1,0,1,104,7,8,5,15,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
92,HT Tector,JDS Neesham,GH Dockrell,0,0,0,104,14,16,6,15,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
93,GH Dockrell,IS Sodhi,HT Tector,0,0,0,104,7,9,1,16,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
94,GH Dockrell,IS Sodhi,HT Tector,2,0,2,106,9,10,2,16,,-,0,,,bat,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-07-22,Ireland,New Zealand
