,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
0,Mohammad Shahzad,KM Jarvis,Karim Sadiq,0,0,0,0,120,0,1,0,1,1,0,,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2018,02,Zimbabwe_Afghanistan_2018-02-05,Afghanistan,Afghanistan,Zimbabwe,121
1,Mohammad Shahzad,KM Jarvis,Karim Sadiq,1,0,1,1,119,1,2,0,2,1,0,,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2018,02,Zimbabwe_Afghanistan_2018-02-05,Afghanistan,Afghanistan,Zimbabwe,121
2,Karim Sadiq,KM Jarvis,Mohammad Shahzad,0,0,0,1,119,0,1,0,3,1,0,,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2018,02,Zimbabwe_Afghanistan_2018-02-05,Afghanistan,Afghanistan,Zimbabwe,121
3,Karim Sadiq,KM Jarvis,Mohammad Shahzad,0,0,0,1,119,0,2,0,4,1,0,,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2018,02,Zimbabwe_Afghanistan_2018-02-05,Afghanistan,Afghanistan,Zimbabwe,121
4,Karim Sadiq,KM Jarvis,Mohammad Shahzad,0,0,0,1,119,0,3,0,5,1,0,,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2018,02,Zimbabwe_Afghanistan_2018-02-05,Afghanistan,Afghanistan,Zimbabwe,121
5,Karim Sadiq,KM Jarvis,Mohammad Shahzad,0,0,0,1,119,0,4,0,6,1,0,,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2018,02,Zimbabwe_Afghanistan_2018-02-05,Afghanistan,Afghanistan,Zimbabwe,121
6,Mohammad Shahzad,TL Chatara,Karim Sadiq,0,0,0,1,119,1,3,0,1,2,0,,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2018,02,Zimbabwe_Afghanistan_2018-02-05,Afghanistan,Afghanistan,Zimbabwe,121
7,Mohammad Shahzad,TL Chatara,Karim Sadiq,1,0,1,2,118,2,4,0,2,2,0,,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2018,02,Zimbabwe_Afghanistan_2018-02-05,Afghanistan,Afghanistan,Zimbabwe,121
8,Karim Sadiq,TL Chatara,Mohammad Shahzad,4,0,4,6,114,4,5,0,3,2,0,,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2018,02,Zimbabwe_Afghanistan_2018-02-05,Afghanistan,Afghanistan,Zimbabwe,121
9,Karim Sadiq,TL Chatara,Mohammad Shahzad,1,0,1,7,113,5,6,0,4,2,0,,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2018,02,Zimbabwe_Afghanistan_2018-02-05,Afghanistan,Afghanistan,Zimbabwe,121
