,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,WU Tharanga,SE Bond,ST Jayasuriya,1,0,1,1,163,1,1,0,-,1.0,0,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
1,ST Jayasuriya,SE Bond,WU Tharanga,4,0,4,5,159,4,1,0,-,2.0,0,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
2,ST Jayasuriya,SE Bond,WU Tharanga,0,0,0,5,159,4,2,0,-,3.0,0,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
3,ST Jayasuriya,SE Bond,WU Tharanga,4,0,4,9,155,8,3,0,-,4.0,0,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
4,ST Jayasuriya,SE Bond,WU Tharanga,0,0,0,9,155,8,4,0,-,5.0,0,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
5,ST Jayasuriya,SE Bond,WU Tharanga,0,0,0,9,155,8,5,0,-,6.0,0,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
6,WU Tharanga,CS Martin,ST Jayasuriya,0,0,0,9,155,1,2,0,-,1.0,1,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
7,WU Tharanga,CS Martin,ST Jayasuriya,1,0,1,10,154,2,3,0,-,2.0,1,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
8,ST Jayasuriya,CS Martin,WU Tharanga,4,0,4,14,150,12,6,0,-,3.0,1,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
9,ST Jayasuriya,CS Martin,WU Tharanga,1,0,1,15,149,13,7,0,-,4.0,1,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
10,WU Tharanga,CS Martin,ST Jayasuriya,0,1,1,16,148,2,4,0,legbyes,5.0,1,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
11,ST Jayasuriya,CS Martin,WU Tharanga,4,0,4,20,144,17,8,0,-,6.0,1,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
12,WU Tharanga,SE Bond,ST Jayasuriya,2,0,2,22,142,4,5,0,-,1.0,2,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
13,WU Tharanga,SE Bond,ST Jayasuriya,4,0,4,26,138,8,6,0,-,2.0,2,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
14,WU Tharanga,SE Bond,ST Jayasuriya,1,0,1,27,137,9,7,0,-,3.0,2,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
15,ST Jayasuriya,SE Bond,WU Tharanga,4,0,4,31,133,21,9,0,-,4.0,2,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
16,ST Jayasuriya,SE Bond,WU Tharanga,4,0,4,35,129,25,10,0,-,5.0,2,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
17,ST Jayasuriya,SE Bond,WU Tharanga,0,0,0,35,129,25,11,0,-,6.0,2,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
18,WU Tharanga,CS Martin,ST Jayasuriya,6,0,6,41,123,15,8,0,-,1.0,3,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
19,WU Tharanga,CS Martin,ST Jayasuriya,0,0,0,41,123,15,9,0,-,2.0,3,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
20,WU Tharanga,CS Martin,ST Jayasuriya,0,0,0,41,123,15,10,0,-,3.0,3,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
21,WU Tharanga,CS Martin,ST Jayasuriya,0,0,0,41,123,15,11,0,-,4.0,3,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
22,WU Tharanga,CS Martin,ST Jayasuriya,0,0,0,41,123,15,12,0,-,5.0,3,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
23,WU Tharanga,CS Martin,ST Jayasuriya,1,0,1,42,122,16,13,0,-,6.0,3,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
24,WU Tharanga,SE Bond,ST Jayasuriya,0,0,0,42,122,16,14,0,-,1.0,4,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
25,WU Tharanga,SE Bond,ST Jayasuriya,6,0,6,48,116,22,15,0,-,2.0,4,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
26,WU Tharanga,SE Bond,ST Jayasuriya,0,0,0,48,116,22,16,0,-,3.0,4,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
27,WU Tharanga,SE Bond,ST Jayasuriya,2,0,2,50,114,24,17,0,-,4.0,4,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
28,WU Tharanga,SE Bond,ST Jayasuriya,3,0,3,53,111,27,18,0,-,5.0,4,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
29,ST Jayasuriya,SE Bond,WU Tharanga,0,0,0,53,111,25,12,0,-,6.0,4,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
30,WU Tharanga,CS Martin,ST Jayasuriya,4,0,4,57,107,31,19,0,-,1.0,5,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
31,WU Tharanga,CS Martin,ST Jayasuriya,0,1,1,58,106,31,20,0,legbyes,2.0,5,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
32,ST Jayasuriya,CS Martin,WU Tharanga,1,0,1,59,105,26,13,0,-,3.0,5,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
33,WU Tharanga,CS Martin,ST Jayasuriya,1,0,1,60,104,32,21,0,-,4.0,5,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
34,ST Jayasuriya,CS Martin,WU Tharanga,0,0,0,60,104,26,14,0,-,5.0,5,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
35,ST Jayasuriya,CS Martin,WU Tharanga,0,0,0,60,104,26,15,0,-,6.0,5,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
36,WU Tharanga,MR Gillespie,ST Jayasuriya,3,0,3,63,101,35,22,0,-,1.0,6,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
37,ST Jayasuriya,MR Gillespie,WU Tharanga,6,0,6,69,95,32,16,0,-,2.0,6,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
38,ST Jayasuriya,MR Gillespie,WU Tharanga,6,0,6,75,89,38,17,0,-,3.0,6,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
39,ST Jayasuriya,MR Gillespie,WU Tharanga,2,0,2,77,87,40,18,0,-,4.0,6,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
40,ST Jayasuriya,MR Gillespie,WU Tharanga,0,0,0,77,87,40,19,0,-,5.0,6,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
41,ST Jayasuriya,MR Gillespie,WU Tharanga,0,1,1,78,86,40,20,0,wides,5.0,6,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
42,ST Jayasuriya,MR Gillespie,WU Tharanga,2,0,2,80,84,42,21,0,-,6.0,6,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
43,WU Tharanga,DL Vettori,ST Jayasuriya,2,0,2,82,82,37,23,0,-,1.0,7,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
44,WU Tharanga,DL Vettori,ST Jayasuriya,0,0,0,82,82,37,24,0,-,2.0,7,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
45,WU Tharanga,DL Vettori,ST Jayasuriya,0,0,0,82,82,37,25,1,-,3.0,7,caught,WU Tharanga,CS Martin,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
46,ST Jayasuriya,DL Vettori,KC Sangakkara,0,0,0,82,82,42,22,1,-,4.0,7,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
47,ST Jayasuriya,DL Vettori,KC Sangakkara,1,0,1,83,81,43,23,1,-,5.0,7,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
48,KC Sangakkara,DL Vettori,ST Jayasuriya,0,0,0,83,81,0,1,1,-,6.0,7,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
49,ST Jayasuriya,SB Styris,KC Sangakkara,1,0,1,84,80,44,24,1,-,1.0,8,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
50,KC Sangakkara,SB Styris,ST Jayasuriya,1,0,1,85,79,1,2,1,-,2.0,8,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
51,ST Jayasuriya,SB Styris,KC Sangakkara,1,0,1,86,78,45,25,1,-,3.0,8,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
52,KC Sangakkara,SB Styris,ST Jayasuriya,0,0,0,86,78,1,3,1,-,4.0,8,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
53,KC Sangakkara,SB Styris,ST Jayasuriya,0,0,0,86,78,1,4,1,-,5.0,8,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
54,KC Sangakkara,SB Styris,ST Jayasuriya,0,0,0,86,78,1,5,1,-,6.0,8,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
55,ST Jayasuriya,DL Vettori,KC Sangakkara,1,0,1,87,77,46,26,1,-,1.0,9,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
56,KC Sangakkara,DL Vettori,ST Jayasuriya,0,0,0,87,77,1,6,1,-,2.0,9,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
57,KC Sangakkara,DL Vettori,ST Jayasuriya,0,0,0,87,77,1,7,1,-,3.0,9,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
58,KC Sangakkara,DL Vettori,ST Jayasuriya,1,0,1,88,76,2,8,1,-,4.0,9,0,,,bat,New Zealand,2,New Wanderers Stadium,2007,09,New Zealand_Sri Lanka_2007-09-15,Sri Lanka,Sri Lanka,New Zealand,True,168
