,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
60,MN Samuels,Imran Tahir,CH Gayle,1,0,1,122,33,22,3,10,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
61,CH Gayle,Imran Tahir,MN Samuels,6,0,6,128,74,31,4,10,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
62,CH Gayle,Imran Tahir,MN Samuels,1,0,1,129,75,32,5,10,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
63,MN Samuels,Imran Tahir,CH Gayle,1,0,1,130,34,23,6,10,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
64,MN Samuels,JL Ontong,CH Gayle,4,0,4,134,38,24,1,11,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
65,MN Samuels,JL Ontong,CH Gayle,4,0,4,138,42,25,2,11,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
66,MN Samuels,JL Ontong,CH Gayle,1,0,1,139,43,26,3,11,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
67,CH Gayle,JL Ontong,MN Samuels,1,0,1,140,76,33,4,11,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
68,MN Samuels,JL Ontong,CH Gayle,1,0,1,141,44,27,5,11,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
69,CH Gayle,JL Ontong,MN Samuels,6,0,6,147,82,34,6,11,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
70,MN Samuels,M de Lange,CH Gayle,4,0,4,151,48,28,1,12,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
71,MN Samuels,M de Lange,CH Gayle,1,0,1,152,49,29,2,12,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
72,CH Gayle,M de Lange,MN Samuels,4,0,4,156,86,35,3,12,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
73,CH Gayle,M de Lange,MN Samuels,0,0,0,156,86,36,4,12,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
74,CH Gayle,M de Lange,MN Samuels,1,0,1,157,87,37,5,12,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
75,MN Samuels,M de Lange,CH Gayle,0,0,0,157,49,30,6,12,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
76,CH Gayle,Imran Tahir,MN Samuels,0,4,4,161,87,38,1,13,byes,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
77,CH Gayle,Imran Tahir,MN Samuels,2,0,2,163,89,39,2,13,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
78,CH Gayle,Imran Tahir,MN Samuels,0,0,0,163,89,40,3,13,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
79,CH Gayle,Imran Tahir,MN Samuels,1,0,1,164,90,41,4,13,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
80,MN Samuels,Imran Tahir,CH Gayle,1,0,1,165,50,31,5,13,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
81,CH Gayle,Imran Tahir,MN Samuels,0,0,0,165,90,42,6,13,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
82,MN Samuels,D Wiese,CH Gayle,4,0,4,169,54,32,1,14,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
83,MN Samuels,D Wiese,CH Gayle,0,0,0,169,54,33,2,14,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
84,MN Samuels,D Wiese,CH Gayle,1,0,1,170,55,34,3,14,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
85,CH Gayle,D Wiese,MN Samuels,0,1,1,171,90,43,4,14,wides,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
86,CH Gayle,D Wiese,MN Samuels,0,0,0,171,90,44,5,14,-,caught,CH Gayle,MN van Wyk,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
87,KA Pollard,D Wiese,MN Samuels,1,0,1,172,1,1,6,14,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
88,MN Samuels,D Wiese,KA Pollard,1,0,1,173,56,35,7,14,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
89,MN Samuels,Imran Tahir,KA Pollard,2,0,2,175,58,36,1,15,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
90,MN Samuels,Imran Tahir,KA Pollard,0,0,0,175,58,37,2,15,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
91,MN Samuels,Imran Tahir,KA Pollard,1,0,1,176,59,38,3,15,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
92,KA Pollard,Imran Tahir,MN Samuels,1,0,1,177,2,2,4,15,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
93,MN Samuels,Imran Tahir,KA Pollard,0,0,0,177,59,39,5,15,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
94,MN Samuels,Imran Tahir,KA Pollard,1,0,1,178,60,40,6,15,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
95,MN Samuels,D Wiese,KA Pollard,0,0,0,178,60,41,1,16,-,caught,MN Samuels,F Behardien,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
96,KA Pollard,D Wiese,AD Russell,1,0,1,179,3,3,2,16,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
97,AD Russell,D Wiese,KA Pollard,1,0,1,180,1,1,3,16,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
98,KA Pollard,D Wiese,AD Russell,4,0,4,184,7,4,4,16,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
99,KA Pollard,D Wiese,AD Russell,0,1,1,185,7,5,5,16,wides,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
100,KA Pollard,D Wiese,AD Russell,0,0,0,185,7,6,6,16,-,caught,KA Pollard,F Behardien,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
101,AD Russell,D Wiese,DJ Bravo,1,0,1,186,2,2,7,16,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
102,AD Russell,KJ Abbott,DJ Bravo,2,0,2,188,4,3,1,17,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
103,AD Russell,KJ Abbott,DJ Bravo,6,0,6,194,10,4,2,17,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
104,AD Russell,KJ Abbott,DJ Bravo,4,0,4,198,14,5,3,17,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
105,AD Russell,KJ Abbott,DJ Bravo,0,0,0,198,14,6,4,17,-,caught,AD Russell,DA Miller,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
106,DJ Bravo,KJ Abbott,DJG Sammy,0,0,0,198,0,1,5,17,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
107,DJ Bravo,KJ Abbott,DJG Sammy,4,0,4,202,4,2,6,17,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
108,DJG Sammy,AM Phangiso,DJ Bravo,1,0,1,203,1,1,1,18,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
109,DJ Bravo,AM Phangiso,DJG Sammy,0,0,0,203,4,3,2,18,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
110,DJ Bravo,AM Phangiso,DJG Sammy,6,0,6,209,10,4,3,18,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
111,DJ Bravo,AM Phangiso,DJG Sammy,0,0,0,209,10,5,4,18,-,caught,DJ Bravo,JL Ontong,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
112,DJG Sammy,AM Phangiso,D Ramdin,1,0,1,210,2,2,5,18,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
113,D Ramdin,AM Phangiso,DJG Sammy,1,0,1,211,1,1,6,18,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
114,D Ramdin,KJ Abbott,DJG Sammy,0,1,1,212,1,2,1,19,wides,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
115,D Ramdin,KJ Abbott,DJG Sammy,4,0,4,216,5,3,2,19,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
116,D Ramdin,KJ Abbott,DJG Sammy,1,0,1,217,6,4,3,19,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
117,DJG Sammy,KJ Abbott,D Ramdin,4,0,4,221,6,3,4,19,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
118,DJG Sammy,KJ Abbott,D Ramdin,4,0,4,225,10,4,5,19,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
119,DJG Sammy,KJ Abbott,D Ramdin,2,0,2,227,12,5,6,19,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
120,DJG Sammy,KJ Abbott,D Ramdin,2,0,2,229,14,6,7,19,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
121,D Ramdin,M de Lange,DJG Sammy,1,0,1,230,7,5,1,20,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
122,DJG Sammy,M de Lange,D Ramdin,6,0,6,236,20,7,2,20,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
