,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
0,DR Smith,KJ Abbott,CH Gayle,4,0,4,4,4,1,1,1,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
1,DR Smith,KJ Abbott,CH Gayle,0,0,0,4,4,2,2,1,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
2,DR Smith,KJ Abbott,CH Gayle,4,0,4,8,8,3,3,1,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
3,DR Smith,KJ Abbott,CH Gayle,4,0,4,12,12,4,4,1,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
4,DR Smith,KJ Abbott,CH Gayle,0,0,0,12,12,5,5,1,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
5,DR Smith,KJ Abbott,CH Gayle,0,0,0,12,12,6,6,1,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
6,CH Gayle,M de Lange,DR Smith,1,0,1,13,1,1,1,2,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
7,DR Smith,M de Lange,CH Gayle,1,0,1,14,13,7,2,2,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
8,CH Gayle,M de Lange,DR Smith,1,0,1,15,2,2,3,2,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
9,DR Smith,M de Lange,CH Gayle,4,0,4,19,17,8,4,2,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
10,DR Smith,M de Lange,CH Gayle,0,0,0,19,17,9,5,2,-,lbw,DR Smith,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
11,MN Samuels,M de Lange,CH Gayle,0,1,1,20,0,1,6,2,wides,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
12,MN Samuels,M de Lange,CH Gayle,2,0,2,22,2,2,7,2,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
13,CH Gayle,KJ Abbott,MN Samuels,0,0,0,22,2,3,1,3,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
14,CH Gayle,KJ Abbott,MN Samuels,4,0,4,26,6,4,2,3,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
15,CH Gayle,KJ Abbott,MN Samuels,4,0,4,30,10,5,3,3,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
16,CH Gayle,KJ Abbott,MN Samuels,4,0,4,34,14,6,4,3,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
17,CH Gayle,KJ Abbott,MN Samuels,4,0,4,38,18,7,5,3,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
18,CH Gayle,KJ Abbott,MN Samuels,6,0,6,44,24,8,6,3,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
19,MN Samuels,D Wiese,CH Gayle,4,0,4,48,6,3,1,4,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
20,MN Samuels,D Wiese,CH Gayle,0,1,1,49,6,4,2,4,wides,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
21,MN Samuels,D Wiese,CH Gayle,0,0,0,49,6,5,3,4,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
22,MN Samuels,D Wiese,CH Gayle,0,0,0,49,6,6,4,4,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
23,MN Samuels,D Wiese,CH Gayle,0,0,0,49,6,7,5,4,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
24,MN Samuels,D Wiese,CH Gayle,0,0,0,49,6,8,6,4,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
25,MN Samuels,D Wiese,CH Gayle,6,0,6,55,12,9,7,4,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
26,CH Gayle,M de Lange,MN Samuels,0,0,0,55,24,9,1,5,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
27,CH Gayle,M de Lange,MN Samuels,4,0,4,59,28,10,2,5,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
28,CH Gayle,M de Lange,MN Samuels,4,0,4,63,32,11,3,5,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
29,CH Gayle,M de Lange,MN Samuels,0,0,0,63,32,12,4,5,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
30,CH Gayle,M de Lange,MN Samuels,0,1,1,64,32,13,5,5,wides,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
31,CH Gayle,M de Lange,MN Samuels,6,0,6,70,38,14,6,5,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
32,CH Gayle,M de Lange,MN Samuels,0,0,0,70,38,15,7,5,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
33,MN Samuels,D Wiese,CH Gayle,6,0,6,76,18,10,1,6,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
34,MN Samuels,D Wiese,CH Gayle,4,0,4,80,22,11,2,6,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
35,MN Samuels,D Wiese,CH Gayle,2,0,2,82,24,12,3,6,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
36,MN Samuels,D Wiese,CH Gayle,0,0,0,82,24,13,4,6,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
37,MN Samuels,D Wiese,CH Gayle,4,0,4,86,28,14,5,6,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
38,MN Samuels,D Wiese,CH Gayle,0,0,0,86,28,15,6,6,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
39,CH Gayle,AM Phangiso,MN Samuels,0,0,0,86,38,16,1,7,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
40,CH Gayle,AM Phangiso,MN Samuels,4,0,4,90,42,17,2,7,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
41,CH Gayle,AM Phangiso,MN Samuels,1,0,1,91,43,18,3,7,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
42,MN Samuels,AM Phangiso,CH Gayle,1,0,1,92,29,16,4,7,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
43,CH Gayle,AM Phangiso,MN Samuels,1,0,1,93,44,19,5,7,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
44,MN Samuels,AM Phangiso,CH Gayle,0,0,0,93,29,17,6,7,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
45,CH Gayle,Imran Tahir,MN Samuels,1,0,1,94,45,20,1,8,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
46,MN Samuels,Imran Tahir,CH Gayle,1,0,1,95,30,18,2,8,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
47,CH Gayle,Imran Tahir,MN Samuels,6,0,6,101,51,21,3,8,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
48,CH Gayle,Imran Tahir,MN Samuels,0,1,1,102,51,22,4,8,wides,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
49,CH Gayle,Imran Tahir,MN Samuels,0,0,0,102,51,23,5,8,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
50,CH Gayle,Imran Tahir,MN Samuels,0,0,0,102,51,24,6,8,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
51,CH Gayle,Imran Tahir,MN Samuels,0,0,0,102,51,25,7,8,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
52,MN Samuels,AM Phangiso,CH Gayle,0,0,0,102,30,19,1,9,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
53,MN Samuels,AM Phangiso,CH Gayle,1,0,1,103,31,20,2,9,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
54,CH Gayle,AM Phangiso,MN Samuels,6,0,6,109,57,26,3,9,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
55,CH Gayle,AM Phangiso,MN Samuels,4,0,4,113,61,27,4,9,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
56,CH Gayle,AM Phangiso,MN Samuels,6,0,6,119,67,28,5,9,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
57,CH Gayle,AM Phangiso,MN Samuels,0,0,0,119,67,29,6,9,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
58,MN Samuels,Imran Tahir,CH Gayle,1,0,1,120,32,21,1,10,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
59,CH Gayle,Imran Tahir,MN Samuels,1,0,1,121,68,30,2,10,-,0,,,field,West Indies,2,New Wanderers Stadium,2015-01-11,West Indies,South Africa
