,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
29,J Charles,CJ McKay,DR Smith,4,0,4,47,103,27,14,0,5,-,5,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
30,J Charles,CJ McKay,DR Smith,0,0,0,47,103,27,15,0,6,-,5,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
31,J Charles,CJ McKay,DR Smith,0,0,0,47,103,27,16,0,7,-,5,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
32,DR Smith,XJ Doherty,J Charles,4,0,4,51,99,18,17,0,1,-,6,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
33,DR Smith,XJ Doherty,J Charles,1,0,1,52,98,19,18,0,2,-,6,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
34,J Charles,XJ Doherty,DR Smith,4,0,4,56,94,31,17,0,3,-,6,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
35,J Charles,XJ Doherty,DR Smith,1,0,1,57,93,32,18,0,4,-,6,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
36,DR Smith,XJ Doherty,J Charles,4,0,4,61,89,23,19,0,5,-,6,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
37,DR Smith,XJ Doherty,J Charles,4,0,4,65,85,27,20,0,6,-,6,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
38,J Charles,SR Watson,DR Smith,1,0,1,66,84,33,19,0,1,-,7,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
39,DR Smith,SR Watson,J Charles,0,1,1,67,83,27,21,0,2,legbyes,7,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
40,J Charles,SR Watson,DR Smith,4,1,5,72,78,37,20,0,3,noballs,7,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
41,J Charles,SR Watson,DR Smith,0,0,0,72,78,37,21,0,4,-,7,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
42,J Charles,SR Watson,DR Smith,0,0,0,72,78,37,22,1,5,-,7,caught,J Charles,DT Christian,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
43,DR Smith,SR Watson,KA Pollard,2,0,2,74,76,29,22,1,6,-,7,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
44,DR Smith,SR Watson,KA Pollard,2,0,2,76,74,31,23,1,7,-,7,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
45,KA Pollard,B Lee,DR Smith,0,0,0,76,74,0,1,1,1,-,8,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
46,KA Pollard,B Lee,DR Smith,1,0,1,77,73,1,2,1,2,-,8,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
47,DR Smith,B Lee,KA Pollard,0,0,0,77,73,31,24,1,3,-,8,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
48,DR Smith,B Lee,KA Pollard,2,0,2,79,71,33,25,1,4,-,8,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
49,DR Smith,B Lee,KA Pollard,1,0,1,80,70,34,26,1,5,-,8,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
50,KA Pollard,B Lee,DR Smith,0,0,0,80,70,1,3,2,6,-,8,caught,KA Pollard,MS Wade,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
51,DR Smith,JL Pattinson,DJ Bravo,6,0,6,86,64,40,27,2,1,-,9,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
52,DR Smith,JL Pattinson,DJ Bravo,0,1,1,87,63,40,28,2,2,wides,9,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
53,DR Smith,JL Pattinson,DJ Bravo,0,0,0,87,63,40,29,2,3,-,9,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
54,DR Smith,JL Pattinson,DJ Bravo,6,0,6,93,57,46,30,2,4,-,9,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
55,DR Smith,JL Pattinson,DJ Bravo,6,0,6,99,51,52,31,2,5,-,9,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
56,DR Smith,JL Pattinson,DJ Bravo,1,0,1,100,50,53,32,2,6,-,9,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
57,DJ Bravo,JL Pattinson,DR Smith,0,0,0,100,50,0,1,2,7,-,9,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
58,DR Smith,XJ Doherty,DJ Bravo,4,0,4,104,46,57,33,2,1,-,10,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
59,DR Smith,XJ Doherty,DJ Bravo,6,0,6,110,40,63,34,2,2,-,10,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
60,DR Smith,XJ Doherty,DJ Bravo,0,0,0,110,40,63,35,2,3,-,10,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
61,DR Smith,XJ Doherty,DJ Bravo,0,0,0,110,40,63,36,3,4,-,10,caught,DR Smith,DJ Hussey,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
62,DJ Bravo,XJ Doherty,DJG Sammy,0,0,0,110,40,0,2,3,5,-,10,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
63,DJ Bravo,XJ Doherty,DJG Sammy,0,0,0,110,40,0,3,3,6,-,10,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
64,DJG Sammy,DT Christian,DJ Bravo,1,0,1,111,39,1,1,3,1,-,11,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
65,DJ Bravo,DT Christian,DJG Sammy,1,0,1,112,38,1,4,3,2,-,11,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
66,DJG Sammy,DT Christian,DJ Bravo,1,0,1,113,37,2,2,3,3,-,11,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
67,DJ Bravo,DT Christian,DJG Sammy,0,0,0,113,37,1,5,3,4,-,11,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
68,DJ Bravo,DT Christian,DJG Sammy,1,0,1,114,36,2,6,3,5,-,11,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
69,DJG Sammy,DT Christian,DJ Bravo,1,0,1,115,35,3,3,3,6,-,11,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
70,DJG Sammy,SR Watson,DJ Bravo,0,0,0,115,35,3,4,3,1,-,12,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
71,DJG Sammy,SR Watson,DJ Bravo,0,1,1,116,34,3,5,3,2,wides,12,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
72,DJG Sammy,SR Watson,DJ Bravo,0,0,0,116,34,3,6,3,3,-,12,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
73,DJG Sammy,SR Watson,DJ Bravo,0,0,0,116,34,3,7,3,4,-,12,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
74,DJG Sammy,SR Watson,DJ Bravo,1,0,1,117,33,4,8,3,5,-,12,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
75,DJ Bravo,SR Watson,DJG Sammy,1,0,1,118,32,3,7,3,6,-,12,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
76,DJG Sammy,SR Watson,DJ Bravo,0,1,1,119,31,4,9,3,7,wides,12,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
77,DJG Sammy,SR Watson,DJ Bravo,1,0,1,120,30,5,10,3,8,-,12,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
78,DJG Sammy,CJ McKay,DJ Bravo,0,0,0,120,30,5,11,4,1,-,13,bowled,DJG Sammy,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
79,DP Hyatt,CJ McKay,DJ Bravo,0,0,0,120,30,0,1,4,2,-,13,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
80,DP Hyatt,CJ McKay,DJ Bravo,1,0,1,121,29,1,2,4,3,-,13,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
81,DJ Bravo,CJ McKay,DP Hyatt,0,0,0,121,29,3,8,4,4,-,13,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
82,DJ Bravo,CJ McKay,DP Hyatt,2,0,2,123,27,5,9,4,5,-,13,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
83,DJ Bravo,CJ McKay,DP Hyatt,1,0,1,124,26,6,10,4,6,-,13,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
84,DJ Bravo,DT Christian,DP Hyatt,2,0,2,126,24,8,11,4,1,-,14,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
85,DJ Bravo,DT Christian,DP Hyatt,3,0,3,129,21,11,12,4,2,-,14,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
86,DP Hyatt,DT Christian,DJ Bravo,0,0,0,129,21,1,3,4,3,-,14,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
87,DP Hyatt,DT Christian,DJ Bravo,0,0,0,129,21,1,4,4,4,-,14,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
88,DP Hyatt,DT Christian,DJ Bravo,4,0,4,133,17,5,5,4,5,-,14,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
89,DP Hyatt,DT Christian,DJ Bravo,1,0,1,134,16,6,6,4,6,-,14,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
90,DP Hyatt,CJ McKay,DJ Bravo,0,0,0,134,16,6,7,5,1,-,15,caught,DP Hyatt,GJ Bailey,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
91,DJ Bravo,CJ McKay,MN Samuels,2,0,2,136,14,13,13,5,2,-,15,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
92,DJ Bravo,CJ McKay,MN Samuels,1,0,1,137,13,14,14,5,3,-,15,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
93,MN Samuels,CJ McKay,DJ Bravo,1,0,1,138,12,1,1,5,4,-,15,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
94,DJ Bravo,CJ McKay,MN Samuels,1,0,1,139,11,15,15,5,5,-,15,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
95,MN Samuels,CJ McKay,DJ Bravo,1,0,1,140,10,2,2,5,6,-,15,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
96,MN Samuels,DT Christian,DJ Bravo,0,0,0,140,10,2,3,6,1,-,16,caught,MN Samuels,DA Warner,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
97,DJ Bravo,DT Christian,CS Baugh,1,0,1,141,9,16,16,6,2,-,16,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
98,CS Baugh,DT Christian,DJ Bravo,1,0,1,142,8,1,1,6,3,-,16,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
99,DJ Bravo,DT Christian,CS Baugh,2,0,2,144,6,18,17,6,4,-,16,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
100,DJ Bravo,DT Christian,CS Baugh,1,0,1,145,5,19,18,6,5,-,16,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
101,CS Baugh,DT Christian,DJ Bravo,0,0,0,145,5,1,2,6,6,-,16,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
102,DJ Bravo,SR Watson,CS Baugh,1,0,1,146,4,20,19,6,1,-,17,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
103,CS Baugh,SR Watson,DJ Bravo,0,0,0,146,4,1,3,6,2,-,17,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
104,CS Baugh,SR Watson,DJ Bravo,4,0,4,150,0,5,4,6,3,-,17,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
105,CS Baugh,SR Watson,DJ Bravo,0,0,0,150,0,5,5,6,4,-,17,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
106,CS Baugh,SR Watson,DJ Bravo,1,0,1,151,-1,6,6,6,5,-,17,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
107,DJ Bravo,SR Watson,CS Baugh,1,0,1,152,-2,21,20,6,6,-,17,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
108,DJ Bravo,B Lee,CS Baugh,0,0,0,152,-2,21,21,6,1,-,18,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
109,DJ Bravo,B Lee,CS Baugh,1,0,1,153,-3,22,22,6,2,-,18,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
110,CS Baugh,B Lee,DJ Bravo,0,0,0,153,-3,6,7,6,3,-,18,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
111,CS Baugh,B Lee,DJ Bravo,1,0,1,154,-4,7,8,6,4,-,18,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
112,DJ Bravo,B Lee,CS Baugh,1,0,1,155,-5,23,23,6,5,-,18,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
113,CS Baugh,B Lee,DJ Bravo,0,0,0,155,-5,7,9,7,6,-,18,caught,CS Baugh,MS Wade,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
114,DJ Bravo,SR Watson,SP Narine,0,0,0,155,-5,23,24,8,1,-,19,caught,DJ Bravo,DT Christian,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
115,GE Mathurin,SR Watson,SP Narine,0,0,0,155,-5,0,1,8,2,-,19,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
116,GE Mathurin,SR Watson,SP Narine,1,0,1,156,-6,1,2,8,3,-,19,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
117,SP Narine,SR Watson,GE Mathurin,1,0,1,157,-7,1,1,8,4,-,19,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
118,GE Mathurin,SR Watson,SP Narine,1,0,1,158,-8,2,3,8,5,-,19,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
119,SP Narine,SR Watson,GE Mathurin,1,0,1,159,-9,2,2,8,6,-,19,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
120,SP Narine,B Lee,GE Mathurin,0,0,0,159,-9,2,3,8,1,-,20,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
121,SP Narine,B Lee,GE Mathurin,0,0,0,159,-9,2,4,9,2,-,20,run out,SP Narine,GJ Bailey,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
122,GE Mathurin,B Lee,FH Edwards,1,0,1,160,-10,3,4,9,3,-,20,0,,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
123,FH Edwards,B Lee,GE Mathurin,0,0,0,160,-10,0,1,10,4,-,20,bowled,FH Edwards,,bat,West Indies,1,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,West Indies,Australia
