,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,date,winning_team,batting_team,bowling_team
94,KC Sangakkara,Saeed Ajmal,AD Mathews,2,0,2,83,41,40,3,0,,,16,-,bat,Sri Lanka,1,Lord's,2009-06-21,Pakistan,Sri Lanka,Pakistan
95,KC Sangakkara,Saeed Ajmal,AD Mathews,2,0,2,85,43,41,4,0,,,16,-,bat,Sri Lanka,1,Lord's,2009-06-21,Pakistan,Sri Lanka,Pakistan
96,KC Sangakkara,Saeed Ajmal,AD Mathews,2,0,2,87,45,42,5,0,,,16,-,bat,Sri Lanka,1,Lord's,2009-06-21,Pakistan,Sri Lanka,Pakistan
97,KC Sangakkara,Saeed Ajmal,AD Mathews,1,0,1,88,46,43,6,0,,,16,-,bat,Sri Lanka,1,Lord's,2009-06-21,Pakistan,Sri Lanka,Pakistan
98,KC Sangakkara,Umar Gul,AD Mathews,4,0,4,92,50,44,1,0,,,17,-,bat,Sri Lanka,1,Lord's,2009-06-21,Pakistan,Sri Lanka,Pakistan
99,KC Sangakkara,Umar Gul,AD Mathews,0,1,1,93,50,45,2,0,,,17,legbyes,bat,Sri Lanka,1,Lord's,2009-06-21,Pakistan,Sri Lanka,Pakistan
100,AD Mathews,Umar Gul,KC Sangakkara,2,0,2,95,7,10,3,0,,,17,-,bat,Sri Lanka,1,Lord's,2009-06-21,Pakistan,Sri Lanka,Pakistan
101,AD Mathews,Umar Gul,KC Sangakkara,1,0,1,96,8,11,4,0,,,17,-,bat,Sri Lanka,1,Lord's,2009-06-21,Pakistan,Sri Lanka,Pakistan
102,KC Sangakkara,Umar Gul,AD Mathews,1,1,2,98,51,46,5,0,,,17,noballs,bat,Sri Lanka,1,Lord's,2009-06-21,Pakistan,Sri Lanka,Pakistan
103,AD Mathews,Umar Gul,KC Sangakkara,1,0,1,99,9,12,6,0,,,17,-,bat,Sri Lanka,1,Lord's,2009-06-21,Pakistan,Sri Lanka,Pakistan
104,KC Sangakkara,Umar Gul,AD Mathews,4,0,4,103,55,47,7,0,,,17,-,bat,Sri Lanka,1,Lord's,2009-06-21,Pakistan,Sri Lanka,Pakistan
105,AD Mathews,Saeed Ajmal,KC Sangakkara,0,0,0,103,9,13,1,0,,,18,-,bat,Sri Lanka,1,Lord's,2009-06-21,Pakistan,Sri Lanka,Pakistan
106,AD Mathews,Saeed Ajmal,KC Sangakkara,0,0,0,103,9,14,2,0,,,18,-,bat,Sri Lanka,1,Lord's,2009-06-21,Pakistan,Sri Lanka,Pakistan
107,AD Mathews,Saeed Ajmal,KC Sangakkara,1,0,1,104,10,15,3,0,,,18,-,bat,Sri Lanka,1,Lord's,2009-06-21,Pakistan,Sri Lanka,Pakistan
108,KC Sangakkara,Saeed Ajmal,AD Mathews,4,0,4,108,59,48,4,0,,,18,-,bat,Sri Lanka,1,Lord's,2009-06-21,Pakistan,Sri Lanka,Pakistan
109,KC Sangakkara,Saeed Ajmal,AD Mathews,1,0,1,109,60,49,5,0,,,18,-,bat,Sri Lanka,1,Lord's,2009-06-21,Pakistan,Sri Lanka,Pakistan
110,AD Mathews,Saeed Ajmal,KC Sangakkara,4,0,4,113,14,16,6,0,,,18,-,bat,Sri Lanka,1,Lord's,2009-06-21,Pakistan,Sri Lanka,Pakistan
111,KC Sangakkara,Umar Gul,AD Mathews,1,0,1,114,61,50,1,0,,,19,-,bat,Sri Lanka,1,Lord's,2009-06-21,Pakistan,Sri Lanka,Pakistan
112,AD Mathews,Umar Gul,KC Sangakkara,4,0,4,118,18,17,2,0,,,19,-,bat,Sri Lanka,1,Lord's,2009-06-21,Pakistan,Sri Lanka,Pakistan
113,AD Mathews,Umar Gul,KC Sangakkara,1,0,1,119,19,18,3,0,,,19,-,bat,Sri Lanka,1,Lord's,2009-06-21,Pakistan,Sri Lanka,Pakistan
114,KC Sangakkara,Umar Gul,AD Mathews,1,0,1,120,62,51,4,0,,,19,-,bat,Sri Lanka,1,Lord's,2009-06-21,Pakistan,Sri Lanka,Pakistan
115,AD Mathews,Umar Gul,KC Sangakkara,0,0,0,120,19,19,5,0,,,19,-,bat,Sri Lanka,1,Lord's,2009-06-21,Pakistan,Sri Lanka,Pakistan
116,AD Mathews,Umar Gul,KC Sangakkara,1,0,1,121,20,20,6,0,,,19,-,bat,Sri Lanka,1,Lord's,2009-06-21,Pakistan,Sri Lanka,Pakistan
117,AD Mathews,Mohammad Amir,KC Sangakkara,2,0,2,123,22,21,1,0,,,20,-,bat,Sri Lanka,1,Lord's,2009-06-21,Pakistan,Sri Lanka,Pakistan
118,AD Mathews,Mohammad Amir,KC Sangakkara,4,0,4,127,26,22,2,0,,,20,-,bat,Sri Lanka,1,Lord's,2009-06-21,Pakistan,Sri Lanka,Pakistan
119,AD Mathews,Mohammad Amir,KC Sangakkara,6,0,6,133,32,23,3,0,,,20,-,bat,Sri Lanka,1,Lord's,2009-06-21,Pakistan,Sri Lanka,Pakistan
120,AD Mathews,Mohammad Amir,KC Sangakkara,2,0,2,135,34,24,4,0,,,20,-,bat,Sri Lanka,1,Lord's,2009-06-21,Pakistan,Sri Lanka,Pakistan
121,AD Mathews,Mohammad Amir,KC Sangakkara,1,0,1,136,35,25,5,0,,,20,-,bat,Sri Lanka,1,Lord's,2009-06-21,Pakistan,Sri Lanka,Pakistan
122,KC Sangakkara,Mohammad Amir,AD Mathews,2,0,2,138,64,52,6,0,,,20,-,bat,Sri Lanka,1,Lord's,2009-06-21,Pakistan,Sri Lanka,Pakistan
