,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,Zakir Hasan,DSK Madushanka,Soumya Sarkar,1,0,1,1,,1,1,0,1,-,0,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2018,02,Bangladesh_Sri Lanka_2018-02-15,Sri Lanka,Bangladesh,Sri Lanka,False,193
1,Soumya Sarkar,DSK Madushanka,Zakir Hasan,0,0,0,1,,0,1,0,2,-,0,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2018,02,Bangladesh_Sri Lanka_2018-02-15,Sri Lanka,Bangladesh,Sri Lanka,False,193
2,Soumya Sarkar,DSK Madushanka,Zakir Hasan,4,0,4,5,,4,2,0,3,-,0,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2018,02,Bangladesh_Sri Lanka_2018-02-15,Sri Lanka,Bangladesh,Sri Lanka,False,193
3,Soumya Sarkar,DSK Madushanka,Zakir Hasan,0,1,1,6,,4,3,0,4,wides,0,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2018,02,Bangladesh_Sri Lanka_2018-02-15,Sri Lanka,Bangladesh,Sri Lanka,False,193
4,Soumya Sarkar,DSK Madushanka,Zakir Hasan,6,0,6,12,,10,4,0,5,-,0,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2018,02,Bangladesh_Sri Lanka_2018-02-15,Sri Lanka,Bangladesh,Sri Lanka,False,193
5,Soumya Sarkar,DSK Madushanka,Zakir Hasan,1,0,1,13,,11,5,0,6,-,0,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2018,02,Bangladesh_Sri Lanka_2018-02-15,Sri Lanka,Bangladesh,Sri Lanka,False,193
6,Zakir Hasan,DSK Madushanka,Soumya Sarkar,4,0,4,17,,5,2,0,7,-,0,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2018,02,Bangladesh_Sri Lanka_2018-02-15,Sri Lanka,Bangladesh,Sri Lanka,False,193
7,Soumya Sarkar,MD Gunathilaka,Zakir Hasan,1,0,1,18,,12,6,0,1,-,1,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2018,02,Bangladesh_Sri Lanka_2018-02-15,Sri Lanka,Bangladesh,Sri Lanka,False,193
8,Zakir Hasan,MD Gunathilaka,Soumya Sarkar,0,5,5,23,,5,3,0,2,wides,1,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2018,02,Bangladesh_Sri Lanka_2018-02-15,Sri Lanka,Bangladesh,Sri Lanka,False,193
9,Zakir Hasan,MD Gunathilaka,Soumya Sarkar,1,0,1,24,,6,4,0,3,-,1,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2018,02,Bangladesh_Sri Lanka_2018-02-15,Sri Lanka,Bangladesh,Sri Lanka,False,193
10,Soumya Sarkar,MD Gunathilaka,Zakir Hasan,1,0,1,25,,13,7,0,4,-,1,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2018,02,Bangladesh_Sri Lanka_2018-02-15,Sri Lanka,Bangladesh,Sri Lanka,False,193
11,Zakir Hasan,MD Gunathilaka,Soumya Sarkar,1,0,1,26,,7,5,0,5,-,1,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2018,02,Bangladesh_Sri Lanka_2018-02-15,Sri Lanka,Bangladesh,Sri Lanka,False,193
12,Soumya Sarkar,MD Gunathilaka,Zakir Hasan,0,0,0,26,,13,8,0,6,-,1,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2018,02,Bangladesh_Sri Lanka_2018-02-15,Sri Lanka,Bangladesh,Sri Lanka,False,193
13,Soumya Sarkar,MD Gunathilaka,Zakir Hasan,0,0,0,26,,13,9,0,7,-,1,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2018,02,Bangladesh_Sri Lanka_2018-02-15,Sri Lanka,Bangladesh,Sri Lanka,False,193
14,Zakir Hasan,I Udana,Soumya Sarkar,1,0,1,27,,8,6,0,1,-,2,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2018,02,Bangladesh_Sri Lanka_2018-02-15,Sri Lanka,Bangladesh,Sri Lanka,False,193
15,Soumya Sarkar,I Udana,Zakir Hasan,4,0,4,31,,17,10,0,2,-,2,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2018,02,Bangladesh_Sri Lanka_2018-02-15,Sri Lanka,Bangladesh,Sri Lanka,False,193
16,Soumya Sarkar,I Udana,Zakir Hasan,4,0,4,35,,21,11,0,3,-,2,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2018,02,Bangladesh_Sri Lanka_2018-02-15,Sri Lanka,Bangladesh,Sri Lanka,False,193
17,Soumya Sarkar,I Udana,Zakir Hasan,4,0,4,39,,25,12,0,4,-,2,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2018,02,Bangladesh_Sri Lanka_2018-02-15,Sri Lanka,Bangladesh,Sri Lanka,False,193
18,Soumya Sarkar,I Udana,Zakir Hasan,1,0,1,40,,26,13,0,5,-,2,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2018,02,Bangladesh_Sri Lanka_2018-02-15,Sri Lanka,Bangladesh,Sri Lanka,False,193
19,Zakir Hasan,I Udana,Soumya Sarkar,1,0,1,41,,9,7,0,6,-,2,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2018,02,Bangladesh_Sri Lanka_2018-02-15,Sri Lanka,Bangladesh,Sri Lanka,False,193
20,Zakir Hasan,MD Gunathilaka,Soumya Sarkar,1,0,1,42,,10,8,0,1,-,3,0,,,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2018,02,Bangladesh_Sri Lanka_2018-02-15,Sri Lanka,Bangladesh,Sri Lanka,False,193
