,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,review,replacements,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
10,Sediqullah Atal,Zaman Khan,Rahmanullah Gurbaz,1,0,1,3,179,2,9,0,-,5.0,1,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,,,Right arm Fast
11,Rahmanullah Gurbaz,Zaman Khan,Sediqullah Atal,2,0,2,5,177,3,3,0,-,6.0,1,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,,,Right arm Fast
12,Sediqullah Atal,Imad Wasim,Rahmanullah Gurbaz,0,0,0,5,177,2,10,0,-,1.0,2,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,,,Left arm Orthodox
13,Sediqullah Atal,Imad Wasim,Rahmanullah Gurbaz,1,0,1,6,176,3,11,0,-,2.0,2,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,,,Left arm Orthodox
14,Rahmanullah Gurbaz,Imad Wasim,Sediqullah Atal,6,0,6,12,170,9,4,0,-,3.0,2,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,,,Left arm Orthodox
15,Rahmanullah Gurbaz,Imad Wasim,Sediqullah Atal,4,0,4,16,166,13,5,0,-,4.0,2,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,,,Left arm Orthodox
16,Rahmanullah Gurbaz,Imad Wasim,Sediqullah Atal,1,0,1,17,165,14,6,0,-,5.0,2,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,,,Left arm Orthodox
17,Sediqullah Atal,Imad Wasim,Rahmanullah Gurbaz,0,1,1,18,164,3,12,0,wides,5.0,2,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,,,Left arm Orthodox
18,Sediqullah Atal,Imad Wasim,Rahmanullah Gurbaz,1,0,1,19,163,4,13,0,-,6.0,2,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,,,Left arm Orthodox
19,Sediqullah Atal,Zaman Khan,Rahmanullah Gurbaz,0,5,5,24,158,4,14,0,byes,1.0,3,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,,,Right arm Fast
20,Rahmanullah Gurbaz,Zaman Khan,Sediqullah Atal,2,0,2,26,156,16,7,0,-,2.0,3,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,,,Right arm Fast
21,Rahmanullah Gurbaz,Zaman Khan,Sediqullah Atal,0,0,0,26,156,16,8,0,-,3.0,3,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,,,Right arm Fast
22,Rahmanullah Gurbaz,Zaman Khan,Sediqullah Atal,1,0,1,27,155,17,9,0,-,4.0,3,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,,,Right arm Fast
23,Sediqullah Atal,Zaman Khan,Rahmanullah Gurbaz,0,0,0,27,155,4,15,0,-,5.0,3,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,,,Right arm Fast
24,Sediqullah Atal,Zaman Khan,Rahmanullah Gurbaz,6,0,6,33,149,10,16,0,-,6.0,3,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,,,Right arm Fast
25,Rahmanullah Gurbaz,Ihsanullah,Sediqullah Atal,1,0,1,34,148,18,10,0,-,1.0,4,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,,,Right arm Fast
26,Sediqullah Atal,Ihsanullah,Rahmanullah Gurbaz,0,0,0,34,148,10,17,0,-,2.0,4,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,,,Right arm Fast
27,Sediqullah Atal,Ihsanullah,Rahmanullah Gurbaz,1,0,1,35,147,11,18,0,-,3.0,4,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,,,Right arm Fast
28,Rahmanullah Gurbaz,Ihsanullah,Sediqullah Atal,0,0,0,35,147,18,11,1,-,4.0,4,bowled,Rahmanullah Gurbaz,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,,,Right arm Fast
29,Ibrahim Zadran,Ihsanullah,Sediqullah Atal,0,0,0,35,147,0,1,1,-,5.0,4,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,,Right arm Fast
30,Ibrahim Zadran,Ihsanullah,Sediqullah Atal,1,0,1,36,146,1,2,1,-,6.0,4,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,,Right arm Fast
31,Ibrahim Zadran,Mohammad Wasim,Sediqullah Atal,0,0,0,36,146,1,3,1,-,1.0,5,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,,Right arm Fast
32,Ibrahim Zadran,Mohammad Wasim,Sediqullah Atal,1,0,1,37,145,2,4,1,-,2.0,5,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,,Right arm Fast
33,Sediqullah Atal,Mohammad Wasim,Ibrahim Zadran,0,0,0,37,145,11,19,1,-,3.0,5,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,,Right hand Bat,Right arm Fast
34,Sediqullah Atal,Mohammad Wasim,Ibrahim Zadran,0,0,0,37,145,11,20,2,-,4.0,5,lbw,Sediqullah Atal,,"{'by': 'Pakistan', 'umpire': 'Ahmed Shah Pakteen', 'batter': 'Sediqullah Atal', 'decision': 'upheld'}",,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,,Right hand Bat,Right arm Fast
35,Usman Ghani,Mohammad Wasim,Ibrahim Zadran,0,0,0,37,145,0,1,2,-,5.0,5,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,,Right hand Bat,Right arm Fast
36,Usman Ghani,Mohammad Wasim,Ibrahim Zadran,0,0,0,37,145,0,2,2,-,6.0,5,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,,Right hand Bat,Right arm Fast
37,Ibrahim Zadran,Shadab Khan,Usman Ghani,1,0,1,38,144,3,5,2,-,1.0,6,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,,Right arm Legbreak
38,Usman Ghani,Shadab Khan,Ibrahim Zadran,0,0,0,38,144,0,3,2,-,2.0,6,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,,Right hand Bat,Right arm Legbreak
39,Usman Ghani,Shadab Khan,Ibrahim Zadran,1,0,1,39,143,1,4,2,-,3.0,6,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,,Right hand Bat,Right arm Legbreak
40,Ibrahim Zadran,Shadab Khan,Usman Ghani,0,0,0,39,143,3,6,3,-,4.0,6,caught,Ibrahim Zadran,Mohammad Nawaz,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,,Right arm Legbreak
41,Mohammad Nabi,Shadab Khan,Usman Ghani,1,0,1,40,142,1,1,3,-,5.0,6,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,,Right arm Legbreak
42,Usman Ghani,Shadab Khan,Mohammad Nabi,1,0,1,41,141,2,5,3,-,6.0,6,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,,Right hand Bat,Right arm Legbreak
43,Usman Ghani,Mohammad Wasim,Mohammad Nabi,1,0,1,42,140,3,6,3,-,1.0,7,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,,Right hand Bat,Right arm Fast
44,Mohammad Nabi,Mohammad Wasim,Usman Ghani,1,0,1,43,139,2,2,3,-,2.0,7,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,,Right arm Fast
45,Usman Ghani,Mohammad Wasim,Mohammad Nabi,0,0,0,43,139,3,7,3,-,3.0,7,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,,Right hand Bat,Right arm Fast
46,Usman Ghani,Mohammad Wasim,Mohammad Nabi,4,0,4,47,135,7,8,3,-,4.0,7,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,,Right hand Bat,Right arm Fast
47,Usman Ghani,Mohammad Wasim,Mohammad Nabi,0,0,0,47,135,7,9,3,-,5.0,7,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,,Right hand Bat,Right arm Fast
48,Usman Ghani,Mohammad Wasim,Mohammad Nabi,1,0,1,48,134,8,10,3,-,6.0,7,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,,Right hand Bat,Right arm Fast
49,Usman Ghani,Shadab Khan,Mohammad Nabi,1,0,1,49,133,9,11,3,-,1.0,8,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,,Right hand Bat,Right arm Legbreak
50,Mohammad Nabi,Shadab Khan,Usman Ghani,1,0,1,50,132,3,3,3,-,2.0,8,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,,Right arm Legbreak
51,Usman Ghani,Shadab Khan,Mohammad Nabi,1,0,1,51,131,10,12,3,-,3.0,8,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,,Right hand Bat,Right arm Legbreak
52,Mohammad Nabi,Shadab Khan,Usman Ghani,1,0,1,52,130,4,4,3,-,4.0,8,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,,Right arm Legbreak
53,Usman Ghani,Shadab Khan,Mohammad Nabi,0,0,0,52,130,10,13,3,-,5.0,8,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,,Right hand Bat,Right arm Legbreak
54,Usman Ghani,Shadab Khan,Mohammad Nabi,0,1,1,53,129,10,14,3,wides,5.0,8,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,,Right hand Bat,Right arm Legbreak
55,Usman Ghani,Shadab Khan,Mohammad Nabi,2,0,2,55,127,12,15,3,-,6.0,8,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,,Right hand Bat,Right arm Legbreak
56,Mohammad Nabi,Mohammad Nawaz,Usman Ghani,0,0,0,55,127,4,5,3,-,1.0,9,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,,Left arm Orthodox
57,Mohammad Nabi,Mohammad Nawaz,Usman Ghani,6,0,6,61,121,10,6,3,-,2.0,9,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,,Left arm Orthodox
58,Mohammad Nabi,Mohammad Nawaz,Usman Ghani,1,0,1,62,120,11,7,3,-,3.0,9,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,,Left arm Orthodox
59,Usman Ghani,Mohammad Nawaz,Mohammad Nabi,2,0,2,64,118,14,16,3,-,4.0,9,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,,Right hand Bat,Left arm Orthodox
60,Usman Ghani,Mohammad Nawaz,Mohammad Nabi,1,0,1,65,117,15,17,3,-,5.0,9,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,,Right hand Bat,Left arm Orthodox
61,Mohammad Nabi,Mohammad Nawaz,Usman Ghani,1,0,1,66,116,12,8,3,-,6.0,9,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,,Left arm Orthodox
62,Mohammad Nabi,Ihsanullah,Usman Ghani,4,0,4,70,112,16,9,3,-,1.0,10,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,,Right arm Fast
63,Mohammad Nabi,Ihsanullah,Usman Ghani,1,0,1,71,111,17,10,4,-,2.0,10,run out,Mohammad Nabi,Mohammad Haris;Tayyab Tahir,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,,Right arm Fast
64,Najibullah Zadran,Ihsanullah,Usman Ghani,0,0,0,71,111,0,1,5,-,3.0,10,retired hurt,Najibullah Zadran,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Left hand Bat,,Right arm Fast
65,Karim Janat,Ihsanullah,Usman Ghani,0,0,0,71,111,0,1,6,-,4.0,10,caught,Karim Janat,Mohammad Haris,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,,Right arm Fast
66,Rashid Khan,Ihsanullah,Usman Ghani,0,0,0,71,111,0,1,6,-,5.0,10,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,,Right arm Fast
67,Rashid Khan,Ihsanullah,Usman Ghani,1,0,1,72,110,1,2,6,-,6.0,10,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,,Right arm Fast
68,Rashid Khan,Shadab Khan,Usman Ghani,1,0,1,73,109,2,3,6,-,1.0,11,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,,Right arm Legbreak
69,Usman Ghani,Shadab Khan,Rashid Khan,0,0,0,73,109,15,18,7,-,2.0,11,caught,Usman Ghani,Abdullah Shafique,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,,Right hand Bat,Right arm Legbreak
70,Mujeeb Ur Rahman,Shadab Khan,Rashid Khan,0,0,0,73,109,0,1,7,-,3.0,11,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,Right hand Bat,Right arm Legbreak
71,Mujeeb Ur Rahman,Shadab Khan,Rashid Khan,0,0,0,73,109,0,2,8,-,4.0,11,lbw,Mujeeb Ur Rahman,,"{'by': 'Afghanistan', 'umpire': 'Ahmed Shah Pakteen', 'batter': 'Mujeeb Ur Rahman', 'decision': 'struck down'}",,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,Right hand Bat,Right arm Legbreak
72,Fareed Ahmad,Shadab Khan,Rashid Khan,0,0,0,73,109,0,1,8,-,5.0,11,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Left hand Bat,Right hand Bat,Right arm Legbreak
73,Fareed Ahmad,Shadab Khan,Rashid Khan,0,0,0,73,109,0,2,8,-,6.0,11,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Left hand Bat,Right hand Bat,Right arm Legbreak
74,Rashid Khan,Ihsanullah,Fareed Ahmad,0,0,0,73,109,2,4,8,-,1.0,12,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,Left hand Bat,Right arm Fast
75,Rashid Khan,Ihsanullah,Fareed Ahmad,4,0,4,77,105,6,5,8,-,2.0,12,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,Left hand Bat,Right arm Fast
76,Rashid Khan,Ihsanullah,Fareed Ahmad,0,0,0,77,105,6,6,8,-,3.0,12,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,Left hand Bat,Right arm Fast
77,Rashid Khan,Ihsanullah,Fareed Ahmad,0,1,1,78,104,6,7,8,wides,3.0,12,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,Left hand Bat,Right arm Fast
78,Rashid Khan,Ihsanullah,Fareed Ahmad,0,0,0,78,104,6,8,8,-,4.0,12,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,Left hand Bat,Right arm Fast
79,Rashid Khan,Ihsanullah,Fareed Ahmad,4,0,4,82,100,10,9,8,-,5.0,12,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,Left hand Bat,Right arm Fast
80,Rashid Khan,Ihsanullah,Fareed Ahmad,0,0,0,82,100,10,10,8,-,6.0,12,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,Left hand Bat,Right arm Fast
81,Fareed Ahmad,Shadab Khan,Rashid Khan,0,0,0,82,100,0,3,8,-,1.0,13,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Left hand Bat,Right hand Bat,Right arm Legbreak
82,Fareed Ahmad,Shadab Khan,Rashid Khan,0,0,0,82,100,0,4,8,-,2.0,13,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Left hand Bat,Right hand Bat,Right arm Legbreak
83,Fareed Ahmad,Shadab Khan,Rashid Khan,0,0,0,82,100,0,5,8,-,3.0,13,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Left hand Bat,Right hand Bat,Right arm Legbreak
84,Fareed Ahmad,Shadab Khan,Rashid Khan,1,0,1,83,99,1,6,8,-,4.0,13,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Left hand Bat,Right hand Bat,Right arm Legbreak
85,Rashid Khan,Shadab Khan,Fareed Ahmad,0,0,0,83,99,10,11,8,-,5.0,13,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,Left hand Bat,Right arm Legbreak
86,Rashid Khan,Shadab Khan,Fareed Ahmad,0,0,0,83,99,10,12,8,-,6.0,13,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,Left hand Bat,Right arm Legbreak
87,Fareed Ahmad,Ihsanullah,Rashid Khan,0,0,0,83,99,1,7,8,-,1.0,14,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Left hand Bat,Right hand Bat,Right arm Fast
