,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,BKG Mendis,J Little,DM de Silva,1,0,1,1,127,1,1,0,-,1.0,0,0,,,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
1,DM de Silva,J Little,BKG Mendis,1,0,1,2,126,1,1,0,-,2.0,0,0,,,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
2,BKG Mendis,J Little,DM de Silva,0,0,0,2,126,1,2,0,-,3.0,0,0,,,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
3,BKG Mendis,J Little,DM de Silva,0,0,0,2,126,1,3,0,-,4.0,0,0,,,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
4,BKG Mendis,J Little,DM de Silva,0,0,0,2,126,1,4,0,-,5.0,0,0,,,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
5,BKG Mendis,J Little,DM de Silva,4,0,4,6,122,5,5,0,-,6.0,0,0,,,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
6,DM de Silva,MR Adair,BKG Mendis,2,0,2,8,120,3,2,0,-,1.0,1,0,,,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
7,DM de Silva,MR Adair,BKG Mendis,1,0,1,9,119,4,3,0,-,2.0,1,0,,,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
8,BKG Mendis,MR Adair,DM de Silva,1,0,1,10,118,6,6,0,-,3.0,1,0,,,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
9,DM de Silva,MR Adair,BKG Mendis,1,0,1,11,117,5,4,0,-,4.0,1,0,,,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
10,BKG Mendis,MR Adair,DM de Silva,0,0,0,11,117,6,7,0,-,5.0,1,0,,,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
11,BKG Mendis,MR Adair,DM de Silva,2,0,2,13,115,8,8,0,-,6.0,1,0,,,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
12,DM de Silva,J Little,BKG Mendis,2,0,2,15,113,7,5,0,-,1.0,2,0,,,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
13,DM de Silva,J Little,BKG Mendis,1,0,1,16,112,8,6,0,-,2.0,2,0,,,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
14,BKG Mendis,J Little,DM de Silva,6,0,6,22,106,14,9,0,-,3.0,2,0,,,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
15,BKG Mendis,J Little,DM de Silva,1,0,1,23,105,15,10,0,-,4.0,2,0,,,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
16,DM de Silva,J Little,BKG Mendis,3,0,3,26,102,11,7,0,-,5.0,2,0,,,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
17,BKG Mendis,J Little,DM de Silva,1,0,1,27,101,16,11,0,-,6.0,2,0,,,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
18,BKG Mendis,BJ McCarthy,DM de Silva,2,0,2,29,99,18,12,0,-,1.0,3,0,,,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
19,BKG Mendis,BJ McCarthy,DM de Silva,1,0,1,30,98,19,13,0,-,2.0,3,0,,,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
20,DM de Silva,BJ McCarthy,BKG Mendis,0,0,0,30,98,11,8,0,-,3.0,3,0,,,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
21,DM de Silva,BJ McCarthy,BKG Mendis,0,0,0,30,98,11,9,0,-,4.0,3,0,,,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
22,DM de Silva,BJ McCarthy,BKG Mendis,0,0,0,30,98,11,10,0,-,5.0,3,0,,,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
23,DM de Silva,BJ McCarthy,BKG Mendis,6,0,6,36,92,17,11,0,-,6.0,3,0,,,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
24,BKG Mendis,MR Adair,DM de Silva,1,0,1,37,91,20,14,0,-,1.0,4,0,,,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
25,DM de Silva,MR Adair,BKG Mendis,1,0,1,38,90,18,12,0,-,2.0,4,0,,,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
26,BKG Mendis,MR Adair,DM de Silva,1,0,1,39,89,21,15,0,-,3.0,4,0,,,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
27,DM de Silva,MR Adair,BKG Mendis,2,0,2,41,87,20,13,0,-,4.0,4,0,,,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
28,DM de Silva,MR Adair,BKG Mendis,0,0,0,41,87,20,14,0,-,5.0,4,0,,,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
29,DM de Silva,MR Adair,BKG Mendis,4,0,4,45,83,24,15,0,-,6.0,4,0,,,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
30,BKG Mendis,GJ Delany,DM de Silva,1,0,1,46,82,22,16,0,-,1.0,5,0,,,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
31,DM de Silva,GJ Delany,BKG Mendis,0,0,0,46,82,24,16,0,-,2.0,5,0,,,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
32,DM de Silva,GJ Delany,BKG Mendis,4,0,4,50,78,28,17,0,-,3.0,5,0,,,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
33,DM de Silva,GJ Delany,BKG Mendis,0,0,0,50,78,28,18,0,-,4.0,5,0,,,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
34,DM de Silva,GJ Delany,BKG Mendis,0,0,0,50,78,28,19,0,-,5.0,5,0,,,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
35,DM de Silva,GJ Delany,BKG Mendis,0,0,0,50,78,28,20,0,-,6.0,5,0,,,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
36,BKG Mendis,C Campher,DM de Silva,0,0,0,50,78,22,17,0,-,1.0,6,0,,,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
37,BKG Mendis,C Campher,DM de Silva,2,0,2,52,76,24,18,0,-,2.0,6,0,,,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
38,BKG Mendis,C Campher,DM de Silva,4,0,4,56,72,28,19,0,-,3.0,6,0,,,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
39,BKG Mendis,C Campher,DM de Silva,0,0,0,56,72,28,20,0,-,4.0,6,0,,,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
40,BKG Mendis,C Campher,DM de Silva,1,0,1,57,71,29,21,0,-,5.0,6,0,,,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
41,DM de Silva,C Campher,BKG Mendis,1,0,1,58,70,29,21,0,-,6.0,6,0,,,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
42,DM de Silva,Simi Singh,BKG Mendis,1,0,1,59,69,30,22,0,-,1.0,7,0,,,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
43,BKG Mendis,Simi Singh,DM de Silva,1,0,1,60,68,30,22,0,-,2.0,7,0,,,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
44,DM de Silva,Simi Singh,BKG Mendis,0,0,0,60,68,30,23,0,-,3.0,7,0,,,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
45,DM de Silva,Simi Singh,BKG Mendis,1,0,1,61,67,31,24,0,-,4.0,7,0,,,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
46,BKG Mendis,Simi Singh,DM de Silva,0,0,0,61,67,30,23,0,-,5.0,7,0,,,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
47,BKG Mendis,Simi Singh,DM de Silva,1,0,1,62,66,31,24,0,-,6.0,7,0,,,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
48,BKG Mendis,GJ Delany,DM de Silva,1,0,1,63,65,32,25,0,-,1.0,8,0,,,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
49,DM de Silva,GJ Delany,BKG Mendis,0,0,0,63,65,31,25,1,-,2.0,8,caught,DM de Silva,L Tucker,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
50,KIC Asalanka,GJ Delany,BKG Mendis,2,0,2,65,63,2,1,1,-,3.0,8,0,,,bat,Ireland,2,"Bellerive Oval, Hobart",2022,10,Ireland_Sri Lanka_2022-10-23,Sri Lanka,Sri Lanka,Ireland,True,133
