,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,JJ Roy,SS Cottrell,T Banton,1,0,1,1,223,1,1,0,-,1.0,0,0,,,field,England,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-26,West Indies,England,West Indies,False,204
1,T Banton,SS Cottrell,JJ Roy,1,0,1,2,222,1,1,0,-,2.0,0,0,,,field,England,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-26,West Indies,England,West Indies,False,204
2,JJ Roy,SS Cottrell,T Banton,0,0,0,2,222,1,2,0,-,3.0,0,0,,,field,England,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-26,West Indies,England,West Indies,False,204
3,JJ Roy,SS Cottrell,T Banton,2,0,2,4,220,3,3,0,-,4.0,0,0,,,field,England,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-26,West Indies,England,West Indies,False,204
4,JJ Roy,SS Cottrell,T Banton,0,0,0,4,220,3,4,0,-,5.0,0,0,,,field,England,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-26,West Indies,England,West Indies,False,204
5,JJ Roy,SS Cottrell,T Banton,1,0,1,5,219,4,5,0,-,6.0,0,0,,,field,England,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-26,West Indies,England,West Indies,False,204
6,JJ Roy,JO Holder,T Banton,0,5,5,10,214,4,6,0,wides,0.0,1,0,,,field,England,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-26,West Indies,England,West Indies,False,204
7,JJ Roy,JO Holder,T Banton,1,0,1,11,213,5,7,0,-,1.0,1,0,,,field,England,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-26,West Indies,England,West Indies,False,204
8,T Banton,JO Holder,JJ Roy,1,0,1,12,212,2,2,0,-,2.0,1,0,,,field,England,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-26,West Indies,England,West Indies,False,204
9,JJ Roy,JO Holder,T Banton,0,0,0,12,212,5,8,0,-,3.0,1,0,,,field,England,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-26,West Indies,England,West Indies,False,204
10,JJ Roy,JO Holder,T Banton,0,0,0,12,212,5,9,0,-,4.0,1,0,,,field,England,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-26,West Indies,England,West Indies,False,204
11,JJ Roy,JO Holder,T Banton,1,0,1,13,211,6,10,0,-,5.0,1,0,,,field,England,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-26,West Indies,England,West Indies,False,204
12,T Banton,JO Holder,JJ Roy,6,0,6,19,205,8,3,0,-,6.0,1,0,,,field,England,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-26,West Indies,England,West Indies,False,204
13,JJ Roy,SS Cottrell,T Banton,6,0,6,25,199,12,11,0,-,1.0,2,0,,,field,England,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-26,West Indies,England,West Indies,False,204
14,JJ Roy,SS Cottrell,T Banton,0,0,0,25,199,12,12,0,-,2.0,2,0,,,field,England,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-26,West Indies,England,West Indies,False,204
15,JJ Roy,SS Cottrell,T Banton,0,1,1,26,198,12,13,0,wides,2.0,2,0,,,field,England,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-26,West Indies,England,West Indies,False,204
16,JJ Roy,SS Cottrell,T Banton,0,0,0,26,198,12,14,0,-,3.0,2,0,,,field,England,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-26,West Indies,England,West Indies,False,204
17,JJ Roy,SS Cottrell,T Banton,0,0,0,26,198,12,15,0,-,4.0,2,0,,,field,England,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-26,West Indies,England,West Indies,False,204
