,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,DJ Malan,Imad Wasim,JJ Roy,0,0,0,0,232,0,1,0,1,0,-,0,,,,field,England,2,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,England,Pakistan,False,201
1,DJ Malan,Imad Wasim,JJ Roy,0,0,0,0,232,0,2,0,2,0,-,0,,,,field,England,2,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,England,Pakistan,False,201
2,DJ Malan,Imad Wasim,JJ Roy,1,0,1,1,231,1,3,0,3,0,-,0,,,,field,England,2,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,England,Pakistan,False,201
3,JJ Roy,Imad Wasim,DJ Malan,0,0,0,1,231,0,1,0,4,0,-,0,,,,field,England,2,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,England,Pakistan,False,201
4,JJ Roy,Imad Wasim,DJ Malan,2,0,2,3,229,2,2,0,5,0,-,0,,,,field,England,2,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,England,Pakistan,False,201
5,JJ Roy,Imad Wasim,DJ Malan,4,0,4,7,225,6,3,0,6,0,-,0,,,,field,England,2,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,England,Pakistan,False,201
6,DJ Malan,Shaheen Shah Afridi,JJ Roy,0,5,5,12,220,1,4,0,1,1,wides,0,,,,field,England,2,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,England,Pakistan,False,201
7,DJ Malan,Shaheen Shah Afridi,JJ Roy,0,0,0,12,220,1,5,0,2,1,-,0,,,,field,England,2,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,England,Pakistan,False,201
8,DJ Malan,Shaheen Shah Afridi,JJ Roy,0,0,0,12,220,1,6,0,3,1,-,0,,,,field,England,2,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,England,Pakistan,False,201
9,DJ Malan,Shaheen Shah Afridi,JJ Roy,0,0,0,12,220,1,7,1,4,1,-,caught and bowled,DJ Malan,,,field,England,2,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,England,Pakistan,False,201
10,JM Bairstow,Shaheen Shah Afridi,JJ Roy,0,0,0,12,220,0,1,1,5,1,-,0,,,,field,England,2,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,England,Pakistan,False,201
11,JM Bairstow,Shaheen Shah Afridi,JJ Roy,0,0,0,12,220,0,2,1,6,1,-,0,,,,field,England,2,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,England,Pakistan,False,201
12,JM Bairstow,Shaheen Shah Afridi,JJ Roy,4,0,4,16,216,4,3,1,7,1,-,0,,,,field,England,2,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,England,Pakistan,False,201
13,JJ Roy,Imad Wasim,JM Bairstow,6,0,6,22,210,12,4,1,1,2,-,0,,,,field,England,2,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,England,Pakistan,False,201
14,JJ Roy,Imad Wasim,JM Bairstow,0,0,0,22,210,12,5,1,2,2,-,0,,,,field,England,2,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,England,Pakistan,False,201
15,JJ Roy,Imad Wasim,JM Bairstow,1,0,1,23,209,13,6,1,3,2,-,0,,,,field,England,2,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,England,Pakistan,False,201
16,JM Bairstow,Imad Wasim,JJ Roy,1,0,1,24,208,5,4,1,4,2,-,0,,,,field,England,2,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,England,Pakistan,False,201
17,JJ Roy,Imad Wasim,JM Bairstow,6,0,6,30,202,19,7,1,5,2,-,0,,,,field,England,2,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,England,Pakistan,False,201
18,JJ Roy,Imad Wasim,JM Bairstow,6,0,6,36,196,25,8,1,6,2,-,0,,,,field,England,2,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,England,Pakistan,False,201
19,JM Bairstow,Shaheen Shah Afridi,JJ Roy,6,0,6,42,190,11,5,1,1,3,-,0,,,,field,England,2,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,England,Pakistan,False,201
20,JM Bairstow,Shaheen Shah Afridi,JJ Roy,0,0,0,42,190,11,6,1,2,3,-,0,,,,field,England,2,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,England,Pakistan,False,201
21,JM Bairstow,Shaheen Shah Afridi,JJ Roy,0,0,0,42,190,11,7,2,3,3,-,caught,JM Bairstow,Imad Wasim,,field,England,2,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,England,Pakistan,False,201
22,JJ Roy,Shaheen Shah Afridi,MM Ali,1,0,1,43,189,26,9,2,4,3,-,0,,,,field,England,2,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,England,Pakistan,False,201
