,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,date,winning_team,batting_team,bowling_team
0,Mohammad Hafeez,J Nyumbu,Fakhar Zaman,0,0,0,0,0,1,1,1,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
1,Mohammad Hafeez,J Nyumbu,Fakhar Zaman,6,0,6,6,6,2,2,1,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
2,Mohammad Hafeez,J Nyumbu,Fakhar Zaman,0,0,0,6,6,3,3,1,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
3,Mohammad Hafeez,J Nyumbu,Fakhar Zaman,0,0,0,6,6,4,4,1,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
4,Mohammad Hafeez,J Nyumbu,Fakhar Zaman,0,0,0,6,6,5,5,1,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
5,Mohammad Hafeez,J Nyumbu,Fakhar Zaman,0,0,0,6,6,6,6,1,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
6,Fakhar Zaman,KM Jarvis,Mohammad Hafeez,0,0,0,6,0,1,1,2,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
7,Fakhar Zaman,KM Jarvis,Mohammad Hafeez,3,0,3,9,3,2,2,2,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
8,Mohammad Hafeez,KM Jarvis,Fakhar Zaman,1,0,1,10,7,7,3,2,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
9,Fakhar Zaman,KM Jarvis,Mohammad Hafeez,2,0,2,12,5,3,4,2,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
10,Fakhar Zaman,KM Jarvis,Mohammad Hafeez,1,0,1,13,6,4,5,2,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
11,Mohammad Hafeez,KM Jarvis,Fakhar Zaman,0,0,0,13,7,8,6,2,caught,Mohammad Hafeez,H Masakadza,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
12,Hussain Talat,B Muzarabani,Fakhar Zaman,1,0,1,14,1,1,1,3,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
13,Fakhar Zaman,B Muzarabani,Hussain Talat,0,0,0,14,6,5,2,3,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
14,Fakhar Zaman,B Muzarabani,Hussain Talat,0,0,0,14,6,6,3,3,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
15,Fakhar Zaman,B Muzarabani,Hussain Talat,1,0,1,15,7,7,4,3,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
16,Hussain Talat,B Muzarabani,Fakhar Zaman,1,0,1,16,2,2,5,3,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
17,Fakhar Zaman,B Muzarabani,Hussain Talat,1,0,1,17,8,8,6,3,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
18,Fakhar Zaman,J Nyumbu,Hussain Talat,0,0,0,17,8,9,1,4,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
19,Fakhar Zaman,J Nyumbu,Hussain Talat,0,0,0,17,8,10,2,4,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
20,Fakhar Zaman,J Nyumbu,Hussain Talat,6,0,6,23,14,11,3,4,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
21,Fakhar Zaman,J Nyumbu,Hussain Talat,4,0,4,27,18,12,4,4,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
22,Fakhar Zaman,J Nyumbu,Hussain Talat,0,0,0,27,18,13,5,4,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
23,Fakhar Zaman,J Nyumbu,Hussain Talat,0,0,0,27,18,14,6,4,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
24,Hussain Talat,B Muzarabani,Fakhar Zaman,4,0,4,31,6,3,1,5,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
25,Hussain Talat,B Muzarabani,Fakhar Zaman,2,0,2,33,8,4,2,5,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
26,Hussain Talat,B Muzarabani,Fakhar Zaman,0,0,0,33,8,5,3,5,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
27,Hussain Talat,B Muzarabani,Fakhar Zaman,1,0,1,34,9,6,4,5,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
28,Fakhar Zaman,B Muzarabani,Hussain Talat,0,0,0,34,18,15,5,5,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
29,Fakhar Zaman,B Muzarabani,Hussain Talat,6,0,6,40,24,16,6,5,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
30,Hussain Talat,KM Jarvis,Fakhar Zaman,0,0,0,40,9,7,1,6,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
31,Hussain Talat,KM Jarvis,Fakhar Zaman,0,0,0,40,9,8,2,6,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
32,Hussain Talat,KM Jarvis,Fakhar Zaman,1,0,1,41,10,9,3,6,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
33,Fakhar Zaman,KM Jarvis,Hussain Talat,1,0,1,42,25,17,4,6,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
34,Hussain Talat,KM Jarvis,Fakhar Zaman,0,0,0,42,10,10,5,6,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
35,Hussain Talat,KM Jarvis,Fakhar Zaman,0,0,0,42,10,11,6,6,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
36,Fakhar Zaman,CJ Chibhabha,Hussain Talat,0,1,1,43,25,18,1,7,0,,,wides,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
37,Fakhar Zaman,CJ Chibhabha,Hussain Talat,1,0,1,44,26,19,2,7,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
38,Hussain Talat,CJ Chibhabha,Fakhar Zaman,0,0,0,44,10,12,3,7,caught,Hussain Talat,PJ Moor,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
39,Sarfraz Ahmed,CJ Chibhabha,Fakhar Zaman,1,0,1,45,1,1,4,7,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
40,Fakhar Zaman,CJ Chibhabha,Sarfraz Ahmed,2,0,2,47,28,20,5,7,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
41,Fakhar Zaman,CJ Chibhabha,Sarfraz Ahmed,1,0,1,48,29,21,6,7,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
42,Sarfraz Ahmed,CJ Chibhabha,Fakhar Zaman,0,1,1,49,1,2,7,7,0,,,legbyes,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
43,Sarfraz Ahmed,TS Chisoro,Fakhar Zaman,2,0,2,51,3,3,1,8,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
44,Sarfraz Ahmed,TS Chisoro,Fakhar Zaman,0,0,0,51,3,4,2,8,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
45,Sarfraz Ahmed,TS Chisoro,Fakhar Zaman,0,0,0,51,3,5,3,8,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
46,Sarfraz Ahmed,TS Chisoro,Fakhar Zaman,1,0,1,52,4,6,4,8,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
47,Fakhar Zaman,TS Chisoro,Sarfraz Ahmed,4,0,4,56,33,22,5,8,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
48,Fakhar Zaman,TS Chisoro,Sarfraz Ahmed,2,0,2,58,35,23,6,8,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
49,Sarfraz Ahmed,CJ Chibhabha,Fakhar Zaman,1,0,1,59,5,7,1,9,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
50,Fakhar Zaman,CJ Chibhabha,Sarfraz Ahmed,1,0,1,60,36,24,2,9,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
51,Sarfraz Ahmed,CJ Chibhabha,Fakhar Zaman,2,0,2,62,7,8,3,9,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
52,Sarfraz Ahmed,CJ Chibhabha,Fakhar Zaman,1,0,1,63,8,9,4,9,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
53,Fakhar Zaman,CJ Chibhabha,Sarfraz Ahmed,2,0,2,65,38,25,5,9,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
54,Fakhar Zaman,CJ Chibhabha,Sarfraz Ahmed,0,0,0,65,38,26,6,9,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
55,Sarfraz Ahmed,TS Chisoro,Fakhar Zaman,0,0,0,65,8,10,1,10,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
56,Sarfraz Ahmed,TS Chisoro,Fakhar Zaman,4,0,4,69,12,11,2,10,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
57,Sarfraz Ahmed,TS Chisoro,Fakhar Zaman,4,0,4,73,16,12,3,10,0,,,-,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
58,Sarfraz Ahmed,TS Chisoro,Fakhar Zaman,0,5,5,78,16,13,4,10,0,,,wides,field,Zimbabwe,1,Harare Sports Club,2018-07-01,Pakistan,Pakistan,Zimbabwe
