,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,MJ Lumb,J Botha,C Kieswetter,1,0,1,1,,1,1,0,-,1.0,0,,,0,bat,England,1,"Kensington Oval, Bridgetown",2010,05,England_South Africa_2010-05-08,England,England,South Africa,True,168,Left hand Bat,Right hand Bat,Right arm Offbreak
1,C Kieswetter,J Botha,MJ Lumb,1,0,1,2,,1,1,0,-,2.0,0,,,0,bat,England,1,"Kensington Oval, Bridgetown",2010,05,England_South Africa_2010-05-08,England,England,South Africa,True,168,Right hand Bat,Left hand Bat,Right arm Offbreak
2,MJ Lumb,J Botha,C Kieswetter,0,0,0,2,,1,2,0,-,3.0,0,,,0,bat,England,1,"Kensington Oval, Bridgetown",2010,05,England_South Africa_2010-05-08,England,England,South Africa,True,168,Left hand Bat,Right hand Bat,Right arm Offbreak
3,MJ Lumb,J Botha,C Kieswetter,2,0,2,4,,3,3,0,-,4.0,0,,,0,bat,England,1,"Kensington Oval, Bridgetown",2010,05,England_South Africa_2010-05-08,England,England,South Africa,True,168,Left hand Bat,Right hand Bat,Right arm Offbreak
4,MJ Lumb,J Botha,C Kieswetter,0,0,0,4,,3,4,1,-,5.0,lbw,MJ Lumb,,0,bat,England,1,"Kensington Oval, Bridgetown",2010,05,England_South Africa_2010-05-08,England,England,South Africa,True,168,Left hand Bat,Right hand Bat,Right arm Offbreak
5,KP Pietersen,J Botha,C Kieswetter,0,0,0,4,,0,1,1,-,6.0,0,,,0,bat,England,1,"Kensington Oval, Bridgetown",2010,05,England_South Africa_2010-05-08,England,England,South Africa,True,168,Right hand Bat,Right hand Bat,Right arm Offbreak
6,C Kieswetter,DW Steyn,KP Pietersen,0,0,0,4,,1,2,1,-,1.0,0,,,1,bat,England,1,"Kensington Oval, Bridgetown",2010,05,England_South Africa_2010-05-08,England,England,South Africa,True,168,Right hand Bat,Right hand Bat,Right arm Fast
7,C Kieswetter,DW Steyn,KP Pietersen,4,0,4,8,,5,3,1,-,2.0,0,,,1,bat,England,1,"Kensington Oval, Bridgetown",2010,05,England_South Africa_2010-05-08,England,England,South Africa,True,168,Right hand Bat,Right hand Bat,Right arm Fast
8,C Kieswetter,DW Steyn,KP Pietersen,1,0,1,9,,6,4,1,-,3.0,0,,,1,bat,England,1,"Kensington Oval, Bridgetown",2010,05,England_South Africa_2010-05-08,England,England,South Africa,True,168,Right hand Bat,Right hand Bat,Right arm Fast
9,KP Pietersen,DW Steyn,C Kieswetter,4,0,4,13,,4,2,1,-,4.0,0,,,1,bat,England,1,"Kensington Oval, Bridgetown",2010,05,England_South Africa_2010-05-08,England,England,South Africa,True,168,Right hand Bat,Right hand Bat,Right arm Fast
10,KP Pietersen,DW Steyn,C Kieswetter,0,0,0,13,,4,3,1,-,5.0,0,,,1,bat,England,1,"Kensington Oval, Bridgetown",2010,05,England_South Africa_2010-05-08,England,England,South Africa,True,168,Right hand Bat,Right hand Bat,Right arm Fast
11,KP Pietersen,DW Steyn,C Kieswetter,4,0,4,17,,8,4,1,-,6.0,0,,,1,bat,England,1,"Kensington Oval, Bridgetown",2010,05,England_South Africa_2010-05-08,England,England,South Africa,True,168,Right hand Bat,Right hand Bat,Right arm Fast
12,C Kieswetter,M Morkel,KP Pietersen,0,1,1,18,,6,5,1,noballs,0.0,0,,,2,bat,England,1,"Kensington Oval, Bridgetown",2010,05,England_South Africa_2010-05-08,England,England,South Africa,True,168,Right hand Bat,Right hand Bat,Right arm Fast
13,C Kieswetter,M Morkel,KP Pietersen,1,0,1,19,,7,6,1,-,1.0,0,,,2,bat,England,1,"Kensington Oval, Bridgetown",2010,05,England_South Africa_2010-05-08,England,England,South Africa,True,168,Right hand Bat,Right hand Bat,Right arm Fast
14,KP Pietersen,M Morkel,C Kieswetter,4,0,4,23,,12,5,1,-,2.0,0,,,2,bat,England,1,"Kensington Oval, Bridgetown",2010,05,England_South Africa_2010-05-08,England,England,South Africa,True,168,Right hand Bat,Right hand Bat,Right arm Fast
15,KP Pietersen,M Morkel,C Kieswetter,0,0,0,23,,12,6,1,-,3.0,0,,,2,bat,England,1,"Kensington Oval, Bridgetown",2010,05,England_South Africa_2010-05-08,England,England,South Africa,True,168,Right hand Bat,Right hand Bat,Right arm Fast
16,KP Pietersen,M Morkel,C Kieswetter,0,1,1,24,,12,7,1,legbyes,4.0,0,,,2,bat,England,1,"Kensington Oval, Bridgetown",2010,05,England_South Africa_2010-05-08,England,England,South Africa,True,168,Right hand Bat,Right hand Bat,Right arm Fast
17,C Kieswetter,M Morkel,KP Pietersen,1,1,2,26,,8,7,1,noballs,4.0,0,,,2,bat,England,1,"Kensington Oval, Bridgetown",2010,05,England_South Africa_2010-05-08,England,England,South Africa,True,168,Right hand Bat,Right hand Bat,Right arm Fast
18,KP Pietersen,M Morkel,C Kieswetter,0,0,0,26,,12,8,1,-,5.0,0,,,2,bat,England,1,"Kensington Oval, Bridgetown",2010,05,England_South Africa_2010-05-08,England,England,South Africa,True,168,Right hand Bat,Right hand Bat,Right arm Fast
19,KP Pietersen,M Morkel,C Kieswetter,4,0,4,30,,16,9,1,-,6.0,0,,,2,bat,England,1,"Kensington Oval, Bridgetown",2010,05,England_South Africa_2010-05-08,England,England,South Africa,True,168,Right hand Bat,Right hand Bat,Right arm Fast
20,C Kieswetter,CK Langeveldt,KP Pietersen,0,0,0,30,,8,8,1,-,1.0,0,,,3,bat,England,1,"Kensington Oval, Bridgetown",2010,05,England_South Africa_2010-05-08,England,England,South Africa,True,168,Right hand Bat,Right hand Bat,Right arm Fast
21,C Kieswetter,CK Langeveldt,KP Pietersen,0,0,0,30,,8,9,1,-,2.0,0,,,3,bat,England,1,"Kensington Oval, Bridgetown",2010,05,England_South Africa_2010-05-08,England,England,South Africa,True,168,Right hand Bat,Right hand Bat,Right arm Fast
22,C Kieswetter,CK Langeveldt,KP Pietersen,1,0,1,31,,9,10,1,-,3.0,0,,,3,bat,England,1,"Kensington Oval, Bridgetown",2010,05,England_South Africa_2010-05-08,England,England,South Africa,True,168,Right hand Bat,Right hand Bat,Right arm Fast
23,KP Pietersen,CK Langeveldt,C Kieswetter,1,0,1,32,,17,10,1,-,4.0,0,,,3,bat,England,1,"Kensington Oval, Bridgetown",2010,05,England_South Africa_2010-05-08,England,England,South Africa,True,168,Right hand Bat,Right hand Bat,Right arm Fast
24,C Kieswetter,CK Langeveldt,KP Pietersen,0,5,5,37,,9,11,1,wides,4.0,0,,,3,bat,England,1,"Kensington Oval, Bridgetown",2010,05,England_South Africa_2010-05-08,England,England,South Africa,True,168,Right hand Bat,Right hand Bat,Right arm Fast
25,C Kieswetter,CK Langeveldt,KP Pietersen,0,0,0,37,,9,12,1,-,5.0,0,,,3,bat,England,1,"Kensington Oval, Bridgetown",2010,05,England_South Africa_2010-05-08,England,England,South Africa,True,168,Right hand Bat,Right hand Bat,Right arm Fast
26,C Kieswetter,CK Langeveldt,KP Pietersen,0,0,0,37,,9,13,1,-,6.0,0,,,3,bat,England,1,"Kensington Oval, Bridgetown",2010,05,England_South Africa_2010-05-08,England,England,South Africa,True,168,Right hand Bat,Right hand Bat,Right arm Fast
27,KP Pietersen,M Morkel,C Kieswetter,0,0,0,37,,17,11,1,-,1.0,0,,,4,bat,England,1,"Kensington Oval, Bridgetown",2010,05,England_South Africa_2010-05-08,England,England,South Africa,True,168,Right hand Bat,Right hand Bat,Right arm Fast
28,KP Pietersen,M Morkel,C Kieswetter,4,0,4,41,,21,12,1,-,2.0,0,,,4,bat,England,1,"Kensington Oval, Bridgetown",2010,05,England_South Africa_2010-05-08,England,England,South Africa,True,168,Right hand Bat,Right hand Bat,Right arm Fast
29,KP Pietersen,M Morkel,C Kieswetter,2,0,2,43,,23,13,1,-,3.0,0,,,4,bat,England,1,"Kensington Oval, Bridgetown",2010,05,England_South Africa_2010-05-08,England,England,South Africa,True,168,Right hand Bat,Right hand Bat,Right arm Fast
30,KP Pietersen,M Morkel,C Kieswetter,4,0,4,47,,27,14,1,-,4.0,0,,,4,bat,England,1,"Kensington Oval, Bridgetown",2010,05,England_South Africa_2010-05-08,England,England,South Africa,True,168,Right hand Bat,Right hand Bat,Right arm Fast
31,KP Pietersen,M Morkel,C Kieswetter,1,0,1,48,,28,15,1,-,5.0,0,,,4,bat,England,1,"Kensington Oval, Bridgetown",2010,05,England_South Africa_2010-05-08,England,England,South Africa,True,168,Right hand Bat,Right hand Bat,Right arm Fast
32,C Kieswetter,M Morkel,KP Pietersen,1,0,1,49,,10,14,1,-,6.0,0,,,4,bat,England,1,"Kensington Oval, Bridgetown",2010,05,England_South Africa_2010-05-08,England,England,South Africa,True,168,Right hand Bat,Right hand Bat,Right arm Fast
33,C Kieswetter,CK Langeveldt,KP Pietersen,6,0,6,55,,16,15,1,-,1.0,0,,,5,bat,England,1,"Kensington Oval, Bridgetown",2010,05,England_South Africa_2010-05-08,England,England,South Africa,True,168,Right hand Bat,Right hand Bat,Right arm Fast
34,C Kieswetter,CK Langeveldt,KP Pietersen,0,1,1,56,,16,16,1,legbyes,2.0,0,,,5,bat,England,1,"Kensington Oval, Bridgetown",2010,05,England_South Africa_2010-05-08,England,England,South Africa,True,168,Right hand Bat,Right hand Bat,Right arm Fast
35,KP Pietersen,CK Langeveldt,C Kieswetter,1,0,1,57,,29,16,1,-,3.0,0,,,5,bat,England,1,"Kensington Oval, Bridgetown",2010,05,England_South Africa_2010-05-08,England,England,South Africa,True,168,Right hand Bat,Right hand Bat,Right arm Fast
36,C Kieswetter,CK Langeveldt,KP Pietersen,4,0,4,61,,20,17,1,-,4.0,0,,,5,bat,England,1,"Kensington Oval, Bridgetown",2010,05,England_South Africa_2010-05-08,England,England,South Africa,True,168,Right hand Bat,Right hand Bat,Right arm Fast
37,C Kieswetter,CK Langeveldt,KP Pietersen,0,0,0,61,,20,18,1,-,5.0,0,,,5,bat,England,1,"Kensington Oval, Bridgetown",2010,05,England_South Africa_2010-05-08,England,England,South Africa,True,168,Right hand Bat,Right hand Bat,Right arm Fast
38,C Kieswetter,CK Langeveldt,KP Pietersen,4,0,4,65,,24,19,1,-,6.0,0,,,5,bat,England,1,"Kensington Oval, Bridgetown",2010,05,England_South Africa_2010-05-08,England,England,South Africa,True,168,Right hand Bat,Right hand Bat,Right arm Fast
39,KP Pietersen,JH Kallis,C Kieswetter,1,0,1,66,,30,17,1,-,1.0,0,,,6,bat,England,1,"Kensington Oval, Bridgetown",2010,05,England_South Africa_2010-05-08,England,England,South Africa,True,168,Right hand Bat,Right hand Bat,Right arm Fast
40,C Kieswetter,JH Kallis,KP Pietersen,0,0,0,66,,24,20,1,-,2.0,0,,,6,bat,England,1,"Kensington Oval, Bridgetown",2010,05,England_South Africa_2010-05-08,England,England,South Africa,True,168,Right hand Bat,Right hand Bat,Right arm Fast
41,C Kieswetter,JH Kallis,KP Pietersen,0,0,0,66,,24,21,1,-,3.0,0,,,6,bat,England,1,"Kensington Oval, Bridgetown",2010,05,England_South Africa_2010-05-08,England,England,South Africa,True,168,Right hand Bat,Right hand Bat,Right arm Fast
42,C Kieswetter,JH Kallis,KP Pietersen,2,0,2,68,,26,22,1,-,4.0,0,,,6,bat,England,1,"Kensington Oval, Bridgetown",2010,05,England_South Africa_2010-05-08,England,England,South Africa,True,168,Right hand Bat,Right hand Bat,Right arm Fast
