,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,SR Watson,RJ Sidebottom,DA Warner,2,0,2,2,,2,1,0,-,1.0,0,,,0,field,England,1,"Kensington Oval, Bridgetown",2010,05,Australia_England_2010-05-16,England,Australia,England,False,147,Right hand Bat,Left hand Bat,Left arm Fast
1,SR Watson,RJ Sidebottom,DA Warner,0,0,0,2,,2,2,0,-,2.0,0,,,0,field,England,1,"Kensington Oval, Bridgetown",2010,05,Australia_England_2010-05-16,England,Australia,England,False,147,Right hand Bat,Left hand Bat,Left arm Fast
2,SR Watson,RJ Sidebottom,DA Warner,0,0,0,2,,2,3,1,-,3.0,caught,SR Watson,GP Swann,0,field,England,1,"Kensington Oval, Bridgetown",2010,05,Australia_England_2010-05-16,England,Australia,England,False,147,Right hand Bat,Left hand Bat,Left arm Fast
3,MJ Clarke,RJ Sidebottom,DA Warner,0,1,1,3,,0,0,1,wides,3.0,0,,,0,field,England,1,"Kensington Oval, Bridgetown",2010,05,Australia_England_2010-05-16,England,Australia,England,False,147,Right hand Bat,Left hand Bat,Left arm Fast
4,MJ Clarke,RJ Sidebottom,DA Warner,1,0,1,4,,1,1,1,-,4.0,0,,,0,field,England,1,"Kensington Oval, Bridgetown",2010,05,Australia_England_2010-05-16,England,Australia,England,False,147,Right hand Bat,Left hand Bat,Left arm Fast
5,DA Warner,RJ Sidebottom,MJ Clarke,1,0,1,5,,1,1,1,-,5.0,0,,,0,field,England,1,"Kensington Oval, Bridgetown",2010,05,Australia_England_2010-05-16,England,Australia,England,False,147,Left hand Bat,Right hand Bat,Left arm Fast
6,MJ Clarke,RJ Sidebottom,DA Warner,0,1,1,6,,1,1,1,wides,5.0,0,,,0,field,England,1,"Kensington Oval, Bridgetown",2010,05,Australia_England_2010-05-16,England,Australia,England,False,147,Right hand Bat,Left hand Bat,Left arm Fast
7,MJ Clarke,RJ Sidebottom,DA Warner,0,0,0,6,,1,2,1,-,6.0,0,,,0,field,England,1,"Kensington Oval, Bridgetown",2010,05,Australia_England_2010-05-16,England,Australia,England,False,147,Right hand Bat,Left hand Bat,Left arm Fast
8,DA Warner,TT Bresnan,MJ Clarke,0,0,0,6,,1,2,1,-,1.0,0,,,1,field,England,1,"Kensington Oval, Bridgetown",2010,05,Australia_England_2010-05-16,England,Australia,England,False,147,Left hand Bat,Right hand Bat,Right arm Medium
9,DA Warner,TT Bresnan,MJ Clarke,0,0,0,6,,1,3,1,-,2.0,0,,,1,field,England,1,"Kensington Oval, Bridgetown",2010,05,Australia_England_2010-05-16,England,Australia,England,False,147,Left hand Bat,Right hand Bat,Right arm Medium
10,DA Warner,TT Bresnan,MJ Clarke,1,0,1,7,,2,4,1,-,3.0,0,,,1,field,England,1,"Kensington Oval, Bridgetown",2010,05,Australia_England_2010-05-16,England,Australia,England,False,147,Left hand Bat,Right hand Bat,Right arm Medium
11,MJ Clarke,TT Bresnan,DA Warner,0,0,0,7,,1,3,1,-,4.0,0,,,1,field,England,1,"Kensington Oval, Bridgetown",2010,05,Australia_England_2010-05-16,England,Australia,England,False,147,Right hand Bat,Left hand Bat,Right arm Medium
12,MJ Clarke,TT Bresnan,DA Warner,0,0,0,7,,1,4,2,-,5.0,run out,DA Warner,MJ Lumb,1,field,England,1,"Kensington Oval, Bridgetown",2010,05,Australia_England_2010-05-16,England,Australia,England,False,147,Right hand Bat,Left hand Bat,Right arm Medium
13,BJ Haddin,TT Bresnan,MJ Clarke,1,0,1,8,,1,1,2,-,6.0,0,,,1,field,England,1,"Kensington Oval, Bridgetown",2010,05,Australia_England_2010-05-16,England,Australia,England,False,147,Right hand Bat,Right hand Bat,Right arm Medium
14,BJ Haddin,RJ Sidebottom,MJ Clarke,0,0,0,8,,1,2,3,-,1.0,caught,BJ Haddin,C Kieswetter,2,field,England,1,"Kensington Oval, Bridgetown",2010,05,Australia_England_2010-05-16,England,Australia,England,False,147,Right hand Bat,Right hand Bat,Left arm Fast
15,DJ Hussey,RJ Sidebottom,MJ Clarke,1,0,1,9,,1,1,3,-,2.0,0,,,2,field,England,1,"Kensington Oval, Bridgetown",2010,05,Australia_England_2010-05-16,England,Australia,England,False,147,Right hand Bat,Right hand Bat,Left arm Fast
16,MJ Clarke,RJ Sidebottom,DJ Hussey,1,0,1,10,,2,5,3,-,3.0,0,,,2,field,England,1,"Kensington Oval, Bridgetown",2010,05,Australia_England_2010-05-16,England,Australia,England,False,147,Right hand Bat,Right hand Bat,Left arm Fast
17,DJ Hussey,RJ Sidebottom,MJ Clarke,0,0,0,10,,1,2,3,-,4.0,0,,,2,field,England,1,"Kensington Oval, Bridgetown",2010,05,Australia_England_2010-05-16,England,Australia,England,False,147,Right hand Bat,Right hand Bat,Left arm Fast
18,DJ Hussey,RJ Sidebottom,MJ Clarke,0,0,0,10,,1,3,3,-,5.0,0,,,2,field,England,1,"Kensington Oval, Bridgetown",2010,05,Australia_England_2010-05-16,England,Australia,England,False,147,Right hand Bat,Right hand Bat,Left arm Fast
19,DJ Hussey,RJ Sidebottom,MJ Clarke,0,0,0,10,,1,4,3,-,6.0,0,,,2,field,England,1,"Kensington Oval, Bridgetown",2010,05,Australia_England_2010-05-16,England,Australia,England,False,147,Right hand Bat,Right hand Bat,Left arm Fast
20,MJ Clarke,SCJ Broad,DJ Hussey,0,0,0,10,,2,6,3,-,1.0,0,,,3,field,England,1,"Kensington Oval, Bridgetown",2010,05,Australia_England_2010-05-16,England,Australia,England,False,147,Right hand Bat,Right hand Bat,Right arm Fast
21,MJ Clarke,SCJ Broad,DJ Hussey,1,0,1,11,,3,7,3,-,2.0,0,,,3,field,England,1,"Kensington Oval, Bridgetown",2010,05,Australia_England_2010-05-16,England,Australia,England,False,147,Right hand Bat,Right hand Bat,Right arm Fast
22,DJ Hussey,SCJ Broad,MJ Clarke,1,0,1,12,,2,5,3,-,3.0,0,,,3,field,England,1,"Kensington Oval, Bridgetown",2010,05,Australia_England_2010-05-16,England,Australia,England,False,147,Right hand Bat,Right hand Bat,Right arm Fast
23,MJ Clarke,SCJ Broad,DJ Hussey,2,0,2,14,,5,8,3,-,4.0,0,,,3,field,England,1,"Kensington Oval, Bridgetown",2010,05,Australia_England_2010-05-16,England,Australia,England,False,147,Right hand Bat,Right hand Bat,Right arm Fast
24,MJ Clarke,SCJ Broad,DJ Hussey,0,1,1,15,,5,8,3,wides,4.0,0,,,3,field,England,1,"Kensington Oval, Bridgetown",2010,05,Australia_England_2010-05-16,England,Australia,England,False,147,Right hand Bat,Right hand Bat,Right arm Fast
25,MJ Clarke,SCJ Broad,DJ Hussey,0,0,0,15,,5,9,3,-,5.0,0,,,3,field,England,1,"Kensington Oval, Bridgetown",2010,05,Australia_England_2010-05-16,England,Australia,England,False,147,Right hand Bat,Right hand Bat,Right arm Fast
