,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
10,Shakib Al Hasan,Sohail Tanvir,Tamim Iqbal,1,0,1,16,125,1,3,1,-,5.0,0,,,1,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
11,Tamim Iqbal,Sohail Tanvir,Shakib Al Hasan,0,0,0,16,125,14,9,1,-,6.0,0,,,1,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
12,Shakib Al Hasan,Umar Gul,Tamim Iqbal,1,0,1,17,124,2,4,1,-,1.0,0,,,2,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
13,Tamim Iqbal,Umar Gul,Shakib Al Hasan,0,0,0,17,124,14,10,2,-,2.0,caught,Tamim Iqbal,Mohammad Hafeez,2,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
14,Mushfiqur Rahim,Umar Gul,Shakib Al Hasan,0,0,0,17,124,0,1,2,-,3.0,0,,,2,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
15,Mushfiqur Rahim,Umar Gul,Shakib Al Hasan,4,0,4,21,120,4,2,2,-,4.0,0,,,2,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
16,Mushfiqur Rahim,Umar Gul,Shakib Al Hasan,4,0,4,25,116,8,3,2,-,5.0,0,,,2,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
17,Mushfiqur Rahim,Umar Gul,Shakib Al Hasan,0,0,0,25,116,8,4,2,-,6.0,0,,,2,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
18,Shakib Al Hasan,Sohail Tanvir,Mushfiqur Rahim,0,0,0,25,116,2,5,2,-,1.0,0,,,3,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
19,Shakib Al Hasan,Sohail Tanvir,Mushfiqur Rahim,1,0,1,26,115,3,6,2,-,2.0,0,,,3,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
20,Mushfiqur Rahim,Sohail Tanvir,Shakib Al Hasan,0,0,0,26,115,8,5,2,-,3.0,0,,,3,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
21,Mushfiqur Rahim,Sohail Tanvir,Shakib Al Hasan,0,0,0,26,115,8,6,2,-,4.0,0,,,3,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
22,Mushfiqur Rahim,Sohail Tanvir,Shakib Al Hasan,4,0,4,30,111,12,7,2,-,5.0,0,,,3,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
23,Mushfiqur Rahim,Sohail Tanvir,Shakib Al Hasan,1,0,1,31,110,13,8,2,-,6.0,0,,,3,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
24,Mushfiqur Rahim,Saeed Ajmal,Shakib Al Hasan,1,0,1,32,109,14,9,2,-,1.0,0,,,4,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
25,Shakib Al Hasan,Saeed Ajmal,Mushfiqur Rahim,1,0,1,33,108,4,7,2,-,2.0,0,,,4,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
26,Mushfiqur Rahim,Saeed Ajmal,Shakib Al Hasan,0,0,0,33,108,14,10,2,-,3.0,0,,,4,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
27,Mushfiqur Rahim,Saeed Ajmal,Shakib Al Hasan,1,0,1,34,107,15,11,2,-,4.0,0,,,4,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
28,Shakib Al Hasan,Saeed Ajmal,Mushfiqur Rahim,0,0,0,34,107,4,8,2,-,5.0,0,,,4,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
29,Shakib Al Hasan,Saeed Ajmal,Mushfiqur Rahim,0,0,0,34,107,4,9,2,-,6.0,0,,,4,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
30,Mushfiqur Rahim,Wahab Riaz,Shakib Al Hasan,0,0,0,34,107,15,12,2,-,1.0,0,,,5,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
31,Mushfiqur Rahim,Wahab Riaz,Shakib Al Hasan,4,0,4,38,103,19,13,2,-,2.0,0,,,5,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
32,Mushfiqur Rahim,Wahab Riaz,Shakib Al Hasan,0,0,0,38,103,19,14,2,-,3.0,0,,,5,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
33,Mushfiqur Rahim,Wahab Riaz,Shakib Al Hasan,0,0,0,38,103,19,15,3,-,4.0,bowled,Mushfiqur Rahim,,5,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
34,Sabbir Rahman,Wahab Riaz,Shakib Al Hasan,2,0,2,40,101,2,1,3,-,5.0,0,,,5,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
35,Sabbir Rahman,Wahab Riaz,Shakib Al Hasan,4,0,4,44,97,6,2,3,-,6.0,0,,,5,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
36,Shakib Al Hasan,Shahid Afridi,Sabbir Rahman,4,0,4,48,93,8,10,3,-,1.0,0,,,6,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
37,Shakib Al Hasan,Shahid Afridi,Sabbir Rahman,1,0,1,49,92,9,11,3,-,2.0,0,,,6,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
38,Sabbir Rahman,Shahid Afridi,Shakib Al Hasan,1,0,1,50,91,7,3,3,-,3.0,0,,,6,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
39,Shakib Al Hasan,Shahid Afridi,Sabbir Rahman,0,0,0,50,91,9,12,3,-,4.0,0,,,6,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
40,Shakib Al Hasan,Shahid Afridi,Sabbir Rahman,0,0,0,50,91,9,13,3,-,5.0,0,,,6,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
41,Shakib Al Hasan,Shahid Afridi,Sabbir Rahman,0,0,0,50,91,9,14,3,-,6.0,0,,,6,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
42,Sabbir Rahman,Wahab Riaz,Shakib Al Hasan,0,0,0,50,91,7,4,3,-,1.0,0,,,7,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
43,Sabbir Rahman,Wahab Riaz,Shakib Al Hasan,2,0,2,52,89,9,5,3,-,2.0,0,,,7,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
44,Sabbir Rahman,Wahab Riaz,Shakib Al Hasan,1,0,1,53,88,10,6,3,-,3.0,0,,,7,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
45,Shakib Al Hasan,Wahab Riaz,Sabbir Rahman,1,0,1,54,87,10,15,3,-,4.0,0,,,7,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
46,Sabbir Rahman,Wahab Riaz,Shakib Al Hasan,0,0,0,54,87,10,7,3,-,5.0,0,,,7,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
47,Sabbir Rahman,Wahab Riaz,Shakib Al Hasan,0,0,0,54,87,10,8,3,-,6.0,0,,,7,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
48,Shakib Al Hasan,Shahid Afridi,Sabbir Rahman,4,0,4,58,83,14,16,3,-,1.0,0,,,8,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
49,Shakib Al Hasan,Shahid Afridi,Sabbir Rahman,4,0,4,62,79,18,17,3,-,2.0,0,,,8,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
50,Shakib Al Hasan,Shahid Afridi,Sabbir Rahman,2,0,2,64,77,20,18,3,-,3.0,0,,,8,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
51,Shakib Al Hasan,Shahid Afridi,Sabbir Rahman,0,0,0,64,77,20,19,3,-,4.0,0,,,8,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
52,Shakib Al Hasan,Shahid Afridi,Sabbir Rahman,1,0,1,65,76,21,20,3,-,5.0,0,,,8,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
53,Sabbir Rahman,Shahid Afridi,Shakib Al Hasan,0,0,0,65,76,10,9,3,-,6.0,0,,,8,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
54,Shakib Al Hasan,Saeed Ajmal,Sabbir Rahman,2,0,2,67,74,23,21,3,-,1.0,0,,,9,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
55,Shakib Al Hasan,Saeed Ajmal,Sabbir Rahman,1,0,1,68,73,24,22,3,-,2.0,0,,,9,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
56,Sabbir Rahman,Saeed Ajmal,Shakib Al Hasan,1,0,1,69,72,11,10,3,-,3.0,0,,,9,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
57,Shakib Al Hasan,Saeed Ajmal,Sabbir Rahman,2,0,2,71,70,26,23,3,-,4.0,0,,,9,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
58,Shakib Al Hasan,Saeed Ajmal,Sabbir Rahman,4,0,4,75,66,30,24,3,-,5.0,0,,,9,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
59,Shakib Al Hasan,Saeed Ajmal,Sabbir Rahman,0,0,0,75,66,30,25,3,-,6.0,0,,,9,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
60,Sabbir Rahman,Umar Gul,Shakib Al Hasan,0,0,0,75,66,11,11,3,-,1.0,0,,,10,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
61,Sabbir Rahman,Umar Gul,Shakib Al Hasan,4,0,4,79,62,15,12,3,-,2.0,0,,,10,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
62,Sabbir Rahman,Umar Gul,Shakib Al Hasan,4,0,4,83,58,19,13,3,-,3.0,0,,,10,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
63,Sabbir Rahman,Umar Gul,Shakib Al Hasan,6,0,6,89,52,25,14,3,-,4.0,0,,,10,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
64,Sabbir Rahman,Umar Gul,Shakib Al Hasan,0,0,0,89,52,25,15,3,-,5.0,0,,,10,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
65,Sabbir Rahman,Umar Gul,Shakib Al Hasan,0,0,0,89,52,25,16,3,-,6.0,0,,,10,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
66,Shakib Al Hasan,Shahid Afridi,Sabbir Rahman,0,0,0,89,52,30,26,3,-,1.0,0,,,11,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
67,Shakib Al Hasan,Shahid Afridi,Sabbir Rahman,1,0,1,90,51,31,27,3,-,2.0,0,,,11,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
68,Sabbir Rahman,Shahid Afridi,Shakib Al Hasan,0,0,0,90,51,25,17,3,-,3.0,0,,,11,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
69,Sabbir Rahman,Shahid Afridi,Shakib Al Hasan,1,0,1,91,50,26,18,3,-,4.0,0,,,11,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
70,Shakib Al Hasan,Shahid Afridi,Sabbir Rahman,2,0,2,93,48,33,28,3,-,5.0,0,,,11,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
71,Shakib Al Hasan,Shahid Afridi,Sabbir Rahman,4,0,4,97,44,37,29,3,-,6.0,0,,,11,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
72,Sabbir Rahman,Wahab Riaz,Shakib Al Hasan,4,0,4,101,40,30,19,3,-,1.0,0,,,12,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
73,Sabbir Rahman,Wahab Riaz,Shakib Al Hasan,0,0,0,101,40,30,20,3,-,2.0,0,,,12,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
74,Sabbir Rahman,Wahab Riaz,Shakib Al Hasan,1,0,1,102,39,31,21,3,-,3.0,0,,,12,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
75,Shakib Al Hasan,Wahab Riaz,Sabbir Rahman,4,0,4,106,35,41,30,3,-,4.0,0,,,12,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
76,Shakib Al Hasan,Wahab Riaz,Sabbir Rahman,0,0,0,106,35,41,31,3,-,5.0,0,,,12,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
77,Shakib Al Hasan,Wahab Riaz,Sabbir Rahman,1,0,1,107,34,42,32,3,-,6.0,0,,,12,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
78,Shakib Al Hasan,Sohail Tanvir,Sabbir Rahman,0,0,0,107,34,42,33,3,-,1.0,0,,,13,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
79,Shakib Al Hasan,Sohail Tanvir,Sabbir Rahman,0,0,0,107,34,42,34,3,-,2.0,0,,,13,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
80,Shakib Al Hasan,Sohail Tanvir,Sabbir Rahman,4,0,4,111,30,46,35,3,-,3.0,0,,,13,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
81,Shakib Al Hasan,Sohail Tanvir,Sabbir Rahman,1,0,1,112,29,47,36,3,-,4.0,0,,,13,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
82,Sabbir Rahman,Sohail Tanvir,Shakib Al Hasan,0,1,1,113,28,31,22,3,wides,4.0,0,,,13,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
83,Sabbir Rahman,Sohail Tanvir,Shakib Al Hasan,2,0,2,115,26,33,23,3,-,5.0,0,,,13,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
84,Sabbir Rahman,Sohail Tanvir,Shakib Al Hasan,1,0,1,116,25,34,24,3,-,6.0,0,,,13,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
85,Sabbir Rahman,Saeed Ajmal,Shakib Al Hasan,4,0,4,120,21,38,25,3,-,1.0,0,,,14,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
86,Sabbir Rahman,Saeed Ajmal,Shakib Al Hasan,1,0,1,121,20,39,26,3,-,2.0,0,,,14,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
87,Shakib Al Hasan,Saeed Ajmal,Sabbir Rahman,1,0,1,122,19,48,37,3,-,3.0,0,,,14,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
88,Sabbir Rahman,Saeed Ajmal,Shakib Al Hasan,0,0,0,122,19,39,27,3,-,4.0,0,,,14,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
89,Sabbir Rahman,Saeed Ajmal,Shakib Al Hasan,1,0,1,123,18,40,28,3,-,5.0,0,,,14,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
90,Shakib Al Hasan,Saeed Ajmal,Sabbir Rahman,0,0,0,123,18,48,38,3,-,6.0,0,,,14,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
91,Sabbir Rahman,Wahab Riaz,Shakib Al Hasan,4,0,4,127,14,44,29,3,-,1.0,0,,,15,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
92,Sabbir Rahman,Wahab Riaz,Shakib Al Hasan,1,0,1,128,13,45,30,3,-,2.0,0,,,15,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
93,Shakib Al Hasan,Wahab Riaz,Sabbir Rahman,1,0,1,129,12,49,39,3,-,3.0,0,,,15,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
94,Sabbir Rahman,Wahab Riaz,Shakib Al Hasan,4,0,4,133,8,49,31,3,-,4.0,0,,,15,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
95,Sabbir Rahman,Wahab Riaz,Shakib Al Hasan,1,0,1,134,7,50,32,3,-,5.0,0,,,15,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
96,Shakib Al Hasan,Wahab Riaz,Sabbir Rahman,4,0,4,138,3,53,40,3,-,6.0,0,,,15,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
97,Sabbir Rahman,Saeed Ajmal,Shakib Al Hasan,1,0,1,139,2,51,33,3,-,1.0,0,,,16,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
98,Shakib Al Hasan,Saeed Ajmal,Sabbir Rahman,4,0,4,143,-2,57,41,3,-,2.0,0,,,16,bat,Pakistan,2,Shere Bangla National Stadium,2015,04,Bangladesh_Pakistan_2015-04-24,Bangladesh,Bangladesh,Pakistan,True,143
