,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
31,VS Solanki,JDP Oram,DL Maddy,4,0,4,40,124,21,19,0,2,5,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
32,VS Solanki,JDP Oram,DL Maddy,1,0,1,41,123,22,20,0,3,5,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
33,DL Maddy,JDP Oram,VS Solanki,4,0,4,45,119,23,14,0,4,5,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
34,DL Maddy,JDP Oram,VS Solanki,4,0,4,49,115,27,15,0,5,5,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
35,DL Maddy,JDP Oram,VS Solanki,1,0,1,50,114,28,16,0,6,5,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
36,DL Maddy,CS Martin,VS Solanki,4,0,4,54,110,32,17,0,1,6,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
37,DL Maddy,CS Martin,VS Solanki,2,0,2,56,108,34,18,0,2,6,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
38,DL Maddy,CS Martin,VS Solanki,1,0,1,57,107,35,19,0,3,6,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
39,VS Solanki,CS Martin,DL Maddy,0,0,0,57,107,22,21,0,4,6,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
40,VS Solanki,CS Martin,DL Maddy,1,0,1,58,106,23,22,0,5,6,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
41,DL Maddy,CS Martin,VS Solanki,1,0,1,59,105,36,20,0,6,6,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
42,DL Maddy,DL Vettori,VS Solanki,1,0,1,60,104,37,21,0,1,7,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
43,VS Solanki,DL Vettori,DL Maddy,0,0,0,60,104,23,23,0,2,7,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
44,VS Solanki,DL Vettori,DL Maddy,1,0,1,61,103,24,24,0,3,7,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
45,DL Maddy,DL Vettori,VS Solanki,1,0,1,62,102,38,22,0,4,7,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
46,VS Solanki,DL Vettori,DL Maddy,0,0,0,62,102,24,25,1,5,7,caught,VS Solanki,L Vincent,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
47,DL Maddy,DL Vettori,KP Pietersen,0,0,0,62,102,38,23,1,6,7,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
48,KP Pietersen,CS Martin,DL Maddy,0,0,0,62,102,0,1,1,1,8,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
49,KP Pietersen,CS Martin,DL Maddy,0,0,0,62,102,0,2,1,2,8,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
50,KP Pietersen,CS Martin,DL Maddy,1,0,1,63,101,1,3,1,3,8,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
51,DL Maddy,CS Martin,KP Pietersen,0,0,0,63,101,38,24,1,4,8,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
52,DL Maddy,CS Martin,KP Pietersen,2,0,2,65,99,40,25,1,5,8,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
53,DL Maddy,CS Martin,KP Pietersen,1,0,1,66,98,41,26,1,6,8,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
54,DL Maddy,DL Vettori,KP Pietersen,0,0,0,66,98,41,27,1,1,9,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
55,DL Maddy,DL Vettori,KP Pietersen,1,0,1,67,97,42,28,1,2,9,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
56,KP Pietersen,DL Vettori,DL Maddy,2,0,2,69,95,3,4,1,3,9,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
57,KP Pietersen,DL Vettori,DL Maddy,1,0,1,70,94,4,5,1,4,9,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
58,DL Maddy,DL Vettori,KP Pietersen,1,0,1,71,93,43,29,1,5,9,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
59,KP Pietersen,DL Vettori,DL Maddy,1,0,1,72,92,5,6,1,6,9,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
60,KP Pietersen,CS Martin,DL Maddy,1,0,1,73,91,6,7,1,1,10,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
61,DL Maddy,CS Martin,KP Pietersen,6,0,6,79,85,49,30,1,2,10,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
62,DL Maddy,CS Martin,KP Pietersen,1,0,1,80,84,50,31,1,3,10,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
63,KP Pietersen,CS Martin,DL Maddy,0,0,0,80,84,6,8,2,4,10,run out,DL Maddy,CD McMillan;CS Martin,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
64,KP Pietersen,CS Martin,PD Collingwood,1,0,1,81,83,7,9,2,5,10,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
65,PD Collingwood,CS Martin,KP Pietersen,0,0,0,81,83,0,1,2,6,10,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
66,KP Pietersen,SB Styris,PD Collingwood,1,0,1,82,82,8,10,2,1,11,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
67,PD Collingwood,SB Styris,KP Pietersen,1,0,1,83,81,1,2,2,2,11,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
68,KP Pietersen,SB Styris,PD Collingwood,1,0,1,84,80,9,11,2,3,11,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
69,PD Collingwood,SB Styris,KP Pietersen,1,0,1,85,79,2,3,2,4,11,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
70,KP Pietersen,SB Styris,PD Collingwood,1,0,1,86,78,10,12,2,5,11,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
71,PD Collingwood,SB Styris,KP Pietersen,1,0,1,87,77,3,4,2,6,11,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
72,PD Collingwood,CS Martin,KP Pietersen,0,0,0,87,77,3,5,3,1,12,caught,PD Collingwood,CD McMillan,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
73,OA Shah,CS Martin,KP Pietersen,0,0,0,87,77,0,1,3,2,12,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
74,OA Shah,CS Martin,KP Pietersen,1,0,1,88,76,1,2,3,3,12,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
75,KP Pietersen,CS Martin,OA Shah,4,0,4,92,72,14,13,3,4,12,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
76,KP Pietersen,CS Martin,OA Shah,4,0,4,96,68,18,14,3,5,12,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
77,KP Pietersen,CS Martin,OA Shah,6,0,6,102,62,24,15,3,6,12,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
78,OA Shah,DL Vettori,KP Pietersen,1,0,1,103,61,2,3,3,1,13,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
79,KP Pietersen,DL Vettori,OA Shah,0,0,0,103,61,24,16,4,2,13,bowled,KP Pietersen,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
80,A Flintoff,DL Vettori,OA Shah,1,0,1,104,60,1,1,4,3,13,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
81,OA Shah,DL Vettori,A Flintoff,0,0,0,104,60,2,4,5,4,13,run out,A Flintoff,L Vincent;DL Vettori,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
82,OA Shah,DL Vettori,LJ Wright,1,0,1,105,59,3,5,5,5,13,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
83,LJ Wright,DL Vettori,OA Shah,1,0,1,106,58,1,1,5,6,13,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
84,LJ Wright,SB Styris,OA Shah,1,0,1,107,57,2,2,5,1,14,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
85,OA Shah,SB Styris,LJ Wright,1,0,1,108,56,4,6,5,2,14,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
86,LJ Wright,SB Styris,OA Shah,4,0,4,112,52,6,3,5,3,14,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
87,LJ Wright,SB Styris,OA Shah,0,0,0,112,52,6,4,5,4,14,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
88,LJ Wright,SB Styris,OA Shah,6,0,6,118,46,12,5,5,5,14,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
89,LJ Wright,SB Styris,OA Shah,1,0,1,119,45,13,6,5,6,14,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
90,LJ Wright,DL Vettori,OA Shah,1,0,1,120,44,14,7,5,1,15,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
91,OA Shah,DL Vettori,LJ Wright,2,0,2,122,42,6,7,5,2,15,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
92,OA Shah,DL Vettori,LJ Wright,1,0,1,123,41,7,8,5,3,15,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
93,LJ Wright,DL Vettori,OA Shah,0,0,0,123,41,14,8,5,4,15,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
94,LJ Wright,DL Vettori,OA Shah,1,0,1,124,40,15,9,5,5,15,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
95,OA Shah,DL Vettori,LJ Wright,2,0,2,126,38,9,9,5,6,15,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
96,LJ Wright,JDP Oram,OA Shah,1,0,1,127,37,16,10,5,1,16,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
97,OA Shah,JDP Oram,LJ Wright,6,0,6,133,31,15,10,5,2,16,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
98,OA Shah,JDP Oram,LJ Wright,1,0,1,134,30,16,11,5,3,16,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
99,LJ Wright,JDP Oram,OA Shah,2,0,2,136,28,18,11,5,4,16,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
100,LJ Wright,JDP Oram,OA Shah,1,0,1,137,27,19,12,5,5,16,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
101,OA Shah,JDP Oram,LJ Wright,0,0,0,137,27,16,12,5,6,16,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
102,LJ Wright,MR Gillespie,OA Shah,1,0,1,138,26,20,13,5,1,17,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
103,OA Shah,MR Gillespie,LJ Wright,1,0,1,139,25,17,13,5,2,17,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
104,LJ Wright,MR Gillespie,OA Shah,1,0,1,140,24,21,14,5,3,17,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
105,OA Shah,MR Gillespie,LJ Wright,2,0,2,142,22,19,14,5,4,17,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
106,OA Shah,MR Gillespie,LJ Wright,1,0,1,143,21,20,15,5,5,17,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
107,LJ Wright,MR Gillespie,OA Shah,2,0,2,145,19,23,15,5,6,17,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
108,OA Shah,SE Bond,LJ Wright,1,0,1,146,18,21,16,6,1,18,run out,OA Shah,DL Vettori;BB McCullum,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
109,AD Mascarenhas,SE Bond,LJ Wright,0,0,0,146,18,0,1,7,2,18,caught,AD Mascarenhas,JS Patel,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
110,LJ Wright,SE Bond,CP Schofield,1,0,1,147,17,24,16,7,3,18,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
111,CP Schofield,SE Bond,LJ Wright,1,0,1,148,16,1,1,7,4,18,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
112,LJ Wright,SE Bond,CP Schofield,0,0,0,148,16,24,17,8,5,18,caught,LJ Wright,JS Patel,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
113,CP Schofield,SE Bond,SCJ Broad,1,0,1,149,15,2,2,8,6,18,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
114,CP Schofield,MR Gillespie,SCJ Broad,0,1,1,150,14,2,3,8,1,19,0,,,wides,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
115,CP Schofield,MR Gillespie,SCJ Broad,1,0,1,151,13,3,4,8,2,19,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
116,SCJ Broad,MR Gillespie,CP Schofield,1,0,1,152,12,1,1,8,3,19,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
117,CP Schofield,MR Gillespie,SCJ Broad,2,0,2,154,10,5,5,8,4,19,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
118,CP Schofield,MR Gillespie,SCJ Broad,2,0,2,156,8,7,6,8,5,19,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
119,CP Schofield,MR Gillespie,SCJ Broad,1,0,1,157,7,8,7,8,6,19,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
120,SCJ Broad,MR Gillespie,CP Schofield,2,0,2,159,5,3,2,8,7,19,0,,,-,field,England,2,Kingsmead,2007,09,England_New Zealand_2007-09-18,New Zealand,England,New Zealand,False,159
