,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,TM Head,M Jansen,MW Short,0,0,0,0,182,0,1,0,1,-,0,,,0,field,South Africa,1,"Kingsmead, Durban",2023,08,Australia_South Africa_2023-08-30,Australia,Australia,South Africa,226
1,TM Head,M Jansen,MW Short,6,0,6,6,176,6,2,0,2,-,0,,,0,field,South Africa,1,"Kingsmead, Durban",2023,08,Australia_South Africa_2023-08-30,Australia,Australia,South Africa,226
2,TM Head,M Jansen,MW Short,0,0,0,6,176,6,3,1,3,-,caught,TM Head,RR Hendricks,0,field,South Africa,1,"Kingsmead, Durban",2023,08,Australia_South Africa_2023-08-30,Australia,Australia,South Africa,226
3,MR Marsh,M Jansen,MW Short,0,0,0,6,176,0,1,1,4,-,0,,,0,field,South Africa,1,"Kingsmead, Durban",2023,08,Australia_South Africa_2023-08-30,Australia,Australia,South Africa,226
4,MR Marsh,M Jansen,MW Short,0,1,1,7,175,0,2,1,5,wides,0,,,0,field,South Africa,1,"Kingsmead, Durban",2023,08,Australia_South Africa_2023-08-30,Australia,Australia,South Africa,226
5,MR Marsh,M Jansen,MW Short,0,1,1,8,174,0,3,1,6,wides,0,,,0,field,South Africa,1,"Kingsmead, Durban",2023,08,Australia_South Africa_2023-08-30,Australia,Australia,South Africa,226
6,MR Marsh,M Jansen,MW Short,1,0,1,9,173,1,4,1,7,-,0,,,0,field,South Africa,1,"Kingsmead, Durban",2023,08,Australia_South Africa_2023-08-30,Australia,Australia,South Africa,226
7,MW Short,M Jansen,MR Marsh,2,0,2,11,171,2,1,1,8,-,0,,,0,field,South Africa,1,"Kingsmead, Durban",2023,08,Australia_South Africa_2023-08-30,Australia,Australia,South Africa,226
8,MR Marsh,L Ngidi,MW Short,4,0,4,15,167,5,5,1,1,-,0,,,1,field,South Africa,1,"Kingsmead, Durban",2023,08,Australia_South Africa_2023-08-30,Australia,Australia,South Africa,226
9,MR Marsh,L Ngidi,MW Short,4,0,4,19,163,9,6,1,2,-,0,,,1,field,South Africa,1,"Kingsmead, Durban",2023,08,Australia_South Africa_2023-08-30,Australia,Australia,South Africa,226
10,MR Marsh,L Ngidi,MW Short,0,0,0,19,163,9,7,1,3,-,0,,,1,field,South Africa,1,"Kingsmead, Durban",2023,08,Australia_South Africa_2023-08-30,Australia,Australia,South Africa,226
11,MR Marsh,L Ngidi,MW Short,6,0,6,25,157,15,8,1,4,-,0,,,1,field,South Africa,1,"Kingsmead, Durban",2023,08,Australia_South Africa_2023-08-30,Australia,Australia,South Africa,226
12,MR Marsh,L Ngidi,MW Short,2,0,2,27,155,17,9,1,5,-,0,,,1,field,South Africa,1,"Kingsmead, Durban",2023,08,Australia_South Africa_2023-08-30,Australia,Australia,South Africa,226
13,MR Marsh,L Ngidi,MW Short,4,0,4,31,151,21,10,1,6,-,0,,,1,field,South Africa,1,"Kingsmead, Durban",2023,08,Australia_South Africa_2023-08-30,Australia,Australia,South Africa,226
14,MW Short,M Jansen,MR Marsh,6,0,6,37,145,8,2,1,1,-,0,,,2,field,South Africa,1,"Kingsmead, Durban",2023,08,Australia_South Africa_2023-08-30,Australia,Australia,South Africa,226
15,MW Short,M Jansen,MR Marsh,4,0,4,41,141,12,3,1,2,-,0,,,2,field,South Africa,1,"Kingsmead, Durban",2023,08,Australia_South Africa_2023-08-30,Australia,Australia,South Africa,226
16,MW Short,M Jansen,MR Marsh,4,0,4,45,137,16,4,1,3,-,0,,,2,field,South Africa,1,"Kingsmead, Durban",2023,08,Australia_South Africa_2023-08-30,Australia,Australia,South Africa,226
17,MW Short,M Jansen,MR Marsh,0,0,0,45,137,16,5,1,4,-,0,,,2,field,South Africa,1,"Kingsmead, Durban",2023,08,Australia_South Africa_2023-08-30,Australia,Australia,South Africa,226
18,MW Short,M Jansen,MR Marsh,0,0,0,45,137,16,6,1,5,-,0,,,2,field,South Africa,1,"Kingsmead, Durban",2023,08,Australia_South Africa_2023-08-30,Australia,Australia,South Africa,226
19,MW Short,M Jansen,MR Marsh,0,0,0,45,137,16,7,1,6,-,0,,,2,field,South Africa,1,"Kingsmead, Durban",2023,08,Australia_South Africa_2023-08-30,Australia,Australia,South Africa,226
20,MR Marsh,G Coetzee,MW Short,4,0,4,49,133,25,11,1,1,-,0,,,3,field,South Africa,1,"Kingsmead, Durban",2023,08,Australia_South Africa_2023-08-30,Australia,Australia,South Africa,226
21,MR Marsh,G Coetzee,MW Short,1,0,1,50,132,26,12,1,2,-,0,,,3,field,South Africa,1,"Kingsmead, Durban",2023,08,Australia_South Africa_2023-08-30,Australia,Australia,South Africa,226
22,MW Short,G Coetzee,MR Marsh,0,0,0,50,132,16,8,1,3,-,0,,,3,field,South Africa,1,"Kingsmead, Durban",2023,08,Australia_South Africa_2023-08-30,Australia,Australia,South Africa,226
23,MW Short,G Coetzee,MR Marsh,3,0,3,53,129,19,9,1,4,-,0,,,3,field,South Africa,1,"Kingsmead, Durban",2023,08,Australia_South Africa_2023-08-30,Australia,Australia,South Africa,226
24,MR Marsh,G Coetzee,MW Short,0,0,0,53,129,26,13,1,5,-,0,,,3,field,South Africa,1,"Kingsmead, Durban",2023,08,Australia_South Africa_2023-08-30,Australia,Australia,South Africa,226
25,MR Marsh,G Coetzee,MW Short,4,0,4,57,125,30,14,1,6,-,0,,,3,field,South Africa,1,"Kingsmead, Durban",2023,08,Australia_South Africa_2023-08-30,Australia,Australia,South Africa,226
26,MW Short,LB Williams,MR Marsh,1,0,1,58,124,20,10,1,1,-,0,,,4,field,South Africa,1,"Kingsmead, Durban",2023,08,Australia_South Africa_2023-08-30,Australia,Australia,South Africa,226
27,MR Marsh,LB Williams,MW Short,4,0,4,62,120,34,15,1,2,-,0,,,4,field,South Africa,1,"Kingsmead, Durban",2023,08,Australia_South Africa_2023-08-30,Australia,Australia,South Africa,226
28,MR Marsh,LB Williams,MW Short,6,0,6,68,114,40,16,1,3,-,0,,,4,field,South Africa,1,"Kingsmead, Durban",2023,08,Australia_South Africa_2023-08-30,Australia,Australia,South Africa,226
29,MR Marsh,LB Williams,MW Short,1,0,1,69,113,41,17,1,4,-,0,,,4,field,South Africa,1,"Kingsmead, Durban",2023,08,Australia_South Africa_2023-08-30,Australia,Australia,South Africa,226
30,MW Short,LB Williams,MR Marsh,0,0,0,69,113,20,11,2,5,-,caught,MW Short,RR Hendricks,4,field,South Africa,1,"Kingsmead, Durban",2023,08,Australia_South Africa_2023-08-30,Australia,Australia,South Africa,226
31,JP Inglis,LB Williams,MR Marsh,1,0,1,70,112,1,1,2,6,-,0,,,4,field,South Africa,1,"Kingsmead, Durban",2023,08,Australia_South Africa_2023-08-30,Australia,Australia,South Africa,226
32,JP Inglis,G Coetzee,MR Marsh,0,0,0,70,112,1,2,2,1,-,0,,,5,field,South Africa,1,"Kingsmead, Durban",2023,08,Australia_South Africa_2023-08-30,Australia,Australia,South Africa,226
33,JP Inglis,G Coetzee,MR Marsh,0,0,0,70,112,1,3,3,2,-,bowled,JP Inglis,,5,field,South Africa,1,"Kingsmead, Durban",2023,08,Australia_South Africa_2023-08-30,Australia,Australia,South Africa,226
