,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,review,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
91,MG Bracewell,HH Pandya,MJ Santner,1,0,1,71,,9,16,5,6,14,0,,,,-,bat,New Zealand,1,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,New Zealand,India,False,99
92,MJ Santner,HH Pandya,MG Bracewell,0,0,0,71,,6,7,5,7,14,0,,,,-,bat,New Zealand,1,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,New Zealand,India,False,99
93,MG Bracewell,Kuldeep Yadav,MJ Santner,1,0,1,72,,10,17,5,1,15,0,,,,-,bat,New Zealand,1,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,New Zealand,India,False,99
94,MJ Santner,Kuldeep Yadav,MG Bracewell,1,0,1,73,,7,8,5,2,15,0,,,,-,bat,New Zealand,1,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,New Zealand,India,False,99
95,MG Bracewell,Kuldeep Yadav,MJ Santner,1,0,1,74,,11,18,5,3,15,0,,,,-,bat,New Zealand,1,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,New Zealand,India,False,99
96,MJ Santner,Kuldeep Yadav,MG Bracewell,1,0,1,75,,8,9,5,4,15,0,,,,-,bat,New Zealand,1,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,New Zealand,India,False,99
97,MG Bracewell,Kuldeep Yadav,MJ Santner,1,0,1,76,,12,19,5,5,15,0,,,,-,bat,New Zealand,1,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,New Zealand,India,False,99
98,MJ Santner,Kuldeep Yadav,MG Bracewell,0,0,0,76,,8,10,5,6,15,0,,,,-,bat,New Zealand,1,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,New Zealand,India,False,99
99,MG Bracewell,HH Pandya,MJ Santner,1,0,1,77,,13,20,5,1,16,0,,,,-,bat,New Zealand,1,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,New Zealand,India,False,99
100,MJ Santner,HH Pandya,MG Bracewell,1,0,1,78,,9,11,5,2,16,0,,,,-,bat,New Zealand,1,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,New Zealand,India,False,99
101,MG Bracewell,HH Pandya,MJ Santner,1,0,1,79,,14,21,5,3,16,0,,,,-,bat,New Zealand,1,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,New Zealand,India,False,99
102,MJ Santner,HH Pandya,MG Bracewell,1,0,1,80,,10,12,5,4,16,0,,,,-,bat,New Zealand,1,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,New Zealand,India,False,99
103,MG Bracewell,HH Pandya,MJ Santner,0,0,0,80,,14,22,5,5,16,0,,,,-,bat,New Zealand,1,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,New Zealand,India,False,99
104,MG Bracewell,HH Pandya,MJ Santner,0,0,0,80,,14,23,6,6,16,caught,MG Bracewell,Arshdeep Singh,,-,bat,New Zealand,1,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,New Zealand,India,False,99
105,MJ Santner,Arshdeep Singh,IS Sodhi,1,0,1,81,,11,13,6,1,17,0,,,,-,bat,New Zealand,1,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,New Zealand,India,False,99
106,IS Sodhi,Arshdeep Singh,MJ Santner,1,0,1,82,,1,1,6,2,17,0,,,,-,bat,New Zealand,1,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,New Zealand,India,False,99
107,MJ Santner,Arshdeep Singh,IS Sodhi,1,0,1,83,,12,14,6,3,17,0,,,,-,bat,New Zealand,1,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,New Zealand,India,False,99
108,IS Sodhi,Arshdeep Singh,MJ Santner,0,0,0,83,,1,2,7,4,17,caught,IS Sodhi,HH Pandya,,-,bat,New Zealand,1,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,New Zealand,India,False,99
109,LH Ferguson,Arshdeep Singh,MJ Santner,0,0,0,83,,0,1,7,5,17,0,,,,-,bat,New Zealand,1,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,New Zealand,India,False,99
110,LH Ferguson,Arshdeep Singh,MJ Santner,0,0,0,83,,0,2,8,6,17,caught,LH Ferguson,Washington Sundar,,-,bat,New Zealand,1,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,New Zealand,India,False,99
111,MJ Santner,Shivam Mavi,JA Duffy,1,0,1,84,,13,15,8,1,18,0,,,,-,bat,New Zealand,1,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,New Zealand,India,False,99
112,JA Duffy,Shivam Mavi,MJ Santner,4,0,4,88,,4,1,8,2,18,0,,,,-,bat,New Zealand,1,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,New Zealand,India,False,99
113,JA Duffy,Shivam Mavi,MJ Santner,1,0,1,89,,5,2,8,3,18,0,,,,-,bat,New Zealand,1,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,New Zealand,India,False,99
114,MJ Santner,Shivam Mavi,JA Duffy,1,0,1,90,,14,16,8,4,18,0,,,,-,bat,New Zealand,1,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,New Zealand,India,False,99
115,JA Duffy,Shivam Mavi,MJ Santner,0,1,1,91,,5,3,8,5,18,0,,,,wides,bat,New Zealand,1,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,New Zealand,India,False,99
116,JA Duffy,Shivam Mavi,MJ Santner,1,0,1,92,,6,4,8,6,18,0,,,,-,bat,New Zealand,1,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,New Zealand,India,False,99
117,MJ Santner,Shivam Mavi,JA Duffy,0,1,1,93,,14,17,8,7,18,0,,,,wides,bat,New Zealand,1,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,New Zealand,India,False,99
118,MJ Santner,Shivam Mavi,JA Duffy,1,0,1,94,,15,18,8,8,18,0,,,,-,bat,New Zealand,1,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,New Zealand,India,False,99
119,MJ Santner,Arshdeep Singh,JA Duffy,2,0,2,96,,17,19,8,1,19,0,,,,-,bat,New Zealand,1,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,New Zealand,India,False,99
120,MJ Santner,Arshdeep Singh,JA Duffy,2,0,2,98,,19,20,8,2,19,0,,,,-,bat,New Zealand,1,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,New Zealand,India,False,99
121,MJ Santner,Arshdeep Singh,JA Duffy,0,0,0,98,,19,21,8,3,19,0,,,,-,bat,New Zealand,1,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,New Zealand,India,False,99
122,MJ Santner,Arshdeep Singh,JA Duffy,0,0,0,98,,19,22,8,4,19,0,,,,-,bat,New Zealand,1,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,New Zealand,India,False,99
123,MJ Santner,Arshdeep Singh,JA Duffy,0,0,0,98,,19,23,8,5,19,0,,,,-,bat,New Zealand,1,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,New Zealand,India,False,99
124,MJ Santner,Arshdeep Singh,JA Duffy,0,1,1,99,,19,24,8,6,19,0,,,,legbyes,bat,New Zealand,1,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,01,New Zealand_India_2023-01-29,India,New Zealand,India,False,99
