,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
30,TAM Siriwardana,A Nehra,MD Shanaka,0,1,1,21,175,4,2,4,1,wides,0,,,6,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
31,TAM Siriwardana,A Nehra,MD Shanaka,0,0,0,21,175,4,3,5,2,-,bowled,TAM Siriwardana,,6,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
32,S Prasanna,A Nehra,MD Shanaka,0,0,0,21,175,0,1,5,3,-,0,,,6,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
33,S Prasanna,A Nehra,MD Shanaka,0,0,0,21,175,0,2,5,4,-,0,,,6,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
34,S Prasanna,A Nehra,MD Shanaka,4,0,4,25,171,4,3,5,5,-,0,,,6,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
35,S Prasanna,A Nehra,MD Shanaka,0,0,0,25,171,4,4,5,6,-,0,,,6,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
36,S Prasanna,A Nehra,MD Shanaka,4,0,4,29,167,8,5,5,7,-,0,,,6,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
37,MD Shanaka,RA Jadeja,S Prasanna,0,0,0,29,167,0,5,5,1,-,0,,,7,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
38,MD Shanaka,RA Jadeja,S Prasanna,4,0,4,33,163,4,6,5,2,-,0,,,7,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
39,MD Shanaka,RA Jadeja,S Prasanna,0,0,0,33,163,4,7,5,3,-,0,,,7,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
40,MD Shanaka,RA Jadeja,S Prasanna,0,0,0,33,163,4,8,5,4,-,0,,,7,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
41,MD Shanaka,RA Jadeja,S Prasanna,0,0,0,33,163,4,9,5,5,-,0,,,7,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
42,MD Shanaka,RA Jadeja,S Prasanna,0,0,0,33,163,4,10,5,6,-,0,,,7,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
43,S Prasanna,Yuvraj Singh,MD Shanaka,1,0,1,34,162,9,6,5,1,-,0,,,8,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
44,MD Shanaka,Yuvraj Singh,S Prasanna,0,0,0,34,162,4,11,5,2,-,0,,,8,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
45,MD Shanaka,Yuvraj Singh,S Prasanna,6,1,7,41,155,10,12,5,3,noballs,0,,,8,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
46,MD Shanaka,Yuvraj Singh,S Prasanna,6,0,6,47,149,16,13,5,4,-,0,,,8,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
47,MD Shanaka,Yuvraj Singh,S Prasanna,1,0,1,48,148,17,14,5,5,-,0,,,8,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
48,S Prasanna,Yuvraj Singh,MD Shanaka,0,0,0,48,148,9,7,6,6,-,run out,S Prasanna,RA Jadeja,8,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
49,MD Shanaka,Yuvraj Singh,NLTC Perera,0,0,0,48,148,17,15,6,7,-,0,,,8,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
50,NLTC Perera,RA Jadeja,MD Shanaka,0,0,0,48,148,0,1,6,1,-,0,,,9,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
51,NLTC Perera,RA Jadeja,MD Shanaka,0,1,1,49,147,0,2,6,2,wides,0,,,9,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
52,NLTC Perera,RA Jadeja,MD Shanaka,1,0,1,50,146,1,3,6,3,-,0,,,9,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
53,MD Shanaka,RA Jadeja,NLTC Perera,0,0,0,50,146,17,16,6,4,-,0,,,9,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
54,MD Shanaka,RA Jadeja,NLTC Perera,0,0,0,50,146,17,17,6,5,-,0,,,9,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
55,MD Shanaka,RA Jadeja,NLTC Perera,0,0,0,50,146,17,18,6,6,-,0,,,9,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
56,MD Shanaka,RA Jadeja,NLTC Perera,0,0,0,50,146,17,19,6,7,-,0,,,9,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
57,NLTC Perera,HH Pandya,MD Shanaka,1,0,1,51,145,2,4,6,1,-,0,,,10,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
58,MD Shanaka,HH Pandya,NLTC Perera,1,0,1,52,144,18,20,6,2,-,0,,,10,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
59,NLTC Perera,HH Pandya,MD Shanaka,1,0,1,53,143,3,5,6,3,-,0,,,10,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
60,MD Shanaka,HH Pandya,NLTC Perera,1,0,1,54,142,19,21,6,4,-,0,,,10,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
61,NLTC Perera,HH Pandya,MD Shanaka,0,0,0,54,142,3,6,6,5,-,0,,,10,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
62,NLTC Perera,HH Pandya,MD Shanaka,0,0,0,54,142,3,7,6,6,-,0,,,10,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
63,MD Shanaka,RA Jadeja,NLTC Perera,0,0,0,54,142,19,22,6,1,-,0,,,11,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
64,MD Shanaka,RA Jadeja,NLTC Perera,0,0,0,54,142,19,23,6,2,-,0,,,11,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
65,MD Shanaka,RA Jadeja,NLTC Perera,0,0,0,54,142,19,24,7,3,-,bowled,MD Shanaka,,11,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
66,SMSM Senanayake,RA Jadeja,NLTC Perera,0,0,0,54,142,0,1,7,4,-,0,,,11,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
67,SMSM Senanayake,RA Jadeja,NLTC Perera,0,0,0,54,142,0,2,7,5,-,0,,,11,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
68,SMSM Senanayake,RA Jadeja,NLTC Perera,0,0,0,54,142,0,3,7,6,-,0,,,11,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
69,NLTC Perera,HH Pandya,SMSM Senanayake,1,0,1,55,141,4,8,7,1,-,0,,,12,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
70,SMSM Senanayake,HH Pandya,NLTC Perera,1,0,1,56,140,1,4,7,2,-,0,,,12,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
71,NLTC Perera,HH Pandya,SMSM Senanayake,4,0,4,60,136,8,9,7,3,-,0,,,12,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
72,NLTC Perera,HH Pandya,SMSM Senanayake,1,0,1,61,135,9,10,7,4,-,0,,,12,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
73,SMSM Senanayake,HH Pandya,NLTC Perera,0,1,1,62,134,1,5,7,5,wides,0,,,12,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
74,SMSM Senanayake,HH Pandya,NLTC Perera,0,0,0,62,134,1,6,7,6,-,0,,,12,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
75,SMSM Senanayake,HH Pandya,NLTC Perera,1,0,1,63,133,2,7,7,7,-,0,,,12,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
76,SMSM Senanayake,SK Raina,NLTC Perera,0,0,0,63,133,2,8,7,1,-,0,,,13,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
77,SMSM Senanayake,SK Raina,NLTC Perera,0,0,0,63,133,2,9,7,2,-,0,,,13,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
78,SMSM Senanayake,SK Raina,NLTC Perera,2,0,2,65,131,4,10,7,3,-,0,,,13,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
79,SMSM Senanayake,SK Raina,NLTC Perera,0,0,0,65,131,4,11,7,4,-,0,,,13,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
80,SMSM Senanayake,SK Raina,NLTC Perera,1,0,1,66,130,5,12,7,5,-,0,,,13,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
81,NLTC Perera,SK Raina,SMSM Senanayake,0,0,0,66,130,9,11,7,6,-,0,,,13,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
82,SMSM Senanayake,R Ashwin,NLTC Perera,1,0,1,67,129,6,13,7,1,-,0,,,14,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
83,NLTC Perera,R Ashwin,SMSM Senanayake,0,0,0,67,129,9,12,7,2,-,0,,,14,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
84,NLTC Perera,R Ashwin,SMSM Senanayake,1,0,1,68,128,10,13,7,3,-,0,,,14,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
85,SMSM Senanayake,R Ashwin,NLTC Perera,1,0,1,69,127,7,14,7,4,-,0,,,14,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
86,NLTC Perera,R Ashwin,SMSM Senanayake,0,0,0,69,127,10,14,7,5,-,0,,,14,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
87,NLTC Perera,R Ashwin,SMSM Senanayake,0,0,0,69,127,10,15,7,6,-,0,,,14,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
88,SMSM Senanayake,JJ Bumrah,NLTC Perera,1,0,1,70,126,8,15,7,1,-,0,,,15,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
89,NLTC Perera,JJ Bumrah,SMSM Senanayake,0,0,0,70,126,10,16,7,2,-,0,,,15,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
90,NLTC Perera,JJ Bumrah,SMSM Senanayake,0,0,0,70,126,10,17,7,3,-,0,,,15,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
91,NLTC Perera,JJ Bumrah,SMSM Senanayake,0,0,0,70,126,10,18,7,4,-,0,,,15,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
92,NLTC Perera,JJ Bumrah,SMSM Senanayake,1,0,1,71,125,11,19,7,5,-,0,,,15,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
93,SMSM Senanayake,JJ Bumrah,NLTC Perera,0,0,0,71,125,8,16,7,6,-,0,,,15,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
94,NLTC Perera,SK Raina,SMSM Senanayake,1,0,1,72,124,12,20,7,1,-,0,,,16,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
95,SMSM Senanayake,SK Raina,NLTC Perera,0,0,0,72,124,8,17,8,2,-,caught,SMSM Senanayake,MS Dhoni,16,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
96,PVD Chameera,SK Raina,NLTC Perera,1,0,1,73,123,1,1,8,3,-,0,,,16,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
97,NLTC Perera,SK Raina,PVD Chameera,0,0,0,73,123,12,21,9,4,-,caught,NLTC Perera,RA Jadeja,16,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
98,PVD Chameera,SK Raina,CRD Fernando,1,0,1,74,122,2,2,9,5,-,0,,,16,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
99,CRD Fernando,SK Raina,PVD Chameera,0,0,0,74,122,0,1,9,6,-,0,,,16,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
100,PVD Chameera,RA Jadeja,CRD Fernando,0,0,0,74,122,2,3,9,1,-,0,,,17,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
101,PVD Chameera,RA Jadeja,CRD Fernando,0,0,0,74,122,2,4,9,2,-,0,,,17,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
102,PVD Chameera,RA Jadeja,CRD Fernando,0,0,0,74,122,2,5,9,3,-,0,,,17,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
103,PVD Chameera,RA Jadeja,CRD Fernando,4,0,4,78,118,6,6,9,4,-,0,,,17,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
104,PVD Chameera,RA Jadeja,CRD Fernando,1,0,1,79,117,7,7,9,5,-,0,,,17,field,India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,02,India_Sri Lanka_2016-02-14,India,Sri Lanka,India
