,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,date,winning_team,batting_team,bowling_team
47,MEK Hussey,CJ Chibhabha,A Symonds,0,0,0,32,4,15,2,0,,,8,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
48,MEK Hussey,CJ Chibhabha,A Symonds,0,0,0,32,4,16,3,0,,,8,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
49,MEK Hussey,CJ Chibhabha,A Symonds,1,0,1,33,5,17,4,0,,,8,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
50,A Symonds,CJ Chibhabha,MEK Hussey,0,0,0,33,8,9,5,0,,,8,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
51,A Symonds,CJ Chibhabha,MEK Hussey,4,0,4,37,12,10,6,0,,,8,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
52,MEK Hussey,P Utseya,A Symonds,4,0,4,41,9,18,1,0,,,9,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
53,MEK Hussey,P Utseya,A Symonds,0,0,0,41,9,19,2,0,,,9,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
54,MEK Hussey,P Utseya,A Symonds,1,0,1,42,10,20,3,0,,,9,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
55,A Symonds,P Utseya,MEK Hussey,1,0,1,43,13,11,4,0,,,9,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
56,MEK Hussey,P Utseya,A Symonds,2,0,2,45,12,21,5,0,,,9,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
57,MEK Hussey,P Utseya,A Symonds,3,0,3,48,15,22,6,0,,,9,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
58,MEK Hussey,CJ Chibhabha,A Symonds,0,0,0,48,15,23,1,0,,,10,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
59,MEK Hussey,CJ Chibhabha,A Symonds,0,0,0,48,15,24,2,run out,MEK Hussey,V Sibanda,10,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
60,BJ Hodge,CJ Chibhabha,A Symonds,0,0,0,48,0,1,3,0,,,10,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
61,BJ Hodge,CJ Chibhabha,A Symonds,1,0,1,49,1,2,4,0,,,10,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
62,A Symonds,CJ Chibhabha,BJ Hodge,0,1,1,50,13,12,5,0,,,10,wides,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
63,A Symonds,CJ Chibhabha,BJ Hodge,1,0,1,51,14,13,6,0,,,10,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
64,BJ Hodge,CJ Chibhabha,A Symonds,0,0,0,51,1,3,7,0,,,10,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
65,A Symonds,P Utseya,BJ Hodge,0,0,0,51,14,14,1,0,,,11,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
66,A Symonds,P Utseya,BJ Hodge,4,0,4,55,18,15,2,0,,,11,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
67,A Symonds,P Utseya,BJ Hodge,2,0,2,57,20,16,3,0,,,11,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
68,A Symonds,P Utseya,BJ Hodge,1,0,1,58,21,17,4,0,,,11,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
69,BJ Hodge,P Utseya,A Symonds,0,0,0,58,1,4,5,0,,,11,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
70,BJ Hodge,P Utseya,A Symonds,2,0,2,60,3,5,6,0,,,11,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
71,A Symonds,CJ Chibhabha,BJ Hodge,4,0,4,64,25,18,1,0,,,12,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
72,A Symonds,CJ Chibhabha,BJ Hodge,2,0,2,66,27,19,2,0,,,12,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
73,A Symonds,CJ Chibhabha,BJ Hodge,0,0,0,66,27,20,3,0,,,12,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
74,A Symonds,CJ Chibhabha,BJ Hodge,1,0,1,67,28,21,4,0,,,12,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
75,BJ Hodge,CJ Chibhabha,A Symonds,1,0,1,68,4,6,5,0,,,12,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
76,A Symonds,CJ Chibhabha,BJ Hodge,1,0,1,69,29,22,6,0,,,12,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
77,A Symonds,T Taibu,BJ Hodge,0,1,1,70,29,23,1,0,,,13,byes,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
78,BJ Hodge,T Taibu,A Symonds,4,0,4,74,8,7,2,0,,,13,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
79,BJ Hodge,T Taibu,A Symonds,1,0,1,75,9,8,3,0,,,13,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
80,A Symonds,T Taibu,BJ Hodge,2,0,2,77,31,24,4,0,,,13,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
81,A Symonds,T Taibu,BJ Hodge,1,0,1,78,32,25,5,0,,,13,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
82,BJ Hodge,T Taibu,A Symonds,0,0,0,78,9,9,6,0,,,13,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
83,A Symonds,H Masakadza,BJ Hodge,1,0,1,79,33,26,1,0,,,14,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
84,BJ Hodge,H Masakadza,A Symonds,6,0,6,85,15,10,2,0,,,14,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
85,BJ Hodge,H Masakadza,A Symonds,1,0,1,86,16,11,3,0,,,14,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
86,A Symonds,H Masakadza,BJ Hodge,0,0,0,86,33,27,4,stumped,A Symonds,BRM Taylor,14,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
87,BJ Haddin,H Masakadza,BJ Hodge,0,0,0,86,0,1,5,0,,,14,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
88,BJ Haddin,H Masakadza,BJ Hodge,1,0,1,87,1,2,6,0,,,14,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
89,BJ Haddin,P Utseya,BJ Hodge,0,0,0,87,1,3,1,0,,,15,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
90,BJ Haddin,P Utseya,BJ Hodge,0,0,0,87,1,4,2,0,,,15,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
91,BJ Haddin,P Utseya,BJ Hodge,1,0,1,88,2,5,3,0,,,15,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
92,BJ Hodge,P Utseya,BJ Haddin,1,0,1,89,17,12,4,0,,,15,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
93,BJ Haddin,P Utseya,BJ Hodge,0,0,0,89,2,6,5,0,,,15,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
94,BJ Haddin,P Utseya,BJ Hodge,1,0,1,90,3,7,6,0,,,15,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
95,BJ Haddin,T Mupariwa,BJ Hodge,0,1,1,91,3,8,1,0,,,16,wides,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
96,BJ Haddin,T Mupariwa,BJ Hodge,0,0,0,91,3,9,2,0,,,16,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
97,BJ Haddin,T Mupariwa,BJ Hodge,0,0,0,91,3,10,3,0,,,16,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
98,BJ Haddin,T Mupariwa,BJ Hodge,1,0,1,92,4,11,4,0,,,16,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
99,BJ Hodge,T Mupariwa,BJ Haddin,6,0,6,98,23,13,5,0,,,16,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
100,BJ Hodge,T Mupariwa,BJ Haddin,1,0,1,99,24,14,6,0,,,16,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
101,BJ Haddin,T Mupariwa,BJ Hodge,2,0,2,101,6,12,7,0,,,16,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
102,BJ Hodge,P Utseya,BJ Haddin,1,0,1,102,25,15,1,0,,,17,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
103,BJ Haddin,P Utseya,BJ Hodge,0,0,0,102,6,13,2,caught,BJ Haddin,E Chigumbura,17,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
104,BJ Hodge,P Utseya,B Lee,2,0,2,104,27,16,3,0,,,17,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
105,BJ Hodge,P Utseya,B Lee,1,0,1,105,28,17,4,0,,,17,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
106,B Lee,P Utseya,BJ Hodge,1,0,1,106,1,1,5,0,,,17,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
107,BJ Hodge,P Utseya,B Lee,0,0,0,106,28,18,6,0,,,17,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
108,B Lee,T Taibu,BJ Hodge,1,0,1,107,2,2,1,0,,,18,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
109,BJ Hodge,T Taibu,B Lee,1,0,1,108,29,19,2,0,,,18,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
110,B Lee,T Taibu,BJ Hodge,0,0,0,108,2,3,3,0,,,18,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
111,B Lee,T Taibu,BJ Hodge,4,0,4,112,6,4,4,0,,,18,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
112,B Lee,T Taibu,BJ Hodge,6,0,6,118,12,5,5,0,,,18,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
113,B Lee,T Taibu,BJ Hodge,1,0,1,119,13,6,6,0,,,18,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
114,B Lee,GB Brent,BJ Hodge,0,0,0,119,13,7,1,bowled,B Lee,,19,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
115,MG Johnson,GB Brent,BJ Hodge,1,0,1,120,1,1,2,0,,,19,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
116,BJ Hodge,GB Brent,MG Johnson,1,0,1,121,30,20,3,0,,,19,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
117,MG Johnson,GB Brent,BJ Hodge,0,0,0,121,1,2,4,0,,,19,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
118,MG Johnson,GB Brent,BJ Hodge,4,0,4,125,5,3,5,0,,,19,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
119,MG Johnson,GB Brent,BJ Hodge,3,0,3,128,8,4,6,0,,,19,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
120,MG Johnson,E Chigumbura,BJ Hodge,1,0,1,129,9,5,1,0,,,20,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
121,BJ Hodge,E Chigumbura,MG Johnson,4,0,4,133,34,21,2,0,,,20,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
122,BJ Hodge,E Chigumbura,MG Johnson,1,0,1,134,35,22,3,run out,MG Johnson,GB Brent;BRM Taylor,20,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
123,NW Bracken,E Chigumbura,BJ Hodge,2,0,2,136,2,1,4,0,,,20,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
124,NW Bracken,E Chigumbura,BJ Hodge,2,0,2,138,4,2,5,0,,,20,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
125,NW Bracken,E Chigumbura,BJ Hodge,0,0,0,138,4,3,6,caught,NW Bracken,V Sibanda,20,-,bat,Australia,1,Newlands,2007-09-12,Zimbabwe,Australia,Zimbabwe
