,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,review,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,Ishan Kishan,CAK Rajitha,Shubman Gill,2,0,2,2,,2,1,0,-,1.0,0,,0,,,field,Sri Lanka,1,"Wankhede Stadium, Mumbai",2023,01,India_Sri Lanka_2023-01-03,India,India,Sri Lanka,True,162,Left hand Bat,Right hand Bat,Right arm Medium
1,Ishan Kishan,CAK Rajitha,Shubman Gill,0,0,0,2,,2,2,0,-,2.0,0,,0,,,field,Sri Lanka,1,"Wankhede Stadium, Mumbai",2023,01,India_Sri Lanka_2023-01-03,India,India,Sri Lanka,True,162,Left hand Bat,Right hand Bat,Right arm Medium
2,Ishan Kishan,CAK Rajitha,Shubman Gill,6,0,6,8,,8,3,0,-,3.0,0,,0,,,field,Sri Lanka,1,"Wankhede Stadium, Mumbai",2023,01,India_Sri Lanka_2023-01-03,India,India,Sri Lanka,True,162,Left hand Bat,Right hand Bat,Right arm Medium
3,Ishan Kishan,CAK Rajitha,Shubman Gill,0,1,1,9,,8,3,0,wides,3.0,0,,0,,,field,Sri Lanka,1,"Wankhede Stadium, Mumbai",2023,01,India_Sri Lanka_2023-01-03,India,India,Sri Lanka,True,162,Left hand Bat,Right hand Bat,Right arm Medium
4,Ishan Kishan,CAK Rajitha,Shubman Gill,0,0,0,9,,8,4,0,-,4.0,0,,0,,,field,Sri Lanka,1,"Wankhede Stadium, Mumbai",2023,01,India_Sri Lanka_2023-01-03,India,India,Sri Lanka,True,162,Left hand Bat,Right hand Bat,Right arm Medium
5,Ishan Kishan,CAK Rajitha,Shubman Gill,4,0,4,13,,12,5,0,-,5.0,0,,0,,,field,Sri Lanka,1,"Wankhede Stadium, Mumbai",2023,01,India_Sri Lanka_2023-01-03,India,India,Sri Lanka,True,162,Left hand Bat,Right hand Bat,Right arm Medium
6,Ishan Kishan,CAK Rajitha,Shubman Gill,4,0,4,17,,16,6,0,-,6.0,0,,0,,,field,Sri Lanka,1,"Wankhede Stadium, Mumbai",2023,01,India_Sri Lanka_2023-01-03,India,India,Sri Lanka,True,162,Left hand Bat,Right hand Bat,Right arm Medium
7,Shubman Gill,D Madushanka,Ishan Kishan,0,1,1,18,,0,0,0,wides,0.0,1,,0,,,field,Sri Lanka,1,"Wankhede Stadium, Mumbai",2023,01,India_Sri Lanka_2023-01-03,India,India,Sri Lanka,True,162,Right hand Bat,Left hand Bat,Left arm Fast
8,Shubman Gill,D Madushanka,Ishan Kishan,4,0,4,22,,4,1,0,-,1.0,1,,0,,,field,Sri Lanka,1,"Wankhede Stadium, Mumbai",2023,01,India_Sri Lanka_2023-01-03,India,India,Sri Lanka,True,162,Right hand Bat,Left hand Bat,Left arm Fast
9,Shubman Gill,D Madushanka,Ishan Kishan,0,0,0,22,,4,2,0,-,2.0,1,,0,,,field,Sri Lanka,1,"Wankhede Stadium, Mumbai",2023,01,India_Sri Lanka_2023-01-03,India,India,Sri Lanka,True,162,Right hand Bat,Left hand Bat,Left arm Fast
10,Shubman Gill,D Madushanka,Ishan Kishan,2,0,2,24,,6,3,0,-,3.0,1,,0,,,field,Sri Lanka,1,"Wankhede Stadium, Mumbai",2023,01,India_Sri Lanka_2023-01-03,India,India,Sri Lanka,True,162,Right hand Bat,Left hand Bat,Left arm Fast
11,Shubman Gill,D Madushanka,Ishan Kishan,1,0,1,25,,7,4,0,-,4.0,1,,0,,,field,Sri Lanka,1,"Wankhede Stadium, Mumbai",2023,01,India_Sri Lanka_2023-01-03,India,India,Sri Lanka,True,162,Right hand Bat,Left hand Bat,Left arm Fast
12,Ishan Kishan,D Madushanka,Shubman Gill,0,0,0,25,,16,7,0,-,5.0,1,,0,,,field,Sri Lanka,1,"Wankhede Stadium, Mumbai",2023,01,India_Sri Lanka_2023-01-03,India,India,Sri Lanka,True,162,Left hand Bat,Right hand Bat,Left arm Fast
13,Ishan Kishan,D Madushanka,Shubman Gill,1,0,1,26,,17,8,0,-,6.0,1,,0,,,field,Sri Lanka,1,"Wankhede Stadium, Mumbai",2023,01,India_Sri Lanka_2023-01-03,India,India,Sri Lanka,True,162,Left hand Bat,Right hand Bat,Left arm Fast
14,Ishan Kishan,M Theekshana,Shubman Gill,0,0,0,26,,17,9,0,-,1.0,2,,0,,,field,Sri Lanka,1,"Wankhede Stadium, Mumbai",2023,01,India_Sri Lanka_2023-01-03,India,India,Sri Lanka,True,162,Left hand Bat,Right hand Bat,Right arm Offbreak
15,Ishan Kishan,M Theekshana,Shubman Gill,1,0,1,27,,18,10,0,-,2.0,2,,0,,,field,Sri Lanka,1,"Wankhede Stadium, Mumbai",2023,01,India_Sri Lanka_2023-01-03,India,India,Sri Lanka,True,162,Left hand Bat,Right hand Bat,Right arm Offbreak
16,Shubman Gill,M Theekshana,Ishan Kishan,0,0,0,27,,7,5,1,-,3.0,2,"{'by': 'India', 'umpire': 'AK Chaudhary', 'batter': 'Shubman Gill', 'decision': 'struck down'}",lbw,Shubman Gill,,field,Sri Lanka,1,"Wankhede Stadium, Mumbai",2023,01,India_Sri Lanka_2023-01-03,India,India,Sri Lanka,True,162,Right hand Bat,Left hand Bat,Right arm Offbreak
17,SA Yadav,M Theekshana,Ishan Kishan,1,0,1,28,,1,1,1,-,4.0,2,,0,,,field,Sri Lanka,1,"Wankhede Stadium, Mumbai",2023,01,India_Sri Lanka_2023-01-03,India,India,Sri Lanka,True,162,Right hand Bat,Left hand Bat,Right arm Offbreak
18,Ishan Kishan,M Theekshana,SA Yadav,0,0,0,28,,18,11,1,-,5.0,2,,0,,,field,Sri Lanka,1,"Wankhede Stadium, Mumbai",2023,01,India_Sri Lanka_2023-01-03,India,India,Sri Lanka,True,162,Left hand Bat,Right hand Bat,Right arm Offbreak
19,Ishan Kishan,M Theekshana,SA Yadav,1,0,1,29,,19,12,1,-,6.0,2,,0,,,field,Sri Lanka,1,"Wankhede Stadium, Mumbai",2023,01,India_Sri Lanka_2023-01-03,India,India,Sri Lanka,True,162,Left hand Bat,Right hand Bat,Right arm Offbreak
20,Ishan Kishan,D Madushanka,SA Yadav,1,0,1,30,,20,13,1,-,1.0,3,,0,,,field,Sri Lanka,1,"Wankhede Stadium, Mumbai",2023,01,India_Sri Lanka_2023-01-03,India,India,Sri Lanka,True,162,Left hand Bat,Right hand Bat,Left arm Fast
21,SA Yadav,D Madushanka,Ishan Kishan,0,0,0,30,,1,2,1,-,2.0,3,,0,,,field,Sri Lanka,1,"Wankhede Stadium, Mumbai",2023,01,India_Sri Lanka_2023-01-03,India,India,Sri Lanka,True,162,Right hand Bat,Left hand Bat,Left arm Fast
22,SA Yadav,D Madushanka,Ishan Kishan,0,0,0,30,,1,3,1,-,3.0,3,,0,,,field,Sri Lanka,1,"Wankhede Stadium, Mumbai",2023,01,India_Sri Lanka_2023-01-03,India,India,Sri Lanka,True,162,Right hand Bat,Left hand Bat,Left arm Fast
23,SA Yadav,D Madushanka,Ishan Kishan,4,0,4,34,,5,4,1,-,4.0,3,,0,,,field,Sri Lanka,1,"Wankhede Stadium, Mumbai",2023,01,India_Sri Lanka_2023-01-03,India,India,Sri Lanka,True,162,Right hand Bat,Left hand Bat,Left arm Fast
24,SA Yadav,D Madushanka,Ishan Kishan,0,0,0,34,,5,5,1,-,5.0,3,,0,,,field,Sri Lanka,1,"Wankhede Stadium, Mumbai",2023,01,India_Sri Lanka_2023-01-03,India,India,Sri Lanka,True,162,Right hand Bat,Left hand Bat,Left arm Fast
25,SA Yadav,D Madushanka,Ishan Kishan,0,0,0,34,,5,6,1,-,6.0,3,,0,,,field,Sri Lanka,1,"Wankhede Stadium, Mumbai",2023,01,India_Sri Lanka_2023-01-03,India,India,Sri Lanka,True,162,Right hand Bat,Left hand Bat,Left arm Fast
26,Ishan Kishan,M Theekshana,SA Yadav,1,0,1,35,,21,14,1,-,1.0,4,,0,,,field,Sri Lanka,1,"Wankhede Stadium, Mumbai",2023,01,India_Sri Lanka_2023-01-03,India,India,Sri Lanka,True,162,Left hand Bat,Right hand Bat,Right arm Offbreak
27,SA Yadav,M Theekshana,Ishan Kishan,0,0,0,35,,5,7,1,-,2.0,4,,0,,,field,Sri Lanka,1,"Wankhede Stadium, Mumbai",2023,01,India_Sri Lanka_2023-01-03,India,India,Sri Lanka,True,162,Right hand Bat,Left hand Bat,Right arm Offbreak
