,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
0,PR Stirling,MJ Santner,A Balbirnie,0,0,0,0,179,0,1,0,1,1,-,0,,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-20,New Zealand,Ireland,New Zealand,91
1,PR Stirling,MJ Santner,A Balbirnie,0,0,0,0,179,0,2,0,2,1,-,0,,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-20,New Zealand,Ireland,New Zealand,91
2,PR Stirling,MJ Santner,A Balbirnie,6,0,6,6,173,6,3,0,3,1,-,0,,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-20,New Zealand,Ireland,New Zealand,91
3,PR Stirling,MJ Santner,A Balbirnie,0,0,0,6,173,6,4,0,4,1,-,0,,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-20,New Zealand,Ireland,New Zealand,91
4,PR Stirling,MJ Santner,A Balbirnie,4,0,4,10,169,10,5,0,5,1,-,0,,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-20,New Zealand,Ireland,New Zealand,91
5,PR Stirling,MJ Santner,A Balbirnie,1,0,1,11,168,11,6,0,6,1,-,0,,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-20,New Zealand,Ireland,New Zealand,91
6,PR Stirling,JA Duffy,A Balbirnie,1,0,1,12,167,12,7,0,1,2,-,0,,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-20,New Zealand,Ireland,New Zealand,91
7,A Balbirnie,JA Duffy,PR Stirling,1,0,1,13,166,1,1,0,2,2,-,0,,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-20,New Zealand,Ireland,New Zealand,91
8,PR Stirling,JA Duffy,A Balbirnie,4,0,4,17,162,16,8,0,3,2,-,0,,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-20,New Zealand,Ireland,New Zealand,91
9,PR Stirling,JA Duffy,A Balbirnie,1,0,1,18,161,17,9,0,4,2,-,0,,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-20,New Zealand,Ireland,New Zealand,91
10,A Balbirnie,JA Duffy,PR Stirling,0,0,0,18,161,1,2,0,5,2,-,0,,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-20,New Zealand,Ireland,New Zealand,91
11,A Balbirnie,JA Duffy,PR Stirling,0,0,0,18,161,1,3,0,6,2,-,0,,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-20,New Zealand,Ireland,New Zealand,91
12,PR Stirling,LH Ferguson,A Balbirnie,0,0,0,18,161,17,10,0,1,3,-,0,,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-20,New Zealand,Ireland,New Zealand,91
13,PR Stirling,LH Ferguson,A Balbirnie,0,0,0,18,161,17,11,0,2,3,-,0,,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-20,New Zealand,Ireland,New Zealand,91
14,PR Stirling,LH Ferguson,A Balbirnie,0,0,0,18,161,17,12,0,3,3,-,0,,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-20,New Zealand,Ireland,New Zealand,91
15,PR Stirling,LH Ferguson,A Balbirnie,4,0,4,22,157,21,13,0,4,3,-,0,,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-20,New Zealand,Ireland,New Zealand,91
16,PR Stirling,LH Ferguson,A Balbirnie,0,0,0,22,157,21,14,0,5,3,-,0,,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-20,New Zealand,Ireland,New Zealand,91
17,PR Stirling,LH Ferguson,A Balbirnie,0,1,1,23,156,21,15,0,6,3,wides,0,,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-20,New Zealand,Ireland,New Zealand,91
18,PR Stirling,LH Ferguson,A Balbirnie,0,0,0,23,156,21,16,1,7,3,-,caught,PR Stirling,MJ Santner,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-20,New Zealand,Ireland,New Zealand,91
19,A Balbirnie,JA Duffy,GJ Delany,1,0,1,24,155,2,4,1,1,4,-,0,,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-20,New Zealand,Ireland,New Zealand,91
20,GJ Delany,JA Duffy,A Balbirnie,0,0,0,24,155,0,1,2,2,4,-,bowled,GJ Delany,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-20,New Zealand,Ireland,New Zealand,91
21,HT Tector,JA Duffy,A Balbirnie,1,0,1,25,154,1,1,2,3,4,-,0,,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-20,New Zealand,Ireland,New Zealand,91
22,A Balbirnie,JA Duffy,HT Tector,1,0,1,26,153,3,5,2,4,4,-,0,,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-20,New Zealand,Ireland,New Zealand,91
23,HT Tector,JA Duffy,A Balbirnie,1,0,1,27,152,2,2,2,5,4,-,0,,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-20,New Zealand,Ireland,New Zealand,91
24,A Balbirnie,JA Duffy,HT Tector,0,0,0,27,152,3,6,2,6,4,-,0,,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-20,New Zealand,Ireland,New Zealand,91
25,HT Tector,LH Ferguson,A Balbirnie,0,0,0,27,152,2,3,3,1,5,-,run out,HT Tector,GD Phillips,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-20,New Zealand,Ireland,New Zealand,91
26,A Balbirnie,LH Ferguson,C Campher,2,0,2,29,150,5,7,3,2,5,-,0,,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-20,New Zealand,Ireland,New Zealand,91
27,A Balbirnie,LH Ferguson,C Campher,1,0,1,30,149,6,8,3,3,5,-,0,,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-20,New Zealand,Ireland,New Zealand,91
28,C Campher,LH Ferguson,A Balbirnie,0,1,1,31,148,0,1,3,4,5,wides,0,,,field,Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",2022,07,New Zealand_Ireland_2022-07-20,New Zealand,Ireland,New Zealand,91
