,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,A Balbirnie,W Madhevere,GR Adair,1,0,1,1,,1,1,0,-,1.0,0,,,0,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
1,GR Adair,W Madhevere,A Balbirnie,0,0,0,1,,0,1,0,-,2.0,0,,,0,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
2,GR Adair,W Madhevere,A Balbirnie,1,0,1,2,,1,2,0,-,3.0,0,,,0,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
3,A Balbirnie,W Madhevere,GR Adair,1,0,1,3,,2,2,0,-,4.0,0,,,0,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
4,GR Adair,W Madhevere,A Balbirnie,0,0,0,3,,1,3,1,-,5.0,caught,GR Adair,CR Ervine,0,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
5,ST Doheny,W Madhevere,A Balbirnie,1,0,1,4,,1,1,1,-,6.0,0,,,0,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
6,ST Doheny,R Ngarava,A Balbirnie,1,0,1,5,,2,2,1,-,1.0,0,,,1,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
7,A Balbirnie,R Ngarava,ST Doheny,0,0,0,5,,2,3,1,-,2.0,0,,,1,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
8,A Balbirnie,R Ngarava,ST Doheny,0,0,0,5,,2,4,1,-,3.0,0,,,1,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
9,A Balbirnie,R Ngarava,ST Doheny,4,0,4,9,,6,5,1,-,4.0,0,,,1,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
10,A Balbirnie,R Ngarava,ST Doheny,2,0,2,11,,8,6,1,-,5.0,0,,,1,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
11,A Balbirnie,R Ngarava,ST Doheny,0,0,0,11,,8,7,1,-,6.0,0,,,1,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
12,ST Doheny,TL Chatara,A Balbirnie,0,0,0,11,,2,3,1,-,1.0,0,,,2,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
13,ST Doheny,TL Chatara,A Balbirnie,0,0,0,11,,2,4,2,-,2.0,caught,ST Doheny,WP Masakadza,2,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
14,HT Tector,TL Chatara,A Balbirnie,1,0,1,12,,1,1,2,-,3.0,0,,,2,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
15,A Balbirnie,TL Chatara,HT Tector,0,1,1,13,,8,8,2,legbyes,4.0,0,,,2,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
16,HT Tector,TL Chatara,A Balbirnie,1,0,1,14,,2,2,2,-,5.0,0,,,2,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
17,A Balbirnie,TL Chatara,HT Tector,0,0,0,14,,8,9,2,-,6.0,0,,,2,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
18,HT Tector,WP Masakadza,A Balbirnie,0,0,0,14,,2,3,2,-,1.0,0,,,3,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
19,HT Tector,WP Masakadza,A Balbirnie,1,0,1,15,,3,4,2,-,2.0,0,,,3,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
20,A Balbirnie,WP Masakadza,HT Tector,1,0,1,16,,9,10,2,-,3.0,0,,,3,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
21,HT Tector,WP Masakadza,A Balbirnie,3,0,3,19,,6,5,2,-,4.0,0,,,3,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
22,A Balbirnie,WP Masakadza,HT Tector,0,0,0,19,,9,11,3,-,5.0,bowled,A Balbirnie,,3,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
23,C Campher,WP Masakadza,HT Tector,4,0,4,23,,4,1,3,-,6.0,0,,,3,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
24,HT Tector,TL Chatara,C Campher,2,0,2,25,,8,6,3,-,1.0,0,,,4,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
25,HT Tector,TL Chatara,C Campher,1,0,1,26,,9,7,3,-,2.0,0,,,4,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
26,C Campher,TL Chatara,HT Tector,0,1,1,27,,4,2,3,wides,2.0,0,,,4,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
27,C Campher,TL Chatara,HT Tector,2,0,2,29,,6,3,3,-,3.0,0,,,4,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
28,C Campher,TL Chatara,HT Tector,0,0,0,29,,6,4,3,-,4.0,0,,,4,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
29,C Campher,TL Chatara,HT Tector,1,0,1,30,,7,5,3,-,5.0,0,,,4,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
30,HT Tector,TL Chatara,C Campher,2,0,2,32,,11,8,3,-,6.0,0,,,4,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
31,C Campher,R Ngarava,HT Tector,1,0,1,33,,8,6,3,-,1.0,0,,,5,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
32,HT Tector,R Ngarava,C Campher,0,0,0,33,,11,9,3,-,2.0,0,,,5,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
33,HT Tector,R Ngarava,C Campher,4,0,4,37,,15,10,3,-,3.0,0,,,5,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
34,HT Tector,R Ngarava,C Campher,0,0,0,37,,15,11,3,-,4.0,0,,,5,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
35,HT Tector,R Ngarava,C Campher,0,1,1,38,,15,12,3,wides,4.0,0,,,5,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
36,HT Tector,R Ngarava,C Campher,1,0,1,39,,16,13,3,-,5.0,0,,,5,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
37,C Campher,R Ngarava,HT Tector,0,0,0,39,,8,7,3,-,6.0,0,,,5,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
38,HT Tector,WP Masakadza,C Campher,2,0,2,41,,18,14,3,-,1.0,0,,,6,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
39,HT Tector,WP Masakadza,C Campher,1,0,1,42,,19,15,3,-,2.0,0,,,6,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
40,C Campher,WP Masakadza,HT Tector,1,0,1,43,,9,8,3,-,3.0,0,,,6,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
41,HT Tector,WP Masakadza,C Campher,1,0,1,44,,20,16,3,-,4.0,0,,,6,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
42,C Campher,WP Masakadza,HT Tector,1,0,1,45,,10,9,3,-,5.0,0,,,6,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
43,HT Tector,WP Masakadza,C Campher,1,0,1,46,,21,17,3,-,6.0,0,,,6,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
44,HT Tector,LM Jongwe,C Campher,4,0,4,50,,25,18,3,-,1.0,0,,,7,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
45,HT Tector,LM Jongwe,C Campher,1,0,1,51,,26,19,3,-,2.0,0,,,7,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
46,C Campher,LM Jongwe,HT Tector,1,0,1,52,,11,10,3,-,3.0,0,,,7,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
47,HT Tector,LM Jongwe,C Campher,1,0,1,53,,27,20,3,-,4.0,0,,,7,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
48,C Campher,LM Jongwe,HT Tector,0,0,0,53,,11,11,3,-,5.0,0,,,7,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
49,C Campher,LM Jongwe,HT Tector,1,0,1,54,,12,12,3,-,6.0,0,,,7,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
50,C Campher,RP Burl,HT Tector,4,0,4,58,,16,13,3,-,1.0,0,,,8,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
51,C Campher,RP Burl,HT Tector,0,1,1,59,,16,14,3,wides,1.0,0,,,8,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
52,C Campher,RP Burl,HT Tector,1,0,1,60,,17,15,3,-,2.0,0,,,8,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
53,HT Tector,RP Burl,C Campher,1,0,1,61,,28,21,3,-,3.0,0,,,8,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
54,C Campher,RP Burl,HT Tector,1,0,1,62,,18,16,3,-,4.0,0,,,8,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
55,HT Tector,RP Burl,C Campher,1,0,1,63,,29,22,3,-,5.0,0,,,8,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
56,C Campher,RP Burl,HT Tector,0,0,0,63,,18,17,3,-,6.0,0,,,8,field,Zimbabwe,1,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-15,Zimbabwe,Ireland,Zimbabwe,False,141
